"SWF_RID_SWIFT_BANK","SWF_CDE_SWIFT_BIC","SWF_NME_FULL","SWF_IND_ACTIVE","SWF_IND_MAY_DEACT","SWF_UID_REC_CREATE","SWF_UID_REC_UPDATE","SWF_TSP_REC_CREATE","SWF_TSP_REC_UPDATE","SWF_IND_HOST_BANK","SWF_TXT_BRN_INFO"
"41653330","BSAFLULL    ","BANQUE SAFRA LUXEMBOURG S.A.","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:10:38","2005-08-04 12:10:38","N",""
"41653343","BSALSVSS    ","BANCO SALVADORENO","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:10:38","2005-08-04 12:10:38","N",""
"41653358","BSAMLKLX    ","SAMPATH BANK LIMITED","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:10:38","2005-08-04 12:10:38","N",""
"41653372","BSANADAD    ","BANCSABADELL D'ANDORRA","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:10:38","2005-08-04 12:10:38","N",""
"41653388","BSARLBBX    ","BANQUE SARADAR SAL","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:10:38","2005-08-04 12:10:38","N",""
"41653403","BSAUBHBM    ","BAHRAINI SAUDI BANK","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:10:38","2005-08-04 12:10:38","N",""
"41653509","BSAVFR2C    ","BANQUE DE SAVOIE","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:10:38","2005-08-04 12:10:38","N",""
"41653526","BSBSBRSP    ","BANCO SOFISA S.A.","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:10:38","2005-08-04 12:10:38","N",""
"41653539","BSCCCOBB    ","BANCO STANDARD CHARTERED COLOMBIA","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:10:38","2005-08-04 12:10:38","N",""
"41653546","BSCHARBA    ","BANCO RIO DE LA PLATA","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:10:38","2005-08-04 12:10:38","N",""
"41653553","BSCHBEBB    ","BCH BENELUX","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:10:38","2005-08-04 12:10:38","N",""
"41653559","BSCHBO2X    ","BANCO SANTA CRUZ S.A.","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:10:38","2005-08-04 12:10:38","N",""
"41653565","BSCHBRSP    ","BANCO SANTANDER BRASIL S.A.","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:10:38","2005-08-04 12:10:38","N",""
"41653571","BSCHBSNX    ","BANCO SANTANDER BRASIL INT'L","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:10:38","2005-08-04 12:10:38","N",""
"41653577","BSCHCHGG    ","BANCO SANTANDER CENTRALHISPANO","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:10:39","2005-08-04 12:10:39","N",""
"41653585","BSCHCLRM    ","BANCO SANTANDER CHILE S A","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:10:39","2005-08-04 12:10:39","N",""
"41653591","BSCHCOBB    ","BANCO SANTANDER COLOMBIA S.A.","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:10:39","2005-08-04 12:10:39","N",""
"41653597","BSCHDEFF    ","BANCO SANTANDER CENTRAL HISPANO","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:10:39","2005-08-04 12:10:39","N",""
"41653620","BSCHESMM    ","BANCO SANTANDER CENTRAL HISPANO","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:10:39","2005-08-04 12:10:39","N",""
"41653626","BSCHFRPP    ","BANCO SANTANDER CENTRAL HISPANO","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:10:39","2005-08-04 12:10:39","N",""
"41653632","BSCHGB2L    ","BANCO SANTANDER CENTRALHISPANO SA","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:10:39","2005-08-04 12:10:39","N",""
"41653638","BSCHGGSX    ","BANCO SANTANDER (GUERNSEY) LTD","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:10:39","2005-08-04 12:10:39","N",""
"41653644","BSCHKYKX    ","BANCO NOROESTE SA","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:10:39","2005-08-04 12:10:39","N",""
"41653650","BSCHPTPL    ","BANCO SANTANDER PORTUGAL S.A.","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:10:39","2005-08-04 12:10:39","N",""
"41653659","BSCHUYMM    ","BANCO DE SANTANDER","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:10:39","2005-08-04 12:10:39","N",""
"41653665","BSCHVECA    ","BANCO DE VENEZUELA","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:10:39","2005-08-04 12:10:39","N",""
"41653670","BSCLCLRM    ","BANCO SECURITY","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:10:39","2005-08-04 12:10:39","N",""
"41653676","BSCOGB2L    ","BROWN-SHIPLEY - CO LIMITED","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:10:39","2005-08-04 12:10:39","N",""
"41653682","BSCPPEPL    ","BANCO STANDARD CHARTERED LIMA","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:10:39","2005-08-04 12:10:39","N",""
"41653688","BSCTCH22    ","BANCA DELLO STATO DEL CANTONE","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:10:39","2005-08-04 12:10:39","N",""
"41653694","BSEAROBU    ","COMMERCIAL BANK OF GREECE ROMANIA","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:10:40","2005-08-04 12:10:40","N",""
"41653700","BSEOJPJT    ","HANA BANK","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:10:40","2005-08-04 12:10:40","N",""
"41653706","BSFRSARI    ","BANQUE SAUDI FRANSI","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:10:40","2005-08-04 12:10:40","N",""
"41653714","BSFRSARIWST ","ALBANK AL SAUDI AL FRANSI","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:10:40","2005-08-04 12:10:40","N",""
"41653720","BSHBBDD1    ","BANGLADESH SHILPA BANK","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:10:40","2005-08-04 12:10:40","N",""
"41653726","BSICITRR    ","BANCO DI SICILIA S.P.A.","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:10:40","2005-08-04 12:10:40","N",""
"41653732","BSICITRRRM1 ","BANCO DI SICILIA SPA-ROME","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:10:41","2005-08-04 12:10:41","N",""
"41653738","BSILCH22    ","BSI AG - SWITZERLAND","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:10:41","2005-08-04 12:10:41","N",""
"41653744","BSILGB2X    ","BSI LTD","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:10:41","2005-08-04 12:10:41","N",""
"41653750","BSILITMM    ","BANCA BSI ITALIA S.P.A.","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:10:41","2005-08-04 12:10:41","N",""
"41653756","BSILMCMC    ","BSI SAM INT'L PRIVATE BANKING","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:10:41","2005-08-04 12:10:41","N",""
"41653762","BSIOBSNX    ","BSI OVERSEAS (BAHAMAS) LIMITED","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:10:41","2005-08-04 12:10:41","N",""
"41653770","BSIOGGSX    ","BSI (CHANNEL ISLANDS) LIMITED","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:10:41","2005-08-04 12:10:41","N",""
"41653776","BSIRAEAD    ","BANK SADERAT IRAN","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:10:41","2005-08-04 12:10:41","N",""
"41653782","BSLJSI2X    ","BANK OF SLOVENIA","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:10:41","2005-08-04 12:10:41","N",""
"41653788","BSLOSK22    ","BANKA SLOVAKIA A.S.","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:10:41","2005-08-04 12:10:41","N",""
"41653794","BSMDIDJA    ","BANK SYARIAH MANDIRI","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:10:41","2005-08-04 12:10:41","N",""
"41653800","BSNJCRSJ    ","BAC SAN JOSE SA","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:10:41","2005-08-04 12:10:41","N",""
"41653806","BSOCMD2X    ","COMMERCIAL BANK 'BANCA SOCIAIA'SA","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:10:41","2005-08-04 12:10:41","N",""
"41653812","BSOGBRSP    ","BANCO SOGERAL S A","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:10:41","2005-08-04 12:10:41","N",""
"41653818","BSONBDDH    ","SONALI BANK HEAD OFFICE","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:10:41","2005-08-04 12:10:41","N",""
"41653826","BSONGB2L    ","SONALI BANK(UK) LIMITED","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:10:42","2005-08-04 12:10:42","N",""
"41653832","BSONINCC    ","SONALI BANK - CALCUTTA BRANCH","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:10:42","2005-08-04 12:10:42","N",""
"41653838","BSPFFRPP    ","BANQUE SANPAOLO","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:10:42","2005-08-04 12:10:42","N",""
"41653844","BSSACHGG    ","BANQUE SCS ALLIANCE","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:10:42","2005-08-04 12:10:42","N",""
"41653850","BSSLSGS1    ","BARING SECURITIES (SINGAPORE) LTD.","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:10:42","2005-08-04 12:10:42","N",""
"41653856","BSSWATWW    ","BANKHAUS SCHELHAMMER AND SCHATTERA","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:10:42","2005-08-04 12:10:42","N",""
"41655281","CCAICOBB    ","BANCO AGRARIO DE COLOMBIA SA","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:10:52","2005-08-04 12:10:52","N",""
"41654435","CADIKHPP    ","CANADIA BANK PLC","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:10:47","2005-08-04 12:10:47","N",""
"41654441","CADKSNDA    ","CAISSE NATIONAL DE CREDIT AGRICOLE","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:10:47","2005-08-04 12:10:47","N",""
"41654449","CAFBGTGC    ","BANCO DEL CAFE S.A.","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:10:47","2005-08-04 12:10:47","N",""
"41654455","CAFCVECA    ","CORPORACION ANDINA DE FOMENTO","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:10:47","2005-08-04 12:10:47","N",""
"41654460","CAFECOBB    ","BANCAFE","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:10:47","2005-08-04 12:10:47","N",""
"41654467","CAFEPAPA    ","BANCAFE (PANAMA)S A","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:10:47","2005-08-04 12:10:47","N",""
"41654473","CAFEPAPAZLC ","BANCAFE BANCO CAFETERO S.A.","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:10:47","2005-08-04 12:10:47","N",""
"41654478","CAGFGB22    ","CARGILL GLOBAL FUND PLC","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:10:47","2005-08-04 12:10:47","N",""
"41654484","CAGLESMM    ","CAJA DE AHORROS DE GALICIA","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:10:48","2005-08-04 12:10:48","N",""
"41654490","CAGRSVSS    ","BANCO AGRICOLA COMERCIAL DE","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:10:48","2005-08-04 12:10:48","N",""
"41654496","CAHMESMM    ","CAJA DE MADRID","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:10:48","2005-08-04 12:10:48","N",""
"41654504","CAINVNVX    ","CALYON","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:10:48","2005-08-04 12:10:48","N",""
"41654510","CAIXADAX    ","CAIXABANK","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:10:48","2005-08-04 12:10:48","N",""
"41654516","CAIXESBB    ","CAJA DE AHORROS Y PENSIONES DE","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:10:48","2005-08-04 12:10:48","N",""
"41654522","CAIXFRPP    ","CAIXABANK CGIB","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:10:48","2005-08-04 12:10:48","N",""
"41654528","CAJAPAP1    ","CAJA DE AHORROS","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:10:48","2005-08-04 12:10:48","N",""
"41654533","CAMIIT2B047 ","CASSA DI RISPARMIO DI MIRANDOLA","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:10:48","2005-08-04 12:10:48","N",""
"41654540","CANTCH22    ","SG PRIVATE BANKING LUGANO-SVIZZERA","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:10:48","2005-08-04 12:10:48","N",""
"41654546","CANTCHZZ    ","EHINGER AND ARMAND VON ERNST AG","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:10:48","2005-08-04 12:10:48","N",""
"41654552","CANTJESH    ","CANTRADE PRIVATE BANK SWITZERLAND","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:10:48","2005-08-04 12:10:48","N",""
"41654559","CAPOUAU1    ","CAPITAL BANK","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:10:48","2005-08-04 12:10:48","N",""
"41654565","CARAANCU    ","BANCARIBE CURACAO BANK N.V.","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:10:48","2005-08-04 12:10:48","N",""
"41654571","CARBVECA    ","BANCO DEL CARIBE CA","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:10:48","2005-08-04 12:10:48","N",""
"41654577","CARMIT3C    ","BANCA CARIME SPA","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:10:49","2005-08-04 12:10:49","N",""
"41654583","CARNLULL    ","BANQUE CARNEGIE LUXEMBOURG S.A.","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:10:49","2005-08-04 12:10:49","N",""
"41654589","CAROVECA    ","BANCO CARONI","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:10:49","2005-08-04 12:10:49","N",""
"41654595","CARPRO22    ","BANCA COMMERCIALA CARPATICA SA SIBI","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:10:49","2005-08-04 12:10:49","N",""
"41654601","CARUIT2C    ","BANCA ALPI MARITTIME-CREDITO","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:10:49","2005-08-04 12:10:49","N",""
"41654607","CASBADAD    ","BANCA PRIVADA D'ANDORRA S A","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:10:49","2005-08-04 12:10:49","N",""
"41654632","CASGCH22    ","BANK CA ST. GALLEN","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:10:49","2005-08-04 12:10:49","N",""
"41654645","CASOCOBB    ","CAJA SOCIAL","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:10:49","2005-08-04 12:10:49","N",""
"41654657","CASPKZKA    ","BANK CASPIAN","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:10:49","2005-08-04 12:10:49","N",""
"41654668","CASRIT22    ","CASSA DI RISPARMIO DI ASTI SPA","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:10:49","2005-08-04 12:10:49","N",""
"41654680","CASTES2S    ","BANCO DE CASTILLA","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:10:49","2005-08-04 12:10:49","N",""
"41654691","CATUGB21    ","CAPITAL TRUST LIMITED","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:10:49","2005-08-04 12:10:49","N",""
"41654704","CAVDCOBB    ","BANCO DAVIVIENDA S.A.","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:10:50","2005-08-04 12:10:50","N",""
"41654714","CAVIES2V    ","CAIXANOVA","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:10:50","2005-08-04 12:10:50","N",""
"41654726","CAVLARBA    ","CAJA DE VALORES S A","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:10:50","2005-08-04 12:10:50","N",""
"41654742","CAZRES2Z    ","IBERCAJA-CAJA DE AHORROS DE-","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:10:50","2005-08-04 12:10:50","N",""
"41654758","CBAFKENX    ","COMMERCIAL BANK OF AFRICA LTD","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:10:50","2005-08-04 12:10:50","N",""
"41654780","CBAOSNDA    ","COMPAGNIE BANCAIRE DE L'AFRIQUE","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:10:50","2005-08-04 12:10:50","N",""
"41654797","CBASGE22    ","BASIS BANK","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:10:50","2005-08-04 12:10:50","N",""
"41654814","CBATCIAB    ","COMPAGNIE BANCAIRE DE L'ATLANTIQUE-","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:10:50","2005-08-04 12:10:50","N",""
"41654828","CBAUAEAA    ","CENTRAL BANK OF THE UAE","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:10:50","2005-08-04 12:10:50","N",""
"41654845","CBBABRSP    ","BANCO ITAU BBA S.A.","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:10:50","2005-08-04 12:10:50","N",""
"41654860","CBBABSNX    ","BANCO ITAU BBA S.A.","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:10:50","2005-08-04 12:10:50","N",""
"41654876","CBBRLV22    ","JSC BALTIKUMS BANK","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:10:50","2005-08-04 12:10:50","N",""
"41654901","CBCACFCF    ","COMMERCIAL BANK CENTRAFIQUE","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:10:50","2005-08-04 12:10:50","N",""
"41654915","CBCBLBBE    ","CREDITBANK SAL","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:10:50","2005-08-04 12:10:50","N",""
"41654930","CBDUAEAD    ","COMMERCIAL BANK OF DUBAI","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:10:50","2005-08-04 12:10:50","N",""
"41654952","CBERERAI    ","COMMERCIAL BANK OF ERITREA","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:10:50","2005-08-04 12:10:50","N",""
"41654966","CBETETAA    ","COMMERCIAL BANK OF ETHIOPIA","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:10:50","2005-08-04 12:10:50","N",""
"41654981","CBGURUMM    ","GUTA BANK","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:10:51","2005-08-04 12:10:51","N",""
"41654994","CBHKHKHH    ","ASIA COMMERCIAL BANK","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:10:51","2005-08-04 12:10:51","N",""
"41655009","CBILNGLA    ","CAPITAL BANK INTERNATIONAL LTD","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:10:51","2005-08-04 12:10:51","N",""
"41655024","CBININBB    ","CENTRAL BANK OF INDIA","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:10:51","2005-08-04 12:10:51","N",""
"41655044","CBININBBCAL ","CENTRAL BANK OF INDIA","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:10:51","2005-08-04 12:10:51","N",""
"41655059","CBININBBHYD ","CENTRAL BANK OF INDIA","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:10:51","2005-08-04 12:10:51","N",""
"41655073","CBININBBLAL ","CENTRAL BANK OF INDIA","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:10:51","2005-08-04 12:10:51","N",""
"41655087","CBININBBMDR ","CENTRAL BANK OF INDIA","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:10:51","2005-08-04 12:10:51","N",""
"41655103","CBININBBPAR ","CENTRAL BANK OF INDIA","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:10:51","2005-08-04 12:10:51","N",""
"41655114","CBITROBU    ","COMMERCIAL BANK ION TIRIAC S.A.","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:10:51","2005-08-04 12:10:51","N",""
"41655172","CBKNNANX    ","BANK OF NAMIBIA","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:10:51","2005-08-04 12:10:51","N",""
"41655178","CBKVLI2X    ","CENTRUM BANK AG","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:10:51","2005-08-04 12:10:51","N",""
"41655185","CBLUCH22    ","CORNER BANK LTD","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:10:51","2005-08-04 12:10:51","N",""
"41655194","CBLULULX    ","CORNER BANQUE (LUXEMBOURG) S.A.","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:10:51","2005-08-04 12:10:51","N",""
"41655201","CBMLMWMW    ","STANBIC BANK LIMITED","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:10:51","2005-08-04 12:10:51","N",""
"41655207","CBOAALTR    ","THE CREDIT BANK OF ALBANIA","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:10:52","2005-08-04 12:10:52","N",""
"41655213","CBOCCNBC    ","CHENGDU CITY COMMERCIAL BANK","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:10:52","2005-08-04 12:10:52","N",""
"41655219","CBONNANX    ","NEDBANK NAMIBIA LTD","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:10:52","2005-08-04 12:10:52","N",""
"41655225","CBQAQAQA    ","COMMERCIALBANK","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:10:52","2005-08-04 12:10:52","N",""
"41655231","CBRAAM22    ","CENTRAL BANK OF ARMENIA","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:10:52","2005-08-04 12:10:52","N",""
"41655236","CBSBLT26    ","COMMERCIAL BANK SIAULIU BANKAS","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:10:52","2005-08-04 12:10:52","N",""
"41655242","CBSWCHZZ    ","CITIBANK (SWITZERLAND)","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:10:52","2005-08-04 12:10:52","N",""
"41655250","CBTLKYKY    ","CALEDONIAN BANK - TRUST LIMITED","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:10:52","2005-08-04 12:10:52","N",""
"41655257","CBUNBGSF    ","CB UNIONBANK LTD.","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:10:52","2005-08-04 12:10:52","N",""
"41655263","CBVILT2X    ","VILNIAUS BANKAS","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:10:52","2005-08-04 12:10:52","N",""
"41655269","CBXMCNBA    ","XIAMEN CITY COMMERCIAL BANK","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:10:52","2005-08-04 12:10:52","N",""
"41655275","CBZGHR2X    ","CENTAR BANKA DD","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:10:52","2005-08-04 12:10:52","N",""
"41652864","BROMITRDFIX ","BANCA DI ROMA","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:10:36","2005-08-04 12:10:36","N",""
"41655750","CENAHKHR    ","BCA FINANCE LIMITED","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:10:58","2005-08-04 12:10:58","N",""
"41655756","CENAIDJA    ","BANK CENTRAL ASIA","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:10:58","2005-08-04 12:10:58","N",""
"41655762","CENBATWW    ","CENTRO INTERNATIONALE HANDELSBANK","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:10:59","2005-08-04 12:10:59","N",""
"41655768","CENYZWHA    ","CENTURY BANK LIMITED","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:10:59","2005-08-04 12:10:59","N",""
"41655774","CEPAFRPP    ","CAISSE NATIONALE DES CAISSES","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:10:59","2005-08-04 12:10:59","N",""
"41655780","CEPANCNM    ","BANQUE DE NOUVELLE CALEDONIE","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:10:59","2005-08-04 12:10:59","N",""
"41655786","CEPAPFTP    ","BANQUE DE TAHITI H O","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:10:59","2005-08-04 12:10:59","N",""
"41655804","CESCESBB    ","CAIXA D'ESTALVIS DE CATALUNYA","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:10:59","2005-08-04 12:10:59","N",""
"41655810","CESLSGS1    ","CEF (SINGAPORE) LTD.","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:10:59","2005-08-04 12:10:59","N",""
"41655818","CFACUYMM    ","COOPERATIVA NACIONAL DE AHORRO","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:10:59","2005-08-04 12:10:59","N",""
"41655824","CFCBTWTP    ","CHINFON COMMERCIAL BANK","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:11:00","2005-08-04 12:11:00","N",""
"41655830","CFCBVNVXHCM ","CHINFON COMMERCIAL BANK","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:11:00","2005-08-04 12:11:00","N",""
"41655836","CFCBVNVXHN1 ","CHINFON COMMERCIAL BANK","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:11:00","2005-08-04 12:11:00","N",""
"41655842","CFCNKENA    ","CFC BANK LIMITED","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:11:00","2005-08-04 12:11:00","N",""
"41655848","CFCTTNTT    ","AMEN BANK","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:11:00","2005-08-04 12:11:00","N",""
"41655855","CFEBEGCX    ","CAIRO FAR EAST BANK","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:11:00","2005-08-04 12:11:00","N",""
"41655861","CFERIT2F    ","CASSA DI RISPARMIO DI FERRARA SPA","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:11:00","2005-08-04 12:11:00","N",""
"41655867","CFESCH22    ","COMPAGNIE BANCAIRE ESPIRITO SANTO","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:11:00","2005-08-04 12:11:00","N",""
"41655874","CFFRFRPP    ","CREDIT FONCIER DE FRANCE","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:11:00","2005-08-04 12:11:00","N",""
"41655880","CFLPITM1    ","COMPAGNIA FINANZIARIA LIGURE","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:11:00","2005-08-04 12:11:00","N",""
"41655886","CFMCCHG1    ","COMPAGNIE FINANCIERE MEDITERRANEE","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:11:00","2005-08-04 12:11:00","N",""
"41655892","CFMOMCMX    ","CREDIT FONCIER DE MONACO","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:11:00","2005-08-04 12:11:00","N",""
"41655898","CFSCUS41    ","CARGILL FINANCIAL SERVICES CORP","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:11:00","2005-08-04 12:11:00","N",""
"41655905","CFSUCOBB    ","CORFINSURA","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:11:00","2005-08-04 12:11:00","N",""
"41655911","CFTRUS33    ","CARR FUTURES","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:11:01","2005-08-04 12:11:01","N",""
