"PRF_RID_RMTNC","PRF_RID_OWNER","PRF_CID_CUSTOMER","PRF_RID_SVC_GROUP","PRF_CDE_ROLE","PRF_UID_REC_UPDATE","PRF_UID_REC_CREATE","PRF_TSP_REC_UPDATE","PRF_TSP_REC_CREATE","PRF_TXT_FROM_STRNG","PRF_TXT_TO_STRNG","PRF_IND_TX_WTH_REQ","PRF_PCT_TX_WTHHLD","PRF_CDE_OWNER_TYPE","PRF_IND_FPML_ENBLD","PRF_CDE_BRANCH"
"Y!EEE4SF","Y!EEE4RP","AMDPAOVM","@*DZF8KQ","AGENT","JOBINP  ","JOBINP  ","2020-08-04 12:03:47","2020-08-04 12:03:47","","","N","0","DEA  ","N",""
"YPEEE3Q7","YPEEE3PQ","P=E6K597","K0E9B6IG","BORR ","DANUSR01","DANUSR01","2020-08-04 12:08:35","2020-08-04 12:08:35","","","N","0","DEA  ","N",""
"YPEEE3QC","YPEEE3PQ","AMDPAOVM","@*DZF8KQ","AGENT","DANUSR01","DANUSR01","2020-08-04 12:10:18","2020-08-04 12:10:18","","","N","0","DEA  ","N",""
"JMEEEOLG","JMEEEOKZ","P=E6K597","K0E9B6IG","BORR ","RPTINP01","RPTINP01","2020-08-04 19:12:30","2020-08-04 19:12:30","","","N","0","DEA  ","N",""
"JMEEEOLL","JMEEEOKZ","AMDPAOVM","@*DZF8KQ","AGENT","RPTINP01","RPTINP01","2020-08-04 19:13:55","2020-08-04 19:13:55","","","N","0","DEA  ","N",""
"CQEEHL8W","CQEEHL3F","P=E6K597","K0E9B6IG","BORR ","JOBINP  ","JOBINP  ","2020-08-06 10:04:06","2020-08-06 10:04:06","","","N","0","DEA  ","N",""
"CQEEHLE3","CQEEHL3F","AMDPAOVM","@*DZF8KQ","AGENT","JOBINP  ","JOBINP  ","2020-08-06 10:07:11","2020-08-06 10:07:11","","","N","0","DEA  ","N",""
"6BEEIEY1","6BEEIEXK","P=E6K597","K0E9B6IG","BORR ","DANUSR01","DANUSR01","2020-08-06 20:13:14","2020-08-06 20:13:14","","","N","0","DEA  ","N",""
"MDEEIOXG","MDEEIOWZ","P=E6K597","K0E9B6IG","BORR ","DANUSR01","DANUSR01","2020-08-06 23:11:35","2020-08-06 23:11:35","","","N","0","DEA  ","N",""
"MDEEIOXL","MDEEIOWZ","AMDPAOVM","@*DZF8KQ","AGENT","DANUSR01","DANUSR01","2020-08-06 23:12:59","2020-08-06 23:12:59","","","N","0","DEA  ","N",""
"M1EEIQ1F","M1EEIPYP","P=E6K597","K0E9B6IG","BORR ","JOBINP  ","JOBINP  ","2020-08-07 00:45:14","2020-08-07 00:45:14","","","N","0","DEA  ","N",""
"M1EEIQ5B","M1EEIPYP","AMDPAOVM","@*DZF8KQ","AGENT","JOBINP  ","JOBINP  ","2020-08-07 00:47:35","2020-08-07 00:47:35","","","N","0","DEA  ","N",""
"1TEEJP8R","1TEEJP8A","P=E6K597","K0E9B6IG","BORR ","JOBINP  ","JOBINP  ","2020-08-07 12:50:00","2020-08-07 12:50:00","","","N","0","DEA  ","N",""
"1TEEJP8W","1TEEJP8A","AMDPAOVM","@*DZF8KQ","AGENT","JOBINP  ","JOBINP  ","2020-08-07 12:52:45","2020-08-07 12:52:45","","","N","0","DEA  ","N",""
"#.EEWNT9","#.EEWNPQ","?ZE4CIA6","7NE4CQON","BORR ","ALNSUP01","ALNSUP01","2020-08-14 13:24:20","2020-08-14 13:24:20","","","N","0","DEA  ","N",""
"#.EEWO8H","#.EEWO58","?ZE4CIA6","7NE4CQON","BORR ","ALNSUP01","ALNSUP01","2020-08-14 13:33:26","2020-08-14 13:33:26","","","N","0","DEA  ","N",""
"#.EEWOX2","#.EEWOTI","?ZE4CIA6","7NE4CQON","BORR ","ALNSUP01","ALNSUP01","2020-08-14 13:48:11","2020-08-14 13:48:11","","","N","0","DEA  ","N",""
"#.EEWP04","#.EEWOTI","AMDPAOVM","@*DZF8KS","AGENT","ALNSUP01","ALNSUP01","2020-08-14 13:50:02","2020-08-14 13:50:02","","","N","0","DEA  ","N",""
"#.EEWPFE","#.EEWPBC","?ZE4CIA6","7NE4CQON","BORR ","ALNSUP01","ALNSUP01","2020-08-14 13:59:11","2020-08-14 13:59:11","","","N","0","DEA  ","N",""
"#.EEWPR8","#.EEWPNM","?ZE4CIA6","7NE4CQON","BORR ","ALNSUP01","ALNSUP01","2020-08-14 14:06:18","2020-08-14 14:06:18","","","N","0","DEA  ","N",""
"#.EEWPU9","#.EEWPNM","AMDPAOVM","@*DZF8KS","AGENT","ALNSUP01","ALNSUP01","2020-08-14 14:08:10","2020-08-14 14:08:10","","","N","0","DEA  ","N",""
"#.EEWR5J","#.EEWR24","?ZE4CIA6","7NE4CQON","BORR ","ALNSUP01","ALNSUP01","2020-08-14 14:36:28","2020-08-14 14:36:28","","","N","0","DEA  ","N",""
"#.EEWR8J","#.EEWR24","AMDPAOVM","@*DZF8KS","AGENT","ALNSUP01","ALNSUP01","2020-08-14 14:38:20","2020-08-14 14:38:20","","","N","0","DEA  ","N",""
"#.EEWTJZ","#.EEWTGK","?ZE4CIA6","7NE4CQON","BORR ","ALNSUP01","ALNSUP01","2020-08-14 15:28:21","2020-08-14 15:28:21","","","N","0","DEA  ","N",""
"#.EEWTN4","#.EEWTGK","AMDPAOVM","@*DZF8KS","AGENT","ALNSUP01","ALNSUP01","2020-08-14 15:30:13","2020-08-14 15:30:13","","","N","0","DEA  ","N",""
"#.EEWY4W","#.EEWY08","?ZE4CIA6","7NE4CQON","BORR ","ALNSUP01","ALNSUP01","2020-08-14 17:07:20","2020-08-14 17:07:20","","","N","0","DEA  ","N",""
"#.EEWY9D","#.EEWY08","AMDPAOVM","@*DZF8KS","AGENT","ALNSUP01","ALNSUP01","2020-08-14 17:10:02","2020-08-14 17:10:02","","","N","0","DEA  ","N",""
"#XEEX9TV","#XEEX9T5","AMDPAOVM","@*DZF8KS","AGENT","ALNINP01","ALNINP01","2020-08-14 20:22:58","2020-08-14 20:22:58","","","N","0","DEA  ","N",""
"#XEEX9UP","#XEEX9U7","?ZE4CIA6","7NE4CQON","BORR ","ALNINP01","ALNINP01","2020-08-14 20:42:45","2020-08-14 20:42:45","","","N","0","DEA  ","N",""
"#XEEX9UX","#XEEX9U7","AMDPAOVM","@*DZF8KS","AGENT","ALNINP01","ALNINP01","2020-08-14 20:44:41","2020-08-14 20:44:41","","","N","0","DEA  ","N",""
"#XEEX9VS","#XEEX9VA","?ZE4CIA6","7NE4CQON","BORR ","ALNINP01","ALNINP01","2020-08-14 20:58:35","2020-08-14 20:58:35","","","N","0","DEA  ","N",""
"#XEEX9W0","#XEEX9VA","AMDPAOVM","@*DZF8KS","AGENT","ALNINP01","ALNINP01","2020-08-14 21:00:32","2020-08-14 21:00:32","","","N","0","DEA  ","N",""
"Q8EF1WK7","Q8EF1WJP","?ZE4CIA6","7NE4CQON","BORR ","ALNINP01","ALNINP01","2020-08-17 08:11:43","2020-08-17 08:11:43","","","N","0","DEA  ","N",""
"Q8EF1WKF","Q8EF1WJP","AMDPAOVM","@*DZF8KS","AGENT","ALNINP01","ALNINP01","2020-08-17 08:13:23","2020-08-17 08:13:23","","","N","0","DEA  ","N",""
"QJEF1X2M","QJEF1X24","?ZE4CIA6","7NE4CQON","BORR ","RPTINP01","RPTINP01","2020-08-17 09:18:55","2020-08-17 09:18:55","","","N","0","DEA  ","N",""
"QJEF1X2U","QJEF1X24","AMDPAOVM","@*DZF8KS","AGENT","RPTINP01","RPTINP01","2020-08-17 09:20:36","2020-08-17 09:20:36","","","N","0","DEA  ","N",""
"QQEF27FF","QQEF27C2","?ZE4CIA6","7NE4CQON","BORR ","ALNINP01","ALNINP01","2020-08-17 13:16:22","2020-08-17 13:16:22","","","N","0","DEA  ","N",""
"QQEF27I8","QQEF27C2","AMDPAOVM","@*DZF8KS","AGENT","ALNINP01","ALNINP01","2020-08-17 13:18:03","2020-08-17 13:18:03","","","N","0","DEA  ","N",""
"5ZEF2NQ6","5ZEF2NPP","P=E6K597","K0E9B6IG","BORR ","DJRHINPT","DJRHINPT","2020-08-17 17:59:24","2020-08-17 17:59:24","","","N","0","DEA  ","N",""
"V8EF470R","V8EF4706","5QEF3VVU","V8EF470J","BORR ","LIQUSR05","LIQUSR05","2020-08-18 12:18:16","2020-08-18 12:18:16","","","N","0","DEA  ","N",""
"V8EF470V","V8EF4706","E2E4RAUV","@ME4QUQW","AGENT","LIQUSR05","LIQUSR05","2020-08-18 12:22:55","2020-08-18 12:21:08","","","N","0","DEA  ","N",""
"@+EFH9OI","Y5EFF54H","E2E4RAUV","@ME4QUQW","INVR ","LIQUSR03","LIQUSR03","2020-08-25 16:04:07","2020-08-25 16:04:07","","","N","0","DEA  ","N",""
"0REF4EZ6","0REF4EYL","E2E4RAUV","@ME4QUQW","AGENT","LIQSVR05","LIQUSR03","2020-09-17 09:56:28","2020-08-18 15:51:23","","","N","0","DEA  ","N",""
"0#EF4C17","0#EF4C0H","FPE4MRNP","FPE4MSO6","AGENT","INPCHER ","INPCHER ","2020-08-18 16:38:30","2020-08-18 16:38:30","","","N","0","DEA  ","N",""
"C6EFHARR","C6EFHAQ1","E2E4RAUV","@ME4QUQW","AGENT","JAQUITAN","JAQUITAN","2020-08-25 16:22:14","2020-08-25 16:22:14","","","N","0","DEA  ","N",""
";AEFHDJU",";AEFHDJE","@MEFH6VL","@MEFH8AY","BORR ","INPDEL01","INPDEL01","2020-08-25 16:37:29","2020-08-25 16:37:29","","","N","0","DEA  ","N",""
"M6EFINKY","M6EFING4","AMDPAOVM","@*DZF8KS","AGENT","INPRON01","INPRON01","2020-08-26 10:27:55","2020-08-26 10:27:55","","","N","0","DEA  ","N",""
"HTEFITNM","HTEFITN0","Y@EFF0L8","Y@EFF16S","AGENT","INPROS01","INPROS01","2020-08-26 11:22:19","2020-08-26 11:22:19","","","N","0","DEA  ","N",""
"M?EFIQHD","M?EFIQEK","@MEFH6VL","@MEFH8AY","BORR ","INPDEL01","INPDEL01","2020-08-26 11:30:34","2020-08-26 11:30:34","","","N","0","DEA  ","N",""
"HTEFITOL","HTEFITNZ","Y@EFF0L8","Y@EFF16S","AGENT","INPROS01","INPROS01","2020-08-26 11:46:59","2020-08-26 11:46:59","","","N","0","DEA  ","N",""
"H$EFIRYE","H$EFIRVA","@MEFH6VL","@MEFH8AY","BORR ","SUPDEL01","SUPDEL01","2020-08-26 12:02:24","2020-08-26 12:02:24","","","N","0","DEA  ","N",""
"H$EFIS1H","H$EFIRVA","A$DPARLG","U)E9BKCG","AGENT","SUPDEL01","SUPDEL01","2020-08-26 12:04:16","2020-08-26 12:04:16","","","N","0","DEA  ","N",""
"94EE5EB1","94EE5EAK","P=E6K597","K0E9B6IG","BORR ","DANUSR01","DANUSR01","2020-07-30 19:23:01","2020-07-30 19:23:01","","","N","0","DEA  ","N",""
".TEE79GH",".TEE79G0","P=E6K597","K0E9B6IG","BORR ","DANUSR01","DANUSR01","2020-07-31 19:29:48","2020-07-31 19:29:48","","","N","0","DEA  ","N",""
".TEE79GM",".TEE79G0","AMDPAOVM","@*DZF8KQ","AGENT","DANUSR01","DANUSR01","2020-07-31 19:31:22","2020-07-31 19:31:22","","","N","0","DEA  ","N",""
"Z.EE4RSK","Z.EE4RS2","?ZE4CIA6","7NE4CQON","BORR ","INPCHER ","INPCHER ","2020-07-30 11:25:04","2020-07-30 11:25:04","","","N","0","DEA  ","N",""
"6LEAE3EZ","6LEAE3EJ","J5E4FAXX","J5E4FAZ1","BORR ","JOBINP  ","JOBINP  ","2020-05-18 17:38:07","2020-05-18 17:38:07","","","N","0","DEA  ","N",""
"H3EAHKND","H3EAHKMC","AMDPAOVM","@*DZF8KQ","AGENT","EUGENEH ","EUGENEH ","2020-05-20 14:58:11","2020-05-20 14:58:11","","","N","0","DEA  ","N",""
"HREAN0SF","HREAN0RI","3FE4FBRS","3FE4FBSR","BORR ","JOBINP  ","JOBINP  ","2020-05-23 14:07:26","2020-05-23 14:07:26","","","N","0","DEA  ","N",""
"HREAN0SJ","HREAN0RI","AMDPAOVM","@*DZF8KQ","AGENT","JOBINP  ","JOBINP  ","2020-05-23 14:09:08","2020-05-23 14:09:08","","","N","0","DEA  ","N",""
"HHEAN36T","HHEAN30Y","J5E4FAXX","J5E4FAZ1","BORR ","JOBINP  ","JOBINP  ","2020-05-23 15:06:27","2020-05-23 15:06:27","","","N","0","DEA  ","N",""
"HHEAN3AU","HHEAN30Y","J5E4FAZF","J5E4FB05","BORR ","JOBINP  ","JOBINP  ","2020-05-23 15:08:40","2020-05-23 15:08:40","","","N","0","DEA  ","N",""
"HREAN0RY","HREAN0RI","J5E4FAXX","J5E4FAZ1","BORR ","JOBINP  ","JOBINP  ","2020-05-23 14:04:39","2020-05-23 14:04:39","","","N","0","DEA  ","N",""
"HREAN0S6","HREAN0RI","J5E4FAZF","J5E4FB05","BORR ","JOBINP  ","JOBINP  ","2020-05-23 14:06:00","2020-05-23 14:06:00","","","N","0","DEA  ","N",""
"HHEAN3EL","HHEAN30Y","3FE4FBRS","3FE4FBSR","BORR ","JOBINP  ","JOBINP  ","2020-05-23 15:10:57","2020-05-23 15:10:57","","","N","0","DEA  ","N",""
"HHEAN3JQ","HHEAN30Y","AMDPAOVM","@*DZF8KQ","AGENT","JOBINP  ","JOBINP  ","2020-05-23 15:14:05","2020-05-23 15:14:05","","","N","0","DEA  ","N",""
"H1EAN8H9","H1EAN8GT","J5E4FAXX","J5E4FAZ1","BORR ","JOBINP  ","JOBINP  ","2020-05-23 16:09:43","2020-05-23 16:09:43","","","N","0","DEA  ","N",""
"H1EAN8HH","H1EAN8GT","J5E4FAZF","J5E4FB05","BORR ","JOBINP  ","JOBINP  ","2020-05-23 16:11:13","2020-05-23 16:11:13","","","N","0","DEA  ","N",""
"H1EAN8HQ","H1EAN8GT","3FE4FBRS","3FE4FBSR","BORR ","JOBINP  ","JOBINP  ","2020-05-23 16:12:42","2020-05-23 16:12:42","","","N","0","DEA  ","N",""
"H1EAN8HU","H1EAN8GT","AMDPAOVM","@*DZF8KQ","AGENT","JOBINP  ","JOBINP  ","2020-05-23 16:14:23","2020-05-23 16:14:23","","","N","0","DEA  ","N",""
"H$EANBAT","H$EANBAD","J5E4FAXX","J5E4FAZ1","BORR ","JOBINP  ","JOBINP  ","2020-05-23 16:56:43","2020-05-23 16:56:43","","","N","0","DEA  ","N",""
"H$EANBB1","H$EANBAD","J5E4FAZF","J5E4FB05","BORR ","JOBINP  ","JOBINP  ","2020-05-23 16:58:04","2020-05-23 16:58:04","","","N","0","DEA  ","N",""
"H$EANBBA","H$EANBAD","3FE4FBRS","3FE4FBSR","BORR ","JOBINP  ","JOBINP  ","2020-05-23 16:59:27","2020-05-23 16:59:27","","","N","0","DEA  ","N",""
"H$EANBBE","H$EANBAD","AMDPAOVM","@*DZF8KQ","AGENT","JOBINP  ","JOBINP  ","2020-05-23 17:01:13","2020-05-23 17:01:13","","","N","0","DEA  ","N",""
"H7EANCVN","H7EANCV7","J5E4FAXX","J5E4FAZ1","BORR ","JOBINP  ","JOBINP  ","2020-05-23 18:16:17","2020-05-23 18:16:17","","","N","0","DEA  ","N",""
"H7EANCVV","H7EANCV7","J5E4FAZF","J5E4FB05","BORR ","JOBINP  ","JOBINP  ","2020-05-23 18:17:55","2020-05-23 18:17:55","","","N","0","DEA  ","N",""
"H7EANCW4","H7EANCV7","3FE4FBRS","3FE4FBSR","BORR ","JOBINP  ","JOBINP  ","2020-05-23 18:19:34","2020-05-23 18:19:34","","","N","0","DEA  ","N",""
"H7EANCW8","H7EANCV7","AMDPAOVM","@*DZF8KQ","AGENT","JOBINP  ","JOBINP  ","2020-05-23 18:21:26","2020-05-23 18:21:26","","","N","0","DEA  ","N",""
"H#EANKQ9","H#EANKFX","3FE4FBRS","3FE4FBSR","BORR ","JOBINP  ","JOBINP  ","2020-05-23 21:25:06","2020-05-23 21:25:06","","","N","0","DEA  ","N",""
"H#EANKTS","H#EANKFX","AMDPAOVM","@*DZF8KQ","AGENT","JOBINP  ","JOBINP  ","2020-05-23 21:27:19","2020-05-23 21:27:19","","","N","0","DEA  ","N",""
"1ZEAOUS0","1ZEAOURK","J5E4FAXX","J5E4FAZ1","BORR ","JOBINP  ","JOBINP  ","2020-05-24 13:00:33","2020-05-24 13:00:33","","","N","0","DEA  ","N",""
"1ZEAOUS8","1ZEAOURK","J5E4FAZF","J5E4FB05","BORR ","JOBINP  ","JOBINP  ","2020-05-24 13:02:02","2020-05-24 13:02:02","","","N","0","DEA  ","N",""
"H#EANKJW","H#EANKFX","J5E4FAXX","J5E4FAZ1","BORR ","JOBINP  ","JOBINP  ","2020-05-23 21:21:21","2020-05-23 21:21:21","","","N","0","DEA  ","N",""
"H#EANKN7","H#EANKFX","J5E4FAZF","J5E4FB05","BORR ","JOBINP  ","JOBINP  ","2020-05-23 21:23:18","2020-05-23 21:23:18","","","N","0","DEA  ","N",""
"1ZEAOUSH","1ZEAOURK","3FE4FBRS","3FE4FBSR","BORR ","JOBINP  ","JOBINP  ","2020-05-24 13:03:23","2020-05-24 13:03:23","","","N","0","DEA  ","N",""
"19EAOWYI","19EAOWXH","AMDPAOVM","@*DZF8KQ","AGENT","JOBINP  ","JOBINP  ","2020-05-24 13:54:25","2020-05-24 13:54:25","","","N","0","DEA  ","N",""
".JEE7C9L",".JEE7C93","?ZE4CIA6","7NE4CQON","BORR ","INPCHER ","INPCHER ","2020-07-31 19:46:08","2020-07-31 19:46:08","","","N","0","DEA  ","N",""
"Z.EE4RSS","Z.EE4RS2","FPE4MRNP","FPE4MSO6","AGENT","INPCHER ","INPCHER ","2020-07-30 11:26:15","2020-07-30 11:26:15","","","N","0","DEA  ","N",""
".JEE7C9T",".JEE7C93","FPE4MRNP","FPE4MSO6","AGENT","INPCHER ","INPCHER ","2020-07-31 19:47:14","2020-07-31 19:47:14","","","N","0","DEA  ","N",""
".WEE7DC0",".WEE7DBE","AMDPAOVM","@*DZF8KQ","AGENT","DANUSR01","DANUSR01","2020-07-31 20:18:49","2020-07-31 20:18:49","","","N","0","DEA  ","N",""
".1EE7DRI",".1EE7DR0","?ZE4CIA6","7NE4CQON","BORR ","INPCHER ","INPCHER ","2020-07-31 20:22:38","2020-07-31 20:22:38","","","N","0","DEA  ","N",""
".1EE7DRQ",".1EE7DR0","FPE4MRNP","FPE4MSO6","AGENT","INPCHER ","INPCHER ","2020-07-31 20:24:24","2020-07-31 20:24:24","","","N","0","DEA  ","N",""
"O7EED7WC","O7EED7VV","P=E6K597","K0E9B6IG","BORR ","DANUSR01","DANUSR01","2020-08-04 01:15:30","2020-08-04 01:15:30","","","N","0","DEA  ","N",""
"O7EED7WH","O7EED7VV","AMDPAOVM","@*DZF8KQ","AGENT","DANUSR01","DANUSR01","2020-08-04 01:17:20","2020-08-04 01:17:20","","","N","0","DEA  ","N",""
"ONEED89Z","ONEED89I","P=E6K597","K0E9B6IG","BORR ","DANUSR01","DANUSR01","2020-08-04 01:31:58","2020-08-04 01:31:58","","","N","0","DEA  ","N",""
"ONEED8AX","ONEED89I","AMDPAOVM","@*DZF8KQ","AGENT","DANUSR01","DANUSR01","2020-08-04 01:33:46","2020-08-04 01:33:46","","","N","0","DEA  ","N",""
"O5EEE2R2","O5EEE2QL","P=E6K597","K0E9B6IG","BORR ","DANUSR01","DANUSR01","2020-08-04 11:23:51","2020-08-04 11:23:51","","","N","0","DEA  ","N",""
"O5EEE2R7","O5EEE2QL","AMDPAOVM","@*DZF8KQ","AGENT","DANUSR01","DANUSR01","2020-08-04 11:25:31","2020-08-04 11:25:31","","","N","0","DEA  ","N",""
"Y@EEE7Y7","Y@EEE7XP","?ZE4CIA6","7NE4CQON","BORR ","INPCHER ","INPCHER ","2020-08-04 13:06:43","2020-08-04 13:06:43","","","N","0","DEA  ","N",""
"Y@EEE7YF","Y@EEE7XP","FPE4MRNP","FPE4MSO6","AGENT","INPCHER ","INPCHER ","2020-08-04 13:07:56","2020-08-04 13:07:56","","","N","0","DEA  ","N",""
"Y@EEE7Z3","Y@EEE7YL","?ZE4CIA6","7NE4CQON","BORR ","INPCHER ","INPCHER ","2020-08-04 13:28:40","2020-08-04 13:28:40","","","N","0","DEA  ","N",""
"Y@EEE7ZB","Y@EEE7YL","FPE4MRNP","FPE4MSO6","AGENT","INPCHER ","INPCHER ","2020-08-04 13:31:02","2020-08-04 13:31:02","","","N","0","DEA  ","N",""
"Y@EEE814","Y@EEE80M","?ZE4CIA6","7NE4CQON","BORR ","INPCHER ","INPCHER ","2020-08-04 13:46:19","2020-08-04 13:46:19","","","N","0","DEA  ","N",""
"Y@EEE81C","Y@EEE80M","FPE4MRNP","FPE4MSO6","AGENT","INPCHER ","INPCHER ","2020-08-04 13:48:12","2020-08-04 13:48:12","","","N","0","DEA  ","N",""
"YREEEB40","YREEEB3J","P=E6K597","K0E9B6IG","BORR ","DANUSR01","DANUSR01","2020-08-04 14:17:09","2020-08-04 14:17:09","","","N","0","DEA  ","N",""
"YREEEB45","YREEEB3J","AMDPAOVM","@*DZF8KQ","AGENT","DANUSR01","DANUSR01","2020-08-04 14:18:59","2020-08-04 14:18:59","","","N","0","DEA  ","N",""
"Y?EEECUF","Y?EEECTX","?ZE4CIA6","7NE4CQON","BORR ","INPCHER ","INPCHER ","2020-08-04 15:33:50","2020-08-04 15:33:50","","","N","0","DEA  ","N",""
"Y?EEECVI","Y?EEECV0","?ZE4CIA6","7NE4CQON","BORR ","INPCHER ","INPCHER ","2020-08-04 15:47:44","2020-08-04 15:47:44","","","N","0","DEA  ","N",""
"Y?EEECVQ","Y?EEECV0","FPE4MRNP","FPE4MSO6","AGENT","INPCHER ","INPCHER ","2020-08-04 15:49:01","2020-08-04 15:49:01","","","N","0","DEA  ","N",""
"Y-EEEE0F","Y-EEEDZY","P=E6K597","K0E9B6IG","BORR ","DANUSR01","DANUSR01","2020-08-04 16:06:01","2020-08-04 16:06:01","","","N","0","DEA  ","N",""
"Y-EEEE0K","Y-EEEDZY","AMDPAOVM","@*DZF8KQ","AGENT","DANUSR01","DANUSR01","2020-08-04 16:07:54","2020-08-04 16:07:54","","","N","0","DEA  ","N",""
"Y#EEEHG3","Y#EEEHFH","AMDPAOVM","@*DZF8KQ","AGENT","DANUSR01","DANUSR01","2020-08-04 16:50:51","2020-08-04 16:50:51","","","N","0","DEA  ","N",""
"J#EEESY5","J#EEESXO","P=E6K597","K0E9B6IG","BORR ","DANUSR01","DANUSR01","2020-08-04 20:34:48","2020-08-04 20:34:48","","","N","0","DEA  ","N",""
"J#EEESYA","J#EEESXO","AMDPAOVM","@*DZF8KQ","AGENT","DANUSR01","DANUSR01","2020-08-04 20:36:25","2020-08-04 20:36:25","","","N","0","DEA  ","N",""
"3UEEEY1T","3UEEEY1C","P=E6K597","K0E9B6IG","BORR ","DANUSR01","DANUSR01","2020-08-04 23:14:18","2020-08-04 23:14:18","","","N","0","DEA  ","N",""
"3UEEEY1Y","3UEEEY1C","AMDPAOVM","@*DZF8KQ","AGENT","DANUSR01","DANUSR01","2020-08-04 23:15:57","2020-08-04 23:15:57","","","N","0","DEA  ","N",""
"3FEEF0YJ","3FEEF0Y2","P=E6K597","K0E9B6IG","BORR ","DANUSR01","DANUSR01","2020-08-04 23:42:24","2020-08-04 23:42:24","","","N","0","DEA  ","N",""
"3FEEF0YO","3FEEF0Y2","AMDPAOVM","@*DZF8KQ","AGENT","DANUSR01","DANUSR01","2020-08-04 23:43:48","2020-08-04 23:43:48","","","N","0","DEA  ","N",""
"3TEEF3G0","3TEEF3FJ","P=E6K597","K0E9B6IG","BORR ","DANUSR01","DANUSR01","2020-08-05 00:29:53","2020-08-05 00:29:53","","","N","0","DEA  ","N",""
"3TEEF3G5","3TEEF3FJ","AMDPAOVM","@*DZF8KQ","AGENT","DANUSR01","DANUSR01","2020-08-05 00:31:15","2020-08-05 00:31:15","","","N","0","DEA  ","N",""
"3MEEFHBG","3MEEFHAZ","P=E6K597","K0E9B6IG","BORR ","DANUSR01","DANUSR01","2020-08-05 06:40:51","2020-08-05 06:40:51","","","N","0","DEA  ","N",""
"3MEEFHBL","3MEEFHAZ","AMDPAOVM","@*DZF8KQ","AGENT","DANUSR01","DANUSR01","2020-08-05 06:42:10","2020-08-05 06:42:10","","","N","0","DEA  ","N",""
"6YEEIABB","6YEEIAAU","P=E6K597","K0E9B6IG","BORR ","DANUSR01","DANUSR01","2020-08-06 18:10:26","2020-08-06 18:10:26","","","N","0","DEA  ","N",""
"6YEEIABG","6YEEIAAU","AMDPAOVM","@*DZF8KQ","AGENT","DANUSR01","DANUSR01","2020-08-06 18:11:44","2020-08-06 18:11:44","","","N","0","DEA  ","N",""
"6BEEIEY6","6BEEIEXK","AMDPAOVM","@*DZF8KQ","AGENT","DANUSR01","DANUSR01","2020-08-06 20:14:49","2020-08-06 20:14:49","","","N","0","DEA  ","N",""
"=CEENXFI","=CEENXF1","P=E6K597","K0E9B6IG","BORR ","DANUSR01","DANUSR01","2020-08-09 19:05:31","2020-08-09 19:05:31","","","N","0","DEA  ","N",""
"=CEENXFN","=CEENXF1","AMDPAOVM","@*DZF8KQ","AGENT","DANUSR01","DANUSR01","2020-08-09 19:06:57","2020-08-09 19:06:57","","","N","0","DEA  ","N",""
"=CEENXGW","=CEENXGF","P=E6K597","K0E9B6IG","BORR ","DANUSR01","DANUSR01","2020-08-09 19:14:54","2020-08-09 19:14:54","","","N","0","DEA  ","N",""
"6LEAE3F7","6LEAE3EJ","J5E4FAZF","J5E4FB05","BORR ","JOBINP  ","JOBINP  ","2020-05-18 17:40:09","2020-05-18 17:40:09","","","N","0","DEA  ","N",""
"6LEAE3FG","6LEAE3EJ","3FE4FBRS","3FE4FBSR","BORR ","JOBINP  ","JOBINP  ","2020-05-18 17:42:10","2020-05-18 17:42:10","","","N","0","DEA  ","N",""
"6LEAE3FK","6LEAE3EJ","AMDPAOVM","@*DZF8KQ","AGENT","JOBINP  ","JOBINP  ","2020-05-18 17:44:48","2020-05-18 17:44:48","","","N","0","DEA  ","N",""
"G?EDP0BL","G?EDP0B3","VWEDOEXK","GOEDORRG","BORR ","DJRHINPT","DJRHINPT","2020-07-21 22:31:28","2020-07-21 22:31:28","","","N","0","DEA  ","N",""
"G?EDP0BT","G?EDP0B3","AMDPAOVM","@*DZF8KS","AGENT","DJRHINPT","DJRHINPT","2020-07-21 22:32:42","2020-07-21 22:32:42","","","N","0","DEA  ","N",""
"A5EDS8NJ","A5EDS8JL","P=E6K597","K0E9B6IG","BORR ","DANUSR01","DANUSR01","2020-07-23 17:38:11","2020-07-23 17:38:11","","","N","0","DEA  ","N",""
"A5EDS8SR","A5EDS8JL","AMDPAOVM","@*DZF8KQ","AGENT","DANUSR01","DANUSR01","2020-07-23 17:41:14","2020-07-23 17:41:14","","","N","0","DEA  ","N",""
"!PEDSHVU","!PEDSHVD","P=E6K597","K0E9B6IG","BORR ","DANUSR01","DANUSR01","2020-07-23 19:53:10","2020-07-23 19:53:10","","","N","0","DEA  ","N",""
"!PEDSHVZ","!PEDSHVD","AMDPAOVM","@*DZF8KQ","AGENT","DANUSR01","DANUSR01","2020-07-23 19:55:56","2020-07-23 19:55:56","","","N","0","DEA  ","N",""
"!.EDTQSN","!.EDTQS6","P=E6K597","K0E9B6IG","BORR ","DJRHINPT","DJRHINPT","2020-07-24 12:04:16","2020-07-24 12:04:16","","","N","0","DEA  ","N",""
"!.EDTQTA","!.EDTQST","P=E6K597","K0E9B6IG","BORR ","DJRHINPT","DJRHINPT","2020-07-24 12:17:45","2020-07-24 12:17:45","","","N","0","DEA  ","N",""
