OST_RID_OUTSTANDNG,OST_NME_ALIAS,OST_CID_BORROWER,OST_PID_DEAL,OST_PID_FACILITY,OST_CDE_OUTSTD_TYP,OST_CDE_PRICE_OPT,OST_CDE_OBJ_STATE,OST_CDE_OB_ST_CTG,OST_TSP_REC_CREATE,OST_TSP_REC_UPDATE,OST_UID_REC_CREATE,OST_UID_REC_UPDATE,OST_AMT_BANK_GROSS,OST_AMT_BANK_NET,OST_IND_FLOAT_RATE,OST_IND_MATCH_FUND,OST_IND_HAS_RPR_DT,OST_CDE_PERF_STAT,OST_CDE_ENDTE_RULE,OST_IND_ACCRUABLE,OST_RTE_FC_RATE,OST_RTE_FC_HS_RATE,OST_AMT_FC_BNK_GRS,OST_AMT_FC_BNK_NET,OST_CDE_TRSRY_AREA,OST_CDE_RQST_CCY,OST_IND_AC_CF_ONLY,OST_AMT_FC_CURRENT,OST_CDE_CURRENCY,OST_CDE_LOAN_PURP,OST_DTE_REPRICING,OST_CDE_REPR_FREQ,OST_CDE_RISK_TYPE,OST_PID_SUBLIMIT,OST_DTE_EFFECTIVE,OST_AMT_ORIGINAL,OST_AMT_CURRENT,OST_CDE_ACR_PERIOD,OST_IND_AUTO_EXTND,OST_CDE_EXTENSION,OST_NUM_NOTIFICATN,OST_IND_REINSTATBL,OST_NUM_EXT_INCR,OST_DTE_EXPIRY_ENT,OST_DTE_EXPIRY_CLC,OST_DTE_EXPIRY_FNL,OST_CDE_SIC,OST_CDE_GL_CLASS,OST_IND_NOTF_RCVD,OST_IND_FACING_FEE,OST_IND_ISSUIN_FEE,OST_DTE_PAID_DOWN,OST_CDE_FRG_WTHHLD,OST_PCT_FRG_WTHHLD,OST_CDE_TAX_EXEMPT,OST_PCT_TAX_EXEMPT,OST_CDE_RAC_REPRIC,OST_CDE_SIC_CNTRY,OST_DTE_RAC_REPRIC,OST_CDE_ACT_ACR_RL,OST_RID_COLLAT_DEF,OST_IND_AC_SCD_BAL,OST_AMT_SCHED_BAL,OST_IND_AUTO_PREPF,OST_IND_BILL_BORR,OST_NUM_BILL_DAYS,OST_IND_DONT_PRNT,OST_IND_DONT_MAIL,OST_IND_BILL_MATR,OST_AMT_NACR_TLRNC,OST_PCT_NACR_TLRNC,OST_RID_LCHG_RULE,OST_CDE_OVERAGE_RL,OST_IND_SEPACRFEES,OST_IND_PMAT_INT,OST_IND_ANV_DTE_AP,OST_DTE_ANIVERSARY,OST_CDE_ANVDTE_EOM,OST_IND_INT_DUE_RP,OST_IND_SYNC_PC_RP,OST_DTE_ACT_REPRIC,OST_CDE_DEC_ROUND,OST_CDE_FRAC_ROUND,OST_CDE_DEC_PRECN,OST_CDE_FRAC_IRATE,OST_CDE_RAP_MTHD,OST_IND_INC_XMLBIL,OST_CDE_UNSCHP_MTH,OST_IND_CARE_OF,OST_AMT_PREP_FEE,OST_IND_TEMP_PYMT,OST_CDE_PLEDGE,OST_AMT_ADJBAL,OST_AMT_BASE_DISC,OST_AMT_SCH_DISC,OST_CDE_CON_BIL_OP,OST_CDE_F_ACR_CUR,OST_CDE_GRACE_CAL,OST_CDE_OWNER_TYPE,OST_CDE_PSD_IT_TYP,OST_CDE_STDTE_RULE,OST_CDE_STMT_FREQ,OST_DTE_ART_SET,OST_DTE_CDS_NEXT,OST_DTE_EOC_DDLPI,OST_DTE_EOM_DDLPI,OST_DTE_FFPMT_EFF,OST_DTE_FX_RATE,OST_DTE_IFPMT_EFF,OST_DTE_INTENT,OST_DTE_NOTE,OST_DTE_RATE_SETT,OST_IND_AUTO_GEN,OST_IND_AUTO_OPYMT,OST_IND_AUTO_RD_EX,OST_IND_AUTO_REL,OST_IND_AUTO_RTF,OST_IND_BULLET_PAY,OST_IND_CMP_INT,OST_IND_CSFL_FRMTO,OST_IND_DIR_NOTE,OST_IND_ELG_98,OST_IND_ELG_99DIV,OST_IND_FDPR_DATE,OST_IND_MRT_SET,OST_IND_PMT_PLAN,OST_IND_PSTDUE_ACR,OST_IND_RP_SCH_SYN,OST_IND_SEP_99AC,OST_IND_STA_HB_SHR,OST_IND_UNED_INT,OST_IND_WAIVE_STTX,OST_NME_ACCT_NAME,OST_NME_PROPERTY,OST_NUM_PDUE_GDAYS,OST_TXT_CONTRACTID,OST_RID_LINKED_DEP,OST_RID_OWNER,OST_RID_PSTD_ITEM,OST_RID_PSTDUE_PRA,OST_RTE_AC_HS_RATE,OST_RTE_ACR_RATE,OST_RTE_PURCHASED,OST_TXT_CNTNO,OST_TXT_EOC_SRP,OST_TXT_SRC_SYS_ID,OST_CDE_IMP_STAGE,OST_IND_CFA_CHO,OST_IND_IMP_ST_OVR,OST_IND_INSCH_RPDT,OST_IND_DEPO_PAYOF,OST_IND_ITEM_PAYOF,OST_DTE_MSD_PRC,OST_DTE_MSD_INT,OST_CDE_MSD_PRC,OST_CDE_MSD_INT,OST_IND_MSD_PRC,OST_IND_MSD_INT,OST_OID_OUTSTANDNG,OST_CDE_BRANCH
L*EGNLMN,"60000877       ",SIEESUTN,(7EFGXIA,(7EFGXST,"LOAN ",GBLIB,LRELS,ACTUA,2020-09-17 13:07:47,2020-09-18 12:10:20,CMARTILL,RPTMGR01,8000,8000,N,N,Y,"ACCR ","TOAD ",Y,1.14893665912198,1.14893665912198,9191.49,9191.49,"NZ   ",GBP,N,9191.49,GBP,CONSH,2020-06-26 00:00:00,"1D   ",LOANS,,2020-06-25 00:00:00,8000,8000,"DAL  ",N,,,N,,2025-05-27 00:00:00,,,"0124      ",OTHER,N,N,N,,,0,,0,,AU,,,,N,8000,N,N,10,N,N,N,0,0,,OHNOT,N,N,N,,,Y,N,,"NONE ","NONE ","3    ","1/8  ",BASEF,N,"LAST ",N,0,N,,0,,,"NONE ",,,,,"EDTE ",,2020-06-23 00:00:00,,,,,2020-06-24 00:00:00,,2020-06-23 00:00:00,,2020-06-24 00:00:00,,N,N,,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,,,0,,,,,,1,0,,,,,IMST1,N,N,N,Y,N,2025-05-27 00:00:00,2025-05-27 00:00:00,"LMTR ","LMTR ",N,N,3619050b784ebe926e1d02e,CG852
L*EGNMFN,"60000880       ",SIEESUTN,(7EFGXIA,(7EFGXST,"LOAN ",EURLI,INCAN,INACT,2020-09-17 13:17:37,2020-09-18 14:12:18,CMARTILL,LS2BATCH,0,0,N,N,Y,"ACCR ","TOAD ",Y,1,1,0,0,"NZ   ",EUR,N,0,EUR,CONSH,2020-06-26 00:00:00,"1D   ",LOANS,,2020-06-25 00:00:00,4000,0,"DAL  ",N,,,N,,2025-05-27 00:00:00,,,"0124      ",OTHER,N,N,N,2020-06-25 00:00:00,,0,,0,,AU,,,,N,0,N,N,10,N,N,N,0,0,,OHNOT,N,N,N,,,Y,N,,"NONE ","NONE ","3    ","1/8  ",BASEF,N,"LAST ",N,0,N,,0,,,"NONE ",,,,,"EDTE ",,2020-06-23 00:00:00,,,,,2020-06-24 00:00:00,,2020-06-23 00:00:00,,2020-06-24 00:00:00,,N,N,,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,,,0,,,,,,1,0,,,,,IMST1,N,N,N,Y,N,2025-05-27 00:00:00,2025-05-27 00:00:00,"LMTR ","LMTR ",N,N,361929c1a65dfeedce1d03b,CG852
P!EGO4Q5,"60000908       ",)?EF8978,YZEFEWH5,YZEFEXAM,"LOAN ",EURLI,"PEND ",POTEN,2020-09-17 18:58:18,2020-09-17 18:58:43,SMANZANO,SMANZANO,0,0,N,N,Y,"ACCR ","TOAD ",N,1,1,0,0,"NL   ",EUR,N,,EUR,"ACQ  ",2020-06-29 00:00:00,"7D   ",LOANS,,2020-06-26 00:00:00,300000,,"WEEK ",,,,N,,2025-05-27 00:00:00,,,"2161      ",,,N,N,,,0,,0,,AU,,,,N,0,N,N,10,N,N,N,0,0,,OHNOT,N,N,N,,,Y,N,,"NONE ","NONE ","3    ","1/8  ",BASEF,N,"LAST ",N,0,N,,0,,,"NONE ",,,,,"EDTE ",,2020-06-24 00:00:00,,,,,2020-06-25 00:00:00,,2020-06-24 00:00:00,,2020-06-25 00:00:00,,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,,,0,,,,,,1,0,,,,,IMST1,N,N,N,Y,N,,,"LMTR ","LMTR ",N,N,361e2a708b4b5e61ae1d104,CG852
-VEGLP8S,"60000859       ",)?EF8978,YZEFEWH5,YZEFEXAM,"LOAN ",EURLI,LRELS,ACTUA,2020-09-16 12:15:47,2020-09-16 12:21:40,SMANZANO,MANZANOM,125000,125000,N,N,Y,"ACCR ","TOAD ",Y,1,1,125000,125000,"NL   ",EUR,N,125000,EUR,"ACQ  ",2020-06-25 00:00:00,"1D   ",LOANS,,2020-06-24 00:00:00,125000,125000,"DAL  ",N,,,N,,2025-05-27 00:00:00,,,"2161      ",OTHER,N,N,N,,,0,,0,,AU,,,,N,125000,N,N,10,N,N,N,0,0,,OHNOT,N,N,N,,,Y,N,,"NONE ","NONE ","3    ","1/8  ",BASEF,N,"LAST ",N,0,N,,0,,,"NONE ",,,,,"EDTE ",,2020-06-22 00:00:00,,,,,2020-06-23 00:00:00,,2020-06-22 00:00:00,,2020-06-23 00:00:00,,N,N,,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,,,0,,,,,,1,0,,,,,IMST1,N,N,N,Y,N,2025-05-27 00:00:00,2025-05-27 00:00:00,"LMTR ","LMTR ",N,N,36032aa972b7be2cfe1cf91,CG852
P!EGO5B1,"60000911       ",)?EF8978,YZEFEWH5,YZEFEXAM,"LOAN ",EURLI,LRELS,ACTUA,2020-09-17 19:10:49,2020-09-17 19:17:40,SMANZANO,MANZANOM,310000,310000,N,N,Y,"ACCR ","TOAD ",Y,1,1,310000,310000,"NL   ",EUR,N,310000,EUR,"ACQ  ",2020-07-03 00:00:00,"7D   ",LOANS,,2020-06-26 00:00:00,310000,310000,"WEEK ",N,,,N,,2025-05-27 00:00:00,,,"2161      ",OTHER,N,N,N,,,0,,0,,AU,,,,N,310000,N,N,10,N,N,N,0,0,,OHNOT,N,N,N,,,Y,N,,"NONE ","NONE ","3    ","1/8  ",BASEF,N,"LAST ",N,0,N,,0,,,"NONE ",,,,,"EDTE ",,2020-06-24 00:00:00,,,,,2020-07-01 00:00:00,,2020-06-30 00:00:00,,2020-07-01 00:00:00,,N,N,,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,,,0,,,,,,1,0,,,,,IMST1,N,N,N,Y,N,2025-05-27 00:00:00,2025-05-27 00:00:00,"LMTR ","LMTR ",N,N,361e5a0778ba1916fe1d11b,CG852
B#EGM233,"60000861       ",ZHEF7YY1,9ZEF82FK,9ZEF82GL,"LOAN ",GBLIB,LRELS,ACTUA,2020-09-16 16:18:37,2020-09-16 16:27:06,JAQUITAN,JANICEA1,1000000,1000000,N,N,Y,"ACCR ","TOAD ",Y,1.14893665912198,1.14893665912198,1148936.66,1148936.66,"NL   ",GBP,N,1148936.66,GBP,"ACQ  ",2020-06-26 00:00:00,"1D   ",LOANS,,2020-06-25 00:00:00,1000000,1000000,"DAL  ",N,,,N,,2025-05-27 00:00:00,,,"2161      ",OTHER,N,N,N,,,0,,0,,AU,,,,N,1000000,N,N,10,N,N,N,0,0,,OHNOT,N,N,N,,,Y,N,,"NONE ","NONE ","3    ","1/8  ",BASEF,N,"LAST ",N,0,N,,0,,,"NONE ",,,,,"EDTE ",,2020-06-23 00:00:00,,,,,2020-06-24 00:00:00,,2020-06-23 00:00:00,,2020-06-24 00:00:00,,N,N,,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,,,0,,,,,,1,0,,,,,IMST1,N,N,N,Y,N,2025-05-27 00:00:00,2025-05-27 00:00:00,"LMTR ","LMTR ",N,N,3606b94f27e6a8479e1cfa7,CG852
LVEGNF9I,"60000868       ",)?EF8978,YZEFEWH5,YZEFEXAM,"LOAN ",HIBOR,LRELS,ACTUA,2020-09-17 09:20:18,2020-09-17 09:34:39,SMANZANO,MANZANOM,211000,211000,N,N,Y,"ACCR ","TOAD ",Y,0.118697320645381,0.118697320645381,25045.13,25045.13,"NL   ",HKD,N,25045.13,HKD,"ACQ  ",2020-06-26 00:00:00,"1D   ",LOANS,,2020-06-25 00:00:00,211000,211000,"DAL  ",N,,,N,,2025-05-27 00:00:00,,,"2161      ",OTHER,N,N,N,,,0,,0,,AU,,,,N,211000,N,N,10,N,N,N,0,0,,OHNOT,N,N,N,,,Y,N,,"NONE ","NONE ","3    ","1/8  ",BASEF,N,"LAST ",N,0,N,,0,,,"NONE ",,,,,"EDTE ",,2020-06-23 00:00:00,,,,,2020-06-24 00:00:00,,2020-06-23 00:00:00,,2020-06-24 00:00:00,,N,N,,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,,,0,,,,,,1,0,,,,,IMST1,N,N,N,Y,N,2025-05-27 00:00:00,2025-05-27 00:00:00,"LMTR ","LMTR ",N,N,3615ab97e9d83d3d2e1cfe6,CG852
0JEGNP9U,"60000874       ",)?EF8978,YZEFEWH5,YZEFEXAM,"LOAN ",EURLI,LRELS,ACTUA,2020-09-17 13:04:24,2020-09-17 13:24:06,SMANZANO,MANZANOM,216000,216000,N,N,Y,"ACCR ","TOAD ",Y,1,1,216000,216000,"NL   ",EUR,N,216000,EUR,"ACQ  ",2020-06-26 00:00:00,"1D   ",LOANS,,2020-06-25 00:00:00,216000,216000,"DAL  ",N,,,N,,2025-05-27 00:00:00,,,"2161      ",OTHER,N,N,N,,,0,,0,,AU,,,,N,216000,N,N,10,N,N,N,0,0,,OHNOT,N,N,N,,,Y,N,,"NONE ","NONE ","3    ","1/8  ",BASEF,N,"LAST ",N,0,N,,0,,,"NONE ",,,,,"EDTE ",,2020-06-23 00:00:00,,,,,2020-06-24 00:00:00,,2020-06-23 00:00:00,,2020-06-24 00:00:00,,N,N,,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,,,0,,,,,,1,0,,,,,IMST1,N,N,N,Y,N,2025-05-27 00:00:00,2025-05-27 00:00:00,"LMTR ","LMTR ",N,N,3618fc41850275b02e1d021,CG852
0HEGNTQ8,"60000881       ",SIEESUTN,0REF4EYL,0REF4FMA,"LOAN ",FIXED,LRELS,ACTUA,2020-09-17 13:28:14,2020-09-18 11:28:14,LIQUSR05,LIQUSR05,1496.25,1496.25,N,N,N,"ACCR ","TOAD ",Y,1,1,1496.25,1496.25,"NZ   ",EUR,N,1496.25,EUR,"ACQ  ",,,FIXED,,2020-06-25 00:00:00,1710,1496.25,"QUA  ",N,,,N,,2022-05-27 00:00:00,,,"0124      ",FIXED,N,N,N,,,0,,0,,AU,,,,N,1496.25,N,N,10,N,N,N,0,0,,OHNOT,N,N,N,,,N,N,,"NONE ","NONE ","3    ","1/8  ",BASEF,N,"LAST ",N,0,N,,0,,,"NONE ",,,,,"EDTE ",,2020-06-23 00:00:00,,,,,,,,,,,N,N,,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,,,0,,,,,,1,0,,,,,IMST1,N,N,N,Y,N,2022-05-27 00:00:00,2022-05-27 00:00:00,"LMTR ","LMTR ",N,N,36194b54bc5b617d6e1d049,CG852
ACEGO0BI,"60000902       ",)?EF8978,YZEFEWH5,YZEFEXAM,"LOAN ",EURLI,INACT,INACT,2020-09-17 17:54:51,2020-09-18 14:54:37,SMANZANO,MANZANOM,0,0,N,N,Y,"ACCR ","TOAD ",Y,1,1,0,0,"NL   ",EUR,N,0,EUR,"ACQ  ",2020-06-29 00:00:00,"1D   ",LOANS,,2020-06-26 00:00:00,219000,0,"DAL  ",N,,,N,,2025-05-27 00:00:00,,,"2161      ",OTHER,N,N,N,2020-06-29 00:00:00,,0,,0,,AU,,,,N,0,N,N,10,N,N,N,0,0,,OHNOT,N,N,N,,,Y,N,,"NONE ","NONE ","3    ","1/8  ",BASEF,N,"LAST ",N,0,N,,0,,,"NONE ",,,,,"EDTE ",,2020-06-24 00:00:00,,,,,2020-06-25 00:00:00,,2020-06-24 00:00:00,,2020-06-25 00:00:00,,N,N,,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,,,0,,,,,,1,0,,,,,IMST1,N,N,N,Y,N,2025-05-27 00:00:00,2025-05-27 00:00:00,"LMTR ","LMTR ",N,N,361d38582373d190ce1d0d3,CG852
P!EGO52H,"60000910       ",)?EF8978,YZEFEWH5,YZEFEXAM,"LOAN ",EURLI,INACT,INACT,2020-09-17 19:07:03,2020-09-18 15:47:46,SMANZANO,MANZANOM,0,0,N,N,Y,"ACCR ","TOAD ",Y,1,1,0,0,"NL   ",EUR,N,0,EUR,"ACQ  ",2020-06-29 00:00:00,"1D   ",LOANS,,2020-06-26 00:00:00,300000,0,"DAL  ",N,,,N,,2025-05-27 00:00:00,,,"2161      ",OTHER,N,N,N,2020-06-29 00:00:00,,0,,0,,AU,,,,N,0,N,N,10,N,N,N,0,0,,OHNOT,N,N,N,,,Y,N,,"NONE ","NONE ","3    ","1/8  ",BASEF,N,"LAST ",N,0,N,,0,,,"NONE ",,,,,"EDTE ",,2020-06-24 00:00:00,,,,,2020-06-25 00:00:00,,2020-06-24 00:00:00,,2020-06-25 00:00:00,,N,N,,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,,,0,,,,,,1,0,,,,,IMST1,N,N,N,Y,N,2025-05-27 00:00:00,2025-05-27 00:00:00,"LMTR ","LMTR ",N,N,361e4532c7b22b68fe1d114,CG852
PHEGO8R1,"60000913       ",ZHEF7YY1,9ZEF82FK,GREGNHU7,"LOAN ",GBLIB,LRELS,ACTUA,2020-09-17 19:32:09,2020-09-18 15:11:18,JAQUITAN,JANICEA2,0,0,N,N,Y,"ACCR ","TOAD ",Y,1,1,0,0,"NL   ",GBP,N,0,GBP,"ACQ  ",2020-06-29 00:00:00,"1D   ",LOANS,,2020-06-26 00:00:00,1200000,0,"DAL  ",N,,,N,,2025-06-25 00:00:00,,,"2161      ",OTHER,N,N,N,2020-06-29 00:00:00,,0,,0,,AU,,,,N,0,N,N,10,N,N,N,0,0,,OHNOT,N,N,N,,,Y,N,,"NONE ","NONE ","3    ","1/8  ",BASEF,N,"LAST ",N,0,N,,0,,,"NONE ",,,,,"EDTE ",,2020-06-24 00:00:00,,,,,2020-06-25 00:00:00,,2020-06-24 00:00:00,,2020-06-25 00:00:00,,N,N,,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,,,0,,,,,,1,0,,,,,IMST1,N,N,N,Y,N,2025-06-25 00:00:00,2025-06-25 00:00:00,"LMTR ","LMTR ",N,N,361ea93b7b488cddee1d131,CG852
UKEGPJAV,"60000923       ",SIEESUTN,0REF4EYL,0REF4FMA,"LOAN ",FIXED,"PEND ",POTEN,2020-09-18 12:16:26,2020-09-28 13:53:51,LIQSVR04,LIQSVR05,0,0,N,N,N,"ACCR ","TOAD ",N,1,1,0,0,"NZ   ",EUR,N,,EUR,"ACQ  ",,,FIXED,,2020-06-26 00:00:00,12120,,"QUA  ",N,,,N,,2022-05-27 00:00:00,,,"0124      ",,N,N,N,,,0,,0,,AU,,,,N,0,N,N,10,N,N,N,0,0,,OHNOT,N,N,N,,,N,N,,"NONE ","NONE ","3    ","1/8  ",BASEF,N,"LAST ",N,0,N,,0,,,"NONE ",,,,,"EDTE ",,2020-06-24 00:00:00,,,,,,,,,,,N,N,,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,,,0,,,,,,1,0,,,,,IMST1,N,N,N,Y,N,,,"LMTR ","LMTR ",N,N,362d5baca5f01c615e1d1da,CG852
9@EGPQ6A,"60000938       ",ZHEF7YY1,9ZEF82FK,GREGNHU7,"LOAN ",GBLIB,LRELS,ACTUA,2020-09-18 15:07:42,2020-09-18 15:11:18,JAQUITAN,JANICEA2,1000000,1000000,N,N,Y,"ACCR ","TOAD ",Y,1,1,1000000,1000000,"NL   ",GBP,N,1000000,GBP,"ACQ  ",2020-06-30 00:00:00,"1D   ",LOANS,,2020-06-29 00:00:00,1000000,1000000,"DAL  ",N,,,N,,2025-06-25 00:00:00,,,"2161      ",OTHER,N,N,N,,,0,,0,,AU,,,,N,1000000,N,N,10,N,N,N,0,0,,OHNOT,N,N,N,,,Y,N,,"NONE ","NONE ","3    ","1/8  ",BASEF,N,"LAST ",N,0,N,,0,,,"NONE ",,,,,"EDTE ",,2020-06-25 00:00:00,,,,,2020-06-26 00:00:00,,2020-06-25 00:00:00,,2020-06-26 00:00:00,,N,N,,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,,,0,,,,,,1,0,,,,,IMST1,N,N,N,Y,N,2025-06-25 00:00:00,2025-06-25 00:00:00,"LMTR ","LMTR ",N,N,362fe30c94e88d867e1d25a,CG852
WOEGYP5I,"60000961       ",ZHEF7YY1,3ZEFFD20,3ZEFFD2W,"LOAN ",EURLI,"PEND ",POTEN,2020-09-23 14:54:45,2020-09-28 08:02:44,"A116594 ",LIQUSR05,0,0,N,N,Y,"ACCR ","TOAD ",N,1,1,0,0,"NL   ",EUR,N,,EUR,"ACQ  ",2020-08-07 00:00:00,"1M   ",LOANS,,2020-07-07 00:00:00,100,,"MON  ",N,,,N,,2025-05-27 00:00:00,,,"2161      ",,N,N,N,,,0,,0,,AU,,,,N,0,N,N,10,N,N,N,0,0,,OHNOT,N,N,N,,,Y,N,,"NONE ","NONE ","3    ","1/8  ",BASEF,N,"LAST ",N,0,N,,0,,,"NONE ",,,,,"EDTE ",,2020-07-03 00:00:00,,,,,2020-08-05 00:00:00,,2020-08-04 00:00:00,,2020-08-05 00:00:00,,N,N,,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,,,0,,,,,,1,0,,,,,IMST1,N,N,N,Y,N,,,"LMTR ","LMTR ",N,N,369926eedc6a5869ee1d438,CG852
WOEGYPD6,"60000962       ",ZHEF7YY1,3.EFFDYP,3.EFFDZL,"LOAN ",EURLI,"PEND ",POTEN,2020-09-23 15:06:34,2020-09-23 21:57:34,"A116594 ","B116594 ",0,0,N,N,Y,"ACCR ","TOAD ",N,1,1,0,0,"NL   ",EUR,N,,EUR,"ACQ  ",2020-08-07 00:00:00,"1M   ",LOANS,,2020-07-07 00:00:00,100,,"MON  ",N,,,N,,2025-05-27 00:00:00,,,"2161      ",,N,N,N,,,0,,0,,AU,,,,N,0,N,N,10,N,N,N,0,0,,OHNOT,N,N,N,,,Y,N,,"NONE ","NONE ","3    ","1/8  ",BASEF,N,"LAST ",N,0,N,,0,,,"NONE ",,,,,"EDTE ",,2020-07-03 00:00:00,,,,,2020-08-05 00:00:00,,2020-08-04 00:00:00,,2020-08-05 00:00:00,,N,N,,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,,,0,,,,,,1,0,,,,,IMST1,N,N,N,Y,N,,,"LMTR ","LMTR ",N,N,369956068121aed11e1d43f,CG852
B+EGMA8L,"60000867       ",SIEESUTN,S#EESVPY,S#EESVR1,"LOAN ",CHFLI,LRELS,ACTUA,2020-09-16 20:06:45,2020-09-16 20:44:47,CMARTILL,RPTSUP01,9800,9800,N,N,Y,"ACCR ","TOAD ",Y,0.950868618482984,0.950868618482984,9318.51,9318.51,"NZ   ",CHF,N,9318.51,CHF,CONSH,2020-06-26 00:00:00,"3D   ",LOANS,,2020-06-25 00:00:00,9800,9800,"D3   ",N,,,N,,2025-05-27 00:00:00,,,"0124      ",OTHER,N,N,N,,,0,,0,,AU,,,,N,9800,N,N,10,N,N,N,0,0,,OHNOT,N,N,N,,,Y,N,,"NONE ","NONE ","3    ","1/8  ",BASEF,N,"LAST ",N,0,N,,0,,,"NONE ",,,,,"EDTE ",,2020-06-23 00:00:00,,,,,2020-06-24 00:00:00,,2020-06-23 00:00:00,,2020-06-24 00:00:00,,N,N,,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,,,0,,,,,,1,0,,,,,IMST1,N,N,N,Y,N,2025-05-27 00:00:00,2025-05-27 00:00:00,"LMTR ","LMTR ",N,N,360a10fab31eb2301e1cfca,CG852
0JEGNPI3,"60000875       ",)?EF8978,YZEFEWH5,YZEFEXAM,"LOAN ",EURLI,LRELS,ACTUA,2020-09-17 13:05:23,2020-09-17 13:25:06,SMANZANO,MANZANOM,217000,217000,N,N,Y,"ACCR ","TOAD ",Y,1,1,217000,217000,"NL   ",EUR,N,217000,EUR,"ACQ  ",2020-06-26 00:00:00,"1D   ",LOANS,,2020-06-25 00:00:00,217000,217000,"DAL  ",N,,,N,,2025-05-27 00:00:00,,,"2161      ",OTHER,N,N,N,,,0,,0,,AU,,,,N,217000,N,N,10,N,N,N,0,0,,OHNOT,N,N,N,,,Y,N,,"NONE ","NONE ","3    ","1/8  ",BASEF,N,"LAST ",N,0,N,,0,,,"NONE ",,,,,"EDTE ",,2020-06-23 00:00:00,,,,,2020-06-24 00:00:00,,2020-06-23 00:00:00,,2020-06-24 00:00:00,,N,N,,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,,,0,,,,,,1,0,,,,,IMST1,N,N,N,Y,N,2025-05-27 00:00:00,2025-05-27 00:00:00,"LMTR ","LMTR ",N,N,36190024c97212413e1d026,CG852
0JEGNPQC,"60000876       ",)?EF8978,YZEFEWH5,YZEFEXAM,"LOAN ",EURLI,LRELS,ACTUA,2020-09-17 13:06:05,2020-09-18 16:21:39,SMANZANO,MANZANOS,218000,218000,N,N,Y,"ACCR ","TOAD ",Y,1,1,218000,218000,"NL   ",EUR,N,218000,EUR,"ACQ  ",2020-06-26 00:00:00,"1D   ",LOANS,,2020-06-25 00:00:00,218000,218000,"DAL  ",N,,,N,,2025-05-27 00:00:00,,,"2161      ",OTHER,N,N,N,,,0,,0,,AU,,,,N,218000,N,N,10,N,N,N,0,0,,OHNOT,N,N,N,,,Y,N,,"NONE ","NONE ","3    ","1/8  ",BASEF,N,"LAST ",N,0,N,,0,,,"NONE ",,,,,"EDTE ",,2020-06-23 00:00:00,,,,,2020-06-24 00:00:00,,2020-06-23 00:00:00,,2020-06-24 00:00:00,,N,N,,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,,,0,,,,,,1,0,,,,,IMST1,N,N,N,Y,N,2025-05-27 00:00:00,2025-05-27 00:00:00,"LMTR ","LMTR ",N,N,361902e64f48ebb89e1d02a,CG852
L*EGNM1D,"60000878       ",SIEESUTN,(7EFGXIA,(7EFGXST,"LOAN ",NIBOR,LRELS,ACTUA,2020-09-17 13:13:05,2020-09-18 12:24:22,CMARTILL,RPTMGR01,5000,5000,N,N,Y,"ACCR ","TOAD ",Y,0.088967417462702,0.088967417462702,444.84,444.84,"NZ   ",NOK,N,444.84,NOK,CONSH,2020-06-26 00:00:00,"1M   ",LOANS,,2020-06-25 00:00:00,7000,5000,"MON  ",N,,,N,,2025-05-27 00:00:00,,,"0124      ",OTHER,N,N,N,,,0,,0,,AU,,,,N,5000,N,N,10,N,N,N,0,0,,OHNOT,N,N,N,,,Y,N,,"NONE ","NONE ","3    ","1/8  ",BASEF,N,"LAST ",N,0,N,,0,,,"NONE ",,,,,"EDTE ",,2020-06-23 00:00:00,,,,,2020-06-24 00:00:00,,2020-06-23 00:00:00,,2020-06-24 00:00:00,,N,N,,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,,,0,,,,,,1,0,,,,,IMST1,N,N,N,Y,N,2025-05-27 00:00:00,2025-05-27 00:00:00,"LMTR ","LMTR ",N,N,36191ad922affbbf8e1d034,CG852
