"ERV_NUM_SORT_ORDER","ERV_IND_ACTIVE","ERV_IND_MAY_DEACT","ERV_CDE_EXTRTG_TYP","ERV_CDE_EXTRTG_VAL","ERV_TSP_REC_CREATE","ERV_UID_REC_CREATE","ERV_TSP_REC_UPDATE","ERV_UID_REC_UPDATE","ERV_NUM_FACTOR"
"62","N","Y","SNS-M","Aa1  ","1997-09-15 12:49:23","LS2BATCH","2019-04-05 13:39:34","BRIANMOK",""
"64","N","Y","SNS-M","Aa2  ","1997-09-15 13:30:04","LS2BATCH","2019-04-05 13:39:34","BRIANMOK",""
"66","N","Y","SNS-M","Aa3  ","1997-09-15 13:27:59","LS2BATCH","2019-04-05 13:39:34","BRIANMOK",""
"60","N","Y","SNS-M","Aaa  ","1997-09-15 12:47:24","LS2BATCH","2019-04-05 13:39:34","BRIANMOK",""
"86","N","Y","SNS-M","B1   ","1997-09-15 13:07:30","LS2BATCH","2019-04-05 13:39:34","BRIANMOK",""
"88","N","Y","SNS-M","B2   ","1997-09-15 13:05:33","LS2BATCH","2019-04-05 13:39:34","BRIANMOK",""
"90","N","Y","SNS-M","B3   ","1997-09-15 13:03:40","LS2BATCH","2019-04-05 13:39:34","BRIANMOK",""
"80","N","Y","SNS-M","Ba1  ","1997-09-15 13:13:02","LS2BATCH","2019-04-05 13:39:34","BRIANMOK",""
"82","N","Y","SNS-M","Ba2  ","1997-09-15 13:11:02","LS2BATCH","2019-04-05 13:39:34","BRIANMOK",""
"84","N","Y","SNS-M","Ba3  ","1997-09-15 13:09:16","LS2BATCH","2019-04-05 13:39:34","BRIANMOK",""
"74","N","Y","SNS-M","Baa1 ","1997-09-15 13:19:43","LS2BATCH","2019-04-05 13:39:34","BRIANMOK",""
"76","N","Y","SNS-M","Baa2 ","1997-09-15 13:17:59","LS2BATCH","2019-04-05 13:39:34","BRIANMOK",""
"78","N","Y","SNS-M","Baa3 ","1997-09-15 13:15:04","LS2BATCH","2019-04-05 13:39:34","BRIANMOK",""
"96","N","Y","SNS-M","C    ","1997-09-15 12:57:40","LS2BATCH","2019-04-05 13:39:34","BRIANMOK",""
"94","N","Y","SNS-M","Ca   ","1997-09-15 12:59:33","LS2BATCH","2019-04-05 13:39:34","BRIANMOK",""
"92","N","Y","SNS-M","Caa  ","1997-09-15 13:01:34","LS2BATCH","2019-04-05 13:39:34","BRIANMOK",""
"98","N","Y","SNS-M","NR   ","1997-09-15 12:55:17","LS2BATCH","2019-04-05 13:39:34","BRIANMOK",""
"22","N","Y","SNS-S","A    ","1997-09-16 13:22:15","LS2BATCH","2019-07-19 07:45:24","ADM_DARR",""
"23","N","Y","SNS-S","A-   ","1997-09-16 13:19:44","LS2BATCH","2019-07-19 07:45:24","ADM_DARR",""
"21","N","Y","SNS-S","A+   ","1997-09-16 13:25:54","LS2BATCH","2019-07-19 07:45:24","ADM_DARR",""
"19","N","Y","SNS-S","AA   ","1997-09-16 14:52:29","LS2BATCH","2019-07-19 07:45:24","ADM_DARR",""
"20","N","Y","SNS-S","AA-  ","1997-09-16 13:28:15","LS2BATCH","2019-07-19 07:45:24","ADM_DARR",""
"18","N","Y","SNS-S","AA+  ","1997-09-16 14:55:56","LS2BATCH","2019-07-19 07:45:24","ADM_DARR",""
"14","N","Y","SNS-S","AAA  ","1997-09-16 14:59:13","LS2BATCH","2019-07-19 07:45:24","ADM_DARR",""
"34","N","Y","SNS-S","B    ","1997-09-16 11:30:01","LS2BATCH","2019-04-05 13:39:34","BRIANMOK",""
"36","N","Y","SNS-S","B-   ","1997-09-16 11:27:51","LS2BATCH","2019-04-05 13:39:34","BRIANMOK",""
"32","N","Y","SNS-S","B+   ","1997-09-16 11:32:16","LS2BATCH","2019-04-05 13:39:34","BRIANMOK",""
"28","N","Y","SNS-S","BB   ","1997-09-16 11:36:51","LS2BATCH","2019-04-05 13:39:34","BRIANMOK",""
"30","N","Y","SNS-S","BB-  ","1997-09-16 11:34:29","LS2BATCH","2019-04-05 13:39:34","BRIANMOK",""
"27","N","Y","SNS-S","BB+  ","1997-09-16 11:39:19","LS2BATCH","2019-07-19 07:45:24","ADM_DARR",""
"25","N","Y","SNS-S","BBB  ","1997-09-16 11:49:11","LS2BATCH","2019-07-19 07:45:24","ADM_DARR",""
"26","N","Y","SNS-S","BBB- ","1997-09-16 11:41:29","LS2BATCH","2019-07-19 07:45:24","ADM_DARR",""
"24","N","Y","SNS-S","BBB+ ","1997-09-16 13:17:14","LS2BATCH","2019-07-19 07:45:24","ADM_DARR",""
"52","N","Y","SNS-S","C    ","1997-09-16 10:59:20","LS2BATCH","2019-04-05 13:39:34","BRIANMOK",""
"54","N","Y","SNS-S","C-   ","1997-09-16 10:56:19","LS2BATCH","2019-04-05 13:39:34","BRIANMOK",""
"50","N","Y","SNS-S","C+   ","1997-09-16 11:01:16","LS2BATCH","2019-04-05 13:39:34","BRIANMOK",""
"46","N","Y","SNS-S","CC   ","1997-09-16 11:10:10","LS2BATCH","2019-04-05 13:39:34","BRIANMOK",""
"48","N","Y","SNS-S","CC-  ","1997-09-16 11:08:20","LS2BATCH","2019-04-05 13:39:34","BRIANMOK",""
"44","N","Y","SNS-S","CC+  ","1997-09-16 11:19:50","LS2BATCH","2019-04-05 13:39:34","BRIANMOK",""
"40","N","Y","SNS-S","CCC  ","1997-09-16 11:23:38","LS2BATCH","2019-04-05 13:39:34","BRIANMOK",""
"42","N","Y","SNS-S","CCC- ","1997-09-16 11:21:50","LS2BATCH","2019-04-05 13:39:34","BRIANMOK",""
"38","N","Y","SNS-S","CCC+ ","1997-09-16 11:25:26","LS2BATCH","2019-04-05 13:39:34","BRIANMOK",""
"56","N","Y","SNS-S","D    ","1997-09-16 10:53:50","LS2BATCH","2019-04-05 13:39:34","BRIANMOK",""
"58","N","Y","SNS-S","NR   ","1997-09-16 10:51:55","LS2BATCH","2019-04-05 13:39:34","BRIANMOK",""
"328","N","Y","SUB-M","A1   ","1993-02-18 09:17:23","LS2BATCH","2019-04-05 13:39:34","BRIANMOK",""
"329","N","Y","SUB-M","A2   ","1993-02-18 09:17:23","LS2BATCH","2019-04-05 13:39:34","BRIANMOK",""
"330","N","Y","SUB-M","A3   ","1993-02-18 09:17:23","LS2BATCH","2019-04-05 13:39:34","BRIANMOK",""
"325","N","Y","SUB-M","Aa1  ","1993-02-18 09:17:23","LS2BATCH","2019-04-05 13:39:34","BRIANMOK",""
"326","N","Y","SUB-M","Aa2  ","1993-02-18 09:17:23","LS2BATCH","2019-04-05 13:39:34","BRIANMOK",""
"327","N","Y","SUB-M","Aa3  ","1993-02-18 09:17:23","LS2BATCH","2019-04-05 13:39:34","BRIANMOK",""
"324","N","Y","SUB-M","Aaa  ","1993-02-18 09:17:23","LS2BATCH","2019-04-05 13:39:34","BRIANMOK",""
"337","N","Y","SUB-M","B1   ","1993-02-18 09:17:23","LS2BATCH","2019-04-05 13:39:34","BRIANMOK",""
"338","N","Y","SUB-M","B2   ","1993-02-18 09:17:23","LS2BATCH","2019-04-05 13:39:34","BRIANMOK",""
"339","N","Y","SUB-M","B3   ","1993-02-18 09:17:23","LS2BATCH","2019-04-05 13:39:34","BRIANMOK",""
"334","N","Y","SUB-M","Ba1  ","1993-02-18 09:17:23","LS2BATCH","2019-04-05 13:39:34","BRIANMOK",""
"335","N","Y","SUB-M","Ba2  ","1993-02-18 09:17:23","LS2BATCH","2019-04-05 13:39:34","BRIANMOK",""
"336","N","Y","SUB-M","Ba3  ","1993-02-18 09:17:23","LS2BATCH","2019-04-05 13:39:34","BRIANMOK",""
"331","N","Y","SUB-M","Baa1 ","1993-02-18 09:17:23","LS2BATCH","2019-04-05 13:39:34","BRIANMOK",""
"332","N","Y","SUB-M","Baa2 ","1993-02-18 09:17:23","LS2BATCH","2019-04-05 13:39:34","BRIANMOK",""
"333","N","Y","SUB-M","Baa3 ","1993-02-18 09:17:23","LS2BATCH","2019-04-05 13:39:34","BRIANMOK",""
"342","N","Y","SUB-M","C    ","1993-02-18 09:17:23","LS2BATCH","2019-04-05 13:39:34","BRIANMOK",""
"341","N","Y","SUB-M","Ca   ","1993-02-18 09:17:23","LS2BATCH","2019-04-05 13:39:34","BRIANMOK",""
"340","N","Y","SUB-M","Caa  ","1993-02-18 09:17:23","LS2BATCH","2019-04-05 13:39:34","BRIANMOK",""
"343","N","Y","SUB-N","1    ","1993-02-18 09:17:23","LS2BATCH","2019-04-05 13:39:34","BRIANMOK",""
"344","N","Y","SUB-N","2    ","1993-02-18 09:17:23","LS2BATCH","2019-04-05 13:39:34","BRIANMOK",""
"345","N","Y","SUB-N","3    ","1993-02-18 09:17:23","LS2BATCH","2019-04-05 13:39:34","BRIANMOK",""
"346","N","Y","SUB-N","4    ","1993-02-18 09:17:23","LS2BATCH","2019-04-05 13:39:34","BRIANMOK",""
"347","N","Y","SUB-N","5    ","1993-02-18 09:17:23","LS2BATCH","2019-04-05 13:39:34","BRIANMOK",""
"348","N","Y","SUB-N","6    ","1993-02-18 09:17:23","LS2BATCH","2019-04-05 13:39:34","BRIANMOK",""
"354","N","Y","SUB-S","A    ","1993-02-18 09:17:23","LS2BATCH","2019-04-05 13:39:34","BRIANMOK",""
"355","N","Y","SUB-S","A-   ","1993-02-18 09:17:23","LS2BATCH","2019-04-05 13:39:34","BRIANMOK",""
"353","N","Y","SUB-S","A+   ","1993-02-18 09:17:23","LS2BATCH","2019-04-05 13:39:34","BRIANMOK",""
"351","N","Y","SUB-S","AA   ","1993-02-18 09:17:23","LS2BATCH","2019-04-05 13:39:34","BRIANMOK",""
"352","N","Y","SUB-S","AA-  ","1993-02-18 09:17:23","LS2BATCH","2019-04-05 13:39:34","BRIANMOK",""
"350","N","Y","SUB-S","AA+  ","1993-02-18 09:17:23","LS2BATCH","2019-04-05 13:39:34","BRIANMOK",""
"349","N","Y","SUB-S","AAA  ","1993-02-18 09:17:23","LS2BATCH","2019-04-05 13:39:34","BRIANMOK",""
"363","N","Y","SUB-S","B    ","1993-02-18 09:17:23","LS2BATCH","2019-04-05 13:39:34","BRIANMOK",""
"364","N","Y","SUB-S","B-   ","1993-02-18 09:17:23","LS2BATCH","2019-04-05 13:39:34","BRIANMOK",""
"362","N","Y","SUB-S","B+   ","1993-02-18 09:17:23","LS2BATCH","2019-04-05 13:39:34","BRIANMOK",""
"360","N","Y","SUB-S","BB   ","1993-02-18 09:17:23","LS2BATCH","2019-04-05 13:39:34","BRIANMOK",""
"361","N","Y","SUB-S","BB-  ","1993-02-18 09:17:23","LS2BATCH","2019-04-05 13:39:34","BRIANMOK",""
"359","N","Y","SUB-S","BB+  ","1993-02-18 09:17:23","LS2BATCH","2019-04-05 13:39:34","BRIANMOK",""
"357","N","Y","SUB-S","BBB  ","1993-02-18 09:17:23","LS2BATCH","2019-04-05 13:39:34","BRIANMOK",""
"358","N","Y","SUB-S","BBB- ","1993-02-18 09:17:23","LS2BATCH","2019-04-05 13:39:34","BRIANMOK",""
"356","N","Y","SUB-S","BBB+ ","1993-02-18 09:17:23","LS2BATCH","2019-04-05 13:39:34","BRIANMOK",""
"372","N","Y","SUB-S","C    ","1993-02-18 09:17:23","LS2BATCH","2019-04-05 13:39:34","BRIANMOK",""
"373","N","Y","SUB-S","C-   ","1993-02-18 09:17:23","LS2BATCH","2019-04-05 13:39:34","BRIANMOK",""
"371","N","Y","SUB-S","C+   ","1993-02-18 09:17:23","LS2BATCH","2019-04-05 13:39:34","BRIANMOK",""
"369","N","Y","SUB-S","CC   ","1993-02-18 09:17:23","LS2BATCH","2019-04-05 13:39:34","BRIANMOK",""
"370","N","Y","SUB-S","CC-  ","1993-02-18 09:17:23","LS2BATCH","2019-04-05 13:39:34","BRIANMOK",""
"368","N","Y","SUB-S","CC+  ","1993-02-18 09:17:23","LS2BATCH","2019-04-05 13:39:34","BRIANMOK",""
"366","N","Y","SUB-S","CCC  ","1993-02-18 09:17:23","LS2BATCH","2019-04-05 13:39:34","BRIANMOK",""
"367","N","Y","SUB-S","CCC- ","1993-02-18 09:17:23","LS2BATCH","2019-04-05 13:39:34","BRIANMOK",""
"365","N","Y","SUB-S","CCC+ ","1993-02-18 09:17:23","LS2BATCH","2019-04-05 13:39:34","BRIANMOK",""
"374","N","Y","SUB-S","D    ","1993-02-18 09:17:23","LS2BATCH","2019-04-05 13:39:34","BRIANMOK",""
"235","N","Y","CP-D ","1    ","1993-02-18 09:17:23","LS2BATCH","2019-04-05 13:39:34","BRIANMOK",""
"236","N","Y","CP-D ","1-   ","1993-02-18 09:17:23","LS2BATCH","2019-04-05 13:39:34","BRIANMOK",""
"234","N","Y","CP-D ","1+   ","1993-02-18 09:17:23","LS2BATCH","2019-04-05 13:39:34","BRIANMOK",""
"237","N","Y","CP-D ","2    ","1993-02-18 09:17:23","LS2BATCH","2019-04-05 13:39:34","BRIANMOK",""
"238","N","Y","CP-D ","3    ","1993-02-18 09:17:23","LS2BATCH","2019-04-05 13:39:34","BRIANMOK",""
"239","N","Y","CP-D ","4    ","1993-02-18 09:17:23","LS2BATCH","2019-04-05 13:39:34","BRIANMOK",""
"240","N","Y","CP-D ","5    ","1993-02-18 09:17:23","LS2BATCH","2019-04-05 13:39:34","BRIANMOK",""
"244","N","Y","CP-M ","NP   ","1993-02-18 09:17:23","LS2BATCH","2019-04-05 13:39:34","BRIANMOK",""
"241","N","Y","CP-M ","P1   ","1993-02-18 09:17:23","LS2BATCH","2019-04-05 13:39:34","BRIANMOK",""
"1","Y","Y","STD-P","AAA  ","2019-04-05 12:11:29","BRIANMOK","2019-07-19 07:45:24","ADM_DARR",""
"2","Y","Y","STD-P","AA+  ","2019-04-05 12:12:38","BRIANMOK","2019-07-19 07:45:24","ADM_DARR",""
"3","Y","Y","STD-P","AA   ","2019-04-05 12:12:47","BRIANMOK","2019-07-19 07:45:24","ADM_DARR",""
"4","Y","Y","STD-P","AA-  ","2019-04-05 12:13:06","BRIANMOK","2019-07-19 07:45:24","ADM_DARR",""
"132","Y","Y","FITCH","D    ","2018-05-24 15:55:13","LOANIQ01","2019-04-05 13:39:34","BRIANMOK",""
"133","Y","Y","FITCH","DD   ","2018-05-24 15:55:13","LOANIQ01","2019-04-05 13:39:34","BRIANMOK",""
"136","Y","Y","FITCH","DDD  ","2018-05-24 15:55:13","LOANIQ01","2019-04-05 13:39:34","BRIANMOK",""
"5","Y","Y","STD-P","A+   ","2018-05-24 15:55:02","LOANIQ01","2018-05-24 15:55:02","LOANIQ01",""
"6","Y","Y","STD-P","A    ","2018-05-24 15:55:02","LOANIQ01","2019-07-19 07:45:24","ADM_DARR",""
"7","Y","Y","STD-P","A-   ","2018-05-24 15:55:02","LOANIQ01","2019-07-19 07:45:24","ADM_DARR",""
"8","Y","Y","STD-P","BBB+ ","2018-05-24 15:55:03","LOANIQ01","2019-07-19 07:45:24","ADM_DARR",""
"9","Y","Y","STD-P","BBB  ","2018-05-24 15:55:03","LOANIQ01","2019-07-19 07:45:24","ADM_DARR",""
"10","Y","Y","STD-P","BBB- ","2018-05-24 15:55:03","LOANIQ01","2019-07-19 07:45:24","ADM_DARR",""
"11","Y","Y","STD-P","BB+  ","2018-05-24 15:55:03","LOANIQ01","2019-07-19 07:45:24","ADM_DARR",""
"12","Y","Y","STD-P","BB   ","2018-05-24 15:55:03","LOANIQ01","2019-07-19 07:45:24","ADM_DARR",""
"13","Y","Y","STD-P","BB-  ","2018-05-24 15:55:04","LOANIQ01","2019-07-19 07:45:24","ADM_DARR",""
"15","Y","Y","STD-P","B+   ","2018-05-24 15:55:04","LOANIQ01","2019-07-19 07:45:24","ADM_DARR",""
"16","Y","Y","STD-P","B    ","2018-05-24 15:55:04","LOANIQ01","2019-07-19 07:45:24","ADM_DARR",""
"17","Y","Y","STD-P","B-   ","2018-05-24 15:55:04","LOANIQ01","2019-07-19 07:45:24","ADM_DARR",""
"29","Y","Y","STD-P","CCC+ ","2018-05-24 15:55:04","LOANIQ01","2019-04-05 13:39:34","BRIANMOK",""
"31","Y","Y","STD-P","CCC  ","2018-05-24 15:55:05","LOANIQ01","2019-04-05 13:39:34","BRIANMOK",""
"33","Y","Y","STD-P","CCC- ","2018-05-24 15:55:05","LOANIQ01","2019-04-05 13:39:34","BRIANMOK",""
"35","Y","Y","STD-P","CC   ","2018-05-24 15:55:05","LOANIQ01","2019-04-05 13:39:34","BRIANMOK",""
"37","Y","Y","STD-P","SD   ","2018-05-24 15:55:05","LOANIQ01","2019-04-05 13:39:34","BRIANMOK",""
"39","Y","Y","STD-P","D    ","2018-05-24 15:55:05","LOANIQ01","2019-04-05 13:39:34","BRIANMOK",""
"41","Y","Y","STD-P","NR   ","2018-05-24 15:55:05","LOANIQ01","2019-04-05 13:39:34","BRIANMOK",""
"43","Y","Y","MOODY","Aaa  ","2018-05-24 15:55:06","LOANIQ01","2019-04-05 13:39:34","BRIANMOK",""
"45","Y","Y","MOODY","Aa1  ","2018-05-24 15:55:06","LOANIQ01","2019-04-05 13:39:34","BRIANMOK",""
"47","Y","Y","MOODY","Aa2  ","2018-05-24 15:55:06","LOANIQ01","2019-04-05 13:39:34","BRIANMOK",""
"49","Y","Y","MOODY","Aa3  ","2018-05-24 15:55:06","LOANIQ01","2019-04-05 13:39:34","BRIANMOK",""
"51","Y","Y","MOODY","A1   ","2018-05-24 15:55:06","LOANIQ01","2019-04-05 13:39:34","BRIANMOK",""
"53","Y","Y","MOODY","A2   ","2018-05-24 15:55:06","LOANIQ01","2019-04-05 13:39:34","BRIANMOK",""
"55","Y","Y","MOODY","A3   ","2018-05-24 15:55:07","LOANIQ01","2019-04-05 13:39:34","BRIANMOK",""
"57","Y","Y","MOODY","Baa1 ","2018-05-24 15:55:07","LOANIQ01","2019-04-05 13:39:34","BRIANMOK",""
"59","Y","Y","MOODY","Baa2 ","2018-05-24 15:55:07","LOANIQ01","2019-04-05 13:39:34","BRIANMOK",""
"61","Y","Y","MOODY","Baa3 ","2018-05-24 15:55:07","LOANIQ01","2019-04-05 13:39:34","BRIANMOK",""
"63","Y","Y","MOODY","Ba1  ","2018-05-24 15:55:07","LOANIQ01","2019-04-05 13:39:34","BRIANMOK",""
"65","Y","Y","MOODY","Ba2  ","2018-05-24 15:55:07","LOANIQ01","2019-04-05 13:39:34","BRIANMOK",""
"67","Y","Y","MOODY","Ba3  ","2018-05-24 15:55:08","LOANIQ01","2019-04-05 13:39:34","BRIANMOK",""
"69","Y","Y","MOODY","B1   ","2018-05-24 15:55:08","LOANIQ01","2019-04-05 13:39:34","BRIANMOK",""
"71","Y","Y","MOODY","B2   ","2018-05-24 15:55:08","LOANIQ01","2019-04-05 13:39:34","BRIANMOK",""
"73","Y","Y","MOODY","B3   ","2018-05-24 15:55:08","LOANIQ01","2019-04-05 13:39:34","BRIANMOK",""
"75","Y","Y","MOODY","Caa1 ","2018-05-24 15:55:08","LOANIQ01","2019-04-05 13:39:34","BRIANMOK",""
"77","Y","Y","MOODY","Caa2 ","2018-05-24 15:55:08","LOANIQ01","2019-04-05 13:39:34","BRIANMOK",""
"79","Y","Y","MOODY","Caa3 ","2018-05-24 15:55:09","LOANIQ01","2019-04-05 13:39:34","BRIANMOK",""
"81","Y","Y","MOODY","Ca   ","2018-05-24 15:55:09","LOANIQ01","2019-04-05 13:39:34","BRIANMOK",""
"83","Y","Y","MOODY","C    ","2018-05-24 15:55:09","LOANIQ01","2019-04-05 13:39:34","BRIANMOK",""
"85","Y","Y","MOODY","WR   ","2018-05-24 15:55:09","LOANIQ01","2019-04-05 13:39:34","BRIANMOK",""
"87","Y","Y","FITCH","AAA  ","2018-05-24 15:55:09","LOANIQ01","2019-04-05 13:39:34","BRIANMOK",""
"89","Y","Y","FITCH","AA+  ","2018-05-24 15:55:09","LOANIQ01","2019-04-05 13:39:34","BRIANMOK",""
"91","Y","Y","FITCH","AA   ","2018-05-24 15:55:09","LOANIQ01","2019-04-05 13:39:34","BRIANMOK",""
"93","Y","Y","FITCH","AA-  ","2018-05-24 15:55:10","LOANIQ01","2019-04-05 13:39:34","BRIANMOK",""
"95","Y","Y","FITCH","A+   ","2018-05-24 15:55:10","LOANIQ01","2019-04-05 13:39:34","BRIANMOK",""
"97","Y","Y","FITCH","A    ","2018-05-24 15:55:10","LOANIQ01","2019-04-05 13:39:34","BRIANMOK",""
