"TRE_RID_OBJECT","TRE_CDE_ACTION","TRE_DTE_EFFECTIVE","TRE_RID_TRAN_EVENT","TRE_IND_ACTIVE","TRE_TSP_REC_CREATE","TRE_TSP_REC_UPDATE","TRE_UID_REC_CREATE","TRE_UID_REC_UPDATE","TRE_CDE_TIP_TYPE","TRE_RID_TIP","TRE_NUM_LENDER_CNT","TRE_CDE_OBJ_TYP","TRE_CDE_VOL_TRACK","TRE_NUM_PART_CNT","TRE_DTE_EFFCT_PREV","TRE_TXT_COMMENT","TRE_CDE_BRANCH"
"ELYSUP01","UPSPU","2020-09-07 00:00:00","F5EF3Z23","Y","2020-08-18 12:08:22","2020-08-18 12:08:22","LOANIQ01","LOANIQ01","","","","UPT  ","","","","Secondary Proc Area(s) 1 added: INTOL",""
"EMEF8IY3","CFREL","2020-09-09 00:00:00","EWEF8JPC","Y","2020-08-20 23:07:26","2020-08-20 23:07:26","RPTINP01","RPTINP01","CFL  ","EMEF8IY3","","CFL  ","","","","",""
"EMEF8IY3","CSHFL","2020-09-09 00:00:00","EWEF8JWH","Y","2020-08-20 23:07:37","2020-08-20 23:07:37","RPTINP01","RPTINP01","CFL  ","EMEF8IY3","","CFL  ","","","","",""
"EMEF8IY5","CFREL","2020-09-09 00:00:00","EWEF8JPQ","Y","2020-08-20 23:07:26","2020-08-20 23:07:26","RPTINP01","RPTINP01","CFL  ","EMEF8IY5","","CFL  ","","","","",""
"EMEF8IY5","CSHFL","2020-09-09 00:00:00","EWEF8JWM","Y","2020-08-20 23:07:37","2020-08-20 23:07:37","RPTINP01","RPTINP01","CFL  ","EMEF8IY5","","CFL  ","","","","",""
"EMEF8IY7","CFREL","2020-09-09 00:00:00","EWEF8JQI","Y","2020-08-20 23:07:26","2020-08-20 23:07:26","RPTINP01","RPTINP01","CFL  ","EMEF8IY7","","CFL  ","","","","",""
"EMEF8IY7","CSHFL","2020-09-09 00:00:00","EWEF8JWW","Y","2020-08-20 23:07:37","2020-08-20 23:07:37","RPTINP01","RPTINP01","CFL  ","EMEF8IY7","","CFL  ","","","","",""
"EMEF8IY9","CFREL","2020-09-09 00:00:00","EWEF8JQ4","Y","2020-08-20 23:07:26","2020-08-20 23:07:26","RPTINP01","RPTINP01","CFL  ","EMEF8IY9","","CFL  ","","","","",""
"EMEF8IY9","CSHFL","2020-09-09 00:00:00","EWEF8JWR","Y","2020-08-20 23:07:37","2020-08-20 23:07:37","RPTINP01","RPTINP01","CFL  ","EMEF8IY9","","CFL  ","","","","",""
"EMEF8IYB","CFREL","2020-09-09 00:00:00","EWEF8JQW","Y","2020-08-20 23:07:26","2020-08-20 23:07:26","RPTINP01","RPTINP01","CFL  ","EMEF8IYB","","CFL  ","","","","",""
"EMEF8IYB","CSHFL","2020-09-09 00:00:00","EWEF8JX1","Y","2020-08-20 23:07:37","2020-08-20 23:07:37","RPTINP01","RPTINP01","CFL  ","EMEF8IYB","","CFL  ","","","","",""
"ESPTDL10","NEW  ","2020-07-03 00:00:00","F5EEFX5F","Y","2020-08-05 12:24:48","2020-08-05 12:24:48","LOANIQ01","LOANIQ01","","","","UPT  ","","","","",""
"ESPTDL10","UPSPU","2020-07-03 00:00:00","F5EEFX5H","Y","2020-08-05 12:24:48","2020-08-05 12:24:48","LOANIQ01","LOANIQ01","","","","UPT  ","","","","Secondary Proc Area(s) 1 added: INTOL",""
"ESSE0032","NEW  ","2020-05-27 00:00:00","I-EDCWOH","Y","2020-07-15 10:48:13","2020-07-15 10:48:13","LOANIQ01","LOANIQ01","","","","UPT  ","","","","",""
"ESSE0032","UPSPU","2020-05-27 00:00:00","I-EDCWOJ","Y","2020-07-15 10:48:13","2020-07-15 10:48:13","LOANIQ01","LOANIQ01","","","","UPT  ","","","","Secondary Proc Area(s) 1 added: INTOL",""
"ESSE0033","NEW  ","2020-05-27 00:00:00","I-EDCZXF","Y","2020-07-15 11:58:23","2020-07-15 11:58:23","LOANIQ01","LOANIQ01","","","","UPT  ","","","","",""
"ESSE0033","UPSPU","2020-05-27 00:00:00","I-EDCZXH","Y","2020-07-15 11:58:23","2020-07-15 11:58:23","LOANIQ01","LOANIQ01","","","","UPT  ","","","","Secondary Proc Area(s) 1 added: INTOL",""
"ESSE0034","NEW  ","2020-05-27 00:00:00","I-EDD0LN","Y","2020-07-15 12:12:56","2020-07-15 12:12:56","LOANIQ01","LOANIQ01","","","","UPT  ","","","","",""
"ESSE0034","UPSPU","2020-05-27 00:00:00","I-EDD0LP","Y","2020-07-15 12:12:56","2020-07-15 12:12:56","LOANIQ01","LOANIQ01","","","","UPT  ","","","","Secondary Proc Area(s) 1 added: INTOL",""
"ESSE0035","NEW  ","2020-06-02 00:00:00","F5EEC7XN","Y","2020-08-03 12:27:20","2020-08-03 12:27:20","LOANIQ01","LOANIQ01","","","","UPT  ","","","","",""
"ESSE0035","UPSPU","2020-06-02 00:00:00","F5EEC7XP","Y","2020-08-03 12:27:20","2020-08-03 12:27:20","LOANIQ01","LOANIQ01","","","","UPT  ","","","","Secondary Proc Area(s) 1 added: INTOL",""
"ESS_USR1","NEW  ","2013-04-02 00:00:00","7IDTKK81","Y","2019-06-26 09:55:00","2019-06-26 09:55:00","ADM_PETE","ADM_PETE","","","","UPT  ","","","","",""
"ESS_USR1","UDBID","2013-04-02 00:00:00","7IDTKK80","Y","2019-06-26 09:55:00","2019-06-26 09:55:00","ADM_PETE","ADM_PETE","","","","UPT  ","","","","Database connection ID changed from:  to: USERID",""
"ESS_USR1","UPASS","2019-06-26 00:00:00","7IDTJPZT","Y","2019-06-26 09:55:05","2019-06-26 09:55:05","ADM_PETE","ADM_PETE","","","","UPT  ","","","","Password reset by administrator.",""
"ESS_USR2","NEW  ","2013-04-02 00:00:00","7IDTKK86","Y","2019-06-26 09:55:36","2019-06-26 09:55:36","ADM_PETE","ADM_PETE","","","","UPT  ","","","","",""
"ESS_USR2","UDBID","2013-04-02 00:00:00","7IDTKK85","Y","2019-06-26 09:55:36","2019-06-26 09:55:36","ADM_PETE","ADM_PETE","","","","UPT  ","","","","Database connection ID changed from:  to: USERID",""
"ESS_USR2","UPASS","2019-06-26 00:00:00","7IDTJQ0T","Y","2019-06-26 09:55:41","2019-06-26 09:55:41","ADM_PETE","ADM_PETE","","","","UPT  ","","","","Password reset by administrator.",""
"EUGAPP  ","NEW  ","2020-04-29 00:00:00","C-EA69JL","Y","2020-05-14 12:13:01","2020-05-14 12:13:01","ADMIN1  ","ADMIN1  ","","","","UPT  ","","","","",""
"EUGAPP  ","UDBID","2020-04-29 00:00:00","C-EA69JI","Y","2020-05-14 12:13:01","2020-05-14 12:13:01","ADMIN1  ","ADMIN1  ","","","","UPT  ","","","","Database connection ID changed from:  to: USERID",""
"EUGAPP  ","UEXDT","2020-04-29 00:00:00","C-EA69JK","Y","2020-05-14 12:13:01","2020-05-14 12:13:01","ADMIN1  ","ADMIN1  ","","","","UPT  ","","","","Password expiry changed from: 14-May-2020 to: Never expires",""
"EUGAPP  ","UPASS","2020-05-14 00:00:00","C-EA5L27","Y","2020-05-14 12:13:19","2020-05-14 12:13:19","ADMIN1  ","ADMIN1  ","","","","UPT  ","","","","Password reset by administrator.",""
"EUGAPP  ","UPASS","2020-05-14 00:00:00","CVEA5L54","Y","2020-05-14 12:15:04","2020-05-14 12:15:04","EUGAPP  ","EUGAPP  ","","","","UPT  ","","","","Password changed by user.",""
"EUGAPP  ","UPRBU","2020-05-27 00:00:00","$=EC6EF1","Y","2020-06-22 11:54:37","2020-06-22 11:54:37","RETAIL  ","RETAIL  ","","","","UPT  ","","","","Riskbook(s) 1 deleted: GTS",""
"EUGAPP  ","UPRBU","2020-05-27 00:00:00","$=EC6FUW","Y","2020-06-22 12:25:44","2020-06-22 12:25:44","RETAIL  ","RETAIL  ","","","","UPT  ","","","","Riskbook(s) 2 added: GTS, SAF",""
"EUGAPP  ","UPRBU","2020-05-27 00:00:00","$=EC6G3M","Y","2020-06-22 12:30:57","2020-06-22 12:30:57","RETAIL  ","RETAIL  ","","","","UPT  ","","","","Riskbook(s) 2 modified: GTS, SAF",""
"EUGAPP  ","UPRBU","2020-05-27 00:00:00","$=EC6GQ4","Y","2020-06-22 12:44:27","2020-06-22 12:44:27","RETAIL  ","RETAIL  ","","","","UPT  ","","","","Riskbook(s) 2 modified: GTS, SAF",""
"EUGAPP  ","UPRBU","2020-05-27 00:00:00","$=EC6GYV","Y","2020-06-22 12:49:43","2020-06-22 12:49:43","RETAIL  ","RETAIL  ","","","","UPT  ","","","","Riskbook(s) 2 modified: GTS, SAF",""
"EUGAPP  ","UPRBU","2020-05-27 00:00:00","$=EC6I1Z","Y","2020-06-22 13:13:11","2020-06-22 13:13:11","RETAIL  ","RETAIL  ","","","","UPT  ","","","","Riskbook(s) 3 deleted: SAF, DCM, GTS",""
"EUGAPP  ","UPRBU","2020-05-27 00:00:00","$=EC6IBR","Y","2020-06-22 13:19:03","2020-06-22 13:19:03","RETAIL  ","RETAIL  ","","","","UPT  ","","","","Riskbook(s) 3 added: BKGOV, DCM, GTS",""
"EUGAPP  ","UPRBU","2020-05-27 00:00:00","$=EC6OC8","Y","2020-06-22 15:28:55","2020-06-22 15:28:55","RETAIL  ","RETAIL  ","","","","UPT  ","","","","Riskbook(s) 2 added: GTS, SAF",""
"EUGAPP  ","UPRBU","2020-05-27 00:00:00","$=EC6OCG","Y","2020-06-22 15:29:03","2020-06-22 15:29:03","RETAIL  ","RETAIL  ","","","","UPT  ","","","","Riskbook(s) 1 deleted: GTS Riskbook(s) 1 modified: SAF",""
"EUGAPP  ","UPRBU","2020-05-27 00:00:00","$=EC6PEN","Y","2020-06-22 15:51:58","2020-06-22 15:51:58","RETAIL  ","RETAIL  ","","","","UPT  ","","","","Riskbook(s) 2 added: GTS, SAF",""
"EUGAPP  ","UPRBU","2020-05-27 00:00:00","$=EC6PEV","Y","2020-06-22 15:52:06","2020-06-22 15:52:06","RETAIL  ","RETAIL  ","","","","UPT  ","","","","Riskbook(s) 1 deleted: GTS Riskbook(s) 1 modified: SAF",""
"EUGAPP  ","UPRBU","2020-05-27 00:00:00","$=EC6QLE","Y","2020-06-22 16:17:37","2020-06-22 16:17:37","RETAIL  ","RETAIL  ","","","","UPT  ","","","","Riskbook(s) 2 added: GTS, SAF",""
"EUGAPP  ","UPRBU","2020-05-27 00:00:00","$=EC6QLL","Y","2020-06-22 16:17:45","2020-06-22 16:17:45","RETAIL  ","RETAIL  ","","","","UPT  ","","","","Riskbook(s) 1 deleted: GTS Riskbook(s) 1 modified: SAF",""
"EUGAPP  ","UPRBU","2020-05-27 00:00:00","$=EC6QUP","Y","2020-06-22 16:23:12","2020-06-22 16:23:12","RETAIL  ","RETAIL  ","","","","UPT  ","","","","Riskbook(s) 2 added: GTS, SAF",""
"EUGAPP  ","UPRBU","2020-05-27 00:00:00","$=EC6QUX","Y","2020-06-22 16:23:20","2020-06-22 16:23:20","RETAIL  ","RETAIL  ","","","","UPT  ","","","","Riskbook(s) 1 deleted: GTS Riskbook(s) 1 modified: SAF",""
"EUGAPP  ","UPRBU","2020-05-27 00:00:00","$=EC6RDC","Y","2020-06-22 16:34:24","2020-06-22 16:34:24","RETAIL  ","RETAIL  ","","","","UPT  ","","","","Riskbook(s) 2 added: GTS, SAF",""
"EUGAPP  ","UPRBU","2020-05-27 00:00:00","$=EC6RDK","Y","2020-06-22 16:34:32","2020-06-22 16:34:32","RETAIL  ","RETAIL  ","","","","UPT  ","","","","Riskbook(s) 1 deleted: GTS Riskbook(s) 1 modified: SAF",""
"EUGAPP  ","UPRBU","2020-05-27 00:00:00","$=EC6RQQ","Y","2020-06-22 16:42:25","2020-06-22 16:42:25","RETAIL  ","RETAIL  ","","","","UPT  ","","","","Riskbook(s) 2 added: GTS, SAF",""
"EUGAPP  ","UPRBU","2020-05-27 00:00:00","$=EC6T2D","Y","2020-06-22 17:11:00","2020-06-22 17:11:00","RETAIL  ","RETAIL  ","","","","UPT  ","","","","Riskbook(s) 2 added: GTS, SAF",""
"EUGAPP  ","UPRBU","2020-05-27 00:00:00","$=EC6TYH","Y","2020-06-22 17:30:16","2020-06-22 17:30:16","RETAIL  ","RETAIL  ","","","","UPT  ","","","","Riskbook(s) 1 added: GTS Riskbook(s) 1 modified: SAF",""
"EUGAPP  ","UPRBU","2020-05-27 00:00:00","$=EC6UOK","Y","2020-06-22 17:45:55","2020-06-22 17:45:55","RETAIL  ","RETAIL  ","","","","UPT  ","","","","Riskbook(s) 3 added: BKGOV, DCM, GTS",""
"EUGAPP  ","UPRBU","2020-05-27 00:00:00","$=EC6UOV","Y","2020-06-22 17:46:06","2020-06-22 17:46:06","RETAIL  ","RETAIL  ","","","","UPT  ","","","","Riskbook(s) 3 deleted: GTS, BKGOV, DCM",""
"EUGAPP  ","UPRBU","2020-05-27 00:00:00","$=EC6VEP","Y","2020-06-22 18:01:36","2020-06-22 18:01:36","RETAIL  ","RETAIL  ","","","","UPT  ","","","","Riskbook(s) 3 added: BKGOV, DCM, GTS",""
"EUGAPP  ","UPRBU","2020-05-27 00:00:00","$=EC6XA8","Y","2020-06-22 18:42:07","2020-06-22 18:42:07","RETAIL  ","RETAIL  ","","","","UPT  ","","","","Riskbook(s) 3 added: BKGOV, DCM, GTS",""
"EUGAPP  ","UPRBU","2020-05-27 00:00:00","$=EC888L","Y","2020-06-23 11:36:21","2020-06-23 11:36:21","RETAIL  ","RETAIL  ","","","","UPT  ","","","","Riskbook(s) 1 deleted: GTS",""
"EUGAPP  ","UPRBU","2020-05-27 00:00:00","$=EC88L7","Y","2020-06-23 11:43:55","2020-06-23 11:43:55","RETAIL  ","RETAIL  ","","","","UPT  ","","","","Riskbook(s) 2 added: GTS, SAF",""
"EUGAPP  ","UPRBU","2020-05-27 00:00:00","$=EC89MJ","Y","2020-06-23 12:06:19","2020-06-23 12:06:19","RETAIL  ","RETAIL  ","","","","UPT  ","","","","Riskbook(s) 2 added: GTS, SAF",""
"EUGAPP  ","UPRBU","2020-05-27 00:00:00","$=EC89MR","Y","2020-06-23 12:06:27","2020-06-23 12:06:27","RETAIL  ","RETAIL  ","","","","UPT  ","","","","Riskbook(s) 1 deleted: GTS Riskbook(s) 1 modified: SAF",""
"EUGAPP  ","UPRBU","2020-05-27 00:00:00","$=EC8A4A","Y","2020-06-23 12:16:57","2020-06-23 12:16:57","RETAIL  ","RETAIL  ","","","","UPT  ","","","","Riskbook(s) 3 added: BKGOV, DCM, GTS",""
"EUGAPP  ","UPRBU","2020-05-27 00:00:00","$=EC8BZN","Y","2020-06-23 12:57:22","2020-06-23 12:57:22","RETAIL  ","RETAIL  ","","","","UPT  ","","","","Riskbook(s) 3 added: BKGOV, DCM, GTS",""
"EUGAPP  ","UPRBU","2020-05-27 00:00:00","$=EC8FA0","Y","2020-06-23 14:08:23","2020-06-23 14:08:23","RETAIL  ","RETAIL  ","","","","UPT  ","","","","Riskbook(s) 3 added: BKGOV, DCM, GTS",""
"EUGAPP  ","UPRBU","2020-05-27 00:00:00","$=EC8FVB","Y","2020-06-23 14:21:11","2020-06-23 14:21:11","RETAIL  ","RETAIL  ","","","","UPT  ","","","","Riskbook(s) 3 added: BKGOV, DCM, GTS",""
"EUGAPP  ","UPRBU","2020-05-27 00:00:00","$=EC8FXD","Y","2020-06-23 14:22:24","2020-06-23 14:22:24","RETAIL  ","RETAIL  ","","","","UPT  ","","","","Riskbook(s) 3 deleted: DCM, GTS, BKGOV",""
"EUGAPP  ","UPRBU","2020-05-27 00:00:00","$=EC8HQA","Y","2020-06-23 15:01:22","2020-06-23 15:01:22","RETAIL  ","RETAIL  ","","","","UPT  ","","","","Riskbook(s) 2 added: GTS, SAF",""
"EUGAPP  ","UPRBU","2020-05-27 00:00:00","$=EC8I7A","Y","2020-06-23 15:11:33","2020-06-23 15:11:33","RETAIL  ","RETAIL  ","","","","UPT  ","","","","Riskbook(s) 2 added: GTS, SAF",""
"EUGAPP  ","UPRBU","2020-05-27 00:00:00","$=EC8KFT","Y","2020-06-23 15:59:53","2020-06-23 15:59:53","RETAIL  ","RETAIL  ","","","","UPT  ","","","","Riskbook(s) 3 deleted: DCM, GTS, SAF",""
"EUGAPP  ","UPRBU","2020-05-27 00:00:00","$=EC8KQE","Y","2020-06-23 16:06:14","2020-06-23 16:06:14","RETAIL  ","RETAIL  ","","","","UPT  ","","","","Riskbook(s) 3 added: BKGOV, DCM, GTS",""
"EUGAPP  ","UPRBU","2020-05-27 00:00:00","$=EC8LMZ","Y","2020-06-23 16:25:47","2020-06-23 16:25:47","RETAIL  ","RETAIL  ","","","","UPT  ","","","","Riskbook(s) 2 added: GTS, SAF",""
"EUGAPP  ","UPRBU","2020-05-27 00:00:00","$=EC8LN7","Y","2020-06-23 16:25:54","2020-06-23 16:25:54","RETAIL  ","RETAIL  ","","","","UPT  ","","","","Riskbook(s) 1 deleted: GTS Riskbook(s) 1 modified: SAF",""
"EUGAPP  ","UPRBU","2020-05-27 00:00:00","$=EC8NCS","Y","2020-06-23 17:02:51","2020-06-23 17:02:51","RETAIL  ","RETAIL  ","","","","UPT  ","","","","Riskbook(s) 2 added: GTS, SAF",""
"EUGAPP  ","UPRBU","2020-05-27 00:00:00","$=ECA011","Y","2020-06-24 10:34:12","2020-06-24 10:34:12","RETAIL  ","RETAIL  ","","","","UPT  ","","","","Riskbook(s) 3 added: BKGOV, DCM, GTS Riskbook(s) 1 deleted: SAF",""
"EUGAPP  ","UPRBU","2020-05-27 00:00:00","$=ECA0EM","Y","2020-06-24 10:42:22","2020-06-24 10:42:22","RETAIL  ","RETAIL  ","","","","UPT  ","","","","Riskbook(s) 1 added: SAF Riskbook(s) 2 deleted: DCM, BKGOV Riskbook(s) 1 modified: GTS",""
"EUGAPP  ","UPRBU","2020-05-27 00:00:00","$=ECA0W2","Y","2020-06-24 10:52:50","2020-06-24 10:52:50","RETAIL  ","RETAIL  ","","","","UPT  ","","","","Riskbook(s) 2 added: SAF, GTS Riskbook(s) 1 deleted: CORPF",""
"EUGAPP  ","UPRBU","2020-05-27 00:00:00","$=ECA1DI","Y","2020-06-24 11:03:18","2020-06-24 11:03:18","RETAIL  ","RETAIL  ","","","","UPT  ","","","","Riskbook(s) 2 modified: SAF, GTS",""
"EUGAPP  ","UPRBU","2020-05-27 00:00:00","$=ECA1UC","Y","2020-06-24 11:13:23","2020-06-24 11:13:23","RETAIL  ","RETAIL  ","","","","UPT  ","","","","Riskbook(s) 2 modified: SAF, GTS",""
"EUGAPP  ","UPRBU","2020-05-27 00:00:00","$=ECA2SU","Y","2020-06-24 11:34:05","2020-06-24 11:34:05","RETAIL  ","RETAIL  ","","","","UPT  ","","","","Riskbook(s) 2 added: BKGOV, DCM Riskbook(s) 1 deleted: SAF Riskbook(s) 1 modified: GTS",""
"EUGAPP  ","UPRBU","2020-05-27 00:00:00","$=ECA4BI","Y","2020-06-24 12:06:54","2020-06-24 12:06:54","RETAIL  ","RETAIL  ","","","","UPT  ","","","","Riskbook(s) 1 added: SAF Riskbook(s) 2 deleted: BKGOV, DCM Riskbook(s) 1 modified: GTS",""
"EUGAPP  ","UPRBU","2020-05-27 00:00:00","$=ECA631","Y","2020-06-24 12:45:01","2020-06-24 12:45:01","RETAIL  ","RETAIL  ","","","","UPT  ","","","","Riskbook(s) 2 added: BCF, DCM Riskbook(s) 2 deleted: SAF, GTS",""
"EUGAPP  ","UPRBU","2020-05-27 00:00:00","$=ECA71M","Y","2020-06-24 13:05:46","2020-06-24 13:05:46","RETAIL  ","RETAIL  ","","","","UPT  ","","","","Riskbook(s) 2 modified: BCF, DCM",""
"EUGAPP  ","UPRBU","2020-05-27 00:00:00","$=ECA7O3","Y","2020-06-24 13:19:14","2020-06-24 13:19:14","RETAIL  ","RETAIL  ","","","","UPT  ","","","","Riskbook(s) 1 added: BPB",""
"EUGAPP  ","UPRBU","2020-05-27 00:00:00","$=ECA7S4","Y","2020-06-24 13:21:39","2020-06-24 13:21:39","RETAIL  ","RETAIL  ","","","","UPT  ","","","","Riskbook(s) 1 deleted: BPB",""
"EUGAPP  ","UPRBU","2020-05-27 00:00:00","$=ECA85W","Y","2020-06-24 13:29:55","2020-06-24 13:29:55","RETAIL  ","RETAIL  ","","","","UPT  ","","","","Riskbook(s) 1 modified: BPB",""
"EUGAPP  ","UPRBU","2020-05-27 00:00:00","$=ECA8A3","Y","2020-06-24 13:32:27","2020-06-24 13:32:27","RETAIL  ","RETAIL  ","","","","UPT  ","","","","Riskbook(s) 1 deleted: BPB",""
"EUGAPP  ","UPRBU","2020-05-27 00:00:00","$=ECAAMZ","Y","2020-06-24 14:23:22","2020-06-24 14:23:22","RETAIL  ","RETAIL  ","","","","UPT  ","","","","Riskbook(s) 1 added: BKGOV",""
"EUGAPP  ","UPRBU","2020-05-27 00:00:00","$=ECAAR5","Y","2020-06-24 14:25:53","2020-06-24 14:25:53","RETAIL  ","RETAIL  ","","","","UPT  ","","","","Riskbook(s) 1 deleted: BKGOV",""
"EUGAPP  ","UPRBU","2020-05-27 00:00:00","$=ECAF1B","Y","2020-06-24 15:58:23","2020-06-24 15:58:23","RETAIL  ","RETAIL  ","","","","UPT  ","","","","Riskbook(s) 1 added: GTS",""
"EUGAPP  ","UPRBU","2020-05-27 00:00:00","$=ECAF5U","Y","2020-06-24 16:01:05","2020-06-24 16:01:05","RETAIL  ","RETAIL  ","","","","UPT  ","","","","Riskbook(s) 1 deleted: GTS",""
"EUGAPP  ","UPRBU","2020-05-27 00:00:00","$=ECAFFI","Y","2020-06-24 16:06:53","2020-06-24 16:06:53","RETAIL  ","RETAIL  ","","","","UPT  ","","","","Riskbook(s) 1 modified: GTS",""
"EUGAPP  ","UPRBU","2020-05-27 00:00:00","$=ECAFJI","Y","2020-06-24 16:09:18","2020-06-24 16:09:18","RETAIL  ","RETAIL  ","","","","UPT  ","","","","Riskbook(s) 1 deleted: GTS",""
"EUGAPP  ","UPRBU","2020-05-27 00:00:00","$=ECAJQI","Y","2020-06-24 17:39:54","2020-06-24 17:39:54","RETAIL  ","RETAIL  ","","","","UPT  ","","","","Riskbook(s) 2 modified: BPB, SAF",""
"EUGAPP  ","UPRBU","2020-05-27 00:00:00","$=ECAJV3","Y","2020-06-24 17:42:38","2020-06-24 17:42:38","RETAIL  ","RETAIL  ","","","","UPT  ","","","","Riskbook(s) 2 deleted: SAF, BPB",""
"EUGAPP  ","UPRBU","2020-05-27 00:00:00","$=ECAK5Q","Y","2020-06-24 17:49:01","2020-06-24 17:49:01","RETAIL  ","RETAIL  ","","","","UPT  ","","","","Riskbook(s) 2 modified: BPB, SAF",""
"EUGAPP  ","UPRBU","2020-05-27 00:00:00","$=ECAKAA","Y","2020-06-24 17:51:46","2020-06-24 17:51:46","RETAIL  ","RETAIL  ","","","","UPT  ","","","","Riskbook(s) 2 deleted: SAF, BPB",""
"EUGAPP  ","UPRBU","2020-05-27 00:00:00","$=ECAL3T","Y","2020-06-24 18:09:28","2020-06-24 18:09:28","RETAIL  ","RETAIL  ","","","","UPT  ","","","","Riskbook(s) 2 added: BPB, SAF Riskbook(s) 14 deleted: PRFIN, RISKI, RTZ, SAM, GTS, TEST, LIQEU, CORPF, DCM, PRIEQ, RELEN, BKGOV, RISKC, BCF",""
"EUGAPP  ","UPRBU","2020-05-27 00:00:00","$=ECAL8C","Y","2020-06-24 18:12:12","2020-06-24 18:12:12","RETAIL  ","RETAIL  ","","","","UPT  ","","","","Riskbook(s) 2 deleted: SAF, BPB",""
"EUGAPP  ","UPRBU","2020-05-27 00:00:00","$=ECASCX","Y","2020-06-24 20:46:08","2020-06-24 20:46:08","RETAIL  ","RETAIL  ","","","","UPT  ","","","","Riskbook(s) 2 added: BPB, SAF",""
"EUGAPP  ","UPRBU","2020-05-27 00:00:00","$=ECASHE","Y","2020-06-24 20:48:49","2020-06-24 20:48:49","RETAIL  ","RETAIL  ","","","","UPT  ","","","","Riskbook(s) 2 deleted: SAF, BPB",""
"EUGAPP  ","UPRBU","2020-05-27 00:00:00","$=ECAT3W","Y","2020-06-24 21:02:20","2020-06-24 21:02:20","RETAIL  ","RETAIL  ","","","","UPT  ","","","","Riskbook(s) 2 modified: BPB, SAF",""
"EUGAPP  ","UPRBU","2020-05-27 00:00:00","$=ECAT8J","Y","2020-06-24 21:05:07","2020-06-24 21:05:07","RETAIL  ","RETAIL  ","","","","UPT  ","","","","Riskbook(s) 2 deleted: SAF, BPB",""
"EUGAPP  ","UPRBU","2020-05-27 00:00:00","$=ECAUD1","Y","2020-06-24 21:29:24","2020-06-24 21:29:24","RETAIL  ","RETAIL  ","","","","UPT  ","","","","Riskbook(s) 2 modified: BPB, SAF",""
"EUGAPP  ","UPRBU","2020-05-27 00:00:00","$=ECAUHW","Y","2020-06-24 21:32:19","2020-06-24 21:32:19","RETAIL  ","RETAIL  ","","","","UPT  ","","","","Riskbook(s) 2 deleted: BPB, SAF",""
"EUGAPP  ","UPRBU","2020-05-27 00:00:00","$=ECAUR0","Y","2020-06-24 21:37:47","2020-06-24 21:37:47","RETAIL  ","RETAIL  ","","","","UPT  ","","","","Riskbook(s) 1 added: DCM",""
"EUGAPP  ","UPRBU","2020-05-27 00:00:00","$=ECBRJV","Y","2020-06-25 09:26:19","2020-06-25 09:26:19","RETAIL  ","RETAIL  ","","","","UPT  ","","","","Riskbook(s) 1 added: BCF Riskbook(s) 1 deleted: DCM",""
"EUGAPP  ","UPRBU","2020-05-27 00:00:00","$=ECBRZC","Y","2020-06-25 09:35:35","2020-06-25 09:35:35","RETAIL  ","RETAIL  ","","","","UPT  ","","","","Riskbook(s) 1 added: PRFIN Riskbook(s) 1 deleted: BCF",""
"EUGAPP  ","UPRBU","2020-05-27 00:00:00","$=ECBSBO","Y","2020-06-25 09:42:59","2020-06-25 09:42:59","RETAIL  ","RETAIL  ","","","","UPT  ","","","","Riskbook(s) 1 added: RELEN Riskbook(s) 1 deleted: PRFIN",""
"EUGAPP  ","UPRBU","2020-05-27 00:00:00","$=ECBSTO","Y","2020-06-25 09:53:48","2020-06-25 09:53:48","RETAIL  ","RETAIL  ","","","","UPT  ","","","","Riskbook(s) 1 modified: RELEN",""
"EUGAPP  ","UPRBU","2020-05-27 00:00:00","$=ECBT7F","Y","2020-06-25 10:02:03","2020-06-25 10:02:03","RETAIL  ","RETAIL  ","","","","UPT  ","","","","Riskbook(s) 2 added: GTS, SAF Riskbook(s) 1 deleted: RELEN",""
"EUGAPP  ","UPRBU","2020-05-27 00:00:00","$=ECBZIF","Y","2020-06-25 12:18:15","2020-06-25 12:18:15","RETAIL  ","RETAIL  ","","","","UPT  ","","","","Riskbook(s) 1 added: PRIEQ Riskbook(s) 2 deleted: GTS, SAF",""
"EUGAPP  ","UPRBU","2020-05-27 00:00:00","$=ECC08O","Y","2020-06-25 12:34:00","2020-06-25 12:34:00","RETAIL  ","RETAIL  ","","","","UPT  ","","","","Riskbook(s) 1 modified: PRIEQ",""
"EUGAPP  ","UPRBU","2020-05-27 00:00:00","$=ECC0HK","Y","2020-06-25 12:39:19","2020-06-25 12:39:19","RETAIL  ","RETAIL  ","","","","UPT  ","","","","Riskbook(s) 1 added: GTS Riskbook(s) 1 deleted: PRIEQ",""
"EUGAPP  ","UPRBU","2020-05-27 00:00:00","$=ECC0OU","Y","2020-06-25 12:43:42","2020-06-25 12:43:42","RETAIL  ","RETAIL  ","","","","UPT  ","","","","Riskbook(s) 1 added: SAF Riskbook(s) 1 deleted: GTS",""
"EUGAPP  ","UPRBU","2020-05-27 00:00:00","$=ECC584","Y","2020-06-25 14:21:39","2020-06-25 14:21:39","RETAIL  ","RETAIL  ","","","","UPT  ","","","","Riskbook(s) 1 modified: SAF",""
