"UDP_UID_USERID","UDP_CDE_DEPT","UDP_TSP_REC_CREATE","UDP_TSP_REC_UPDATE","UDP_UID_REC_CREATE","UDP_UID_REC_UPDATE","UDP_IND_PRIMARY"
"CRE60303","GLB  ","2020-06-03 10:15:59","2020-06-03 10:15:59","LOANIQ01","LOANIQ01","Y"
"CRE60304","GLB  ","2020-06-03 10:35:46","2020-06-03 10:35:46","LOANIQ01","LOANIQ01","Y"
"CRE60306","GLB  ","2020-06-03 11:03:25","2020-06-03 11:03:25","LOANIQ01","LOANIQ01","Y"
"CRE60307","GLB  ","2020-06-03 11:26:50","2020-06-03 11:26:50","LOANIQ01","LOANIQ01","Y"
"CRE60308","GLB  ","2020-06-03 13:38:48","2020-06-03 13:38:48","LOANIQ01","LOANIQ01","Y"
"CRE60309","GLB  ","2020-06-03 15:00:13","2020-06-03 15:00:13","LOANIQ01","LOANIQ01","Y"
"CRE60310","GLB  ","2020-06-03 15:33:22","2020-06-03 15:33:22","LOANIQ01","LOANIQ01","Y"
"CRE60311","GLB  ","2020-06-03 17:40:13","2020-06-03 17:40:13","LOANIQ01","LOANIQ01","Y"
"CRE60312","GLB  ","2020-06-03 18:07:03","2020-06-03 18:07:03","LOANIQ01","LOANIQ01","Y"
"CRE06403","GLB  ","2020-06-04 14:51:44","2020-06-04 14:51:44","LOANIQ01","LOANIQ01","Y"
"CRE06404","GLB  ","2020-06-04 15:25:25","2020-06-04 15:25:25","LOANIQ01","LOANIQ01","Y"
"LIQC1001","GLB  ","2020-06-04 16:09:25","2020-06-04 16:09:25","LOANIQ01","LOANIQ01","Y"
"CRE60321","GLB  ","2020-06-04 18:50:39","2020-06-04 18:50:39","LOANIQ01","LOANIQ01","Y"
"GET65001","GLB  ","2020-06-05 10:26:12","2020-06-05 10:26:12","LOANIQ01","LOANIQ01","Y"
"LLL20015","GLB  ","2020-06-08 15:18:16","2020-06-08 15:18:16","LOANIQ01","LOANIQ01","Y"
"EULU0007","GLB  ","2020-06-08 15:32:00","2020-06-08 15:32:00","LOANIQ01","LOANIQ01","Y"
"EULU0008","GLB  ","2020-06-08 16:24:55","2020-06-08 16:24:55","LOANIQ01","LOANIQ01","Y"
"EULU0009","GLB  ","2020-06-08 20:53:44","2020-06-08 20:53:44","LOANIQ01","LOANIQ01","Y"
"EULU0010","GLB  ","2020-06-08 22:30:26","2020-06-08 22:30:26","LOANIQ01","LOANIQ01","Y"
"EULU0011","GLB  ","2020-06-08 23:05:36","2020-06-08 23:05:36","LOANIQ01","LOANIQ01","Y"
"JCUSR02 ","GLB  ","2020-05-04 17:25:44","2020-05-04 17:25:44","ADMIN1  ","ADMIN1  ","N"
"IEEL9001","GLB  ","2020-05-09 00:42:47","2020-05-09 00:42:47","LOANIQ01","LOANIQ01","Y"
"IEEL9002","GLB  ","2020-05-10 22:40:12","2020-05-10 22:40:12","LOANIQ01","LOANIQ01","Y"
"IEEL9003","GLB  ","2020-05-09 01:07:28","2020-05-09 01:07:28","LOANIQ01","LOANIQ01","Y"
"DFUL0007","GLB  ","2020-05-09 08:13:09","2020-05-09 08:13:09","LOANIQ01","LOANIQ01","Y"
"IEEU8000","GLB  ","2020-05-09 01:45:18","2020-05-09 01:45:18","LOANIQ01","LOANIQ01","Y"
"IEEU8001","GLB  ","2020-05-09 01:51:26","2020-05-09 01:51:26","LOANIQ01","LOANIQ01","Y"
"IEEU8002","GLB  ","2020-05-09 02:15:08","2020-05-09 02:15:08","LOANIQ01","LOANIQ01","Y"
"IEEU8003","GLB  ","2020-05-09 02:47:01","2020-05-09 02:47:01","LOANIQ01","LOANIQ01","Y"
"IEEL9004","GLB  ","2020-05-09 03:28:50","2020-05-09 03:28:50","LOANIQ01","LOANIQ01","Y"
"IEEL9005","GLB  ","2020-05-09 03:36:51","2020-05-09 03:36:51","LOANIQ01","LOANIQ01","Y"
"LIQDEL00","GLB  ","2020-05-09 18:15:01","2020-05-09 18:15:01","LOANIQ01","LOANIQ01","Y"
"LOANQ977","GLB  ","2020-05-09 05:02:25","2020-05-09 05:02:25","LOANIQ01","LOANIQ01","Y"
"IEEM1001","GLB  ","2020-05-09 08:57:15","2020-05-09 08:57:15","LOANIQ01","LOANIQ01","Y"
"IEEM1000","GLB  ","2020-05-09 07:48:28","2020-05-09 07:48:28","LOANIQ01","LOANIQ01","Y"
"UPDU1234","GLB  ","2020-05-09 08:47:21","2020-05-09 08:47:21","LOANIQ01","LOANIQ01","Y"
"IEEM1002","GLB  ","2020-05-09 09:54:12","2020-05-09 09:54:12","LOANIQ01","LOANIQ01","Y"
"IEEM1003","GLB  ","2020-05-09 10:15:25","2020-05-09 10:15:25","LOANIQ01","LOANIQ01","Y"
"UTS13995","GLB  ","2020-05-09 21:14:26","2020-05-09 21:14:26","LOANIQ01","LOANIQ01","Y"
"CMARTIL ","GLB  ","2020-05-14 22:59:44","2020-05-14 22:59:44","ADMIN1  ","ADMIN1  ","N"
"IEE13007","GLB  ","2020-05-09 21:54:25","2020-05-09 21:54:25","LOANIQ01","LOANIQ01","Y"
"IEEL9333","GLB  ","2020-05-11 11:52:00","2020-05-11 11:52:00","LOANIQ01","LOANIQ01","Y"
"JOBINP  ","GLB  ","2020-05-14 13:57:14","2020-05-14 13:57:14","ADMIN1  ","ADMIN1  ","N"
"EULU0012","GLB  ","2020-06-08 23:42:19","2020-06-08 23:42:19","LOANIQ01","LOANIQ01","Y"
"EULU0013","GLB  ","2020-06-09 00:26:33","2020-06-09 00:26:33","LOANIQ01","LOANIQ01","Y"
"EULU0014","GLB  ","2020-06-10 17:02:23","2020-06-10 17:02:23","LOANIQ01","LOANIQ01","Y"
"EULU0015","GLB  ","2020-06-10 17:28:42","2020-06-10 17:28:42","LOANIQ01","LOANIQ01","Y"
"EULU0016","GLB  ","2020-06-10 19:59:40","2020-06-10 19:59:40","LOANIQ01","LOANIQ01","Y"
"EULU0017","GLB  ","2020-06-10 20:59:13","2020-06-10 20:59:13","LOANIQ01","LOANIQ01","Y"
"EULU0018","GLB  ","2020-06-11 17:29:58","2020-06-11 17:29:58","LOANIQ01","LOANIQ01","Y"
"INPUSR01","GLB  ","2020-06-18 11:17:59","2020-06-18 11:17:59","LOANIQ01","LOANIQ01","Y"
"SUPUSR01","GLB  ","2020-06-18 12:23:05","2020-06-18 12:23:05","LOANIQ01","LOANIQ01","Y"
"EULU1018","GLB  ","2020-06-19 10:57:03","2020-06-19 10:57:03","LOANIQ01","LOANIQ01","Y"
"EUTU0019","GLB  ","2020-06-19 12:10:01","2020-06-19 12:10:01","LOANIQ01","LOANIQ01","Y"
"SP121439","GLB  ","2020-06-19 13:56:43","2020-06-19 13:56:43","LOANIQ01","LOANIQ01","Y"
"DJRH0000","GLB  ","2020-06-19 14:23:16","2020-06-19 14:23:16","LOANIQ01","LOANIQ01","Y"
"DJRH0001","GLB  ","2020-06-19 18:20:36","2020-06-19 18:20:36","LOANIQ01","LOANIQ01","Y"
"USRINP01","GLB  ","2020-07-03 17:51:54","2020-07-03 17:51:54","LOANIQ01","LOANIQ01","Y"
"USRINP00","GLB  ","2020-07-03 17:55:04","2020-07-03 17:55:04","LOANIQ01","LOANIQ01","Y"
"USRSUP00","GLB  ","2020-07-03 17:56:35","2020-07-03 17:56:35","LOANIQ01","LOANIQ01","Y"
"USRMAN00","GLB  ","2020-07-03 17:57:33","2020-07-03 17:57:33","LOANIQ01","LOANIQ01","Y"
"INPCHER ","GLB  ","2020-07-09 11:18:44","2020-07-09 11:18:44","MGALING ","MGALING ","N"
"FJMGRAM ","GLB  ","2020-07-13 16:29:16","2020-07-13 16:29:16","ADMIN1  ","ADMIN1  ","N"
"DJRHMNGR","GLB  ","2020-07-20 17:36:39","2020-07-20 17:36:39","ADMIN1  ","ADMIN1  ","N"
"DJRHSUPP","GLB  ","2020-07-20 17:41:41","2020-07-20 17:41:41","ADMIN1  ","ADMIN1  ","N"
"SACUISIA","GLB  ","2020-07-30 05:44:10","2020-07-30 05:44:10","ADMIN1  ","ADMIN1  ","N"
"CCUISIA ","DEPAR","2020-07-30 05:47:15","2020-07-30 05:47:15","ADMIN1  ","ADMIN1  ","N"
"CCUISIA ","GLB  ","2020-07-30 05:47:15","2020-07-30 05:47:15","ADMIN1  ","ADMIN1  ","N"
"UTST4025","GLB  ","2020-07-30 17:18:08","2020-07-30 17:18:08","LOANIQ01","LOANIQ01","Y"
"UTST4026","GLB  ","2020-07-30 17:43:50","2020-07-30 17:43:50","LOANIQ01","LOANIQ01","Y"
"UTST4027","GLB  ","2020-07-30 18:15:24","2020-07-30 18:15:24","LOANIQ01","LOANIQ01","Y"
"UTST4028","GLB  ","2020-07-30 19:04:49","2020-07-30 19:04:49","LOANIQ01","LOANIQ01","Y"
"UTST4029","GLB  ","2020-07-30 19:41:37","2020-07-30 19:41:37","LOANIQ01","LOANIQ01","Y"
"LUPD0005","GLB  ","2020-07-31 19:04:27","2020-07-31 19:04:27","LOANIQ01","LOANIQ01","Y"
"UTST4030","GLB  ","2020-07-31 13:22:36","2020-07-31 13:22:36","LOANIQ01","LOANIQ01","Y"
"LQXY0006","GLB  ","2020-07-31 18:21:00","2020-07-31 18:21:00","LOANIQ01","LOANIQ01","Y"
"PARTY010","GLB  ","2020-08-03 14:13:20","2020-08-03 14:13:20","LOANIQ01","LOANIQ01","Y"
"QQQ10007","GLB  ","2020-08-03 11:39:00","2020-08-03 11:39:00","LOANIQ01","LOANIQ01","Y"
"ESSE0035","GLB  ","2020-08-03 12:27:20","2020-08-03 12:27:20","LOANIQ01","LOANIQ01","Y"
"PARTY011","GLB  ","2020-08-03 14:52:08","2020-08-03 14:52:08","LOANIQ01","LOANIQ01","Y"
"PARTY012","GLB  ","2020-08-03 21:22:35","2020-08-03 21:22:35","LOANIQ01","LOANIQ01","Y"
"PARTY013","GLB  ","2020-08-03 21:43:11","2020-08-03 21:43:11","LOANIQ01","LOANIQ01","Y"
"PARTY014","GLB  ","2020-08-03 22:05:45","2020-08-03 22:05:45","LOANIQ01","LOANIQ01","Y"
"PARTY015","GLB  ","2020-08-03 22:44:00","2020-08-03 22:44:00","LOANIQ01","LOANIQ01","Y"
"LQESDL10","GLB  ","2020-08-05 11:12:17","2020-08-05 11:12:17","LOANIQ01","LOANIQ01","Y"
"ESPTDL10","GLB  ","2020-08-05 12:24:48","2020-08-05 12:24:48","LOANIQ01","LOANIQ01","Y"
"LQPTDL04","GLB  ","2020-08-05 16:41:55","2020-08-05 16:41:55","LOANIQ01","LOANIQ01","Y"
"LQPTDL05","GLB  ","2020-08-05 17:04:07","2020-08-05 17:04:07","LOANIQ01","LOANIQ01","Y"
"LQPTDL06","GLB  ","2020-08-05 17:27:10","2020-08-05 17:27:10","LOANIQ01","LOANIQ01","Y"
"TESTDEL4","GLB  ","2020-08-06 16:37:56","2020-08-06 16:37:56","LOANIQ01","LOANIQ01","Y"
"DJRHAPRV","GLB  ","2020-08-11 22:16:05","2020-08-11 22:16:05","ADMIN1  ","ADMIN1  ","N"
"RPTMGR01","GLB  ","2020-08-12 15:35:28","2020-08-12 15:35:28","RPTSUP01","RPTSUP01","N"
"ALNMGR01","GLB  ","2020-08-18 14:50:58","2020-08-18 14:50:58","ADMIN1  ","ADMIN1  ","N"
"RPTSUP01","GLB  ","2020-08-12 13:14:21","2020-08-12 13:14:21","CMARTILL","CMARTILL","N"
"CGLMNGR1","GLB  ","2020-08-13 12:26:31","2020-08-13 12:26:31","ADMIN1  ","ADMIN1  ","N"
"SUPALN01","GLB  ","2020-08-19 10:45:36","2020-08-19 10:45:36","ADMIN1  ","ADMIN1  ","N"
"MGRALN01","GLB  ","2020-08-19 10:46:30","2020-08-19 10:46:30","ADMIN1  ","ADMIN1  ","N"
"TSTINP01","GLB  ","2020-08-19 10:35:47","2020-08-19 10:35:47","ADMIN1  ","ADMIN1  ","Y"
"INPALN01","GLB  ","2020-08-19 10:47:39","2020-08-19 10:47:39","ADMIN1  ","ADMIN1  ","N"
"INPRON01","GLB  ","2020-08-19 10:54:40","2020-08-19 10:54:40","ADMIN1  ","ADMIN1  ","N"
"MULT1825","GLB  ","2020-08-14 11:51:46","2020-08-14 11:51:46","LOANIQ01","LOANIQ01","Y"
"MULT1826","GLB  ","2020-08-14 12:22:37","2020-08-14 12:22:37","LOANIQ01","LOANIQ01","Y"
"MULT1827","GLB  ","2020-08-14 13:01:30","2020-08-14 13:01:30","LOANIQ01","LOANIQ01","Y"
"MULT1828","GLB  ","2020-08-14 16:54:23","2020-08-14 16:54:23","LOANIQ01","LOANIQ01","Y"
"MULT1829","GLB  ","2020-08-14 17:25:41","2020-08-14 17:25:41","LOANIQ01","LOANIQ01","Y"
"MULT1830","GLB  ","2020-08-14 18:10:16","2020-08-14 18:10:16","LOANIQ01","LOANIQ01","Y"
"MULT1831","GLB  ","2020-08-14 18:57:46","2020-08-14 18:57:46","LOANIQ01","LOANIQ01","Y"
"LIQUSR03","GLB  ","2020-08-17 09:33:57","2020-08-17 09:33:57","CMARTILL","CMARTILL","N"
"LIQUSR04","GLB  ","2020-08-17 09:39:00","2020-08-17 09:39:00","CMARTILL","CMARTILL","N"
"LIQUSR05","GLB  ","2020-08-17 09:43:16","2020-08-17 09:43:16","ADMIN1  ","ADMIN1  ","N"
"LIQUSR06","GLB  ","2020-08-17 09:44:26","2020-08-17 09:44:26","ADMIN1  ","ADMIN1  ","N"
"ADMIN3  ","GLB  ","2020-08-17 09:46:21","2020-08-17 09:46:21","ADMIN1  ","ADMIN1  ","N"
"MULT1832","GLB  ","2020-08-17 15:45:06","2020-08-17 15:45:06","LOANIQ01","LOANIQ01","Y"
"LIQSVR05","GLB  ","2020-08-18 09:38:00","2020-08-18 09:38:00","ADMIN3  ","ADMIN3  ","N"
"LIQSVR04","GLB  ","2020-08-18 10:54:35","2020-08-18 10:54:35","ADMIN3  ","ADMIN3  ","N"
"ELYINP01","GLB  ","2020-08-18 12:07:48","2020-08-18 12:07:48","LOANIQ01","LOANIQ01","Y"
"AMTINP01","GLB  ","2020-08-18 12:08:00","2020-08-18 12:08:00","LOANIQ01","LOANIQ01","Y"
"ELYSUP01","GLB  ","2020-08-18 12:08:22","2020-08-18 12:08:22","LOANIQ01","LOANIQ01","Y"
"AMTSUP01","GLB  ","2020-08-18 12:08:39","2020-08-18 12:08:39","LOANIQ01","LOANIQ01","Y"
"ELYMGR01","GLB  ","2020-08-18 12:09:02","2020-08-18 12:09:02","LOANIQ01","LOANIQ01","Y"
"AMTMGR01","GLB  ","2020-08-18 12:09:25","2020-08-18 12:09:25","LOANIQ01","LOANIQ01","Y"
"RONMGR01","GLB  ","2020-08-18 14:48:27","2020-08-18 14:48:27","ADMIN1  ","ADMIN1  ","N"
"SUPRON01","GLB  ","2020-08-19 10:55:22","2020-08-19 10:55:22","ADMIN1  ","ADMIN1  ","N"
"MGRRON01","GLB  ","2020-08-19 10:56:17","2020-08-19 10:56:17","ADMIN1  ","ADMIN1  ","N"
"INPAMT01","GLB  ","2020-08-19 12:26:06","2020-08-19 12:26:06","ADMIN1  ","ADMIN1  ","N"
"SUPAMT01","GLB  ","2020-08-19 12:27:08","2020-08-19 12:27:08","ADMIN1  ","ADMIN1  ","N"
"MGRAMT01","GLB  ","2020-08-19 12:27:42","2020-08-19 12:27:42","ADMIN1  ","ADMIN1  ","N"
"DANINP01","GLB  ","2020-08-19 12:40:45","2020-08-19 12:40:45","ADMIN1  ","ADMIN1  ","N"
"DANSUP01","GLB  ","2020-08-19 12:41:46","2020-08-19 12:41:46","ADMIN1  ","ADMIN1  ","N"
"DANMGR01","GLB  ","2020-08-19 12:43:59","2020-08-19 12:43:59","ADMIN1  ","ADMIN1  ","N"
"INPCHO01","GLB  ","2020-08-19 12:53:33","2020-08-19 12:53:33","ADMIN1  ","ADMIN1  ","N"
"SMANZANO","GLB  ","2020-08-20 11:15:08","2020-08-20 11:15:08","ADMIN1  ","ADMIN1  ","N"
"JANICEA1","GLB  ","2020-08-20 15:47:07","2020-08-20 15:47:07","ADMIN3  ","ADMIN3  ","N"
"JANICEA2","GLB  ","2020-08-20 16:03:51","2020-08-20 16:03:51","ADMIN3  ","ADMIN3  ","N"
"MANZANOS","GLB  ","2020-08-20 18:17:42","2020-08-20 18:17:42","ADMIN3  ","ADMIN3  ","N"
"MANZANOM","GLB  ","2020-08-20 18:20:28","2020-08-20 18:20:28","ADMIN3  ","ADMIN3  ","N"
"LQCUGA01","GLB  ","2020-09-07 12:55:17","2020-09-07 12:55:17","LOANIQ01","LOANIQ01","Y"
"JANICEA3","GLB  ","2020-08-24 10:35:02","2020-08-24 10:35:02","ADMIN3  ","ADMIN3  ","N"
"RPTINP01","GLB  ","2020-08-24 17:03:38","2020-08-24 17:03:38","ADMIN1  ","ADMIN1  ","N"
"APPROVER","GLB  ","2020-09-05 08:48:08","2020-09-05 08:48:08","ADMIN1  ","ADMIN1  ","N"
"LQCUGS03","GLB  ","2020-09-07 16:34:05","2020-09-07 16:34:05","LOANIQ01","LOANIQ01","Y"
"LIQ00018","GLB  ","2020-09-07 12:28:42","2020-09-07 12:28:42","LOANIQ01","LOANIQ01","Y"
"LIQAD116","GLB  ","2020-09-07 16:19:59","2020-09-07 16:19:59","LOANIQ01","LOANIQ01","Y"
"LIQAD619","GLB  ","2020-09-07 20:54:29","2020-09-07 20:54:29","LOANIQ01","LOANIQ01","Y"
"LIQAD117","GLB  ","2020-09-07 16:39:49","2020-09-07 16:39:49","LOANIQ01","LOANIQ01","Y"
"LCUMGS08","GLB  ","2020-09-07 18:35:26","2020-09-07 18:35:26","LOANIQ01","LOANIQ01","Y"
"LIQAD519","GLB  ","2020-09-07 19:48:39","2020-09-07 19:48:39","LOANIQ01","LOANIQ01","Y"
"LIQAD110","GLB  ","2020-09-07 21:46:14","2020-09-07 21:46:14","LOANIQ01","LOANIQ01","Y"
"LQIEE105","GLB  ","2020-04-27 16:25:02","2020-04-27 16:25:02","LOANIQ01","LOANIQ01","Y"
"LQIEE107","GLB  ","2020-04-27 16:26:10","2020-04-27 16:26:10","LOANIQ01","LOANIQ01","Y"
"LQIEE108","GLB  ","2020-04-27 16:26:28","2020-04-27 16:26:28","LOANIQ01","LOANIQ01","Y"
"LQIEE109","GLB  ","2020-04-27 16:36:43","2020-04-27 16:36:43","LOANIQ01","LOANIQ01","Y"
"LQIEE110","GLB  ","2020-04-27 16:43:25","2020-04-27 16:43:25","LOANIQ01","LOANIQ01","Y"
"LQIEE111","GLB  ","2020-04-27 17:04:53","2020-04-27 17:04:53","LOANIQ01","LOANIQ01","Y"
"LQIEE112","GLB  ","2020-04-27 17:24:38","2020-04-27 17:24:38","LOANIQ01","LOANIQ01","Y"
"LQIEE114","GLB  ","2020-04-27 17:44:15","2020-04-27 17:44:15","LOANIQ01","LOANIQ01","Y"
"FI717102","GLB  ","2020-05-01 14:39:00","2020-05-01 14:39:00","LOANIQ02","LOANIQ02","N"
"IEEE1000","GLB  ","2020-04-27 20:10:12","2020-04-27 20:10:12","LOANIQ01","LOANIQ01","Y"
"LQIEE115","GLB  ","2020-04-28 13:06:10","2020-04-28 13:06:10","LOANIQ01","LOANIQ01","Y"
"IEEE1001","GLB  ","2020-04-28 13:15:51","2020-04-28 13:15:51","LOANIQ01","LOANIQ01","Y"
"LIQEU101","GLB  ","2020-05-05 10:54:02","2020-05-05 10:54:02","LOANIQ01","LOANIQ01","Y"
"LIQEU102","GLB  ","2020-05-05 11:56:45","2020-05-05 11:56:45","LOANIQ01","LOANIQ01","Y"
"LIQEU104","GLB  ","2020-05-05 14:19:40","2020-05-05 14:19:40","LOANIQ01","LOANIQ01","Y"
"DFUSR239","GLB  ","2020-05-05 15:43:26","2020-05-05 15:43:26","LOANIQ01","LOANIQ01","Y"
"LIQ20006","GLB  ","2020-07-07 18:50:36","2020-07-07 18:50:36","LOANIQ01","LOANIQ01","Y"
"REG99009","GLB  ","2020-05-05 21:03:03","2020-05-05 21:03:03","LOANIQ01","LOANIQ01","Y"
"REG99010","GLB  ","2020-05-05 21:22:36","2020-05-05 21:22:36","LOANIQ01","LOANIQ01","Y"
"DESIREE ","GLB  ","2020-06-25 15:41:41","2020-06-25 15:41:41","ADMIN1  ","ADMIN1  ","N"
"DLABORI ","GLB  ","2020-06-25 15:51:13","2020-06-25 15:51:13","ADMIN1  ","ADMIN1  ","N"
"LLQ20006","GLB  ","2020-07-07 20:28:50","2020-07-07 20:28:50","LOANIQ01","LOANIQ01","Y"
"TST20006","GLB  ","2020-07-07 21:07:18","2020-07-07 21:07:18","LOANIQ01","LOANIQ01","Y"
"LQI20006","GLB  ","2020-07-08 09:19:21","2020-07-08 09:19:21","LOANIQ01","LOANIQ01","Y"
"QIL20006","GLB  ","2020-07-08 09:46:58","2020-07-08 09:46:58","LOANIQ01","LOANIQ01","Y"
"QQL20006","GLB  ","2020-07-08 10:02:03","2020-07-08 10:02:03","LOANIQ01","LOANIQ01","Y"
"QJL20006","GLB  ","2020-07-08 10:54:17","2020-07-08 10:54:17","LOANIQ01","LOANIQ01","Y"
"QSL20006","GLB  ","2020-07-08 12:40:49","2020-07-08 12:40:49","LOANIQ01","LOANIQ01","Y"
"CSF20006","GLB  ","2020-07-08 14:55:41","2020-07-08 14:55:41","LOANIQ01","LOANIQ01","Y"
"CCF20006","GLB  ","2020-07-08 15:15:19","2020-07-08 15:15:19","LOANIQ01","LOANIQ01","Y"
"CNS20006","GLB  ","2020-07-08 18:45:01","2020-07-08 18:45:01","LOANIQ01","LOANIQ01","Y"
"CON20006","GLB  ","2020-07-08 19:19:32","2020-07-08 19:19:32","LOANIQ01","LOANIQ01","Y"
"CBA20006","GLB  ","2020-07-08 19:38:18","2020-07-08 19:38:18","LOANIQ01","LOANIQ01","Y"
"CAB3916 ","GLB  ","2020-07-10 10:34:07","2020-07-10 10:34:07","LOANIQ01","LOANIQ01","Y"
"CSA20006","GLB  ","2020-07-10 14:53:16","2020-07-10 14:53:16","LOANIQ01","LOANIQ01","Y"
"CTS10001","GLB  ","2020-07-10 15:17:01","2020-07-10 15:17:01","LOANIQ01","LOANIQ01","Y"
"CRA3916 ","GLB  ","2020-07-10 15:58:02","2020-07-10 15:58:02","LOANIQ01","LOANIQ01","Y"
"CAA31016","GLB  ","2020-07-10 16:16:33","2020-07-10 16:16:33","LOANIQ01","LOANIQ01","Y"
"API31016","GLB  ","2020-07-10 16:33:54","2020-07-10 16:33:54","LOANIQ01","LOANIQ01","Y"
"APM31016","GLB  ","2020-07-10 16:59:01","2020-07-10 16:59:01","LOANIQ01","LOANIQ01","Y"
"APL31016","GLB  ","2020-07-10 17:49:00","2020-07-10 17:49:00","LOANIQ01","LOANIQ01","Y"
"FJSUPAM ","GLB  ","2020-07-13 16:18:57","2020-07-13 16:18:57","ADMIN1  ","ADMIN1  ","N"
"FJUSRAM ","GLB  ","2020-07-13 16:20:55","2020-07-13 16:20:55","ADMIN1  ","ADMIN1  ","N"
"III10025","GLB  ","2020-07-14 11:04:44","2020-07-14 11:04:44","LOANIQ01","LOANIQ01","Y"
"MII10026","GLB  ","2020-07-14 11:58:26","2020-07-14 11:58:26","LOANIQ01","LOANIQ01","Y"
"III10026","GLB  ","2020-07-14 11:26:49","2020-07-14 11:26:49","LOANIQ01","LOANIQ01","Y"
"CMARTILL","GLB  ","2020-08-12 13:27:41","2020-08-12 13:27:41","RPTSUP01","RPTSUP01","N"
"LUPD0004","GLB  ","2020-07-14 15:20:48","2020-07-14 15:20:48","LOANIQ01","LOANIQ01","Y"
"LUPD0003","GLB  ","2020-07-14 14:54:46","2020-07-14 14:54:46","LOANIQ01","LOANIQ01","Y"
"UTST7006","GLB  ","2020-07-14 15:52:02","2020-07-14 15:52:02","LOANIQ01","LOANIQ01","Y"
"UTST8005","GLB  ","2020-07-14 19:08:56","2020-07-14 19:08:56","LOANIQ01","LOANIQ01","Y"
"UTS13006","GLB  ","2020-07-14 19:42:03","2020-07-14 19:42:03","LOANIQ01","LOANIQ01","Y"
"QQQ10004","GLB  ","2020-07-15 11:04:33","2020-07-15 11:04:33","LOANIQ01","LOANIQ01","Y"
"QQQ10003","GLB  ","2020-07-15 09:40:10","2020-07-15 09:40:10","LOANIQ01","LOANIQ01","Y"
"ESSE0032","GLB  ","2020-07-15 10:48:13","2020-07-15 10:48:13","LOANIQ01","LOANIQ01","Y"
"QQQ10005","GLB  ","2020-07-15 11:16:49","2020-07-15 11:16:49","LOANIQ01","LOANIQ01","Y"
"QQQ10006","GLB  ","2020-07-15 11:38:47","2020-07-15 11:38:47","LOANIQ01","LOANIQ01","Y"
"ESSE0033","GLB  ","2020-07-15 11:58:23","2020-07-15 11:58:23","LOANIQ01","LOANIQ01","Y"
"ESSE0034","GLB  ","2020-07-15 12:12:56","2020-07-15 12:12:56","LOANIQ01","LOANIQ01","Y"
"CCC10002","GLB  ","2020-07-15 12:26:54","2020-07-15 12:26:54","LOANIQ01","LOANIQ01","Y"
"CCC10004","GLB  ","2020-07-15 12:49:00","2020-07-15 12:49:00","LOANIQ01","LOANIQ01","Y"
"GGG10001","GLB  ","2020-07-16 11:55:14","2020-07-16 11:55:14","LOANIQ01","LOANIQ01","Y"
"LUPD0011","GLB  ","2020-07-16 13:02:42","2020-07-16 13:02:42","LOANIQ01","LOANIQ01","Y"
"LIQCM998","GLB  ","2020-07-18 02:31:46","2020-07-18 02:31:46","LOANIQ01","LOANIQ01","Y"
"LIQAD520","GLB  ","2020-07-16 14:35:56","2020-07-16 14:35:56","LOANIQ01","LOANIQ01","Y"
"MULT1819","GLB  ","2020-07-21 18:31:39","2020-07-21 18:31:39","LOANIQ01","LOANIQ01","Y"
"LLL20009","GLB  ","2020-07-21 17:37:00","2020-07-21 17:37:00","LOANIQ01","LOANIQ01","Y"
"LLL20010","GLB  ","2020-07-21 18:02:09","2020-07-21 18:02:09","LOANIQ01","LOANIQ01","Y"
"MULT1820","GLB  ","2020-07-21 19:06:09","2020-07-21 19:06:09","LOANIQ01","LOANIQ01","Y"
"MULT1821","GLB  ","2020-07-21 19:52:07","2020-07-21 19:52:07","LOANIQ01","LOANIQ01","Y"
"MULT1822","GLB  ","2020-07-21 20:22:38","2020-07-21 20:22:38","LOANIQ01","LOANIQ01","Y"
"MULT1823","GLB  ","2020-07-22 12:03:44","2020-07-22 12:03:44","LOANIQ01","LOANIQ01","Y"
"MULT1824","GLB  ","2020-07-22 15:24:00","2020-07-22 15:24:00","LOANIQ01","LOANIQ01","Y"
"MULT1717","GLB  ","2020-07-22 19:41:44","2020-07-22 19:41:44","LOANIQ01","LOANIQ01","Y"
"MULT1718","GLB  ","2020-07-22 20:15:33","2020-07-22 20:15:33","LOANIQ01","LOANIQ01","Y"
"MULT1719","GLB  ","2020-07-22 20:36:26","2020-07-22 20:36:26","LOANIQ01","LOANIQ01","Y"
"MULT1720","GLB  ","2020-07-23 08:49:09","2020-07-23 08:49:09","LOANIQ01","LOANIQ01","Y"
"MULT1721","GLB  ","2020-07-23 09:30:35","2020-07-23 09:30:35","LOANIQ01","LOANIQ01","Y"
"MULT1722","GLB  ","2020-07-23 11:42:46","2020-07-23 11:42:46","LOANIQ01","LOANIQ01","Y"
"MULT1723","GLB  ","2020-07-23 14:56:38","2020-07-23 14:56:38","LOANIQ01","LOANIQ01","Y"
"MULT1724","GLB  ","2020-07-23 16:06:38","2020-07-23 16:06:38","LOANIQ01","LOANIQ01","Y"
"MULT1725","GLB  ","2020-07-23 18:12:07","2020-07-23 18:12:07","LOANIQ01","LOANIQ01","Y"
"MULT1726","GLB  ","2020-07-23 18:52:45","2020-07-23 18:52:45","LOANIQ01","LOANIQ01","Y"
"MULT1727","GLB  ","2020-07-23 19:34:50","2020-07-23 19:34:50","LOANIQ01","LOANIQ01","Y"
