"SIC_CDE_SIC","SIC_CDE_COUNTRY","SIC_DSC_SIC","SIC_CDE_CPIC","SIC_IND_ACTIVE","SIC_IND_MAY_DEACT","SIC_UID_REC_CREATE","SIC_UID_REC_UPDATE","SIC_TSP_REC_CREATE","SIC_TSP_REC_UPDATE","SIC_CDE_SIC_MAP","SIC_IND_1098_ELIG"
"311213    ","NS","Malt Manufacturing                                ","4301 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:48:39","43   ","N"
"311221    ","NS","Wet Corn Milling                                  ","4403 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:48:39","44   ","N"
"311224    ","NS","Soyabean and Other Oilseed processing             ","4403 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:48:39","44   ","N"
"311225    ","NS","Fats and Oils Refining and Blending               ","4415 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:48:39","44   ","N"
"311230    ","NS","Breakfast Cereal Manufacturing                    ","4415 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:48:39","44   ","N"
"311313    ","NS","Beet Sugar Manufacturing                          ","4403 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:48:39","44   ","N"
"311314    ","NS","Cane Sugar Manufacturing                          ","4403 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:48:39","44   ","N"
"311340    ","NS","Non-Chocolate Confectionery Manufacturing         ","4415 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:48:39","44   ","N"
"311351    ","NS","Chocolate and Confectionery manf frm Cacao Beans  ","4415 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:48:39","44   ","N"
"311352    ","NS","Confectionery Manufacturing from Purchased Chocola","4415 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:48:40","44   ","N"
"311411    ","NS","Frozen Fruit Juice and Vegetable Processing       ","4403 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:48:40","44   ","N"
"311412    ","NS","Frozen Specialty Food Manufacturing               ","4415 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:48:40","44   ","N"
"311421    ","NS","Fruit and Vegetable Canning                       ","4403 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:48:40","44   ","N"
"311422    ","NS","Specialty Canning                                 ","4403 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:48:40","44   ","N"
"311423    ","NS","Dried and Dehydrated Food Manufacturing           ","4403 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:48:40","44   ","N"
"311511    ","NS","Fluid Milk Manufacturing                          ","4403 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:48:40","44   ","N"
"311512    ","NS","Creamery Butter Manufacturing                     ","4403 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:48:40","44   ","N"
"445103    ","NS","Grocery Stores - Regional                         ","4203 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:20","42   ","N"
"445104    ","NS","Grocery Stores - Local                            ","4203 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:20","42   ","N"
"445110    ","NS","Supermarkets and Other Grocery (except Convenience","4203 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:20","42   ","N"
"445120    ","NS","Convenience Stores without Gasoline               ","4203 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:20","42   ","N"
"445210    ","NS","Meat Markets                                      ","4203 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:21","42   ","N"
"445220    ","NS","Fish and Seafood Markets                          ","4203 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:21","42   ","N"
"445230    ","NS","Fruit and Vegetable Markets                       ","4203 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:21","42   ","N"
"445291    ","NS","Baked Goods Stores                                ","4203 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:21","42   ","N"
"445292    ","NS","Confectionary and Nut Stores                      ","4203 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:21","42   ","N"
"445299    ","NS","All Other Specialty Food Stores                   ","4203 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:21","42   ","N"
"445310    ","NS","Beer Wine and Liquor Stores                       ","4203 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:21","42   ","N"
"446110    ","NS","Pharmacies and Drug Stores                        ","4201 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:21","42   ","N"
"446120    ","NS","Cosmetics Beauty Supplies and Perfume Stores      ","4004 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:21","40   ","N"
"446130    ","NS","Optical Goods Stores                              ","4004 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:21","40   ","N"
"446191    ","NS","Food (Health) Supplement Stores                   ","4203 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:21","42   ","N"
"446199    ","NS","All Other Health and Personal Care Stores         ","4004 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:21","40   ","N"
"447110    ","NS","Gasoline Stations with Convenience Stores         ","4203 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:22","42   ","N"
"447190    ","NS","Other Gasoline Stations                           ","1103 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:22","11   ","N"
"448110    ","NS","Men's Clothing Stores                             ","4001 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:22","40   ","N"
"448120    ","NS","Women's Clothing Stores                           ","4001 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:22","40   ","N"
"448130    ","NS","Children's and Infants' Clothing Stores           ","4001 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:22","40   ","N"
"448140    ","NS","Family Clothing Stores                            ","4001 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:22","40   ","N"
"448150    ","NS","Clothing Accessories Stores                       ","4001 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:22","40   ","N"
"448190    ","NS","Other Clothing Stores                             ","4001 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:22","40   ","N"
"448210    ","NS","Shoe Stores                                       ","4001 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:22","40   ","N"
"448310    ","NS","Jewelry Stores                                    ","4004 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:22","40   ","N"
"448320    ","NS","Luggage and Leather Goods Stores                  ","4004 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:22","40   ","N"
"451110    ","NS","Sporting Goods Stores                             ","4004 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:22","40   ","N"
"451120    ","NS","Hobby Toy and Game Stores                         ","4004 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:22","40   ","N"
"451130    ","NS","Sewing Needlework and Piece Goods Stores          ","4004 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:22","40   ","N"
"451140    ","NS","Musical Instrument and Supplies Stores            ","4004 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:23","40   ","N"
"451211    ","NS","Book Stores                                       ","4004 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:23","40   ","N"
"451212    ","NS","News Dealers and Newsstands                       ","4004 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:23","40   ","N"
"452102    ","NS","Department Stores - National                      ","3901 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:23","39   ","N"
"452103    ","NS","Department Stores - Regional                      ","3901 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:23","39   ","N"
"452104    ","NS","Variety Stores (including Arts and Crafts Stores) ","4004 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:23","40   ","N"
"452105    ","NS","Dollar Stores                                     ","3902 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:23","39   ","N"
"452106    ","NS","Hypermarkets & Supercenters                       ","4204 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:23","42   ","N"
"452111    ","NS","Department Stores (except Discount Department Stor","3901 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:23","39   ","N"
"452112    ","NS","Discount Department Stores                        ","3902 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:23","39   ","N"
"452910    ","NS","Warehouse Clubs and Supercenters                  ","3902 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:23","39   ","N"
"452990    ","NS","All Other General Merchandise Stores              ","3902 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:24","39   ","N"
"453110    ","NS","Florists                                          ","4004 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:24","40   ","N"
"453202    ","NS","Trophy Shops                                      ","4004 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:24","40   ","N"
"453210    ","NS","Office Supplies and Stationery Stores             ","4004 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:24","40   ","N"
"453220    ","NS","Gift Novelty and Souvenir Stores                  ","4004 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:24","40   ","N"
"453310    ","NS","Used Merchandise Stores                           ","4004 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:24","40   ","N"
"453910    ","NS","Pet and Pet Supplies Stores                       ","4004 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:24","40   ","N"
"453920    ","NS","Art Dealers                                       ","4004 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:24","40   ","N"
"453930    ","NS","Manufactured (Mobile) Home Dealers                ","2415 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:24","24   ","N"
"453991    ","NS","Tobacco Stores                                    ","4004 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:24","40   ","N"
"453998    ","NS","All Other Miscellaneous Store Retailers (except To","4004 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:24","40   ","N"
"454111    ","NS","Electronic Shopping                               ","3802 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:24","38   ","N"
"454112    ","NS","Electronic Auctions                               ","3802 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:24","38   ","N"
"454113    ","NS","Mail-Order Houses                                 ","3802 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:24","38   ","N"
"454210    ","NS","Vending Machine Operators                         ","4004 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:25","40   ","N"
"454310    ","NS","Fuel Dealers                                      ","1103 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:25","11   ","N"
"454390    ","NS","Other Direct Selling Establishments               ","3801 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:25","38   ","N"
"481111    ","NS","Scheduled Passenger Air Transportation            ","2601 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:25","26   ","N"
"114210    ","NS","Hunting and Trapping                              ","4411 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:48:31","44   ","N"
"115111    ","NS","Cotton Ginning                                    ","4401 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:48:31","44   ","N"
"115112    ","NS","Soil Preparation Planting and Cultivating         ","4401 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:48:31","44   ","N"
"115113    ","NS","Crop Harvesting Primarily By Machine              ","4401 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:48:31","44   ","N"
"115114    ","NS","Postharvest Crop Activities (except Cotton Ginning","4403 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:48:31","44   ","N"
"115115    ","NS","Farm Labor Contractors and Crew Leaders           ","4401 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:48:31","44   ","N"
"115116    ","NS","Farm Management Services                          ","4401 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:48:31","44   ","N"
"115210    ","NS","Support Activities for Animal Production          ","4411 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:48:31","44   ","N"
"115310    ","NS","Support Activities for Forestry                   ","1601 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:48:31","16   ","N"
"211102    ","NS","Crude Petroleum and Natural Gas--Independents     ","1102 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:48:31","11   ","N"
"211103    ","NS","Crude Petroleum and Natural Gas--Major Independent","1102 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:48:31","11   ","N"
"211104    ","NS","Crude Petroleum and Natural Gas--Major Integrateds","1101 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:48:31","11   ","N"
"211111    ","NS","Crude Petroleum and Natural Gas                   ","1102 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:48:32","11   ","N"
"211112    ","NS","Natural Gas Liquid Extraction                     ","1102 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:48:32","11   ","N"
"212111    ","NS","Bituminous Coal and Lignite Surface Mining        ","1106 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:48:32","11   ","N"
"212112    ","NS","Bituminous Coal Underground Mining                ","1106 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:48:32","11   ","N"
"212113    ","NS","Anthracite Mining                                 ","1106 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:48:32","11   ","N"
"212210    ","NS","Iron Ore Mining                                   ","1502 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:48:32","15   ","N"
"212221    ","NS","Gold Ore Mining                                   ","1508 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:48:32","15   ","N"
"212222    ","NS","Silver Ore Mining                                 ","1508 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:48:32","15   ","N"
"212231    ","NS","Lead Ore and Zinc Ore Mining                      ","1502 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:48:32","15   ","N"
"212234    ","NS","Copper Ore and Nickel Ore Mining                  ","1502 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:48:32","15   ","N"
"212291    ","NS","Uranium-Radium-Vanadium Ore Mining                ","1502 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:48:32","15   ","N"
"212299    ","NS","All Other Metal Ore Mining                        ","1502 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:48:32","15   ","N"
"212311    ","NS","Dimension Stone Mining and Quarry                 ","1505 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:48:33","15   ","N"
"212312    ","NS","Crushed and Broken Limestone Mining and Quarrying ","1505 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:48:33","15   ","N"
"212313    ","NS","Crushed and Broken Granite Mining and Quarrying   ","1505 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:48:33","15   ","N"
"212319    ","NS","Other Crushed and Broken Stone Mining and Quarryin","1505 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:48:33","15   ","N"
"212321    ","NS","Construction Sand and Gravel Mining               ","1505 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:48:33","15   ","N"
"212322    ","NS","Industrial Sand Mining                            ","1505 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:48:33","15   ","N"
"212324    ","NS","Kaolin and Ball Clay Mining                       ","1505 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:48:33","15   ","N"
"212325    ","NS","Clay and Ceramic and Refractory Minerals Mining   ","1505 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:48:33","15   ","N"
"212391    ","NS","Potash Soda and Borate Mineral Mining             ","1505 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:48:33","15   ","N"
"212392    ","NS","Phosphate Rock Mining                             ","1505 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:48:33","15   ","N"
"212393    ","NS","Other Chemical and Fertilizer Mineral Mining      ","1505 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:48:33","15   ","N"
"212399    ","NS","All Other Nonmetallic Mineral Mining              ","1505 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:48:33","15   ","N"
"213106    ","NS","Geophysical Surveying and Mapping Services for Ene","1002 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:48:33","10   ","N"
"213111    ","NS","Drilling Oil and Gas Wells                        ","1001 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:48:34","10   ","N"
"213112    ","NS","Support Activities for Oil and Gas Operations     ","1002 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:48:34","10   ","N"
"213113    ","NS","Support Activities for Coal Mining                ","1106 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:48:34","11   ","N"
"213114    ","NS","Support Activities for Metal Mining               ","1502 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:48:34","15   ","N"
"213115    ","NS","Support Activities for Nonmetallic Minerals (excep","1505 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:48:34","15   ","N"
"221101    ","NS","Combination Electric and Gas Utilities            ","6602 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:48:34","66   ","N"
"221102    ","NS","Utilities with Nuclear--Investor-Owned            ","6601 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:48:34","66   ","N"
"221103    ","NS","Utilities without Nuclear--Investor-Owned         ","6601 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:48:34","66   ","N"
"221104    ","NS","Independent Power Producers                       ","8301 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:48:34","83   ","N"
"221105    ","NS","Unregulated Utility Subsidiary or Joint Venture   ","6601 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:48:34","66   ","N"
"221106    ","NS","Electric Utility Co-operatives                    ","6601 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:48:34","66   ","N"
"221111    ","NS","Hydroelectric Power Generation                    ","6601 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:48:34","66   ","N"
"221112    ","NS","Fossil Fuel Electric Power Generation             ","6601 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:48:35","66   ","N"
"221113    ","NS","Nuclear Electric Power Generation                 ","6601 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:48:35","66   ","N"
"221114    ","NS","Solar Elecric power Generation                    ","6601 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:48:35","66   ","N"
"221115    ","NS","Wind Electric Power Generation                    ","6601 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:48:35","66   ","N"
"221116    ","NS","Geothermal Electric Power Generation              ","6601 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:48:35","66   ","N"
"221117    ","NS","Biomass Electric Power Generation                 ","6601 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:48:35","66   ","N"
"221118    ","NS","Other Electric Power Generation                   ","6601 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:48:35","66   ","N"
"221119    ","NS","Electric power generation (except fossil fuel hy  ","6602 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:48:35","66   ","N"
"221121    ","NS","Electric Bulk Power Transmission and Control      ","6601 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:48:35","66   ","N"
"221122    ","NS","Electric Power Distribution                       ","6601 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:48:35","66   ","N"
"333414    ","NS","Heating Equipment (except Warm Air Furnaces) Manuf","2205 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:01","22   ","N"
"333415    ","NS","Air-Conditioning & Warm Air Heat Equip & Comml & I","2205 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:01","22   ","N"
"333511    ","NS","Industrial Mold Manufacturing                     ","2205 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:01","22   ","N"
"333514    ","NS","Special Die and Tool Die Set Jig and Fixture Ma   ","2205 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:02","22   ","N"
"333515    ","NS","Cutting Tool and  Machine Tool Accessory Manufactu","2205 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:02","22   ","N"
"333517    ","NS","Machine Tool Manufacturing                        ","2205 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:02","22   ","N"
"333519    ","NS","Rolling Mill and Other Metalworking Machinery Manu","2205 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:02","22   ","N"
"333611    ","NS","Turbine and Turbine Generator Set Units Manufactur","2003 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:02","20   ","N"
"333612    ","NS","Speed Changer Industrial High-Speed Drive and Ge  ","2003 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:02","20   ","N"
"333613    ","NS","Mechanical Power Transmission Equipment Manufactur","2003 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:02","20   ","N"
"333618    ","NS","Other Engine Equipment Manufacturing              ","2205 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:02","22   ","N"
"333911    ","NS","Pump and Pumping Equipment Manufacturing          ","2205 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:02","22   ","N"
"333912    ","NS","Air and Gas Compressor Manufacturing              ","2205 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:02","22   ","N"
"333913    ","NS","Measuring and Dispensing Pump Manufacturing       ","2205 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:02","22   ","N"
"333921    ","NS","Elevator and Moving Stairway Manufacturing        ","2205 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:02","22   ","N"
"333922    ","NS","Conveyor and Conveying Equipment Manufacturing    ","2205 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:02","22   ","N"
"333923    ","NS","Overhead Traveling Crane Hoist and Monorail System","2205 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:03","22   ","N"
"333924    ","NS","Industrial Truck Tractor Trailer and Stacker Ma   ","2201 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:03","22   ","N"
"333991    ","NS","Power-Driven Hand Tool Manufacturing              ","3206 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:03","32   ","N"
"333992    ","NS","Welding and Soldering Equipment Manufacturing     ","2205 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:03","22   ","N"
"333993    ","NS","Packaging Machinery Manufacturing                 ","2205 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:03","22   ","N"
"333994    ","NS","Industrial Process Furnace and Oven Manufacturing ","2205 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:03","22   ","N"
"333995    ","NS","Fluid Power Cylinder and Actuator Manufacturing   ","2205 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:03","22   ","N"
"333996    ","NS","Fluid Power Pump and Motor Manufacturing          ","2205 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:03","22   ","N"
