"PCR_PID_PRODUCT_ID","PCR_CDE_PROD_TYPE","PCR_CDE_CURRENCY","PCR_TSP_REC_CREATE","PCR_TSP_REC_UPDATE","PCR_UID_REC_CREATE","PCR_UID_REC_UPDATE","PCR_RTE_HST_FXRATE","PCR_IND_OPTNL_FUND","PCR_IND_RAC_APPLY","PCR_NUM_PA_DAYS","PCR_RTE_OVR_FXRATE","PCR_AMT_DRAW_LIMIT","PCR_CDE_LIMIT_CCY","PCR_RID_SERV_GRP","PCR_CDE_BRANCH"
"?EEHN4MN","CDECH","NOK","2020-10-06 13:41:42","2020-10-06 13:41:42","LIQUSR05","LIQUSR05","0.088967417462702","N","N","","","","EUR  ","@ME4QUQW","CG852"
"?LEIG74Y","FCTRN","NOK","2020-10-22 10:14:01","2020-10-22 10:14:01","SMANZANO","SMANZANO","0.110378979","N","N","","","","USD  ","NONE    ",""
"?LEIG74Y","FCTRN","USD","2020-10-22 10:14:01","2020-10-22 10:14:01","SMANZANO","SMANZANO","1","N","N","","","","USD  ","@ME4QUQW",""
"?LEIG766","CDECH","NOK","2020-10-22 10:14:01","2020-10-22 10:14:01","SMANZANO","SMANZANO","0.110378979","N","N","","","","USD  ","NONE    ",""
"?LEIG769","CDECH","USD","2020-10-22 10:14:01","2020-10-22 10:14:01","SMANZANO","SMANZANO","1","N","N","","","","USD  ","@ME4QUQW",""
"?REBVOYO","FAC  ","EUR","2020-06-16 17:08:16","2020-06-16 17:08:16","RPTINPAM","RPTINPAM","1","N","N","","","","EUR  ","@ME4QUQW","CG852"
"?XEBVXIH","FAC  ","EUR","2020-06-16 20:20:59","2020-06-16 20:20:59","RPTINPAM","RPTINPAM","1","N","N","","","","EUR  ","@ME4QUQW","CG852"
"@+EFH6WT","FAC  ","EUR","2020-08-25 14:52:01","2020-08-25 14:52:01","LIQUSR03","LIQUSR03","1","N","N","","","","EUR  ","@ME4QUQW","CG852"
"@-EFH76E","FAC  ","EUR","2020-08-25 15:37:28","2020-08-25 15:37:28","JAQUITAN","JAQUITAN","1","N","N","","","","EUR  ","@ME4QUQW","CG852"
"@5EI038S","FAC  ","AUD","2020-10-13 14:38:11","2020-10-13 14:38:11","LIQUSR05","LIQUSR05","1","N","N","","","","AUD  ","@ME4QUQW","CG852"
"@9EHZSR7","FAC  ","EUR","2020-10-13 12:43:41","2020-10-13 12:56:03","JAQUITAN","JAQUITAN","0.87197","N","N","","","","GBP  ","@ME4QUQW","CG852"
"@EEFH10F","FAC  ","EUR","2020-08-25 15:50:01","2020-08-25 15:50:01","SMANZANO","SMANZANO","1","N","N","","","","EUR  ","@ME4QUQW","CG852"
"B+EGM37W","FCTRN","AUD","2020-09-16 17:34:37","2020-09-16 17:34:37","CMARTILL","CMARTILL","0.584545778702659","N","N","","","","EUR  ","@ME4QUQW","CG852"
"B+EGM37W","FCTRN","CAD","2020-09-16 17:34:37","2020-09-16 17:34:37","CMARTILL","CMARTILL","0.656038837499179","N","N","","","","EUR  ","@ME4QUQW","CG852"
"B+EGM37W","FCTRN","CHF","2020-09-16 17:34:37","2020-09-16 17:34:37","CMARTILL","CMARTILL","0.950868618482984","N","N","","","","EUR  ","@ME4QUQW","CG852"
"B+EGM37W","FCTRN","CNH","2020-09-16 17:34:37","2020-09-16 17:34:37","CMARTILL","CMARTILL","0.129959413675109","N","N","","","","EUR  ","@ME4QUQW","CG852"
"B+EGM37W","FCTRN","EUR","2020-09-16 17:34:37","2020-09-16 17:34:37","CMARTILL","CMARTILL","1","N","N","","","","EUR  ","@ME4QUQW","CG852"
"B+EGM37W","FCTRN","THB","2020-09-16 17:44:20","2020-09-16 17:44:20","CMARTILL","CMARTILL","0.028315272436809","N","N","","","","EUR  ","@ME4QUQW","CG852"
"B+EGM397","CDECH","AUD","2020-09-16 17:34:37","2020-09-16 17:34:37","CMARTILL","CMARTILL","0.584545778702659","N","N","","","","EUR  ","@ME4QUQW","CG852"
"B+EGM39A","CDECH","CAD","2020-09-16 17:34:37","2020-09-16 17:34:37","CMARTILL","CMARTILL","0.656038837499179","N","N","","","","EUR  ","@ME4QUQW","CG852"
"B+EGM39D","CDECH","CHF","2020-09-16 17:34:37","2020-09-16 17:34:37","CMARTILL","CMARTILL","0.950868618482984","N","N","","","","EUR  ","@ME4QUQW","CG852"
"B+EGM39G","CDECH","CNH","2020-09-16 17:34:37","2020-09-16 17:34:37","CMARTILL","CMARTILL","0.129959413675109","N","N","","","","EUR  ","@ME4QUQW","CG852"
"B+EGM39J","CDECH","EUR","2020-09-16 17:34:37","2020-09-16 17:34:37","CMARTILL","CMARTILL","1","N","N","","","","EUR  ","@ME4QUQW","CG852"
"B+EGMAKF","FCTRN","AUD","2020-09-16 20:10:06","2020-09-16 20:10:06","CMARTILL","CMARTILL","0.584545778702659","N","N","","","","EUR  ","@ME4QUQW",""
"B+EGMAKF","FCTRN","CAD","2020-09-16 20:10:06","2020-09-16 20:10:06","CMARTILL","CMARTILL","0.656038837499179","N","N","","","","EUR  ","@ME4QUQW",""
"B+EGMAKF","FCTRN","CHF","2020-09-16 20:10:06","2020-09-16 20:10:06","CMARTILL","CMARTILL","0.950868618482984","N","N","","","","EUR  ","@ME4QUQW",""
"B+EGMAKF","FCTRN","CNH","2020-09-16 20:10:06","2020-09-16 20:10:06","CMARTILL","CMARTILL","0.129959413675109","N","N","","","","EUR  ","@ME4QUQW",""
"B+EGMAKF","FCTRN","EUR","2020-09-16 20:10:06","2020-09-16 20:10:06","CMARTILL","CMARTILL","1","N","N","","","","EUR  ","@ME4QUQW",""
"B+EGMAKF","FCTRN","THB","2020-09-16 20:10:06","2020-09-16 20:10:06","CMARTILL","CMARTILL","0.028315272436809","N","N","","","","EUR  ","@ME4QUQW",""
"B+EGMALQ","CDECH","AUD","2020-09-16 20:10:06","2020-09-16 20:10:06","CMARTILL","CMARTILL","0.584545778702659","N","N","","","","EUR  ","@ME4QUQW",""
"B+EGMALT","CDECH","CAD","2020-09-16 20:10:06","2020-09-16 20:10:06","CMARTILL","CMARTILL","0.656038837499179","N","N","","","","EUR  ","@ME4QUQW",""
"B+EGMALW","CDECH","CHF","2020-09-16 20:10:06","2020-09-16 20:10:06","CMARTILL","CMARTILL","0.950868618482984","N","N","","","","EUR  ","@ME4QUQW",""
"B+EGMALZ","CDECH","CNH","2020-09-16 20:10:06","2020-09-16 20:10:06","CMARTILL","CMARTILL","0.129959413675109","N","N","","","","EUR  ","@ME4QUQW",""
"B+EGMAM2","CDECH","EUR","2020-09-16 20:10:06","2020-09-16 20:10:06","CMARTILL","CMARTILL","1","N","N","","","","EUR  ","@ME4QUQW",""
"B+EGMAM5","CDECH","THB","2020-09-16 20:10:06","2020-09-16 20:10:06","CMARTILL","CMARTILL","0.028315272436809","N","N","","","","EUR  ","@ME4QUQW",""
"B3EGLXI7","FCTRN","EUR","2020-09-16 15:31:06","2020-09-16 15:31:06","JAQUITAN","JAQUITAN","1","N","N","","","","EUR  ","@ME4QUQW","CG852"
"B3EGLXI7","FCTRN","GBP","2020-09-16 16:11:14","2020-09-16 16:11:14","JAQUITAN","JAQUITAN","1.148936659121982","N","N","","","","EUR  ","@ME4QUQW","CG852"
"B3EGLXJF","CDECH","EUR","2020-09-16 15:31:06","2020-09-16 15:31:06","JAQUITAN","JAQUITAN","1","N","N","","","","EUR  ","@ME4QUQW","CG852"
"B4EI393N","FAC  ","AUD","2020-10-15 10:48:00","2020-10-15 10:48:00","LIQUSR03","LIQUSR03","1","N","N","","","","AUD  ","@ME4QUQW","CG852"
"B4EI393N","FAC  ","NOK","2020-10-15 10:07:10","2020-10-15 10:54:48","LIQUSR03","LIQAPCP3","0.334481851471306","N","N","","","","AUD  ","NONE    ","CG852"
"BPEI37NY","FAC  ","USD","2020-10-15 09:21:20","2020-10-15 09:21:20","JAQUITAN","JAQUITAN","1","N","N","","","","USD  ","@ME4QUQW","CG852"
"C6EFHAR6","FAC  ","EUR","2020-08-25 16:22:03","2020-08-25 16:22:03","JAQUITAN","JAQUITAN","1","N","N","","","","EUR  ","@ME4QUQW","CG852"
"C6EHZZZO","FAC  ","EUR","2020-10-13 15:49:23","2020-10-13 15:49:58","JAQUITAN","JAQUITAN","0.87197","N","N","","","","GBP  ","@ME4QUQW","CG852"
"CKEHZVC2","FAC  ","EUR","2020-10-13 14:30:49","2020-10-13 14:33:13","JAQUITAN","JAQUITAN","0.87197","N","N","","","","GBP  ","@ME4QUQW","CG852"
"CNEHZZU5","FAC  ","EUR","2020-10-13 16:25:05","2020-10-13 16:25:05","RPTINP01","RPTINP01","1","N","N","","","","EUR  ","@ME4QUQW","CG852"
"DAEI1SJP","FCTRN","AUD","2020-10-14 13:04:02","2020-10-14 13:04:02","SMANZANO","SMANZANO","6.1607","N","N","","","","USD  ","@ME4QUQW","CG852"
"DAEI1SKX","CDECH","AUD","2020-10-14 13:04:02","2020-10-14 13:04:02","SMANZANO","SMANZANO","6.1607","N","N","","","","USD  ","@ME4QUQW","CG852"
"DKEI1TCW","FCTRN","AUD","2020-10-14 13:11:07","2020-10-14 13:11:07","SMANZANO","SMANZANO","6.1607","N","N","","","","USD  ","@ME4QUQW","CG852"
"DKEI1TE4","CDECH","AUD","2020-10-14 13:11:07","2020-10-14 13:11:07","SMANZANO","SMANZANO","6.1607","N","N","","","","USD  ","@ME4QUQW","CG852"
"DTEI1UDQ","FCTRN","AUD","2020-10-14 13:48:19","2020-10-14 13:48:19","SMANZANO","SMANZANO","6.1607","N","N","","","","USD  ","@ME4QUQW","CG852"
"DTEI1UEY","CDECH","AUD","2020-10-14 13:48:19","2020-10-14 13:48:19","SMANZANO","SMANZANO","6.1607","N","N","","","","USD  ","@ME4QUQW","CG852"
"DXEI1OOP","FAC  ","NOK","2020-10-14 14:13:03","2020-10-14 14:13:03","JAQUITAN","JAQUITAN","1","N","N","","","","NOK  ","@ME4QUQW","CG852"
"F$EHSHT7","FAC  ","EUR","2020-10-09 14:56:39","2020-10-09 14:56:39","ARFELI01","ARFELI01","1","N","N","","","","EUR  ","@ME4QUQW","CG852"
"F*EHSKCQ","FAC  ","EUR","2020-10-09 15:57:30","2020-10-09 15:57:30","ARFELI01","ARFELI01","1","N","N","","","","EUR  ","@ME4QUQW","CG852"
"FYEHSERL","FAC  ","EUR","2020-10-09 14:09:06","2020-10-09 14:09:06","ARFELI01","ARFELI01","1","N","N","","","","EUR  ","@ME4QUQW","CG852"
"G$EGNIUB","FAC  ","EUR","2020-09-17 11:45:56","2020-09-17 11:49:06","JAQUITAN","JAQUITAN","1.80355","N","N","","","","NZD  ","@ME4QUQW","CG852"
"G:EGNNEX","FCTRN","AUD","2020-09-17 12:33:30","2020-09-17 12:33:30","LIQUSR03","LIQUSR03","0.584545778702659","N","N","","","","EUR  ","NONE    ","CG852"
"G:EGNNEX","FCTRN","CAD","2020-09-17 12:33:53","2020-09-17 12:33:53","LIQUSR03","LIQUSR03","0.656038837499179","N","N","","","","EUR  ","@ME4QUQW","CG852"
"G:EGNNEX","FCTRN","CHF","2020-09-17 12:34:21","2020-09-17 12:34:21","LIQUSR03","LIQUSR03","0.950868618482984","N","N","","","","EUR  ","@ME4QUQW","CG852"
"G:EGNNEX","FCTRN","CNH","2020-09-17 12:35:04","2020-09-17 12:35:04","LIQUSR03","LIQUSR03","0.129959413675109","N","N","","","","EUR  ","@ME4QUQW","CG852"
"G:EGNNEX","FCTRN","CNY","2020-09-17 12:35:17","2020-09-17 12:35:17","LIQUSR03","LIQUSR03","0.130065904393756","N","N","","","","EUR  ","@ME4QUQW","CG852"
"G:EGNNEX","FCTRN","CZK","2020-09-17 12:35:29","2020-09-17 12:35:29","LIQUSR03","LIQUSR03","0.036733873737594","N","N","","","","EUR  ","@ME4QUQW","CG852"
"G:EGNNEX","FCTRN","DKK","2020-09-17 12:36:01","2020-09-17 12:36:01","LIQUSR03","LIQUSR03","0.134038015862058","N","N","","","","EUR  ","@ME4QUQW","CG852"
"G:EGNNEX","FCTRN","EUR","2020-09-17 12:32:53","2020-09-17 12:32:53","LIQUSR03","LIQUSR03","1","N","N","","","","EUR  ","@ME4QUQW","CG852"
"G:EGNNEX","FCTRN","GBP","2020-09-17 12:33:30","2020-09-17 12:33:30","LIQUSR03","LIQUSR03","1.148936659121982","N","N","","","","EUR  ","NONE    ","CG852"
"G:EGNNEX","FCTRN","HKD","2020-09-17 12:34:40","2020-09-17 12:34:40","LIQUSR03","LIQUSR03","0.118697320645381","N","N","","","","EUR  ","@ME4QUQW","CG852"
"G:EGNNEX","FCTRN","IDR","2020-09-17 12:36:13","2020-09-17 12:36:13","LIQUSR03","LIQUSR03","0.000059026864808","N","N","","","","EUR  ","@ME4QUQW","CG852"
"G:EGNNEX","FCTRN","JPY","2020-09-17 12:33:30","2020-09-17 12:33:30","LIQUSR03","LIQUSR03","0.008550240830358","N","N","","","","EUR  ","NONE    ","CG852"
"G:EGNNEX","FCTRN","MXN","2020-09-17 12:36:25","2020-09-17 12:36:25","LIQUSR03","LIQUSR03","0.038690002928833","N","N","","","","EUR  ","@ME4QUQW","CG852"
"G:EGNNEX","FCTRN","NOK","2020-09-17 12:36:36","2020-09-17 12:36:36","LIQUSR03","LIQUSR03","0.088967417462702","N","N","","","","EUR  ","@ME4QUQW","CG852"
"G:EGNNEX","FCTRN","NZD","2020-09-17 12:36:57","2020-09-17 12:36:57","LIQUSR03","LIQUSR03","0.554462033212275","N","N","","","","EUR  ","@ME4QUQW","CG852"
"G:EGNNEX","FCTRN","SEK","2020-09-17 12:37:07","2020-09-17 12:37:07","LIQUSR03","LIQUSR03","0.092038656235618","N","N","","","","EUR  ","@ME4QUQW","CG852"
"G:EGNNEX","FCTRN","SGD","2020-09-17 12:37:20","2020-09-17 12:37:20","LIQUSR03","LIQUSR03","0.646972814202347","N","N","","","","EUR  ","@ME4QUQW","CG852"
"G:EGNNEX","FCTRN","THB","2020-09-17 12:37:32","2020-09-17 12:37:32","LIQUSR03","LIQUSR03","0.028315272436809","N","N","","","","EUR  ","@ME4QUQW","CG852"
"G:EGNNEX","FCTRN","USD","2020-09-17 12:33:30","2020-09-17 12:33:30","LIQUSR03","LIQUSR03","0.919963201471941","N","N","","","","EUR  ","NONE    ","CG852"
"G:EGNNEX","FCTRN","ZAR","2020-09-17 12:37:44","2020-09-17 12:37:44","LIQUSR03","LIQUSR03","0.048875711996934","N","N","","","","EUR  ","@ME4QUQW","CG852"
"G:EGNNG8","CDECH","EUR","2020-09-17 12:32:53","2020-09-17 12:32:53","LIQUSR03","LIQUSR03","1","N","N","","","","EUR  ","@ME4QUQW","CG852"
"GMEGNO30","FCTRN","AUD","2020-09-17 12:03:06","2020-09-17 12:03:06","LIQUSR04","LIQUSR04","0.584545778702659","N","N","","","","EUR  ","NONE    ","CG852"
"GMEGNO30","FCTRN","CNY","2020-09-17 12:03:06","2020-09-17 12:03:06","LIQUSR04","LIQUSR04","0.130065904393756","N","N","","","","EUR  ","@ME4QUQW","CG852"
"GMEGNO30","FCTRN","CZK","2020-09-17 12:03:06","2020-09-17 12:03:06","LIQUSR04","LIQUSR04","0.036733873737594","N","N","","","","EUR  ","@ME4QUQW","CG852"
"GMEGNO30","FCTRN","DKK","2020-09-17 12:03:06","2020-09-17 12:03:06","LIQUSR04","LIQUSR04","0.134038015862058","N","N","","","","EUR  ","@ME4QUQW","CG852"
"GMEGNO30","FCTRN","EUR","2020-09-17 12:03:06","2020-09-17 12:03:06","LIQUSR04","LIQUSR04","1","N","N","","","","EUR  ","@ME4QUQW","CG852"
"GMEGNO30","FCTRN","GBP","2020-09-17 12:03:06","2020-09-17 12:03:06","LIQUSR04","LIQUSR04","1.148936659121982","N","N","","","","EUR  ","NONE    ","CG852"
"GMEGNO30","FCTRN","JPY","2020-09-17 12:03:06","2020-09-17 12:03:06","LIQUSR04","LIQUSR04","0.008550240830358","N","N","","","","EUR  ","NONE    ","CG852"
"GMEGNO30","FCTRN","USD","2020-09-17 12:03:06","2020-09-17 12:03:06","LIQUSR04","LIQUSR04","0.919963201471941","N","N","","","","EUR  ","NONE    ","CG852"
"GMEGNO48","CDECH","AUD","2020-09-17 12:03:06","2020-09-17 12:03:06","LIQUSR04","LIQUSR04","0.584545778702659","N","N","","","","EUR  ","NONE    ","CG852"
"GMEGNO4B","CDECH","CNY","2020-09-17 12:03:06","2020-09-17 12:03:06","LIQUSR04","LIQUSR04","0.130065904393756","N","N","","","","EUR  ","@ME4QUQW","CG852"
"GMEGNO4E","CDECH","CZK","2020-09-17 12:03:06","2020-09-17 12:03:06","LIQUSR04","LIQUSR04","0.036733873737594","N","N","","","","EUR  ","@ME4QUQW","CG852"
"GMEGNO4H","CDECH","DKK","2020-09-17 12:03:06","2020-09-17 12:03:06","LIQUSR04","LIQUSR04","0.134038015862058","N","N","","","","EUR  ","@ME4QUQW","CG852"
"GMEGNO4K","CDECH","EUR","2020-09-17 12:03:06","2020-09-17 12:03:06","LIQUSR04","LIQUSR04","1","N","N","","","","EUR  ","@ME4QUQW","CG852"
"GMEGNO4N","CDECH","GBP","2020-09-17 12:03:06","2020-09-17 12:03:06","LIQUSR04","LIQUSR04","1.148936659121982","N","N","","","","EUR  ","NONE    ","CG852"
"GMEGNO4Q","CDECH","JPY","2020-09-17 12:03:06","2020-09-17 12:03:06","LIQUSR04","LIQUSR04","0.008550240830358","N","N","","","","EUR  ","NONE    ","CG852"
"GMEGNO4T","CDECH","USD","2020-09-17 12:03:06","2020-09-17 12:03:06","LIQUSR04","LIQUSR04","0.919963201471941","N","N","","","","EUR  ","NONE    ","CG852"
"GREGNHU7","FAC  ","EUR","2020-09-17 11:18:51","2020-09-17 11:22:36","JAQUITAN","JAQUITAN","0.87037","N","N","","","","GBP  ","@ME4QUQW","CG852"
"I-EI259A","FAC  ","NOK","2020-10-14 19:57:58","2020-10-14 19:59:27","SMANZANO","SMANZANO","0.110378979","N","N","","","","USD  ","@ME4QUQW","CG852"
"I:EFMEGK","FAC  ","EUR","2020-08-28 11:04:56","2020-08-28 11:04:56","SMANZANO","SMANZANO","1","N","N","","","","EUR  ","@ME4QUQW","CG852"
"I:EFMEGK","FAC  ","GBP","2020-10-06 13:44:54","2020-10-06 13:44:54","LIQSVR05","LIQSVR05","1.148936659121982","N","N","","","","EUR  ","@ME4QUQW","CG852"
"I:EFMEGK","FAC  ","NOK","2020-09-28 13:34:38","2020-09-28 13:34:38","LIQUSR05","LIQUSR05","0.088967417462702","N","N","","","","EUR  ","@ME4QUQW","CG852"
"IKEI2226","FCTRN","NOK","2020-10-14 19:06:45","2020-10-14 19:06:45","SMANZANO","SMANZANO","0.110378895","N","N","","","","USD  ","NONE    ","CG852"
"IKEI2226","FCTRN","USD","2020-10-14 19:06:45","2020-10-14 19:06:45","SMANZANO","SMANZANO","1","N","N","","","","USD  ","@ME4QUQW","CG852"
"IKEI223E","CDECH","NOK","2020-10-14 19:06:45","2020-10-14 19:06:45","SMANZANO","SMANZANO","0.110378895","N","N","","","","USD  ","NONE    ","CG852"
"IKEI223H","CDECH","USD","2020-10-14 19:06:45","2020-10-14 19:06:45","SMANZANO","SMANZANO","1","N","N","","","","USD  ","@ME4QUQW","CG852"
"IKEI224J","FAC  ","NOK","2020-10-14 19:08:09","2020-10-14 19:08:09","SMANZANO","SMANZANO","0.110378979","N","N","","","","USD  ","NONE    ","CG852"
"IKEI224J","FAC  ","USD","2020-10-14 19:09:25","2020-10-14 19:09:25","SMANZANO","SMANZANO","1","N","N","","","","USD  ","@ME4QUQW","CG852"
"L#EGNDID","FCTRN","EUR","2020-09-17 08:54:48","2020-09-17 08:54:48","SMANZANO","SMANZANO","1","N","N","","","","EUR  ","@ME4QUQW","CG852"
"L#EGNDID","FCTRN","HKD","2020-09-17 08:56:43","2020-09-17 08:56:43","SMANZANO","SMANZANO","0.118697320645381","N","N","","","","EUR  ","@ME4QUQW","CG852"
"L#EGNDID","FCTRN","IDR","2020-09-17 08:57:43","2020-09-17 08:57:43","SMANZANO","SMANZANO","0.000059026864808","N","N","","","","EUR  ","@ME4QUQW","CG852"
"L#EGNDID","FCTRN","JPY","2020-09-17 08:58:18","2020-09-17 08:58:18","SMANZANO","SMANZANO","0.008550240830358","N","N","","","","EUR  ","@ME4QUQW","CG852"
"L#EGNDID","FCTRN","USD","2020-09-17 08:58:42","2020-09-17 08:58:42","SMANZANO","SMANZANO","0.919963201471941","N","N","","","","EUR  ","@ME4QUQW","CG852"
"L#EGNDJL","CDECH","CHF","2020-09-17 08:54:48","2020-09-17 08:54:48","SMANZANO","SMANZANO","0.950868618482984","N","N","","","","EUR  ","NONE    ","CG852"
"L#EGNDJO","CDECH","EUR","2020-09-17 08:54:48","2020-09-17 08:54:48","SMANZANO","SMANZANO","1","N","N","","","","EUR  ","@ME4QUQW","CG852"
"L$EGNHWN","FCTRN","AUD","2020-09-17 09:51:45","2020-09-17 09:51:45","LIQSVR05","LIQSVR05","0.584545778702659","N","N","","","","EUR  ","NONE    ","CG852"
"L$EGNHWN","FCTRN","CNY","2020-09-17 10:01:24","2020-09-17 10:01:24","LIQSVR05","LIQSVR05","0.130065904393756","N","N","","","","EUR  ","@ME4QUQW","CG852"
"L$EGNHWN","FCTRN","CZK","2020-09-17 10:03:20","2020-09-17 10:03:20","LIQSVR05","LIQSVR05","0.036733873737594","N","N","","","","EUR  ","@ME4QUQW","CG852"
"L$EGNHWN","FCTRN","DKK","2020-09-17 09:55:01","2020-09-17 09:55:01","LIQSVR05","LIQSVR05","0.134038015862058","N","N","","","","EUR  ","@ME4QUQW","CG852"
"L$EGNHWN","FCTRN","EUR","2020-09-17 09:49:54","2020-09-17 09:49:54","LIQSVR05","LIQSVR05","1","N","N","","","","EUR  ","@ME4QUQW","CG852"
"L$EGNHWN","FCTRN","GBP","2020-09-17 09:51:45","2020-09-17 09:51:45","LIQSVR05","LIQSVR05","1.148936659121982","N","N","","","","EUR  ","NONE    ","CG852"
"L$EGNHWN","FCTRN","JPY","2020-09-17 09:51:45","2020-09-17 09:51:45","LIQSVR05","LIQSVR05","0.008550240830358","N","N","","","","EUR  ","NONE    ","CG852"
"L$EGNHWN","FCTRN","USD","2020-09-17 09:51:45","2020-09-17 09:51:45","LIQSVR05","LIQSVR05","0.919963201471941","N","N","","","","EUR  ","NONE    ","CG852"
"L$EGNHXW","CDECH","EUR","2020-09-17 09:49:54","2020-09-17 09:49:54","LIQSVR05","LIQSVR05","1","N","N","","","","EUR  ","@ME4QUQW","CG852"
"L*EGNGCT","FCTRN","CAD","2020-09-17 10:58:54","2020-09-17 10:58:54","CMARTILL","CMARTILL","0.656038837499179","N","N","","","","EUR  ","@ME4QUQW","CG852"
"L*EGNGCT","FCTRN","CHF","2020-09-17 11:03:35","2020-09-17 11:03:35","CMARTILL","CMARTILL","0.950868618482984","N","N","","","","EUR  ","@ME4QUQW","CG852"
"L*EGNGCT","FCTRN","CNH","2020-09-17 11:04:53","2020-09-17 11:04:53","CMARTILL","CMARTILL","0.129959413675109","N","N","","","","EUR  ","@ME4QUQW","CG852"
"L*EGNGCT","FCTRN","EUR","2020-09-17 10:44:26","2020-09-17 10:44:26","CMARTILL","CMARTILL","1","N","N","","","","EUR  ","@ME4QUQW","CG852"
"L*EGNGCT","FCTRN","SGD","2020-09-17 11:06:31","2020-09-17 11:06:31","CMARTILL","CMARTILL","0.646972814202347","N","N","","","","EUR  ","@ME4QUQW","CG852"
"L*EGNGCT","FCTRN","THB","2020-09-17 10:46:01","2020-09-17 10:46:01","CMARTILL","CMARTILL","0.028315272436809","N","N","","","","EUR  ","@ME4QUQW","CG852"
"L*EGNGCT","FCTRN","ZAR","2020-09-17 11:07:13","2020-09-17 11:07:13","CMARTILL","CMARTILL","0.048875711996934","N","N","","","","EUR  ","@ME4QUQW","CG852"
"L*EGNGE4","CDECH","EUR","2020-09-17 10:44:26","2020-09-17 10:44:26","CMARTILL","CMARTILL","1","N","N","","","","EUR  ","@ME4QUQW","CG852"
"L*EGNJN2","FCTRN","CAD","2020-09-17 12:26:59","2020-09-17 12:26:59","CMARTILL","CMARTILL","0.656038837499179","N","N","","","","EUR  ","@ME4QUQW","CG852"
"L*EGNJN2","FCTRN","CHF","2020-09-17 12:26:59","2020-09-17 12:26:59","CMARTILL","CMARTILL","0.950868618482984","N","N","","","","EUR  ","@ME4QUQW","CG852"
"L*EGNJN2","FCTRN","CNH","2020-09-17 12:26:59","2020-09-17 12:26:59","CMARTILL","CMARTILL","0.129959413675109","N","N","","","","EUR  ","@ME4QUQW","CG852"
"L*EGNJN2","FCTRN","EUR","2020-09-17 12:26:59","2020-09-17 12:26:59","CMARTILL","CMARTILL","1","N","N","","","","EUR  ","@ME4QUQW","CG852"
"L*EGNJN2","FCTRN","GBP","2020-09-17 12:29:51","2020-09-17 12:29:51","CMARTILL","CMARTILL","1.148936659121982","N","N","","","","EUR  ","@ME4QUQW","CG852"
"L*EGNJN2","FCTRN","NOK","2020-09-17 12:30:38","2020-09-17 12:30:38","CMARTILL","CMARTILL","0.088967417462702","N","N","","","","EUR  ","@ME4QUQW","CG852"
"L*EGNJN2","FCTRN","SGD","2020-09-17 12:26:59","2020-09-17 12:26:59","CMARTILL","CMARTILL","0.646972814202347","N","N","","","","EUR  ","@ME4QUQW","CG852"
"L*EGNJN2","FCTRN","THB","2020-09-17 12:26:59","2020-09-17 12:26:59","CMARTILL","CMARTILL","0.028315272436809","N","N","","","","EUR  ","@ME4QUQW","CG852"
"L*EGNJN2","FCTRN","ZAR","2020-09-17 12:26:59","2020-09-17 12:26:59","CMARTILL","CMARTILL","0.048875711996934","N","N","","","","EUR  ","@ME4QUQW","CG852"
"L*EGNJOD","CDECH","CAD","2020-09-17 12:26:59","2020-09-17 12:26:59","CMARTILL","CMARTILL","0.656038837499179","N","N","","","","EUR  ","@ME4QUQW","CG852"
"L*EGNJOG","CDECH","CHF","2020-09-17 12:26:59","2020-09-17 12:26:59","CMARTILL","CMARTILL","0.950868618482984","N","N","","","","EUR  ","@ME4QUQW","CG852"
"L*EGNJOJ","CDECH","CNH","2020-09-17 12:26:59","2020-09-17 12:26:59","CMARTILL","CMARTILL","0.129959413675109","N","N","","","","EUR  ","@ME4QUQW","CG852"
"L*EGNJOM","CDECH","EUR","2020-09-17 12:26:59","2020-09-17 12:26:59","CMARTILL","CMARTILL","1","N","N","","","","EUR  ","@ME4QUQW","CG852"
"L*EGNJOP","CDECH","SGD","2020-09-17 12:26:59","2020-09-17 12:26:59","CMARTILL","CMARTILL","0.646972814202347","N","N","","","","EUR  ","@ME4QUQW","CG852"
"L*EGNJOS","CDECH","THB","2020-09-17 12:26:59","2020-09-17 12:26:59","CMARTILL","CMARTILL","0.028315272436809","N","N","","","","EUR  ","@ME4QUQW","CG852"
"L*EGNJOV","CDECH","ZAR","2020-09-17 12:26:59","2020-09-17 12:26:59","CMARTILL","CMARTILL","0.048875711996934","N","N","","","","EUR  ","@ME4QUQW","CG852"
"NPEI1VIS","FAC  ","NOK","2020-10-14 16:47:12","2020-10-14 16:47:12","JAQUITAN","JAQUITAN","1","N","N","","","","NOK  ","@ME4QUQW","CG852"
"O;EGCFDF","FCTRN","EUR","2020-09-11 11:38:55","2020-09-11 11:38:55","JAQUITAN","JAQUITAN","1","N","N","","","","EUR  ","@ME4QUQW","CG852"
"O;EGCFEN","CDECH","EUR","2020-09-11 11:38:55","2020-09-11 11:38:55","JAQUITAN","JAQUITAN","1","N","N","","","","EUR  ","@ME4QUQW","CG852"
"OCEGCEK9","FCTRN","EUR","2020-09-11 11:39:24","2020-09-11 11:39:24","SMANZANO","SMANZANO","1","N","N","","","","EUR  ","@ME4QUQW","CG852"
