"GA1_TID_TABLE_ID","GA1_CDE_FKEY1","GA1_CDE_FKEY2","GA1_IND_ACTIVE","GA1_IND_MAY_DEACT","GA1_TSP_REC_CREATE","GA1_TSP_REC_UPDATE","GA1_UID_REC_CREATE","GA1_UID_REC_UPDATE","GA1_AMT_AMOUNT1","GA1_CDE_FKEY3","GA1_CDE_FKEY4","GA1_CDE_FKEY5","GA1_CDE_FKEY6"
"FCP","FPRL ","ANY  ","Y","Y","2019-04-04 18:02:49","2019-04-04 18:02:49","GIBLINC ","GIBLINC ","","","","",""
"FCP","FOEXD","ANY  ","Y","Y","2019-04-04 18:03:01","2019-04-04 18:03:01","GIBLINC ","GIBLINC ","","","","",""
"FCP","FMTDT","ANY  ","Y","Y","2019-04-04 18:03:13","2019-04-04 18:03:13","GIBLINC ","GIBLINC ","","","","",""
"FCP","LPTYP","ANY  ","Y","Y","2019-04-04 18:03:24","2019-04-04 18:03:24","GIBLINC ","GIBLINC ","","","","",""
"FCP","ISIN ","ANY  ","Y","Y","2019-04-04 18:03:36","2019-04-04 18:03:36","GIBLINC ","GIBLINC ","","","","",""
"FCP","RSKRT","ANY  ","Y","Y","2019-04-04 18:03:49","2019-04-04 18:03:49","GIBLINC ","GIBLINC ","","","","",""
"FCP","IDSCH","ANY  ","Y","Y","2019-04-04 18:04:01","2019-04-04 18:04:01","GIBLINC ","GIBLINC ","","","","",""
"FCP","IIDEI","ANY  ","Y","Y","2019-04-04 18:04:18","2019-04-04 18:04:18","GIBLINC ","GIBLINC ","","","","",""
"FCP","GARNT","ANY  ","Y","Y","2019-04-04 18:04:29","2019-04-04 18:04:29","GIBLINC ","GIBLINC ","","","","",""
"FCP","FGSLT","ANY  ","Y","Y","2019-04-04 18:04:40","2019-04-04 18:04:40","GIBLINC ","GIBLINC ","","","","",""
"FCP","FGFSI","ANY  ","Y","Y","2019-04-04 18:04:54","2019-04-04 18:04:54","GIBLINC ","GIBLINC ","","","","",""
"FCP","FTYST","ANY  ","Y","Y","2019-04-04 18:05:04","2019-04-04 18:05:04","GIBLINC ","GIBLINC ","","","","",""
"FCP","CCYLT","ANY  ","Y","Y","2019-04-04 18:07:10","2019-04-04 18:07:10","GIBLINC ","GIBLINC ","","","","",""
"OCP","ADFLD","ANY  ","Y","Y","2019-04-04 18:09:07","2019-04-04 18:09:07","GIBLINC ","GIBLINC ","","","","",""
"OCP","RTCPR","ANY  ","Y","Y","2019-04-04 18:09:17","2019-04-04 18:09:17","GIBLINC ","GIBLINC ","","","","",""
"OCP","AIRCO","ANY  ","Y","Y","2019-04-04 18:09:26","2019-04-04 18:09:26","GIBLINC ","GIBLINC ","","","","",""
"OCP","RTFLR","ANY  ","Y","Y","2019-04-04 18:09:33","2019-04-04 18:09:33","GIBLINC ","GIBLINC ","","","","",""
"OCP","AIRFO","ANY  ","Y","Y","2019-04-04 18:09:41","2019-04-04 18:09:41","GIBLINC ","GIBLINC ","","","","",""
"OCP","ARMLN","ANY  ","Y","Y","2019-04-04 18:09:57","2019-04-04 18:09:57","GIBLINC ","GIBLINC ","","","","",""
"OCP","ABLRS","ANY  ","Y","Y","2019-04-04 18:10:08","2019-04-04 18:10:08","GIBLINC ","GIBLINC ","","","","",""
"OCP","AREXP","ANY  ","Y","Y","2019-04-04 18:10:20","2019-04-04 18:10:20","GIBLINC ","GIBLINC ","","","","",""
"OCP","AUTEF","ANY  ","Y","Y","2019-04-04 18:10:48","2019-04-04 18:10:48","GIBLINC ","GIBLINC ","","","","",""
"OCP","BAFLT","ANY  ","Y","Y","2019-04-04 18:10:57","2019-04-04 18:10:57","GIBLINC ","GIBLINC ","","","","",""
"OCP","BASRT","ANY  ","Y","Y","2019-04-04 18:11:09","2019-04-04 18:11:09","GIBLINC ","GIBLINC ","","","","",""
"OCP","BRFIX","ANY  ","Y","Y","2019-04-04 18:11:20","2019-04-04 18:11:20","GIBLINC ","GIBLINC ","","","","",""
"OCP","BRSCH","ANY  ","Y","Y","2019-04-04 18:11:30","2019-04-04 18:11:30","GIBLINC ","GIBLINC ","","","","",""
"OCP","OCARO","ANY  ","Y","Y","2019-04-04 18:11:41","2019-04-04 18:11:41","GIBLINC ","GIBLINC ","","","","",""
"OCP","CLNDR","ANY  ","Y","Y","2019-04-04 18:11:50","2019-04-04 18:11:50","GIBLINC ","GIBLINC ","","","","",""
"OCP","CTRCT","ANY  ","Y","Y","2019-04-04 18:12:01","2019-04-04 18:12:01","GIBLINC ","GIBLINC ","","","","",""
"OCP","IMPST","ANY  ","Y","Y","2019-04-04 18:12:10","2019-04-04 18:12:10","GIBLINC ","GIBLINC ","","","","",""
"OCP","DDLPI","ANY  ","Y","Y","2019-04-04 18:12:23","2019-04-04 18:12:23","GIBLINC ","GIBLINC ","","","","",""
"OCP","EFFDT","ANY  ","Y","Y","2019-04-04 18:12:33","2019-04-04 18:12:33","GIBLINC ","GIBLINC ","","","","",""
"OCP","FIBRT","ANY  ","Y","Y","2019-04-04 18:12:43","2019-04-04 18:12:43","GIBLINC ","GIBLINC ","","","","",""
"OCP","ISFLT","ANY  ","Y","Y","2019-04-04 18:12:55","2019-04-04 18:12:55","GIBLINC ","GIBLINC ","","","","",""
"OCP","FLSRT","ANY  ","Y","Y","2019-04-04 18:13:05","2019-04-04 18:13:05","GIBLINC ","GIBLINC ","","","","",""
"OCP","FLIIS","ANY  ","Y","Y","2019-04-04 18:13:15","2019-04-04 18:13:15","GIBLINC ","GIBLINC ","","","","",""
"OCP","FLIFL","ANY  ","Y","Y","2019-04-04 18:13:27","2019-04-04 18:13:27","GIBLINC ","GIBLINC ","","","","",""
"OCP","GFEE ","ANY  ","Y","Y","2019-04-04 18:13:38","2019-04-04 18:13:38","GIBLINC ","GIBLINC ","","","","",""
"OCP","RDGIF","ANY  ","Y","Y","2019-04-04 18:13:49","2019-04-04 18:13:49","GIBLINC ","GIBLINC ","","","","",""
"OCP","RDGFM","ANY  ","Y","Y","2019-04-04 18:14:05","2019-04-04 18:14:05","GIBLINC ","GIBLINC ","","","","",""
"OCP","IDUR ","ANY  ","Y","Y","2019-04-04 18:14:25","2019-04-04 18:14:25","GIBLINC ","GIBLINC ","","","","",""
"OCP","INSDT","ANY  ","Y","Y","2019-04-04 18:14:40","2019-04-04 18:14:40","GIBLINC ","GIBLINC ","","","","",""
"OCP","ISDRD","ANY  ","Y","Y","2019-04-04 18:14:51","2019-04-04 18:14:51","GIBLINC ","GIBLINC ","","","","",""
"OCP","SPRDD","ANY  ","Y","Y","2019-04-04 18:15:05","2019-04-04 18:15:05","GIBLINC ","GIBLINC ","","","","",""
"OCP","SWRRT","ANY  ","Y","Y","2019-04-04 18:15:12","2019-04-04 18:15:12","GIBLINC ","GIBLINC ","","","","",""
"OCP","SPFLT","ANY  ","Y","Y","2019-04-04 18:15:45","2019-04-04 18:15:45","GIBLINC ","GIBLINC ","","","","",""
"OCP","SPRED","ANY  ","Y","Y","2019-04-04 18:16:04","2019-04-04 18:16:04","GIBLINC ","GIBLINC ","","","","",""
"OCP","SVFEE","ANY  ","Y","Y","2019-04-04 18:16:14","2019-04-04 18:16:14","GIBLINC ","GIBLINC ","","","","",""
"OCP","LCFXR","ANY  ","Y","Y","2019-04-04 18:16:27","2019-04-04 18:16:27","GIBLINC ","GIBLINC ","","","","",""
"OCP","LCRTB","ANY  ","Y","Y","2019-04-04 18:16:37","2019-04-04 18:16:37","GIBLINC ","GIBLINC ","","","","",""
"OCP","ISRTB","ANY  ","Y","Y","2019-04-04 18:16:47","2019-04-04 18:16:47","GIBLINC ","GIBLINC ","","","","",""
"OCP","LCEDT","ANY  ","Y","Y","2019-04-04 18:16:56","2019-04-04 18:16:56","GIBLINC ","GIBLINC ","","","","",""
"OCP","RDGDM","ANY  ","Y","Y","2019-04-04 18:17:08","2019-04-04 18:17:08","GIBLINC ","GIBLINC ","","","","",""
"ONB","CDOR ","9M   ","N","Y","2014-04-14 12:39:53","2014-04-14 12:39:53","LOANIQ01","LOANIQ01","","","","",""
"ONB","CNDN ","10M  ","N","Y","2014-04-14 12:40:28","2014-04-14 12:40:28","LOANIQ01","LOANIQ01","","","","",""
"ONB","CNDN ","11M  ","N","Y","2014-04-14 12:40:57","2014-04-14 12:40:57","LOANIQ01","LOANIQ01","","","","",""
"ONB","CNDN ","1D   ","N","Y","2014-04-14 12:41:28","2014-04-14 12:41:28","LOANIQ01","LOANIQ01","","","","",""
"ONB","CNDN ","1M   ","N","Y","2014-04-14 12:41:57","2014-04-14 12:41:57","LOANIQ01","LOANIQ01","","","","",""
"ONB","CNDN ","1Y   ","N","Y","2014-04-14 12:42:26","2014-04-14 12:42:26","LOANIQ01","LOANIQ01","","","","",""
"ONB","CNDN ","2M   ","N","Y","2014-04-14 12:42:55","2014-04-14 12:42:55","LOANIQ01","LOANIQ01","","","","",""
"ONB","CNDN ","2Y   ","N","Y","2014-04-14 12:43:23","2014-04-14 12:43:23","LOANIQ01","LOANIQ01","","","","",""
"ONB","CNDN ","3M   ","N","Y","2014-04-14 12:43:53","2014-04-14 12:43:53","LOANIQ01","LOANIQ01","","","","",""
"ONB","CNDN ","4M   ","N","Y","2014-04-14 12:44:22","2014-04-14 12:44:22","LOANIQ01","LOANIQ01","","","","",""
"ONB","CNDN ","5M   ","N","Y","2014-04-14 12:44:50","2014-04-14 12:44:50","LOANIQ01","LOANIQ01","","","","",""
"ONB","CNDN ","6M   ","N","Y","2014-04-14 12:45:19","2014-04-14 12:45:19","LOANIQ01","LOANIQ01","","","","",""
"ONB","CNDN ","7D   ","N","Y","2014-04-14 12:45:49","2014-04-14 12:45:49","LOANIQ01","LOANIQ01","","","","",""
"ONB","CNDN ","7M   ","N","Y","2014-04-14 12:46:19","2014-04-14 12:46:19","LOANIQ01","LOANIQ01","","","","",""
"ONB","CNDN ","8M   ","N","Y","2014-04-14 12:46:50","2014-04-14 12:46:50","LOANIQ01","LOANIQ01","","","","",""
"ONB","CNDN ","9M   ","N","Y","2014-04-14 12:47:18","2014-04-14 12:47:18","LOANIQ01","LOANIQ01","","","","",""
"ONB","DEPRE","10M  ","N","Y","2014-04-14 12:47:48","2014-04-14 12:47:48","LOANIQ01","LOANIQ01","","","","",""
"ONB","DEPRE","11M  ","N","Y","2014-04-14 12:48:16","2014-04-14 12:48:16","LOANIQ01","LOANIQ01","","","","",""
"ONB","DEPRE","1D   ","N","Y","2014-04-14 12:48:41","2014-04-14 12:48:41","LOANIQ01","LOANIQ01","","","","",""
"ONB","DEPRE","1M   ","N","Y","2014-04-14 12:49:08","2014-04-14 12:49:08","LOANIQ01","LOANIQ01","","","","",""
"ONB","DEPRE","1Y   ","N","Y","2014-04-14 12:49:36","2014-04-14 12:49:36","LOANIQ01","LOANIQ01","","","","",""
"ONB","DEPRE","2M   ","N","Y","2014-04-14 12:50:02","2014-04-14 12:50:02","LOANIQ01","LOANIQ01","","","","",""
"ONB","DEPRE","2Y   ","N","Y","2014-04-14 12:50:26","2014-04-14 12:50:26","LOANIQ01","LOANIQ01","","","","",""
"ONB","DEPRE","3M   ","N","Y","2014-04-14 12:50:52","2014-04-14 12:50:52","LOANIQ01","LOANIQ01","","","","",""
"ONB","DEPRE","4M   ","N","Y","2014-04-14 12:51:18","2014-04-14 12:51:18","LOANIQ01","LOANIQ01","","","","",""
"ONB","DEPRE","5M   ","N","Y","2014-04-14 12:51:46","2014-04-14 12:51:46","LOANIQ01","LOANIQ01","","","","",""
"ONB","DEPRE","6M   ","N","Y","2014-04-14 12:52:14","2014-04-14 12:52:14","LOANIQ01","LOANIQ01","","","","",""
"ONB","DEPRE","7D   ","N","Y","2014-04-14 12:52:42","2014-04-14 12:52:42","LOANIQ01","LOANIQ01","","","","",""
"ONB","DEPRE","7M   ","N","Y","2014-04-14 12:53:12","2014-04-14 12:53:12","LOANIQ01","LOANIQ01","","","","",""
"ONB","DEPRE","8M   ","N","Y","2014-04-14 12:53:41","2014-04-14 12:53:41","LOANIQ01","LOANIQ01","","","","",""
"ONB","DEPRE","9M   ","N","Y","2014-04-14 12:54:13","2014-04-14 12:54:13","LOANIQ01","LOANIQ01","","","","",""
"ONB","DSCLN","10M  ","N","Y","2014-04-14 12:54:41","2014-04-14 12:54:41","LOANIQ01","LOANIQ01","","","","",""
"ONB","DSCLN","11M  ","N","Y","2014-04-14 12:55:05","2014-04-14 12:55:05","LOANIQ01","LOANIQ01","","","","",""
"ONB","DSCLN","1D   ","N","Y","2014-04-14 12:55:28","2014-04-14 12:55:28","LOANIQ01","LOANIQ01","","","","",""
"ONB","DSCLN","1M   ","N","Y","2014-04-14 12:55:56","2014-04-14 12:55:56","LOANIQ01","LOANIQ01","","","","",""
"ONB","DSCLN","1Y   ","N","Y","2014-04-14 12:56:24","2014-04-14 12:56:24","LOANIQ01","LOANIQ01","","","","",""
"ONB","DSCLN","2M   ","N","Y","2014-04-14 12:56:51","2014-04-14 12:56:51","LOANIQ01","LOANIQ01","","","","",""
"ONB","DSCLN","2Y   ","N","Y","2014-04-14 12:57:18","2014-04-14 12:57:18","LOANIQ01","LOANIQ01","","","","",""
"ONB","DSCLN","3M   ","N","Y","2014-04-14 12:57:43","2014-04-14 12:57:43","LOANIQ01","LOANIQ01","","","","",""
"ONB","DSCLN","4M   ","N","Y","2014-04-14 12:58:09","2014-04-14 12:58:09","LOANIQ01","LOANIQ01","","","","",""
"ONB","DSCLN","5M   ","N","Y","2014-04-14 12:58:37","2014-04-14 12:58:37","LOANIQ01","LOANIQ01","","","","",""
"ONB","DSCLN","6M   ","N","Y","2014-04-14 12:59:09","2014-04-14 12:59:09","LOANIQ01","LOANIQ01","","","","",""
"ONB","DSCLN","7D   ","N","Y","2014-04-14 12:59:39","2014-04-14 12:59:39","LOANIQ01","LOANIQ01","","","","",""
"ONB","DSCLN","7M   ","N","Y","2014-04-14 13:00:09","2014-04-14 13:00:09","LOANIQ01","LOANIQ01","","","","",""
"ONB","DSCLN","8M   ","N","Y","2014-04-14 13:00:38","2014-04-14 13:00:38","LOANIQ01","LOANIQ01","","","","",""
"ONB","DSCLN","9M   ","N","Y","2014-04-14 13:01:05","2014-04-14 13:01:05","LOANIQ01","LOANIQ01","","","","",""
"ONB","EONIA","1D   ","N","Y","2014-04-14 13:01:33","2014-04-14 13:01:33","LOANIQ01","LOANIQ01","","","","",""
"ONB","EQINV","UNKN ","N","Y","2014-04-14 13:02:02","2019-04-04 15:34:41","LOANIQ01","KANDERSO","","","","",""
"ONB","EURIB","10M  ","N","Y","2014-04-14 13:02:30","2014-04-14 13:02:30","LOANIQ01","LOANIQ01","","","","",""
"ONB","EURIB","11M  ","N","Y","2014-04-14 13:02:56","2014-04-14 13:02:56","LOANIQ01","LOANIQ01","","","","",""
"ONB","EURIB","1D   ","N","Y","2014-04-14 13:03:21","2014-04-14 13:03:21","LOANIQ01","LOANIQ01","","","","",""
"ONB","EURIB","1M   ","Y","Y","2014-04-14 13:03:48","2014-04-14 13:03:48","LOANIQ01","LOANIQ01","","","","",""
"ONB","EURIB","1Y   ","Y","Y","2014-04-14 13:04:15","2014-04-14 13:04:15","LOANIQ01","LOANIQ01","","","","",""
"ONB","EURIB","2M   ","N","Y","2014-04-14 13:04:43","2019-06-26 03:12:55","LOANIQ01","ADM_PETE","","","","",""
"ONB","EURIB","2Y   ","N","Y","2014-04-14 13:05:13","2014-04-14 13:05:13","LOANIQ01","LOANIQ01","","","","",""
"ONB","EURIB","3M   ","Y","Y","2014-04-14 13:05:41","2014-04-14 13:05:41","LOANIQ01","LOANIQ01","","","","",""
"ONB","EURIB","4M   ","N","Y","2014-04-14 13:06:08","2014-04-14 13:06:08","LOANIQ01","LOANIQ01","","","","",""
"ONB","EURIB","5M   ","N","Y","2014-04-14 13:06:36","2014-04-14 13:06:36","LOANIQ01","LOANIQ01","","","","",""
"ONB","EURIB","6M   ","Y","Y","2014-04-14 13:07:04","2014-04-14 13:07:04","LOANIQ01","LOANIQ01","","","","",""
"ONB","EURIB","7D   ","Y","Y","2014-04-14 13:07:34","2014-04-14 13:07:34","LOANIQ01","LOANIQ01","","","","",""
"ONB","EURIB","7M   ","N","Y","2014-04-14 13:08:07","2014-04-14 13:08:07","LOANIQ01","LOANIQ01","","","","",""
"ONB","EURIB","8M   ","N","Y","2014-04-14 13:08:35","2014-04-14 13:08:35","LOANIQ01","LOANIQ01","","","","",""
"ONB","EURIB","9M   ","N","Y","2014-04-14 13:09:06","2019-06-26 03:13:09","LOANIQ01","ADM_PETE","","","","",""
"ONB","GBLIB","10M  ","N","Y","2014-04-14 13:09:35","2014-04-14 13:09:35","LOANIQ01","LOANIQ01","","","","",""
"ONB","GBLIB","11M  ","N","Y","2014-04-14 13:10:04","2014-04-14 13:10:04","LOANIQ01","LOANIQ01","","","","",""
"ONB","GBLIB","1D   ","Y","Y","2014-04-14 13:10:30","2014-04-14 13:10:30","LOANIQ01","LOANIQ01","","","","",""
"ONB","GBLIB","1M   ","Y","Y","2014-04-14 13:10:58","2014-04-14 13:10:58","LOANIQ01","LOANIQ01","","","","",""
"ONB","GBLIB","1Y   ","Y","Y","2014-04-14 13:11:24","2014-04-14 13:11:24","LOANIQ01","LOANIQ01","","","","",""
"ONB","GBLIB","2M   ","Y","Y","2014-04-14 13:11:53","2014-04-14 13:11:53","LOANIQ01","LOANIQ01","","","","",""
"ONB","GBLIB","2Y   ","N","Y","2014-04-14 13:12:20","2014-04-14 13:12:20","LOANIQ01","LOANIQ01","","","","",""
"ONB","GBLIB","3M   ","Y","Y","2014-04-14 13:12:49","2014-04-14 13:12:49","LOANIQ01","LOANIQ01","","","","",""
"ONB","GBLIB","4M   ","N","Y","2014-04-14 13:13:16","2014-04-14 13:13:16","LOANIQ01","LOANIQ01","","","","",""
"ONB","GBLIB","5M   ","N","Y","2014-04-14 13:13:43","2014-04-14 13:13:43","LOANIQ01","LOANIQ01","","","","",""
"ONB","GBLIB","6M   ","Y","Y","2014-04-14 13:14:14","2014-04-14 13:14:14","LOANIQ01","LOANIQ01","","","","",""
"ONB","GBLIB","7D   ","Y","Y","2014-04-14 13:14:40","2014-04-14 13:14:40","LOANIQ01","LOANIQ01","","","","",""
"ONB","GBLIB","7M   ","N","Y","2014-04-14 13:15:08","2014-04-14 13:15:08","LOANIQ01","LOANIQ01","","","","",""
"ONB","GBLIB","8M   ","N","Y","2014-04-14 13:15:36","2014-04-14 13:15:36","LOANIQ01","LOANIQ01","","","","",""
"ONB","GBLIB","9M   ","N","Y","2014-04-14 13:16:04","2014-04-14 13:16:04","LOANIQ01","LOANIQ01","","","","",""
"ONB","HIBOR","10M  ","N","Y","2014-04-14 13:16:34","2014-04-14 13:16:34","LOANIQ01","LOANIQ01","","","","",""
"ONB","HIBOR","11M  ","N","Y","2014-04-14 13:17:03","2014-04-14 13:17:03","LOANIQ01","LOANIQ01","","","","",""
"ONB","HIBOR","1D   ","Y","Y","2014-04-14 13:17:29","2014-04-14 13:17:29","LOANIQ01","LOANIQ01","","","","",""
"ONB","HIBOR","1M   ","Y","Y","2014-04-14 13:17:55","2014-04-14 13:17:55","LOANIQ01","LOANIQ01","","","","",""
"ONB","HIBOR","1Y   ","Y","Y","2014-04-14 13:18:21","2014-04-14 13:18:21","LOANIQ01","LOANIQ01","","","","",""
"ONB","HIBOR","2M   ","Y","Y","2014-04-14 13:18:48","2014-04-14 13:18:48","LOANIQ01","LOANIQ01","","","","",""
"ONB","HIBOR","2Y   ","N","Y","2014-04-14 13:19:17","2014-04-14 13:19:17","LOANIQ01","LOANIQ01","","","","",""
"ONB","HIBOR","3M   ","Y","Y","2014-04-14 13:19:44","2014-04-14 13:19:44","LOANIQ01","LOANIQ01","","","","",""
"ONB","HIBOR","4M   ","N","Y","2014-04-14 13:20:10","2014-04-14 13:20:10","LOANIQ01","LOANIQ01","","","","",""
"ONB","HIBOR","5M   ","N","Y","2014-04-14 13:20:36","2014-04-14 13:20:36","LOANIQ01","LOANIQ01","","","","",""
"ONB","HIBOR","6M   ","Y","Y","2014-04-14 13:21:07","2014-04-14 13:21:07","LOANIQ01","LOANIQ01","","","","",""
"ONB","HIBOR","7D   ","Y","Y","2014-04-14 13:21:37","2014-04-14 13:21:37","LOANIQ01","LOANIQ01","","","","",""
"ONB","HIBOR","7M   ","N","Y","2014-04-14 13:22:04","2014-04-14 13:22:04","LOANIQ01","LOANIQ01","","","","",""
"ONB","HIBOR","8M   ","N","Y","2014-04-14 13:22:32","2014-04-14 13:22:32","LOANIQ01","LOANIQ01","","","","",""
"ONB","HIBOR","9M   ","N","Y","2014-04-14 13:23:02","2014-04-14 13:23:02","LOANIQ01","LOANIQ01","","","","",""
"ONB","INTLN","1D   ","N","Y","2014-04-14 13:23:30","2014-04-14 13:23:30","LOANIQ01","LOANIQ01","","","","",""
"ONB","LIBOR","10M  ","N","Y","2014-04-14 13:23:57","2014-04-14 13:23:57","LOANIQ01","LOANIQ01","","","","",""
"ONB","LIBOR","1D   ","N","Y","2014-04-14 13:25:12","2014-04-14 13:25:12","LOANIQ01","LOANIQ01","","","","",""
"ONB","LIBOR","1M   ","N","Y","2014-04-14 13:25:40","2014-04-14 13:25:40","LOANIQ01","LOANIQ01","","","","",""
"ONB","LIBOR","1Y   ","N","Y","2014-04-14 13:26:08","2014-04-14 13:26:08","LOANIQ01","LOANIQ01","","","","",""
"ONB","LIBOR","2M   ","N","Y","2014-04-14 13:26:36","2014-04-14 13:26:36","LOANIQ01","LOANIQ01","","","","",""
"ONB","LIBOR","2Y   ","N","Y","2014-04-14 13:27:04","2014-04-14 13:27:04","LOANIQ01","LOANIQ01","","","","",""
"ONB","LIBOR","3M   ","N","Y","2014-04-14 13:27:35","2014-04-14 13:27:35","LOANIQ01","LOANIQ01","","","","",""
"ONB","LIBOR","4M   ","N","Y","2014-04-14 13:28:02","2014-04-14 13:28:02","LOANIQ01","LOANIQ01","","","","",""
"ONB","LIBOR","5M   ","N","Y","2014-04-14 13:28:32","2014-04-14 13:28:32","LOANIQ01","LOANIQ01","","","","",""
"ONB","LIBOR","6M   ","N","Y","2014-04-14 13:29:00","2014-04-14 13:29:00","LOANIQ01","LOANIQ01","","","","",""
"ONB","LIBOR","7D   ","N","Y","2014-04-14 13:29:27","2014-04-14 13:29:27","LOANIQ01","LOANIQ01","","","","",""
"ONB","LIBOR","7M   ","N","Y","2014-04-14 13:29:54","2014-04-14 13:29:54","LOANIQ01","LOANIQ01","","","","",""
"ONB","LIBOR","8M   ","N","Y","2014-04-14 13:30:22","2014-04-14 13:30:22","LOANIQ01","LOANIQ01","","","","",""
"ONB","LIBOR","9M   ","N","Y","2014-04-14 13:30:48","2014-04-14 13:30:48","LOANIQ01","LOANIQ01","","","","",""
"ONB","NIBOR","10M  ","N","Y","2014-04-14 13:31:14","2014-04-14 13:31:14","LOANIQ01","LOANIQ01","","","","",""
"ONB","NIBOR","11M  ","N","Y","2014-04-14 13:31:42","2014-04-14 13:31:42","LOANIQ01","LOANIQ01","","","","",""
"ONB","NIBOR","1D   ","N","Y","2014-04-14 13:32:08","2014-04-14 13:32:08","LOANIQ01","LOANIQ01","","","","",""
"ONB","NIBOR","1M   ","Y","Y","2014-04-14 13:32:35","2014-04-14 13:32:35","LOANIQ01","LOANIQ01","","","","",""
"ONB","NIBOR","1Y   ","N","Y","2014-04-14 13:33:03","2019-04-03 23:18:57","LOANIQ01","LS2BATCH","","","","",""
"ONB","NIBOR","2M   ","Y","Y","2014-04-14 13:33:32","2014-04-14 13:33:32","LOANIQ01","LOANIQ01","","","","",""
"ONB","NIBOR","2Y   ","N","Y","2014-04-14 13:33:58","2014-04-14 13:33:58","LOANIQ01","LOANIQ01","","","","",""
"ONB","NIBOR","3M   ","Y","Y","2014-04-14 13:34:25","2014-04-14 13:34:25","LOANIQ01","LOANIQ01","","","","",""
"ONB","NIBOR","4M   ","N","Y","2014-04-14 13:34:52","2014-04-14 13:34:52","LOANIQ01","LOANIQ01","","","","",""
"ONB","NIBOR","5M   ","N","Y","2014-04-14 13:35:18","2014-04-14 13:35:18","LOANIQ01","LOANIQ01","","","","",""
"ONB","NIBOR","6M   ","Y","Y","2014-04-14 13:35:45","2014-04-14 13:35:45","LOANIQ01","LOANIQ01","","","","",""
"ONB","NIBOR","7D   ","N","Y","2014-04-14 13:36:13","2014-04-14 13:36:13","LOANIQ01","LOANIQ01","","","","",""
"ONB","NIBOR","7M   ","N","Y","2014-04-14 13:36:38","2014-04-14 13:36:38","LOANIQ01","LOANIQ01","","","","",""
"ONB","NIBOR","8M   ","N","Y","2014-04-14 13:37:07","2014-04-14 13:37:07","LOANIQ01","LOANIQ01","","","","",""
"ONB","NIBOR","9M   ","N","Y","2014-04-14 13:37:32","2019-04-03 23:18:57","LOANIQ01","LS2BATCH","","","","",""
"ONB","SIBOR","10M  ","N","Y","2014-04-14 13:37:58","2014-04-14 13:37:58","LOANIQ01","LOANIQ01","","","","",""
"ONB","SIBOR","11M  ","N","Y","2014-04-14 13:38:25","2014-04-14 13:38:25","LOANIQ01","LOANIQ01","","","","",""
"ONB","SIBOR","1D   ","N","Y","2014-04-14 13:38:48","2014-04-14 13:38:48","LOANIQ01","LOANIQ01","","","","",""
"ONB","SIBOR","1M   ","Y","Y","2014-04-14 13:39:14","2014-04-14 13:39:14","LOANIQ01","LOANIQ01","","","","",""
"ONB","SIBOR","1Y   ","Y","Y","2014-04-14 13:39:44","2014-04-14 13:39:44","LOANIQ01","LOANIQ01","","","","",""
"ONB","SIBOR","2M   ","N","Y","2014-04-14 13:40:12","2019-04-03 23:18:57","LOANIQ01","LS2BATCH","","","","",""
"ONB","SIBOR","2Y   ","N","Y","2014-04-14 13:40:41","2014-04-14 13:40:41","LOANIQ01","LOANIQ01","","","","",""
"ONB","SIBOR","3M   ","Y","Y","2014-04-14 13:41:11","2014-04-14 13:41:11","LOANIQ01","LOANIQ01","","","","",""
"ONB","SIBOR","4M   ","N","Y","2014-04-14 13:41:38","2014-04-14 13:41:38","LOANIQ01","LOANIQ01","","","","",""
"ONB","SIBOR","5M   ","N","Y","2014-04-14 13:42:05","2014-04-14 13:42:05","LOANIQ01","LOANIQ01","","","","",""
"ONB","SIBOR","6M   ","Y","Y","2014-04-14 13:42:32","2014-04-14 13:42:32","LOANIQ01","LOANIQ01","","","","",""
"ONB","SIBOR","7D   ","N","Y","2014-04-14 13:43:01","2014-04-14 13:43:01","LOANIQ01","LOANIQ01","","","","",""
"ONB","SIBOR","7M   ","N","Y","2014-04-14 13:43:29","2014-04-14 13:43:29","LOANIQ01","LOANIQ01","","","","",""
"ONB","SIBOR","8M   ","N","Y","2014-04-14 13:43:57","2014-04-14 13:43:57","LOANIQ01","LOANIQ01","","","","",""
"ONB","SIBOR","9M   ","N","Y","2014-04-14 13:44:24","2019-04-03 23:18:57","LOANIQ01","LS2BATCH","","","","",""
"ONB","LIBOR","11M  ","N","Y","2014-04-14 13:46:41","2014-04-14 13:46:41","LOANIQ01","LOANIQ01","","","","",""
"ONB","ESCRD","1D   ","N","Y","2014-04-17 14:25:02","2014-04-17 14:25:02","LOANIQ01","LOANIQ01","","","","",""
"ONB","ESCRD","1M   ","N","Y","2014-04-17 14:25:13","2014-04-17 14:25:13","LOANIQ01","LOANIQ01","","","","",""
"ONB","ESCRD","1Y   ","N","Y","2014-04-17 14:25:23","2014-04-17 14:25:23","LOANIQ01","LOANIQ01","","","","",""
"ONB","ESCRD","10M  ","N","Y","2014-04-17 14:25:34","2014-04-17 14:25:34","LOANIQ01","LOANIQ01","","","","",""
"ONB","ESCRD","11M  ","N","Y","2014-04-17 14:25:44","2014-04-17 14:25:44","LOANIQ01","LOANIQ01","","","","",""
"ONB","ESCRD","2M   ","N","Y","2014-04-17 14:25:56","2014-04-17 14:25:56","LOANIQ01","LOANIQ01","","","","",""
