CFL_RID_CASHFLOW,CFL_AMT_CASHFLOW,CFL_AMT_MATCHED,CFL_AMT_PRINCIPAL,CFL_AMT_FEE,CFL_AMT_INTEREST,CFL_IND_BORR_AGENT,CFL_CDE_BRANCH,CFL_CDE_BUS_TRAN,CFL_CDE_CURRENCY,CFL_CID_CUSTOMER,CFL_RID_REM_INSTR,CFL_RID_CUS_SVC_GR,CFL_RID_TRANS,CFL_CDE_TRAN_TYPE,CFL_CDE_DIRECTION,CFL_TSP_REC_CREATE,CFL_TSP_REC_UPDATE,CFL_UID_REC_CREATE,CFL_UID_REC_UPDATE,CFL_CDE_PRIORITY,CFL_IND_FLOAT,CFL_IND_BENEFCIARY,CFL_AMT_OVER_SHORT,CFL_CDE_STATUS,CFL_CDE_EXPENSE,CFL_XID_BENF_ACCT,CFL_CDE_BENF_TYPE,CFL_XID_CHIPS_UID,CFL_NME_DDA_ACCT,CFL_CDE_DIVISION,CFL_CDE_PAY_METHOD,CFL_TXT_CASH_NUM,CFL_PID_DEAL,CFL_PID_FACILITY,CFL_RID_PART_AGR,CFL_XID_ACCOUNT,CFL_RID_CHILD_TRAN,CFL_RID_CASH_TEMPL,CFL_DTE_TARGET,CFL_RID_PARENT,CFL_TXT_PAY_REFNCE,CFL_TXT_COMMENT,CFL_CDE_SETTLE_CCY,CFL_RTE_FX_RATE,CFL_AMT_SETTLEMENT,CFL_AMT_VAT,CFL_AMT_LATE_FEE,CFL_AMT_ESCROW,CFL_XID_CUSTODY_AC,CFL_IND_SAVINGS_AC,CFL_TXT_CHK_NUM
+2EFZSUF,1000,0,0,1000,0,Y,CG852,EVTFP,EUR,ZHEF7YY1,"NONE    ",9ZEF82FE,+2EFZSQE,EFP,"TO   ",2020-09-04 16:41:46,2020-09-04 16:49:29,JANICEA1,JAQUITAN,"     ",N,N,0,CNCLD,,"                                  ",,,,,"IMT  ",,9ZEF82FK,9ZEF82GL,,,,,2020-06-01 00:00:00,+2EFZSUF," ",,EUR,1,1000,0,0,0,,N,
0-EFZT29,0.78,0,0,0,0.78,Y,CG852,INTPY,EUR,SIEESUTN,"NONE    ",S#EESVPO,0-EFZT11,ACP,"FROM ",2020-09-04 16:46:18,2020-09-07 12:50:25,CMARTILL,RPTSUP01,"     ",N,N,0,"DONE ",,"                                  ",,,,,"IMT  ",,S#EESVPY,S#EESVR1,,,,,2020-06-01 00:00:00,0-EFZT29," ",,EUR,1,0.78,0,0,0,,N,
*UEFZTM4,1000,0,0,1000,0,Y,CG852,EVTFP,EUR,ZHEF7YY1,"NONE    ",9ZEF82FE,+2EFZSQE,EFP,"TO   ",2020-09-04 16:49:29,2020-09-04 16:53:43,JAQUITAN,JAQUITAN,"     ",N,N,0,"DONE ",,"                                  ",,,,,"IMT  ",,9ZEF82FK,9ZEF82GL,,,,,,*UEFZTM4," ",,EUR,1,1000,0,0,0,,N,
OCEGCGP7,1230000,0,1230000,0,0,Y,CG852,"LNDR ",EUR,)?EF8978,"NONE    ",)0EF8ARV,OCEGCG7V,OTR,"TO   ",2020-09-11 12:49:03,2020-09-11 16:12:57,SMANZANO,JAQUITAN,"     ",N,N,0,"DONE ",,"                                  ",,,,,"IMT  ",,IREFMCO3,I:EFMEGK,,,,,2020-06-19 00:00:00,OCEGCGP7," ",,EUR,1,1230000,0,0,0,,N,
YVEGDOQA,5100,0,5100,0,0,Y,CG852,PRINP,EUR,SIEESUTN,"NONE    ",S#EESVPO,YVEGDOP8,OTR,"FROM ",2020-09-11 16:01:15,2020-09-11 16:04:19,CMARTILL,RPTSUP01,"     ",N,N,0,"DONE ",,"                                  ",,,,,"IMT  ",,S#EESVPY,S#EESVR1,,,,,2020-06-19 00:00:00,YVEGDOQA," ",,EUR,1,5100,0,0,0,,N,
YVEGE4HJ,10000,0,10000,0,0,N,CG852,"LNDR ",EUR,A$DPARLG,"NONE    ",U)E9BKCG,YVEGDP0H,OTR,"FROM ",2020-09-11 16:29:59,2020-09-11 22:08:40,CMARTILL,SMANZANO,"     ",N,N,0,"DONE ",,"                                  ",,,,,"IMT  ",,IREFMCO3,I:EFMEGK,2NEFMSZC,,,,,YVEGE4HJ," ",,EUR,1,10000,0,0,0,,N,
YVEGE4HN,20000,0,20000,0,0,Y,CG852,"LNDR ",EUR,)?EF8978,"NONE    ",)0EF8ARV,YVEGDP0H,OTR,"TO   ",2020-09-11 16:29:59,2020-09-11 17:00:40,CMARTILL,RPTSUP01,"     ",N,N,0,"DONE ",,"                                  ",,,,,"IMT  ",,IREFMCO3,I:EFMEGK,,,,,2020-06-19 00:00:00,YVEGE4HN," ",,EUR,1,20000,0,0,0,,N,
YVEGDOWA,17500,0,17500,0,0,N,CG852,"LNDR ",EUR,A$DPARLG,"NONE    ",U)E9BKCG,YVEGDOSO,OTR,"FROM ",2020-09-11 16:25:25,2020-09-11 21:47:49,CMARTILL,SMANZANO,"     ",N,N,0,"DONE ",,"                                  ",,,,,"IMT  ",,IREFMCO3,I:EFMEGK,2NEFMSZC,,,,,YVEGDOWA," ",,EUR,1,17500,0,0,0,,N,
YVEGDOW8,35000,0,35000,0,0,Y,CG852,"LNDR ",EUR,)?EF8978,"NONE    ",)0EF8ARV,YVEGDOSO,OTR,"TO   ",2020-09-11 16:25:25,2020-09-11 16:56:21,CMARTILL,RPTSUP01,"     ",N,N,0,"DONE ",,"                                  ",,,,,"IMT  ",,IREFMCO3,I:EFMEGK,,,,,2020-06-19 00:00:00,YVEGDOW8," ",,EUR,1,35000,0,0,0,,N,
YVEGE4T8,11000,0,11000,0,0,Y,CG852,"LNDR ",EUR,SIEESUTN,"NONE    ",S#EESVPO,YVEGE4Q1,OTR,"TO   ",2020-09-11 16:42:10,2020-09-11 17:04:03,CMARTILL,RPTSUP01,"     ",N,N,0,"DONE ",,"                                  ",,,,,"IMT  ",,"#!EFTROA","#!EFTRT9",,,,,2020-06-19 00:00:00,YVEGE4T8," ",,EUR,1,11000,0,0,0,,N,
YVEGE4T6,5500,0,5500,0,0,N,CG852,"LNDR ",EUR,Y@EFF0L8,"NONE    ",Y@EFF16S,YVEGE4Q1,OTR,"FROM ",2020-09-11 16:42:10,2020-09-11 16:42:10,CMARTILL,CMARTILL,"     ",N,N,0,"PEND ",,,,,,,"NONE ",,"#!EFTROA","#!EFTRT9","#!EFU7Y6",,,,,YVEGE4T6," ",,EUR,1,5500,0,0,0,,,
;2EGHRFD,50000,0,50000,0,0,N,CG852,PAPER,EUR,A$DPARLG,"NONE    ",U)E9BKCG,;2EGHRBX,PCP,"TO   ",2020-09-14 08:32:55,2020-09-14 08:52:38,SMANZANO,MANZANOS,"     ",N,N,0,"DONE ",,"                                  ",,,,,"IMT  ",,IREFMCO3,"NONE    ",2NEFMSZC,,;2EGHRCS,,2020-06-22 00:00:00,;2EGHRFD," ",,EUR,1,50000,0,0,0,,N,
;2EGHRFH,522.6,0,0,0,522.6,N,CG852,PAPER,EUR,A$DPARLG,"NONE    ",U)E9BKCG,;2EGHRBX,PCP,"TO   ",2020-09-14 08:32:55,2020-09-14 08:52:38,SMANZANO,MANZANOS,"     ",N,N,0,"DONE ",,"                                  ",,,,,"IMT  ",,IREFMCO3,"NONE    ",2NEFMSZC,,;2EGHRDQ,,2020-06-22 00:00:00,;2EGHRFH," ",,EUR,1,522.6,0,0,0,,N,
;2EGHRFL,374515.68,0,0,374515.68,0,N,CG852,PAPER,EUR,A$DPARLG,"NONE    ",U)E9BKCG,;2EGHRBX,PCP,"TO   ",2020-09-14 08:32:55,2020-09-14 08:52:38,SMANZANO,MANZANOS,"     ",N,N,0,"DONE ",,"                                  ",,,,,"IMT  ",,IREFMCO3,"NONE    ",2NEFMSZC,,;2EGHRE6,,2020-06-22 00:00:00,;2EGHRFL," ",,EUR,1,374515.68,0,0,0,,N,
;2EGHRFB,850076.58,0,100000,749031.37,1045.21,Y,CG852,PAPER,EUR,)?EF8978,"NONE    ",)0EF8ARV,;2EGHRBX,PCP,"FROM ",2020-09-14 08:32:55,2020-09-14 08:52:38,SMANZANO,MANZANOS,"     ",N,N,0,"DONE ",,"                                  ",,,,,"IMT  ",,IREFMCO3,"NONE    ",,,,,2020-06-22 00:00:00,;2EGHRFB," ",,EUR,1,850076.58,0,0,0,,N,
;0EGHUHD,2000,0,2000,0,0,Y,CG852,"LNDR ",EUR,)?EF8978,)?EF897Y,)0EF8ARV,;0EGHUEL,OTR,"TO   ",2020-09-14 09:21:08,2020-09-14 09:21:08,LOANIQ01,LOANIQ01,"     ",N,N,0,"DOIT ",,,,,,,"NONE ",,YZEFEWH5,YZEFEXAM,,,,,,;0EGHUHD," ",,EUR,1,2000,0,0,0,,N,
OLEGDDJW,2.18,0,0,0,2.18,Y,CG852,INTPY,EUR,SIEESUTN,"NONE    ",S#EESVPO,OLEGDDIQ,ACP,"FROM ",2020-09-11 13:08:04,2020-09-11 15:29:06,CMARTILL,RPTMGR01,"     ",N,N,0,"DONE ",,"                                  ",,,,,"IMT  ",,S#EESVPY,S#EESVR1,,,,,2020-06-19 00:00:00,OLEGDDJW," ",,EUR,1,2.18,0,0,0,,N,
OCEGCWWO,620000,0,620000,0,0,N,CG852,"LNDR ",EUR,A$DPARLG,"NONE    ",U)E9BKCG,OCEGCH2O,OTR,"FROM ",2020-09-11 13:12:47,2020-09-11 16:15:29,SMANZANO,JAQUITAN,"     ",N,N,0,"DONE ",,"                                  ",,,,,"IMT  ",,IREFMCO3,I:EFMEGK,2NEFMSZC,,,,2020-06-19 00:00:00,OCEGCWWO," ",,EUR,1,620000,0,0,0,,N,
OCEGCWWM,1240000,0,1240000,0,0,Y,CG852,"LNDR ",EUR,)?EF8978,"NONE    ",)0EF8ARV,OCEGCH2O,OTR,"TO   ",2020-09-11 13:12:47,2020-09-11 16:15:29,SMANZANO,JAQUITAN,"     ",N,N,0,"DONE ",,"                                  ",,,,,"IMT  ",,IREFMCO3,I:EFMEGK,,,,,2020-06-19 00:00:00,OCEGCWWM," ",,EUR,1,1240000,0,0,0,,N,
OLEGDDNU,801.53,0,800,0,1.53,Y,CG852,PAPER,EUR,SIEESUTN,"NONE    ",S#EESVPO,OLEGDDLW,PCP,"FROM ",2020-09-11 13:16:57,2020-09-11 15:37:09,CMARTILL,RPTSUP01,"     ",N,N,0,"DONE ",,"                                  ",,,,,"IMT  ",,S#EESVPY,"NONE    ",,,,,2020-06-19 00:00:00,OLEGDDNU," ",,EUR,1,801.53,0,0,0,,N,
OGEH66M8,660000,0,660000,0,0,Y,CG852,"LNDR ",EUR,Y@EFF0L8,"NONE    ",Y@EFF16S,OGEGCLGY,OTR,"TO   ",2020-09-11 13:38:07,2020-09-11 14:03:46,JAQUITAN,JANICEA1,"     ",N,N,0,"DONE ",,"                                  ",,,,,"IMT  ",,C6EFHAQ1,C6EFHAR6,,,,,,OGEH66M8," ",,EUR,1,660000,0,0,0,,N,
OLEGDNRB,400.66,0,400,0,0.66,Y,CG852,PAPER,EUR,SIEESUTN,"NONE    ",S#EESVPO,OLEGDNPF,PCP,"FROM ",2020-09-11 14:49:50,2020-09-11 15:41:36,CMARTILL,RPTSUP01,"     ",N,N,0,"DONE ",,"                                  ",,,,,"IMT  ",,(7EFGXIA,"NONE    ",,,,,,OLEGDNRB," ",,EUR,1,400.66,0,0,0,,N,
YREH6CEC,720000,0,720000,0,0,Y,CG852,"LNDR ",EUR,Y@EFF0L8,"NONE    ",Y@EFF16S,YREGCR9S,OTR,"TO   ",2020-09-11 14:33:16,2020-09-11 14:36:31,JAQUITAN,JANICEA1,"     ",N,N,0,"DONE ",,"                                  ",,,,,"IMT  ",,C6EFHAQ1,C6EFHAR6,,,,,2020-06-19 00:00:00,YREH6CEC," ",,EUR,1,720000,0,0,0,,N,
Y?EH6F2M,30000,0,30000,0,0,Y,CG852,PAPER,EUR,Y@EFF0L8,"NONE    ",Y@EFF16S,Y?EH6F05,PCP,"FROM ",2020-09-11 15:08:04,2020-09-11 15:13:00,JAQUITAN,JANICEA1,"     ",N,N,0,"DONE ",,"                                  ",,,,,"IMT  ",,@-EFH363,"NONE    ",,,Y?EH6F0L,,2020-06-19 00:00:00,Y?EH6F2M," ",,EUR,1,30000,0,0,0,,N,
Y?EH6F2O,51.78,0,0,0,51.78,Y,CG852,PAPER,EUR,Y@EFF0L8,"NONE    ",Y@EFF16S,Y?EH6F05,PCP,"FROM ",2020-09-11 15:08:04,2020-09-11 15:13:00,JAQUITAN,JANICEA1,"     ",N,N,0,"DONE ",,"                                  ",,,,,"IMT  ",,@-EFH363,"NONE    ",,,Y?EH6F14,,2020-06-19 00:00:00,Y?EH6F2O," ",,EUR,1,51.78,0,0,0,,N,
Y?EH6F2Q,224.39,0,0,224.39,0,Y,CG852,PAPER,EUR,Y@EFF0L8,"NONE    ",Y@EFF16S,Y?EH6F05,PCP,"FROM ",2020-09-11 15:08:04,2020-09-11 15:13:00,JAQUITAN,JANICEA1,"     ",N,N,0,"DONE ",,"                                  ",,,,,"IMT  ",,@-EFH363,"NONE    ",,,Y?EH6F1E,,2020-06-19 00:00:00,Y?EH6F2Q," ",,EUR,1,224.39,0,0,0,,N,
"!TEG50ZT",100000,0,100000,0,0,Y,CG852,REPRC,EUR,ZHEF7YY1,"NONE    ",9ZEF82FE,"!TEG50TC",LRP,"TO   ",2020-09-07 11:14:36,2020-09-07 11:24:19,JAQUITAN,JANICEA1,"     ",N,N,0,"DONE ",,"                                  ",,,,,"IMT  ",,9ZEF82FK,"NONE    ",,,"P       ",,,"!TEG50ZT"," ",,EUR,1,100000,0,0,0,,N,
"!1EG56SG",100000,0,100000,0,0,Y,CG852,REPRC,EUR,ZHEF7YY1,"NONE    ",9ZEF82FE,"!1EG56MJ",LRP,"TO   ",2020-09-07 11:46:21,2020-09-07 11:48:48,JAQUITAN,JANICEA1,"     ",N,N,0,"DONE ",,"                                  ",,,,,"IMT  ",,9ZEF82FK,"NONE    ",,,"P       ",,,"!1EG56SG"," ",,EUR,1,100000,0,0,0,,N,
"!GEG58BI",1000,0,1000,0,0,Y,CG852,PRINP,EUR,SIEESUTN,"NONE    ",S#EESVPO,0-EFZSBM,OTR,"FROM ",2020-09-07 15:04:22,2020-09-07 15:30:29,CMARTILL,RPTMGR01,"     ",N,N,0,"DONE ",,"                                  ",,,,,"IMT  ",,S#EESVPY,S#EESVR1,,,,,,"!GEG58BI"," ",,EUR,1,1000,0,0,0,,N,
"!GEG58KC",0.58,0,0,0,0.58,Y,CG852,INTPY,EUR,SIEESUTN,"NONE    ",S#EESVPO,0-EFZRW2,ACP,"FROM ",2020-09-07 15:09:39,2020-09-07 15:21:42,CMARTILL,RPTSUP01,"     ",N,N,0,"DONE ",,"                                  ",,,,,"IMT  ",,S#EESVPY,S#EESVR1,,,,,,"!GEG58KC"," ",,EUR,1,0.58,0,0,0,,N,
4IEG5FFB,100000,0,100000,0,0,Y,CG852,REPRC,EUR,ZHEF7YY1,"NONE    ",9ZEF82FE,4IEG5EY8,LRP,"FROM ",2020-09-07 17:35:27,2020-09-07 17:47:37,JAQUITAN,JANICEA1,"     ",N,N,0,CNCLD,,"                                  ",,,,,"IMT  ",,3ZEFFD20,"NONE    ",,,"P       ",,2020-06-03 00:00:00,4IEG5FFB," ",,EUR,1,100000,0,0,0,,N,
"!GEG5HJS",650,0,650,0,0,Y,CG852,RPRIN,EUR,SIEESUTN,"NONE    ",S#EESVPO,"!GEG5HI3",OTR,"TO   ",2020-09-07 18:23:41,2020-09-07 20:52:15,CMARTILL,CMARTILL,"     ",N,N,0,CNCLD,,"                                  ",,,,,"IMT  ",,S#EESVPY,S#EESVR1,,,,,2020-06-03 00:00:00,"!GEG5HJS"," ",,EUR,1,650,0,0,0,,N,
"!GEG5HU8",0.78,0,0,0,0.78,Y,CG852,INTPY,EUR,SIEESUTN,"NONE    ",S#EESVPO,"!GEG5HT4",ACP,"TO   ",2020-09-07 18:29:45,2020-09-07 20:42:41,CMARTILL,CMARTILL,"     ",N,N,0,CNCLD,,"                                  ",,,,,"IMT  ",,S#EESVPY,S#EESVR1,,,,,2020-06-03 00:00:00,"!GEG5HU8"," ",,EUR,1,0.78,0,0,0,,N,
KREG5NM7,100000,0,100000,0,0,Y,CG852,REPRC,EUR,ZHEF7YY1,"NONE    ",9ZEF82FE,KREG5NFQ,LRP,"TO   ",2020-09-07 19:43:46,2020-09-07 20:24:53,SMANZANO,MANZANOM,"     ",N,N,0,CNCLD,,"                                  ",,,,,"IMT  ",,3ZEFFD20,"NONE    ",,,"P       ",,2020-06-03 00:00:00,KREG5NM7," ",,EUR,1,100000,0,0,0,,N,
KREG5NM9,164.38,0,0,0,164.38,Y,CG852,REPRC,EUR,ZHEF7YY1,"NONE    ",9ZEF82FE,KREG5NFQ,LRP,"FROM ",2020-09-07 19:43:46,2020-09-07 20:24:53,SMANZANO,MANZANOM,"     ",N,N,0,CNCLD,,"                                  ",,,,,"IMT  ",,3ZEFFD20,"NONE    ",,,"I       ",,2020-06-03 00:00:00,KREG5NM9," ",,EUR,1,164.38,0,0,0,,N,
"!GEG5OFB",650,0,650,0,0,Y,CG852,RPRIN,EUR,SIEESUTN,SIEESUUM,S#EESVPO,"!GEG5HI3",OTR,"TO   ",2020-09-07 20:52:15,2020-09-07 20:52:15,CMARTILL,CMARTILL,"     ",N,N,0,"PEND ",,"                                  ",,,,,"NONE ",,S#EESVPY,S#EESVR1,,,,,,"!GEG5OFB"," ",,EUR,1,650,0,0,0,,N,
"!GEG5PEX",0.58,0,0,0,0.58,Y,CG852,INTPY,EUR,SIEESUTN,SIEESUUM,S#EESVPO,"!GEG59VF",ACP,"FROM ",2020-09-07 21:13:36,2020-09-07 21:13:36,CMARTILL,CMARTILL,"     ",N,N,0,"PEND ",,"                                  ",,,,,"NONE ",,S#EESVPY,S#EESVR1,,,,,,"!GEG5PEX"," ",,EUR,1,0.58,0,0,0,,N,
"!GEG5PR8",500,0,500,0,0,Y,CG852,PRINP,EUR,SIEESUTN,SIEESUUM,S#EESVPO,"!GEG59RI",OTR,"FROM ",2020-09-07 21:21:00,2020-09-07 21:21:00,CMARTILL,CMARTILL,"     ",N,N,0,"PEND ",,"                                  ",,,,,"NONE ",,S#EESVPY,S#EESVR1,,,,,,"!GEG5PR8"," ",,EUR,1,500,0,0,0,,N,
K#EG6T0Z,807786.3,0,100000,707580.82,205.48,Y,CG852,PAPER,EUR,ZHEF7YY1,"NONE    ",9ZEF82FE,K#EG6SY5,PCP,"FROM ",2020-09-08 10:14:11,2020-09-08 10:15:13,JAQUITAN,JANICEA1,"     ",N,N,0,RLSED,,"                                  ",,,,,"IMT  ",,9ZEF82FK,"NONE    ",,,,,2020-06-03 00:00:00,K#EG6T0Z," ",,EUR,1,807786.3,0,0,0,,N,
KLEG6U2P,2000000,0,2000000,0,0,Y,CG852,"LNDR ",EUR,ZHEF7YY1,"NONE    ",9ZEF82FE,KLEG6TZL,OTR,"TO   ",2020-09-08 10:22:43,2020-09-08 10:25:15,JAQUITAN,JANICEA1,"     ",N,N,0,"DONE ",,"                                  ",,,,,"IMT  ",,9ZEF82FK,9ZEF82GL,,,,,2020-06-03 00:00:00,KLEG6U2P," ",,EUR,1,2000000,0,0,0,,N,
F3EG71AM,1693293.15,0,1000000,692909.59,383.56,Y,CG852,PAPER,EUR,ZHEF7YY1,"NONE    ",9ZEF82FE,F3EG7178,PCP,"FROM ",2020-09-08 14:20:58,2020-09-08 14:26:56,JAQUITAN,JANICEA1,"     ",N,N,0,CNCLD,,"                                  ",,,,,"IMT  ",,9ZEF82FK,"NONE    ",,,,,2020-06-04 00:00:00,F3EG71AM," ",,EUR,1,1693293.15,0,0,0,,N,
F(EG71VR,1693293.15,0,1000000,692909.59,383.56,Y,CG852,PAPER,EUR,ZHEF7YY1,"NONE    ",9ZEF82FE,F3EG7178,PCP,"FROM ",2020-09-08 14:26:56,2020-09-08 14:34:00,JANICEA1,JANICEA1,"     ",N,N,0,"DONE ",,"                                  ",,,,,"IMT  ",,9ZEF82FK,"NONE    ",,,,,,F(EG71VR," ",,EUR,1,1693293.15,0,0,0,,N,
FJEG71U5,213.07,0,0,0,213.07,Y,CG852,REPRC,EUR,)?EF8978,"NONE    ",)0EF8ARV,FJEG71M4,LRP,"FROM ",2020-09-08 14:36:10,2020-09-08 16:41:52,SMANZANO,MANZANOM,"     ",N,N,0,CNCLD,,"                                  ",,,,,"IMT  ",,YZEFEWH5,"NONE    ",,,"I       ",,2020-06-04 00:00:00,FJEG71U5," ",,EUR,1,213.07,0,0,0,,N,
FJEG7486,410.96,0,0,0,410.96,Y,CG852,REPRC,EUR,)?EF8978,"NONE    ",)0EF8ARV,FJEG72AS,LRP,"FROM ",2020-09-08 15:30:59,2020-09-08 17:35:00,SMANZANO,MANZANOM,"     ",N,N,0,CNCLD,,"                                  ",,,,,"IMT  ",,YZEFEWH5,"NONE    ",,,"I       ",,2020-06-04 00:00:00,FJEG7486," ",,EUR,1,410.96,0,0,0,,N,
K2EG769R,9900,0,9900,0,0,Y,CG852,"LNDR ",EUR,SIEESUTN,SIEESUUM,S#EESVPO,K2EG6TM3,OTR,"TO   ",2020-09-08 16:15:27,2020-09-08 16:15:27,CMARTILL,CMARTILL,"     ",N,N,0,"PEND ",,"                                  ",,,,,"NONE ",,(7EFGUDN,(7EFGUEQ,,,,,,K2EG769R," ",,EUR,1,9900,0,0,0,,N,
F$EG79AY,213.07,0,0,0,213.07,Y,CG852,REPRC,EUR,)?EF8978,"NONE    ",)0EF8ARV,FJEG71M4,LRP,"FROM ",2020-09-08 16:41:52,2020-09-08 16:57:10,MANZANOM,MANZANOM,"     ",N,N,0,"DONE ",,"                                  ",,,,,"IMT  ",,YZEFEWH5,"NONE    ",,,"I       ",,,F$EG79AY," ",,EUR,1,213.07,0,0,0,,N,
K2EG78L6,700.78,0,700,0,0.78,Y,CG852,PAPER,EUR,SIEESUTN,"NONE    ",S#EESVPO,K2EG78BG,PCP,"TO   ",2020-09-08 17:03:56,2020-09-08 18:52:37,CMARTILL,CMARTILL,"     ",N,N,0,CNCLD,,"                                  ",,,,,"IMT  ",,S#EESVPY,"NONE    ",,,,,2020-06-04 00:00:00,K2EG78L6," ",,EUR,1,700.78,0,0,0,,N,
F$EG79YF,410.96,0,0,0,410.96,Y,CG852,REPRC,EUR,)?EF8978,"NONE    ",)0EF8ARV,FJEG72AS,LRP,"FROM ",2020-09-08 17:35:00,2020-09-08 17:55:19,MANZANOM,MANZANOM,"     ",N,N,0,"DONE ",,"                                  ",,,,,"IMT  ",,YZEFEWH5,"NONE    ",,,"I       ",,,F$EG79YF," ",,EUR,1,410.96,0,0,0,,N,
04EFZE3I,4200,0,4200,0,0,Y,CG852,"LNDR ",EUR,SIEESUTN,"NONE    ",S#EESVPO,04EFZE02,OTR,"TO   ",2020-09-04 10:17:38,2020-09-04 12:09:21,CMARTILL,RPTMGR01,"     ",N,N,0,"DONE ",,"                                  ",,,,,"IMT  ",,S#EESVPY,S#EESVR1,,,,,2020-05-29 00:00:00,04EFZE3I," ",,EUR,1,4200,0,0,0,,N,
04EFZEAI,5700,0,5700,0,0,Y,CG852,"LNDR ",EUR,SIEESUTN,"NONE    ",S#EESVPO,04EFZE72,OTR,"TO   ",2020-09-04 10:56:39,2020-09-04 12:17:47,CMARTILL,RPTMGR01,"     ",N,N,0,"DONE ",,"                                  ",,,,,"IMT  ",,S#EESVPY,S#EESVR1,,,,,2020-05-29 00:00:00,04EFZEAI," ",,EUR,1,5700,0,0,0,,N,
G+EFZENM,1100000,0,0,1100000,0,Y,CG852,UFFBR,EUR,)?EF8978,"NONE    ",)0EF8ARV,G+EFZEM3,PTR,"TO   ",2020-09-04 11:35:30,2020-09-04 12:38:02,SMANZANO,MANZANOS,"     ",N,N,0,CNCLD,,"                                  ",,,,,"IMT  ",,YZEFEWH5,"NONE    ",,,,,2020-05-29 00:00:00,G+EFZENM," ",,EUR,1,1100000,0,0,0,,N,
+IEFZRJ3,1000,0,0,1000,0,Y,CG852,EVTFP,EUR,ZHEF7YY1,"NONE    ",9ZEF82FE,+IEFZRHG,EFP,"FROM ",2020-09-04 14:53:57,2020-09-04 15:11:26,JAQUITAN,JANICEA1,"     ",N,N,0,CNCLD,,"                                  ",,,,,"IMT  ",,9ZEF82FK,9ZEF82GL,,,,,2020-06-01 00:00:00,+IEFZRJ3," ",,EUR,1,1000,0,0,0,,N,
+2EFZRXN,1000,0,0,1000,0,Y,CG852,EVTFP,EUR,ZHEF7YY1,"NONE    ",9ZEF82FE,+IEFZRHG,EFP,"FROM ",2020-09-04 15:11:26,2020-09-04 15:40:13,JANICEA1,JANICEA1,"     ",N,N,0,"DONE ",,"                                  ",,,,,"IMT  ",,9ZEF82FK,9ZEF82GL,,,,,,+2EFZRXN," ",,EUR,1,1000,0,0,0,,N,
+:EFZTKI,1100,0,1100,0,0,Y,CG852,PRINP,EUR,SIEESUTN,"NONE    ",S#EESVPO,+:EFZTIS,OTR,"FROM ",2020-09-04 16:19:06,2020-09-04 16:29:47,LIQUSR03,LIQUSR03,"     ",N,N,0,"DONE ",,"                                  ",,,,,"IMT  ",,0REF4EYL,0REF4FMA,,,,,,+:EFZTKI," ",,EUR,1,1100,0,0,0,,N,
0-EFZSD7,1000,0,1000,0,0,Y,CG852,PRINP,EUR,SIEESUTN,"NONE    ",S#EESVPO,0-EFZSBM,OTR,"FROM ",2020-09-04 16:31:26,2020-09-07 15:04:22,CMARTILL,CMARTILL,"     ",N,N,0,CNCLD,,"                                  ",,,,,"IMT  ",,S#EESVPY,S#EESVR1,,,,,2020-06-01 00:00:00,0-EFZSD7," ",,EUR,1,1000,0,0,0,,N,
0-EFZSL6,3800,0,3800,0,0,Y,CG852,"LNDR ",EUR,SIEESUTN,"NONE    ",S#EESVPO,0-EFZSGH,OTR,"TO   ",2020-09-04 16:35:37,2020-09-04 17:30:54,CMARTILL,RPTSUP01,"     ",N,N,0,"DONE ",,"                                  ",,,,,"IMT  ",,S#EESVPY,S#EESVR1,,,,,2020-06-01 00:00:00,0-EFZSL6," ",,EUR,1,3800,0,0,0,,N,
0-EFZSYY,2700,0,2700,0,0,Y,CG852,PRINP,EUR,SIEESUTN,"NONE    ",S#EESVPO,0-EFZSW4,OTR,"FROM ",2020-09-04 16:44:25,2020-09-07 12:05:17,CMARTILL,RPTSUP01,"     ",N,N,0,"DONE ",,"                                  ",,,,,"IMT  ",,S#EESVPY,S#EESVR1,,,,,2020-06-01 00:00:00,0-EFZSYY," ",,EUR,1,2700,0,0,0,,N,
"!REG54LU",1500000,0,1500000,0,0,Y,CG852,"LNDR ",EUR,ZHEF7YY1,"NONE    ",9ZEF82FE,"!REG54IQ",OTR,"TO   ",2020-09-07 11:32:48,2020-09-07 11:37:33,JAQUITAN,JANICEA1,"     ",N,N,0,"DONE ",,"                                  ",,,,,"IMT  ",,3ZEFFD20,3ZEFFD2W,,,,,2020-06-02 00:00:00,"!REG54LU"," ",,EUR,1,1500000,0,0,0,,N,
"!GEG5CIE",2700,0,2700,0,0,Y,CG852,RPRIN,EUR,SIEESUTN,"NONE    ",S#EESVPO,"!GEG5CGU",OTR,"TO   ",2020-09-07 16:34:31,2020-09-07 16:41:00,CMARTILL,RPTMGR01,"     ",N,N,0,"DONE ",,"                                  ",,,,,"IMT  ",,S#EESVPY,S#EESVR1,,,,,,"!GEG5CIE"," ",,EUR,1,2700,0,0,0,,N,
