GB2_CDE_CODE,GB2_CDE_FKEY1,GB2_CDE_FKEY2,GB2_CDE_FKEY3,GB2_CDE_FKEY4,GB2_IND_ACTIVE,GB2_IND_MAY_DEACT,GB2_IND_OPTIONAL_1,GB2_IND_OPTIONAL_2,GB2_IND_OPTIONAL_3,GB2_IND_OPTIONAL_4,GB2_IND_OPTIONAL_5,GB2_IND_OPTIONAL_6,GB2_IND_OPTIONAL_7,GB2_IND_OPTIONAL_8,GB2_IND_OPTIONAL_9,GB2_IND_OPTIONL_10,GB2_IND_OPTIONL_11,GB2_IND_OPTIONL_12,GB2_NUM_OPTIONAL,GB2_RTO_OPTIONAL,GB2_TID_TABLE_ID,GB2_TSP_REC_CREATE,GB2_TSP_REC_UPDATE,GB2_UID_REC_CREATE,GB2_UID_REC_UPDATE,GB2_DSC_CODE,GB2_TXT_COMMENT,GB2_CDE_FKEY5,GB2_CDE_FKEY6,GB2_RTO_OPTIONAL_2,GB2_PRC_OPTIONAL_1,GB2_CDE_FKEY7,GB2_CDE_FKEY8,GB2_CDE_FKEY9,GB2_CDE_FKEY10,GB2_CDE_FKEY11,GB2_CDE_FKEY12,GB2_RTO_OPTIONAL_3,GB2_IND_OPTIONL_13,GB2_IND_OPTIONL_14,GB2_IND_OPTIONL_15,GB2_AMT_OPTIONAL1,GB2_AMT_OPTIONAL2,GB2_AMT_OPTIONAL3,GB2_AMT_OPTIONAL4,GB2_AMT_OPTIONAL5,GB2_NUM_OPTIONAL1,GB2_NUM_OPTIONAL2,GB2_NUM_OPTIONAL3,GB2_IND_OPTIONL_20,GB2_CDE_FKEY13
"3187 ","STA  ","EFP  ",,_ANY_,Y,N,,N,,,,,,,,,,,,,BET,2019-04-04 00:48:50,2019-04-04 00:48:50,"        ",LS2BATCH,3187,,"TRE  ",,,,,,,,,,,,,,,,,,,,,,,
"3188 ","STA  ","FTR  ",,CPXFR,Y,N,,N,,,,,,,,,,,,,BET,2019-04-04 00:48:50,2019-04-04 00:48:50,"        ",LS2BATCH,3188,,"TRE  ",,,,,,,,,,,,,,,,,,,,,,,
"3189 ","STA  ","FTR  ",,_ANY_,Y,N,,N,,,,,,,,,,,,,BET,2019-04-04 00:48:50,2019-04-04 00:48:50,"        ",LS2BATCH,3189,,"TRE  ",,,,,,,,,,,,,,,,,,,,,,,
"3190 ","STA  ","MAT  ",,"MGL  ",Y,N,,N,,,,,,,,,,,,,BET,2019-04-04 00:48:50,2019-04-04 00:48:50,"        ",LS2BATCH,3190,,"TRE  ",,,,,,,,,,,,,,,,,,,,,,,
"3191 ","STA  ","MAT  ",,"MCF  ",Y,N,,N,,,,,,,,,,,,,BET,2019-04-04 00:48:50,2019-04-04 00:48:50,"        ",LS2BATCH,3191,,"TRE  ",,,,,,,,,,,,,,,,,,,,,,,
"3192 ",_REGI,"CFL  ",,"CFL  ",Y,N,,N,,,,,,,,,,,,,BET,2019-04-04 00:48:50,2019-04-04 00:48:50,"        ",LS2BATCH,3192,,LQREV,,,,,,,,,,,,,,,,,,,,,,,
"3193 ",CRCFL,"ACP  ",,"OPMT ",Y,N,,N,,,,,,,,,,,,,BET,2019-04-04 00:48:50,2019-04-04 00:48:50,"        ",LS2BATCH,3193,,"TRE  ",,,,,,,,,,,,,,,,,,,,,,,
"3194 ",LGENF,"ACP  ",,"OPMT ",Y,N,,N,,,,,,,,,,,,,BET,2019-04-04 00:48:50,2019-04-04 00:48:50,"        ",LS2BATCH,3194,,"TRE  ",,,,,,,,,,,,,,,,,,,,,,,
"3195 ","STA  ","ACP  ",,AACAJ,Y,N,,N,,,,,,,,,,,,,BET,2019-04-04 00:48:50,2019-04-04 00:48:50,"        ",LS2BATCH,3195,,"TRE  ",,,,,,,,,,,,,,,,,,,,,,,
APTIN,"PCP  ","APCP ","PCLP ",,Y,N,,,,,,,,,,,,,,,FNT,2019-04-04 00:48:50,2019-04-04 00:48:50,"        ",LS2BATCH,Amendment Paperclip Transaction Intent Notice,,,,,,,,,,,,,,,,,,,,,,,,,
"2396 ",,,,,Y,N,N,,,,,,,,,,,,,,ELO,2019-04-04 00:48:50,2019-04-04 00:48:50,"        ",LS2BATCH,2396 - Navigator Desktop Configuration,1310,,,,,,,,,,,,,,,,,,,,,,,,
AUTCH,,,,,Y,N,N,N,N,,,,,,,,,,,,EVN,2019-04-04 00:48:50,2019-04-04 00:48:50,"        ",LS2BATCH,Generated via Auto-Charge,,,,,,,,,,,,,,,,,,,,,,,,,
AUTGN,,,,,Y,N,N,N,N,,,,,,,,,,,,EVN,2019-04-04 00:48:50,2019-04-04 00:48:50,"        ",LS2BATCH,Generated via Auto-Generation,,,,,,,,,,,,,,,,,,,,,,,,,
AUTCH,,,,,Y,N,N,N,N,,,,,,,,,,,,DEN,2019-04-04 00:48:50,2019-04-04 00:48:50,"        ",LS2BATCH,Generated via Auto-Charge,,,,,,,,,,,,,,,,,,,,,,,,,
AUTGN,,,,,Y,N,N,N,N,,,,,,,,,,,,DEN,2019-04-04 00:48:50,2019-04-04 00:48:50,"        ",LS2BATCH,Generated via Auto-Generation,,,,,,,,,,,,,,,,,,,,,,,,,
DISTR,,,,,Y,N,N,,,,,,,,,,,,,,UPM,2019-04-04 00:48:50,2019-04-04 00:48:50,"        ",LS2BATCH,Distribute,distributeAmongRemaining,,,,,,,,,,,,,,,,,,,,,,,,
"PROR ",,,,,Y,N,N,,,,,,,,,,,,,,UPM,2019-04-04 00:48:50,2019-04-04 00:48:50,"        ",LS2BATCH,Prorate,prorateAmongRemaining,,,,,,,,,,,,,,,,,,,,,,,,
"1712 ","262  ",,,,Y,N,Y,Y,,,,,,,,,,,,,UFN,2019-04-04 00:48:50,2019-04-04 00:48:50,"        ",LS2BATCH,Bill Logos,billLogos,,,,,,,,,,,,,,,,,,,,,,,,
CANPY,,,,,Y,N,N,N,N,,,,,,,,,,,,EVN,2019-04-04 00:48:50,2019-04-04 00:48:50,"        ",LS2BATCH,Payment Cancelled,,,,,,,,,,,,,,,,,,,,,,,,,
CANRP,,,,,Y,N,N,N,N,,,,,,,,,,,,EVN,2019-04-04 00:48:50,2019-04-04 00:48:50,"        ",LS2BATCH,Reversed Payment Cancelled,,,,,,,,,,,,,,,,,,,,,,,,,
LFRCH,,,,,Y,N,N,N,N,,,,,,,,,,,,EVN,2019-04-04 00:48:50,2019-04-04 00:48:50,"        ",LS2BATCH,Fixed Rate Changed,,,,,,,,,,,,,,,,,,,,,,,,,
WVEFR,,,,,Y,N,N,N,N,,,,,,,,,,,,EVN,2019-04-04 00:48:50,2019-04-04 00:48:50,"        ",LS2BATCH,Waive Event Fee Transaction Released,,,,,,,,,,,,,,,,,,,,,,,,,
"LNK  ",,,,,Y,N,,,,,,,,,,,,,,,COO,2019-04-04 00:48:50,2019-04-04 00:48:50,"        ",LS2BATCH,Linkage,,,,,,,,,,,,,,,,,,,,,,,,,
GUARN,,,,,Y,Y,Y,,,,,,,,,,,,,,CTO,2014-01-13 17:16:37,2019-04-03 23:23:01,LS2BATCH,LS2BATCH,Guarantor,,,,,,,,,,,,,,,,,,,,,,,,,
INSUR,,,,,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,,,CTO,2014-01-13 17:16:37,2019-04-03 23:23:01,LS2BATCH,LS2BATCH,Insurer,,,,,,,,,,,,,N,N,N,,,,,,,,,,
UINCR,"LOAN ",,,,Y,N,N,Y,N,N,N,Y,N,N,N,N,N,N,,,AUT,2019-04-04 00:48:50,2019-04-04 00:48:50,"        ",LS2BATCH,Unscheduled Increase,,,,,,,,,,,,,N,N,N,,,,,,,,,,
UIPMT,"LOAN ",,,,Y,N,N,Y,N,N,N,Y,N,N,N,N,N,N,,,AUT,2019-04-04 00:48:50,2019-04-04 00:48:50,"        ",LS2BATCH,Unscheduled Interest Payment,,,,,,,,,,,,,N,N,N,,,,,,,,,,
"ISA  ","ISA  ",,,,Y,N,Y,,,,,,,,,,,,,,CTD,2004-07-28 10:05:55,2004-07-28 10:05:55,LS2BATCH,LS2BATCH,Interface Service Direction Association,VLS_ITF_SVC_DR_ASC,,,,,,,,,,,,,,,,,,,,,,,,
"ITP  ","GB1  ",,,,Y,N,N,,,,,,,,,,,,,,CTD,2004-07-28 10:05:55,2004-07-28 10:05:55,LS2BATCH,LS2BATCH,Circle Type,VLS_FAM_GLOBAL1,,,,,,,,,,,,,,,,,,,,,,,,
"1628 ",RELSD,"OTR  ",,EBDEC,Y,N,,N,,,,,,,,,,,,,BET,2014-01-13 17:15:58,2014-01-13 17:15:58,LS2BATCH,LS2BATCH,1628,,"TRE  ",,,,,,,,,,,,,,,,,,,,,,,
"1629 ",APRVD,"OTR  ",,EBINC,Y,N,,N,,,,,,,,,,,,,BET,2014-01-13 17:15:58,2014-01-13 17:15:58,LS2BATCH,LS2BATCH,1629,,"TRE  ",,,,,,,,,,,,,,,,,,,,,,,
"227  ","153  ",,,,Y,N,,,,,,,,,,,,,,,UFN,1999-07-16 11:06:39,1999-07-16 11:06:39,LS2BATCH,LS2BATCH,UCC Continuation,continueUCC,,,,,,,,,,,,,,,,,,,,,,,,
"228  ","153  ",,,,Y,N,,,,,,,,,,,,,,,UFN,1999-07-16 11:06:38,1999-07-16 11:06:38,LS2BATCH,LS2BATCH,Declare Events,declareEvents,,,,,,,,,,,,,,,,,,,,,,,,
"23   ","20   ",,,,Y,N,,,,,,,,,,,,,,,UFN,1999-07-16 11:06:35,1999-07-16 11:06:35,LS2BATCH,LS2BATCH,Close,dealClose,,,,,,,,,,,,,,,,,,,,,,,,
"230  ","147  ",,,,Y,N,,,,,,,,,,,,,,,UFN,1999-07-16 11:06:42,1999-07-16 11:06:42,LS2BATCH,LS2BATCH,Trade Date Discount Adjustments,portfolioTraderDiscountAdjustment,,,,,,,,,,,,,,,,,,,,,,,,
"231  ","118  ",,,,Y,N,,,,,,,,,,,,,,,UFN,1999-07-16 11:06:41,1999-07-16 11:06:41,LS2BATCH,LS2BATCH,Portfolio Adjustment,outstandingPortfolioAdjustment,,,,,,,,,,,,,,,,,,,,,,,,
"232  ","203  ",,,,Y,N,,,,,,,,,,,,,,,UFN,1999-07-16 11:06:37,1999-07-16 11:06:37,LS2BATCH,LS2BATCH,Change Performing Status,adminFeeChangePerformingStatus,,,,,,,,,,,,,,,,,,,,,,,,
"233  ",,,,,Y,N,,,,,,,,,,,,,,,UFN,1999-07-16 11:06:41,1999-07-16 11:06:41,LS2BATCH,LS2BATCH,Ongoing Fees,ongoingFees,,,,,,,,,,,,,,,,,,,,,,,,
"234  ","233  ",,,,Y,N,,,,,,,,,,,,,,,UFN,1999-07-16 11:06:41,1999-07-16 11:06:41,LS2BATCH,LS2BATCH,Change Performing Status,ongoingFeeChangePerformingStatus,,,,,,,,,,,,,,,,,,,,,,,,
"235  ","20   ",,,,Y,N,,,,,,,,,,,,,,,UFN,1999-07-16 11:06:36,1999-07-16 11:06:36,LS2BATCH,LS2BATCH,OK To Fund,fundingIndicator,,,,,,,,,,,,,,,,,,,,,,,,
"236  ","190  ",,,,Y,N,,,,,,,,,,,,,,,UFN,1999-07-16 11:06:30,1999-07-16 11:06:30,LS2BATCH,LS2BATCH,Accrual Adjustment,accrualAdjustment,,,,,,,,,,,,,,,,,,,,,,,,
"237  ","118  ",,,,Y,N,,,,,,,,,,,,,,,UFN,1999-07-16 11:06:41,1999-07-16 11:06:41,LS2BATCH,LS2BATCH,Post Release Effective Date Change,outstandingChangeEffectiveDate,,,,,,,,,,,,,,,,,,,,,,,,
"238  ","2    ",,,,Y,N,,,,,,,,,,,,,,,UFN,1999-07-16 11:06:31,1999-07-16 11:06:31,LS2BATCH,LS2BATCH,Approve For Settlement,circleSettlementApproval,,,,,,,,,,,,,,,,,,,,,,,,
"239  ","2    ",,,,Y,N,,,,,,,,,,,,,,,UFN,1999-07-16 11:06:33,1999-07-16 11:06:33,LS2BATCH,LS2BATCH,Return To Open,circleReturnToOpen,,,,,,,,,,,,,,,,,,,,,,,,
"240  ",,,,,Y,N,,,,,,,,,,,,,,,UFN,1999-07-16 11:06:29,1999-07-16 11:06:29,LS2BATCH,LS2BATCH,Accounting & Control,accountingAndControl,,,,,,,,,,,,,,,,,,,,,,,,
"241  ","198  ",,,,Y,N,,,,,,,,,,,,,,,UFN,1999-07-16 11:06:30,1999-07-16 11:06:30,LS2BATCH,LS2BATCH,Cancel Incoming Money Transfer,cancelIncomingMoneyTransfer,,,,,,,,,,,,,,,,,,,,,,,,
"242  ","198  ",,,,Y,N,,,,,,,,,,,,,,,UFN,1999-07-16 11:06:30,1999-07-16 11:06:30,LS2BATCH,LS2BATCH,Suspense Incoming Money Transfer,suspenseIncomingMoneyTransfer,,,,,,,,,,,,,,,,,,,,,,,,
"243  ","232  ",,,,Y,N,,,,,,,,,,,,,,,UFN,1999-07-16 11:06:37,1999-07-16 11:06:37,LS2BATCH,LS2BATCH,Change Performing Status To Accrual,adminFeeChangePerformingStatusToAccrual,,,,,,,,,,,,,,,,,,,,,,,,
"244  ","234  ",,,,Y,N,,,,,,,,,,,,,,,UFN,1999-07-16 11:06:41,1999-07-16 11:06:41,LS2BATCH,LS2BATCH,Change Performing Status To Accrual,ongoingFeeChangePerformingStatusToAccrual,,,,,,,,,,,,,,,,,,,,,,,,
"245  ","117  ",,,,Y,N,,,,,,,,,,,,,,,UFN,1999-07-16 11:06:44,1999-07-16 11:06:44,LS2BATCH,LS2BATCH,Modify Interface,modifyInterface,,,,,,,,,,,,,,,,,,,,,,,,
"246  ","240  ",,,,Y,N,,,,,,,,,,,,,,,UFN,1999-07-16 11:06:30,1999-07-16 11:06:30,LS2BATCH,LS2BATCH,Incoming Cashflow Matching,globalCashflowMatching,,,,,,,,,,,,,,,,,,,,,,,,
"247  ","118  ",,,,Y,N,,,,,,,,,,,,,,,UFN,1999-07-16 11:06:41,1999-07-16 11:06:41,LS2BATCH,LS2BATCH,Intraday Loan,intradayLoanSelect,,,,,,,,,,,,,,,,,,,,,,,,
"248  ","118  ",,,,Y,N,,,,,,,,,,,,,,,UFN,1999-07-16 11:06:41,1999-07-16 11:06:41,LS2BATCH,LS2BATCH,Discount Loan,discountLoanSelect,,,,,,,,,,,,,,,,,,,,,,,,
"249  ","118  ",,,,Y,N,,,,,,,,,,,,,,,UFN,1999-07-16 11:06:41,1999-07-16 11:06:41,LS2BATCH,LS2BATCH,Bankers Acceptance,ba1Select,,,,,,,,,,,,,,,,,,,,,,,,
"25   ","20   ",,,,Y,N,,,,,,,,,,,,,,,UFN,1999-07-16 11:06:37,1999-07-16 11:06:37,LS2BATCH,LS2BATCH,Restructure,dealRestructure,,,,,,,,,,,,,,,,,,,,,,,,
"250  ","163  ",,,,Y,N,,,,,,,,,,,,,,,UFN,1999-07-16 11:06:41,1999-07-16 11:06:41,LS2BATCH,LS2BATCH,Change Performing Status To Accrual,outstandingChangePerformingStatusToAccrual,,,,,,,,,,,,,,,,,,,,,,,,
"251  ","2    ",,,,Y,N,,,,,,,,,,,,,,,UFN,1999-07-16 11:06:31,1999-07-16 11:06:31,LS2BATCH,LS2BATCH,Benefit Of Commitment Reduction Adjustment,circleBCRAdustment,,,,,,,,,,,,,,,,,,,,,,,,
"253  ",,,,,Y,N,,,,,,,,,,,,,,,UFN,1999-07-16 11:06:31,1999-07-16 11:06:31,LS2BATCH,LS2BATCH,Approvals Matrix,approvalsMatrix,,,,,,,,,,,,,,,,,,,,,,,,
"254  ","33   ",,,,Y,N,,,,,,,,,,,,,,,UFN,1999-07-16 11:06:39,1999-07-16 11:06:39,LS2BATCH,LS2BATCH,Credit Allocation,creditAllocation,,,,,,,,,,,,,,,,,,,,,,,,
"255  ",,,,,Y,N,,,,,,,,,,,,,,,UFN,1999-07-16 11:06:41,1999-07-16 11:06:41,LS2BATCH,LS2BATCH,Notifications Matrix,notificationsMatrix,,,,,,,,,,,,,,,,,,,,,,,,
"256  ","262  ",,,,Y,N,,,,,,,,,,,,,,,UFN,1999-07-16 11:06:31,1999-07-16 11:06:31,LS2BATCH,LS2BATCH,Delete Archived Bills/Payoffs,deleteArchivedBill,,,,,,,,,,,,,,,,,,,,,,,,
"257  ","240  ",,,,Y,N,,,,,,,,,,,,,,,UFN,1999-07-16 11:06:29,1999-07-16 11:06:29,LS2BATCH,LS2BATCH,Manual Funds Flow,manualFundsFlow,,,,,,,,,,,,,,,,,,,,,,,,
"258  ","33   ",,,,Y,N,,,,,,,,,,,,,,,UFN,1999-07-16 11:06:39,1999-07-16 11:06:39,LS2BATCH,LS2BATCH,Post Release Effective Date Change,facilityChangeTranEffectiveDate,,,,,,,,,,,,,,,,,,,,,,,,
"259  ","20   ",,,,Y,N,,,,,,,,,,,,,,,UFN,1999-07-16 11:06:35,1999-07-16 11:06:35,LS2BATCH,LS2BATCH,Post Release Effective Date Change,dealChangeTranEffectiveDate,,,,,,,,,,,,,,,,,,,,,,,,
"26   ","20   ",,,,Y,N,,,,,,,,,,,,,,,UFN,1999-07-16 11:06:38,1999-07-16 11:06:38,LS2BATCH,LS2BATCH,Terminate,dealTerminate,,,,,,,,,,,,,,,,,,,,,,,,
"260  ","208  ",,,,Y,N,,,,,,,,,,,,,,,UFN,1999-07-16 11:06:30,1999-07-16 11:06:30,LS2BATCH,LS2BATCH,Manual GL Approval,manualGLApprove,,,,,,,,,,,,,,,,,,,,,,,,
"262  ",,,,,Y,N,,,,,,,,,,,,,,,UFN,1999-07-16 11:06:31,1999-07-16 11:06:31,LS2BATCH,LS2BATCH,Billing,billing,,,,,,,,,,,,,,,,,,,,,,,,
"263  ","262  ",,,,Y,N,,,,,,,,,,,,,,,UFN,1999-07-16 11:06:31,1999-07-16 11:06:31,LS2BATCH,LS2BATCH,Create Payoff Statement,createPayoffStatement,,,,,,,,,,,,,,,,,,,,,,,,
"830  ","824  ",,,,Y,N,Y,,,,,,,,,,,,,,UFN,2006-10-03 13:33:29,2006-10-03 13:33:29,LS2BATCH,LS2BATCH,Escrow Table Maintenance,escrowTableMaintenance,,,,,,,,,,,,,,,,,,,,,,,,
"831  ","830  ",,,,Y,N,Y,,,,,,,,,,,,,,UFN,2006-10-03 13:33:29,2006-10-03 13:33:29,LS2BATCH,LS2BATCH,Escrow Increase Purpose,gtmEscrowIncreasePurpose,,,,,,,,,,,,,,,,,,,,,,,,
"832  ","830  ",,,,Y,N,Y,,,,,,,,,,,,,,UFN,2006-10-03 13:33:29,2006-10-03 13:33:29,LS2BATCH,LS2BATCH,Escrow Decrease Purpose,gtmEscrowDecreasePurpose,,,,,,,,,,,,,,,,,,,,,,,,
"833  ",,,,,Y,N,Y,,,,,,,,,,,,,,UFN,2006-10-03 13:33:29,2006-10-03 13:33:29,LS2BATCH,LS2BATCH,Automated Payment Application,automatedPaymentApplication,,,,,,,,,,,,,,,,,,,,,,,,
"834  ","824  ",,,,Y,N,Y,,,,,,,,,,,,,,UFN,2006-10-03 13:33:29,2006-10-03 13:33:29,LS2BATCH,LS2BATCH,Modify Escrow Surplus/Shortage Amounts,modifyEscrowSurplusShortageAmounts,,,,,,,,,,,,,,,,,,,,,,,,
"835  ","2    ",,,,Y,N,Y,,,,,,,,,,,,,,UFN,2006-10-03 13:33:29,2006-10-03 13:33:29,LS2BATCH,LS2BATCH,Suppress Circle Automatic Return to Pending,suppressAutomaticReturnToPendingOfCircles,,,,,,,,,,,,,,,,,,,,,,,,
"836  ","835  ",,,,Y,N,Y,,,,,,,,,,,,,,UFN,2006-10-03 13:33:29,2006-10-03 13:33:29,LS2BATCH,LS2BATCH,Branch And Risk Book Return To Pending Exceptions,gtmBranchAndRiskBookReturnToPendingException,,,,,,,,,,,,,,,,,,,,,,,,
"1088 ",APRVD,"ACP  ",,INTCR,Y,N,,N,,,,,,,,,,,,,BET,2014-01-13 17:15:53,2014-01-13 17:15:53,LS2BATCH,LS2BATCH,1088,,"TRE  ",,,,,,,,,,,,,,,,,,,,,,,
IMTFL,"COLL ",,,,Y,N,,,,,,,,,,,,,,,RIF,2014-01-13 17:15:40,2014-01-13 17:15:40,LS2BATCH,LS2BATCH,IMT Fields,imtFields,,,,,,,,,,,,,,,,,,,,,,,,
"1799 ",RELSD,"SGC  ",,DECSG,Y,N,,N,,,,,,,,,,,,,BET,2014-01-13 17:16:00,2014-01-13 17:16:00,LS2BATCH,LS2BATCH,1799,,"TRE  ",,,,,,,,,,,,,,,,,,,,,,,
"OSC  ",,,,,Y,N,,,,,,,,,,,,,,,CTN,1998-06-05 09:20:09,1998-06-05 09:20:09,LS2BATCH,LS2BATCH,Object State Category,Object State Category,,,,,,,,,,,,,,,,,,,,,,,,
"OTT  ",,,,,Y,N,,,,,,,,,,,,,,,CTN,1998-06-05 09:20:09,1998-06-05 09:20:09,LS2BATCH,LS2BATCH,Outstanding Transaction Type,Outstanding Transaction Type,,,,,,,,,,,,,,,,,,,,,,,,
"OUT  ",,,,,Y,N,,,,,,,,,,,,,,,CTN,1998-06-05 09:20:09,1998-06-05 09:20:09,LS2BATCH,LS2BATCH,Outstanding Type,Outstanding Type,,,,,,,,,,,,,,,,,,,,,,,,
"PAB  ",,,,,Y,N,,,,,,,,,,,,,,,CTN,1998-06-05 09:20:09,1998-06-05 09:20:09,LS2BATCH,LS2BATCH,Portfolio And Branch Association,Portfolio And Branch Association,,,,,,,,,,,,,,,,,,,,,,,,
"PAC  ",,,,,Y,N,,,,,,,,,,,,,,,CTN,1998-06-05 09:20:09,1998-06-05 09:20:09,LS2BATCH,LS2BATCH,Portfolio Action,Portfolio Action,,,,,,,,,,,,,,,,,,,,,,,,
"PAM  ",,,,,Y,N,,,,,,,,,,,,,,,CTN,1998-06-05 09:20:09,1998-06-05 09:20:09,LS2BATCH,LS2BATCH,Portfolio Account Mapping,Portfolio Account Mapping,,,,,,,,,,,,,,,,,,,,,,,,
"PBT  ",,,,,Y,N,,,,,,,,,,,,,,,CTN,1998-06-05 09:20:09,1998-06-05 09:20:09,LS2BATCH,LS2BATCH,Pricing Balance Type,Pricing Balance Type,,,,,,,,,,,,,,,,,,,,,,,,
"PCO  ",,,,,Y,N,,,,,,,,,,,,,,,CTN,1998-06-05 09:20:07,1998-06-05 09:20:07,LS2BATCH,LS2BATCH,G/L Product Code,GL Product Code,,,,,,,,,,,,,,,,,,,,,,,,
"PCT  ",,,,,Y,N,,,,,,,,,,,,,,,CTN,1998-06-05 09:20:10,1998-06-05 09:20:10,LS2BATCH,LS2BATCH,Primary Collateral Type,Primary Collateral Type,,,,,,,,,,,,,,,,,,,,,,,,
"PED  ",,,,,Y,N,,,,,,,,,,,,,,,CTN,1998-06-05 09:20:09,1998-06-05 09:20:09,LS2BATCH,LS2BATCH,Period,Period,,,,,,,,,,,,,,,,,,,,,,,,
"PER  ",,,,,Y,N,,,,,,,,,,,,,,,CTN,1998-06-05 09:20:09,1998-06-05 09:20:09,LS2BATCH,LS2BATCH,Performing Type,Performing Type,,,,,,,,,,,,,,,,,,,,,,,,
"PFC  ",,,,,Y,N,,,,,,,,,,,,,,,CTN,1998-06-05 09:20:09,1998-06-05 09:20:09,LS2BATCH,LS2BATCH,Pricing Fee Category,Pricing Fee Category,,,,,,,,,,,,,,,,,,,,,,,,
"PFL  ",,,,,Y,N,,,,,,,,,,,,,,,CTN,1998-06-05 09:20:10,1998-06-05 09:20:10,LS2BATCH,LS2BATCH,Profile Type,Profile Type,,,,,,,,,,,,,,,,,,,,,,,,
"SWT  ",,,,,Y,N,,,,,,,,,,,,,,,TID,2014-01-13 17:16:10,2014-01-13 17:16:10,LS2BATCH,LS2BATCH,Swap Type,VGM_SWAP_TYPE,,,,,,,,,,,,,,,,,,,,,,,,
"SYP  ",,,,,Y,N,,,,,,,,,,,,,,,TID,2014-01-13 17:16:10,2014-01-13 17:16:10,LS2BATCH,LS2BATCH,System Parameter,VGM_SYSTEM_PARAM,,,,,,,,,,,,,,,,,,,,,,,,
"COMM ",,,,,Y,N,,,,,,,,,,,,,,,VHT,2014-01-13 17:16:44,2014-01-13 17:16:44,LS2BATCH,LS2BATCH,Commission Rate,,,,,,,,,,,,,,,,,,,,,,,,,
"FFS  ",,,,,Y,N,,,,,,,,,,,,,,,TID,2014-01-13 17:16:08,2014-01-13 17:16:08,LS2BATCH,LS2BATCH,Fpml Floating Rate Index Suffix Pricing Option,VGM_FPML_FLTNG_RT,,,,,,,,,,,,,,,,,,,,,,,,
"FIR  ",,,,,Y,N,,,,,,,,,,,,,,,TID,2014-01-13 17:16:08,2014-01-13 17:16:08,LS2BATCH,LS2BATCH,Financial Ratios,VGM_FINANCL_RATIOS,,,,,,,,,,,,,,,,,,,,,,,,
"FIT  ",,,,,Y,N,,,,,,,,,,,,,,,TID,2014-01-13 17:16:08,2014-01-13 17:16:08,LS2BATCH,LS2BATCH,Financial Institution,VGM_FINANCL_INSTN,,,,,,,,,,,,,,,,,,,,,,,,
"FLS  ",,,,,Y,N,,,,,,,,,,,,,,,TID,2014-01-13 17:16:08,2014-01-13 17:16:08,LS2BATCH,LS2BATCH,Cashflow Status,VGM_CASHFLW_STATUS,,,,,,,,,,,,,,,,,,,,,,,,
"FRQ  ",,,,,Y,N,,,,,,,,,,,,,,,TID,2014-01-13 17:16:08,2014-01-13 17:16:08,LS2BATCH,LS2BATCH,Frequency,VGM_FREQUENCY,,,,,,,,,,,,,,,,,,,,,,,,
"FRS  ",,,,,Y,N,,,,,,,,,,,,,,,TID,2014-01-13 17:16:08,2014-01-13 17:16:08,LS2BATCH,LS2BATCH,Cost Of Funds Review Status,VGM_COSTOFFUND_REV,,,,,,,,,,,,,,,,,,,,,,,,
"FSG  ",,,,,Y,N,,,,,,,,,,,,,,,TID,2014-01-13 17:16:08,2014-01-13 17:16:08,LS2BATCH,LS2BATCH,Fax Server Group,VGM_FAX_SERVER_GRP,,,,,,,,,,,,,,,,,,,,,,,,
"FST  ",,,,,Y,N,,,,,,,,,,,,,,,TID,2014-01-13 17:16:08,2014-01-13 17:16:08,LS2BATCH,LS2BATCH,Facility Subtype,VGM_FACILTY_SUBTYP,,,,,,,,,,,,,,,,,,,,,,,,
"FTT  ",,,,,Y,N,,,,,,,,,,,,,,,TID,2014-01-13 17:16:08,2014-01-13 17:16:08,LS2BATCH,LS2BATCH,Notice Template Type,VGM_NTCE_TMPLT_TYP,,,,,,,,,,,,,,,,,,,,,,,,
"FXT  ",,,,,Y,N,,,,,,,,,,,,,,,TID,2014-01-13 17:16:08,2014-01-13 17:16:08,LS2BATCH,LS2BATCH,Notice Type,VGM_NOTICE_TYPE,,,,,,,,,,,,,,,,,,,,,,,,
"GAC  ",,,,,Y,N,,,,,,,,,,,,,,,TID,2014-01-13 17:16:08,2014-01-13 17:16:08,LS2BATCH,LS2BATCH,GL Account Number Reporting Asset Classification,VGM_GL_ACCNUM_REP,,,,,,,,,,,,,,,,,,,,,,,,
"GFT  ",,,,,Y,N,,,,,,,,,,,,,,,TID,2014-01-13 17:16:08,2014-01-13 17:16:08,LS2BATCH,LS2BATCH,Generic Change Field Type,VGM_GNRC_CHG_FLDTP,,,,,,,,,,,,,,,,,,,,,,,,
"GLC  ",,,,,Y,N,,,,,,,,,,,,,,,TID,2014-01-13 17:16:08,2014-01-13 17:16:08,LS2BATCH,LS2BATCH,GL Class,VGM_GL_CLASS,,,,,,,,,,,,,,,,,,,,,,,,
"GNM  ",,,,,Y,N,,,,,,,,,,,,,,,TID,2014-01-13 17:16:08,2014-01-13 17:16:08,LS2BATCH,LS2BATCH,Generic Notice Method,VGM_GNRC_NTC_MTHD,,,,,,,,,,,,,,,,,,,,,,,,
"GNT  ",,,,,Y,N,,,,,,,,,,,,,,,TID,2014-01-13 17:16:08,2014-01-13 17:16:08,LS2BATCH,LS2BATCH,Generic Notice Type,VGM_GNRC_NTC_TYP,,,,,,,,,,,,,,,,,,,,,,,,
