"CRK_CDE_COUNTRY","CRK_IND_ORIGINAL","CRK_PCT_PERCENTAGE","CRK_PID_FACILITY","CRK_RID_CNTRY_RISK","CRK_TSP_REC_CREATE","CRK_TSP_REC_UPDATE","CRK_UID_REC_CREATE","CRK_UID_REC_UPDATE","CRK_CDE_BRANCH"
"AU   ","Y","1","=NEASXFI","=NEASXH5","2020-05-26 18:47:55","2020-05-26 18:47:55","JOBINP  ","JOBINP  ",""
"AU   ","Y","1","=IEASYTI","=IEASYUY","2020-05-26 19:17:55","2020-05-26 19:17:55","JOBINP  ","JOBINP  ",""
"AU   ","Y","1","=IEASYTI","=IEASYUX","2020-05-26 19:17:55","2020-05-26 19:17:55","JOBINP  ","JOBINP  ",""
"AU   ","Y","1","=-EAT0DW","=-EAT0FI","2020-05-26 19:51:49","2020-05-26 19:51:49","JOBINP  ","JOBINP  ",""
"AU   ","Y","1","=-EAT0DW","=-EAT0FJ","2020-05-26 19:51:49","2020-05-26 19:51:49","JOBINP  ","JOBINP  ",""
"AU   ","Y","1","=BEAT1NV","=BEAT1PH","2020-05-26 20:19:21","2020-05-26 20:19:21","JOBINP  ","JOBINP  ",""
"AU   ","Y","1","=BEAT1NV","=BEAT1PI","2020-05-26 20:19:21","2020-05-26 20:19:21","JOBINP  ","JOBINP  ",""
"AU   ","Y","1","=QEAT2ZT","=QEAT318","2020-05-26 20:48:06","2020-05-26 20:48:06","JOBINP  ","JOBINP  ",""
"AU   ","Y","1","=QEAT2ZT","=QEAT319","2020-05-26 20:48:06","2020-05-26 20:48:06","JOBINP  ","JOBINP  ",""
"AU   ","Y","1","=LEAT4JM","=LEAT4L9","2020-05-26 21:21:47","2020-05-26 21:21:47","JOBINP  ","JOBINP  ",""
"AU   ","Y","1","=LEAT4JM","=LEAT4LA","2020-05-26 21:21:47","2020-05-26 21:21:47","JOBINP  ","JOBINP  ",""
"AU   ","Y","1","NEECAAAW","NEECAACH","2020-06-24 13:18:24","2020-06-24 13:18:24","INPMANS ","INPMANS ",""
"AU   ","Y","1","NEECAAAW","NEECAACG","2020-06-24 13:18:24","2020-06-24 13:18:24","INPMANS ","INPMANS ",""
"NL   ","Y","1","Q+EDKVL5","Q+EDKVXG","2020-07-19 18:20:06","2020-07-19 18:20:06","FJUSRAM ","FJUSRAM ","CG852"
"NL   ","Y","1","Q+EDKVFH","Q+EDKVFW","2020-07-19 18:06:30","2020-07-19 18:06:30","FJUSRAM ","FJUSRAM ","CG852"
"NL   ","Y","1","Q+EDKW7K","Q+EDKWK4","2020-07-19 18:33:37","2020-07-19 18:33:37","FJUSRAM ","FJUSRAM ","CG852"
"AU   ","Y","1","GKEDONMO","GKEDONO8","2020-07-21 18:12:28","2020-07-21 18:12:28","DANUSR01","DANUSR01",""
"AU   ","Y","1","GKEDONMO","GKEDONO9","2020-07-21 18:12:28","2020-07-21 18:12:28","DANUSR01","DANUSR01",""
"AU   ","Y","1","G.EDOOSE","G.EDOOTY","2020-07-21 18:55:18","2020-07-21 18:55:18","DANUSR01","DANUSR01",""
"AU   ","Y","1","G.EDOOSE","G.EDOOTZ","2020-07-21 18:55:18","2020-07-21 18:55:18","DANUSR01","DANUSR01",""
"AU   ","Y","1","G@EDOVNG","G@EDOVP1","2020-07-21 22:04:05","2020-07-21 22:04:05","DANUSR01","DANUSR01",""
"AU   ","Y","1","G@EDOVNG","G@EDOVP0","2020-07-21 22:04:05","2020-07-21 22:04:05","DANUSR01","DANUSR01",""
"AU   ","Y","1","GDEDOWL5","GDEDOWMP","2020-07-21 22:24:18","2020-07-21 22:24:18","DANUSR01","DANUSR01",""
"AU   ","Y","1","GDEDOWL5","GDEDOWMQ","2020-07-21 22:24:18","2020-07-21 22:24:18","DANUSR01","DANUSR01",""
"AU   ","Y","1","G7EDOX8V","G7EDOXAG","2020-07-21 22:36:50","2020-07-21 22:36:50","DANUSR01","DANUSR01",""
"AU   ","Y","1","G7EDOX8V","G7EDOXAF","2020-07-21 22:36:50","2020-07-21 22:36:50","DANUSR01","DANUSR01",""
"AU   ","Y","1","0IEDP1L9","0IEDP1MT","2020-07-22 00:12:35","2020-07-22 00:12:35","DANUSR01","DANUSR01",""
"AU   ","Y","1","0IEDP1L9","0IEDP1MU","2020-07-22 00:12:35","2020-07-22 00:12:35","DANUSR01","DANUSR01",""
"AU   ","Y","1","0-EDP286","0-EDP29Q","2020-07-22 00:22:27","2020-07-22 00:22:27","DANUSR01","DANUSR01",""
"AU   ","Y","1","0-EDP286","0-EDP29R","2020-07-22 00:22:27","2020-07-22 00:22:27","DANUSR01","DANUSR01",""
"AU   ","Y","1","+OEDQ3B3","+OEDQ3CO","2020-07-22 12:48:05","2020-07-22 12:48:05","DANUSR01","DANUSR01",""
"AU   ","Y","1",".TE4OQHI",".TE4OQJ1","2020-01-28 11:45:20","2020-01-28 11:45:20","RPTINP01","RPTINP01",""
"AU   ","Y","1",".TE4OQHI",".TE4OQJ0","2020-01-28 11:45:20","2020-01-28 11:45:20","RPTINP01","RPTINP01",""
"AU   ","Y","1","96E4OE7Q","96E4OE99","2020-01-28 08:04:54","2020-01-28 08:04:54","RPTSUP01","RPTSUP01",""
"AU   ","Y","1","96E4OE7Q","96E4OE98","2020-01-28 08:04:54","2020-01-28 08:04:54","RPTSUP01","RPTSUP01",""
"AU   ","Y","1","9WE4OEMK","9WE4OEO3","2020-01-28 08:06:54","2020-01-28 08:06:54","RPTINP01","RPTINP01",""
"AU   ","Y","1","9WE4OEMK","9WE4OEO2","2020-01-28 08:06:54","2020-01-28 08:06:54","RPTINP01","RPTINP01",""
"AU   ","Y","1","UEE4ML5M","UEE4ML74","2020-01-27 07:55:46","2020-01-27 07:55:46","HSUSER01","HSUSER01",""
"AU   ","Y","1","UEE4ML5M","UEE4ML75","2020-01-27 07:55:46","2020-01-27 07:55:46","HSUSER01","HSUSER01",""
"AU   ","Y","1","UIE4MN9G","UIE4MNAZ","2020-01-27 09:33:59","2020-01-27 09:33:59","HSUSER01","HSUSER01",""
"AU   ","Y","1","UIE4MN9G","UIE4MNAY","2020-01-27 09:33:59","2020-01-27 09:33:59","HSUSER01","HSUSER01",""
"AU   ","Y","1","3KE4PZ4D","3KE4PZ5V","2020-01-29 03:53:44","2020-01-29 03:53:44","RPTINP01","RPTINP01",""
"AU   ","Y","1","3KE4PZ4D","3KE4PZ5W","2020-01-29 03:53:44","2020-01-29 03:53:44","RPTINP01","RPTINP01",""
"AU   ","Y","1","3KE4PZ6Y","3KE4PZ8G","2020-01-29 04:01:37","2020-01-29 04:01:37","RPTINP01","RPTINP01",""
"AU   ","Y","1","3KE4PZ6Y","3KE4PZ8H","2020-01-29 04:01:37","2020-01-29 04:01:37","RPTINP01","RPTINP01",""
"AU   ","Y","1","ADE5UZ24","ADE5UZ3K","2020-02-20 08:23:51","2020-02-20 08:23:51","RPTINP01","RPTINP01",""
"AU   ","Y","1","ADE5UZ24","ADE5UZ3J","2020-02-20 08:23:51","2020-02-20 08:23:51","RPTINP01","RPTINP01",""
"NL   ","Y","1","YZEFEXAM","YZEFEZUY","2020-08-24 11:04:45","2020-08-24 11:04:45","SMANZANO","SMANZANO","CG852"
"NL   ","Y","1","Y5EFF559","Y5EFF563","2020-08-24 12:31:29","2020-08-24 12:31:29","LIQUSR03","LIQUSR03","CG852"
"NL   ","Y","1","(7EFGUEQ","(7EFGUFH","2020-08-25 10:35:43","2020-08-25 10:35:43","CMARTILL","CMARTILL","CG852"
"NL   ","Y","1","(7EFGW2U","(7EFGW4K","2020-08-25 11:36:08","2020-08-25 11:36:08","CMARTILL","CMARTILL",""
"NL   ","Y","1","(7EFGW2U","(7EFGW4J","2020-08-25 11:36:08","2020-08-25 11:36:08","CMARTILL","CMARTILL",""
"NL   ","Y","1","@+EFH6WT","@+EFH6XD","2020-08-25 14:52:34","2020-08-25 14:52:34","LIQUSR03","LIQUSR03","CG852"
"NL   ","Y","1","@-EFH76E","@-EFH7AK","2020-08-25 15:38:39","2020-08-25 15:38:39","JAQUITAN","JAQUITAN","CG852"
"NL   ","Y","1","C6EFHAR6","C6EFHAS5","2020-08-25 16:22:52","2020-08-25 16:22:52","JAQUITAN","JAQUITAN","CG852"
"NL   ","Y","1","O;EGCFDF","O;EGCFF0","2020-09-11 11:38:55","2020-09-11 11:38:55","JAQUITAN","JAQUITAN",""
"NL   ","Y","1","O;EGCFDF","O;EGCFEZ","2020-09-11 11:38:55","2020-09-11 11:38:55","JAQUITAN","JAQUITAN",""
"NL   ","Y","1","OCEGCEK9","OCEGCELT","2020-09-11 11:39:24","2020-09-11 11:39:24","SMANZANO","SMANZANO",""
"NL   ","Y","1","OCEGCEK9","OCEGCELU","2020-09-11 11:39:24","2020-09-11 11:39:24","SMANZANO","SMANZANO",""
"AU   ","Y","1","66EGI01O","66EGI034","2020-09-14 11:18:17","2020-09-14 11:18:17","INPDEL01","INPDEL01",""
"AU   ","Y","1","66EGI01O","66EGI033","2020-09-14 11:18:17","2020-09-14 11:18:17","INPDEL01","INPDEL01",""
"AU   ","Y","1","6HEGI0UH","6HEGI0VW","2020-09-14 11:54:25","2020-09-14 11:54:25","INPDEL01","INPDEL01",""
"AU   ","Y","1","6HEGI0UH","6HEGI0VX","2020-09-14 11:54:25","2020-09-14 11:54:25","INPDEL01","INPDEL01",""
"AU   ","Y","1","6:EGI2G3","6:EGI2HJ","2020-09-14 13:22:17","2020-09-14 13:22:17","INPDEL01","INPDEL01",""
"AU   ","Y","1","6:EGI2G3","6:EGI2HI","2020-09-14 13:22:17","2020-09-14 13:22:17","INPDEL01","INPDEL01",""
"AU   ","Y","1","M#EGI5XA","M#EGI5YP","2020-09-14 14:42:16","2020-09-14 14:42:16","INPDEL01","INPDEL01",""
"AU   ","Y","1","M#EGI5XA","M#EGI5YQ","2020-09-14 14:42:16","2020-09-14 14:42:16","INPDEL01","INPDEL01",""
"AU   ","Y","1","W3EGICEW","W3EGICGC","2020-09-14 16:46:50","2020-09-14 16:46:50","INPELY01","INPELY01",""
"AU   ","Y","1","W3EGICEW","W3EGICGB","2020-09-14 16:46:50","2020-09-14 16:46:50","INPELY01","INPELY01",""
"AU   ","Y","1","S8EGJUQK","S8EGJURZ","2020-09-15 11:37:42","2020-09-15 11:37:42","INPDEL01","INPDEL01",""
"AU   ","Y","1","S8EGJUQK","S8EGJUS0","2020-09-15 11:37:42","2020-09-15 11:37:42","INPDEL01","INPDEL01",""
"AU   ","Y","1","NDEGKGHB","NDEGKGIQ","2020-09-15 20:10:11","2020-09-15 20:10:11","INPDEL01","INPDEL01",""
"AU   ","Y","1","NDEGKGHB","NDEGKGIR","2020-09-15 20:10:11","2020-09-15 20:10:11","INPDEL01","INPDEL01",""
"AU   ","Y","1","I#EGLG6E","I#EGLG7T","2020-09-16 08:04:24","2020-09-16 08:04:24","INPDEL01","INPDEL01",""
"AU   ","Y","1","I#EGLG6E","I#EGLG7U","2020-09-16 08:04:24","2020-09-16 08:04:24","INPDEL01","INPDEL01",""
"AU   ","Y","1","I+EGLH2B","I+EGLH3Q","2020-09-16 09:21:37","2020-09-16 09:21:37","INPDEL01","INPDEL01",""
"AU   ","Y","1","I+EGLH2B","I+EGLH3R","2020-09-16 09:21:37","2020-09-16 09:21:37","INPDEL01","INPDEL01",""
"AU   ","Y","1","28EGLJCX","28EGLJED","2020-09-16 10:25:27","2020-09-16 10:25:27","INPDEL01","INPDEL01",""
"AU   ","Y","1","28EGLJCX","28EGLJEC","2020-09-16 10:25:27","2020-09-16 10:25:27","INPDEL01","INPDEL01",""
"NL   ","Y","1","B+EGM4EQ","B+EGM4H5","2020-09-16 18:00:17","2020-09-16 18:00:17","CMARTILL","CMARTILL",""
"NL   ","Y","1","B+EGM4EQ","B+EGM4H4","2020-09-16 18:00:17","2020-09-16 18:00:17","CMARTILL","CMARTILL",""
"AU   ","Y","1","5AEGMDXZ","5AEGMDZF","2020-09-16 20:28:30","2020-09-16 20:28:30","INPELY01","INPELY01",""
"AU   ","Y","1","5AEGMDXZ","5AEGMDZE","2020-09-16 20:28:30","2020-09-16 20:28:30","INPELY01","INPELY01",""
"NL   ","Y","1","0JEGNPY5","0JEGNPYP","2020-09-17 13:07:49","2020-09-17 13:07:49","SMANZANO","SMANZANO","CG852"
"AU   ","Y","1","P(EGO3O5","P(EGO3PL","2020-09-17 19:26:53","2020-09-17 19:26:53","INPDEL01","INPDEL01",""
"AU   ","Y","1","P(EGO3O5","P(EGO3PK","2020-09-17 19:26:53","2020-09-17 19:26:53","INPDEL01","INPDEL01",""
"AU   ","Y","1","PLEGOACH","PLEGOADW","2020-09-17 21:52:05","2020-09-17 21:52:05","INPDEL01","INPDEL01",""
"AU   ","Y","1","PLEGOACH","PLEGOADX","2020-09-17 21:52:05","2020-09-17 21:52:05","INPDEL01","INPDEL01",""
"AU   ","Y","1","KAEGP5RL","KAEGP5T0","2020-09-18 08:08:40","2020-09-18 08:08:40","INPDEL01","INPDEL01",""
"AU   ","Y","1","KAEGP5RL","KAEGP5T1","2020-09-18 08:08:40","2020-09-18 08:08:40","INPDEL01","INPDEL01",""
"NL   ","Y","1","+OEH9ZD0","+OEH9ZGO","2020-09-29 14:24:31","2020-09-29 14:24:31","JAQUITAN","JAQUITAN","CG852"
"AU   ","Y","1","SREI1W1V","SREI1W3F","2020-10-14 15:37:47","2020-10-14 15:37:47","SMANZANO","SMANZANO",""
"AU   ","Y","1","SREI1W1V","SREI1W3G","2020-10-14 15:37:47","2020-10-14 15:37:47","SMANZANO","SMANZANO",""
"AU   ","Y","1","IKEI2226","IKEI223W","2020-10-14 19:06:45","2020-10-14 19:06:45","SMANZANO","SMANZANO",""
"AU   ","Y","1","IKEI2226","IKEI223V","2020-10-14 19:06:45","2020-10-14 19:06:45","SMANZANO","SMANZANO",""
"AU   ","Y","1","BPEI37NY","BPEI37OJ","2020-10-15 09:22:06","2020-10-15 09:22:06","JAQUITAN","JAQUITAN","CG852"
"NL   ","Y","1",":6EI3G1H",":6EI3G2I","2020-10-15 11:19:14","2020-10-15 11:19:14","LIQUSR03","LIQUSR03","CG852"
"NL   ","Y","1",":6EI3GI8",":6EI3GIV","2020-10-15 12:10:45","2020-10-15 12:10:45","LIQUSR03","LIQUSR03","CG852"
"AU   ","Y","1","?LEIG74Y","?LEIG76O","2020-10-22 10:14:01","2020-10-22 10:14:01","SMANZANO","SMANZANO",""
"AU   ","Y","1","?LEIG74Y","?LEIG76N","2020-10-22 10:14:01","2020-10-22 10:14:01","SMANZANO","SMANZANO",""
"NL   ","Y","1",".FEF9QTS",".FEF9SUQ","2020-08-21 15:42:47","2020-08-21 15:42:47","LIQUSR03","LIQUSR03","CG852"
"AU   ","Y","1",".UEF9UA0",".UEF9UBM","2020-08-21 16:13:59","2020-08-21 16:13:59","JCUSR01 ","JCUSR01 ",""
"AU   ","Y","1",".UEF9UA0",".UEF9UBL","2020-08-21 16:13:59","2020-08-21 16:13:59","JCUSR01 ","JCUSR01 ",""
"NL   ","Y","1","3.EFFDZL","3.EFFE05","2020-08-24 15:04:29","2020-08-24 15:04:29","JAQUITAN","JAQUITAN","CG852"
"AU   ","Y","1","OBEGCJDU","OBEGCJF9","2020-09-11 12:30:04","2020-09-11 12:30:04","INPDEL01","INPDEL01",""
"AU   ","Y","1","OBEGCJDU","OBEGCJFA","2020-09-11 12:30:04","2020-09-11 12:30:04","INPDEL01","INPDEL01",""
"NL   ","Y","1","B+EGM37W","B+EGM3A5","2020-09-16 17:34:37","2020-09-16 17:34:37","CMARTILL","CMARTILL",""
"NL   ","Y","1","B+EGM37W","B+EGM3A6","2020-09-16 17:34:37","2020-09-16 17:34:37","CMARTILL","CMARTILL",""
"NL   ","Y","1","V.EGNJRT","V.EGNJTY","2020-09-17 10:30:13","2020-09-17 10:30:13","LIQUSR05","LIQUSR05",""
"NL   ","Y","1","V.EGNJRT","V.EGNJTZ","2020-09-17 10:30:13","2020-09-17 10:30:13","LIQUSR05","LIQUSR05",""
"NL   ","Y","1","VOEGNH6C","VOEGNH8G","2020-09-17 10:44:44","2020-09-17 10:44:44","SMANZANO","SMANZANO",""
"NL   ","Y","1","VOEGNH6C","VOEGNH8H","2020-09-17 10:44:44","2020-09-17 10:44:44","SMANZANO","SMANZANO",""
"NL   ","Y","1","V9EGNEYP","V9EGNF0E","2020-09-17 10:45:50","2020-09-17 10:45:50","JAQUITAN","JAQUITAN",""
"NL   ","Y","1","V9EGNEYP","V9EGNF0F","2020-09-17 10:45:50","2020-09-17 10:45:50","JAQUITAN","JAQUITAN",""
"NL   ","Y","1","GREGNHU7","GREGNHUP","2020-09-17 11:23:12","2020-09-17 11:23:12","JAQUITAN","JAQUITAN","CG852"
"NL   ","Y","1","GMEGNO30","GMEGNO5K","2020-09-17 12:03:06","2020-09-17 12:03:06","LIQUSR04","LIQUSR04",""
"NL   ","Y","1","GMEGNO30","GMEGNO5J","2020-09-17 12:03:06","2020-09-17 12:03:06","LIQUSR04","LIQUSR04",""
"AU   ","Y","1","4!EGOB5V","4!EGOB7B","2020-09-17 22:13:24","2020-09-17 22:13:24","INPDEL01","INPDEL01",""
"AU   ","Y","1","4!EGOB5V","4!EGOB7A","2020-09-17 22:13:24","2020-09-17 22:13:24","INPDEL01","INPDEL01",""
"AU   ","Y","1","4)EGOC2Z","4)EGOC4F","2020-09-17 22:41:17","2020-09-17 22:41:17","INPDEL01","INPDEL01",""
"AU   ","Y","1","4)EGOC2Z","4)EGOC4E","2020-09-17 22:41:17","2020-09-17 22:41:17","INPDEL01","INPDEL01",""
"AU   ","Y","1","W3EGYUQW","W3EGYUSR","2020-09-23 15:01:17","2020-09-23 15:01:17","CCUISIA ","CCUISIA ",""
"AU   ","Y","1","W3EGYUQW","W3EGYUSQ","2020-09-23 15:01:17","2020-09-23 15:01:17","CCUISIA ","CCUISIA ",""
"AU   ","Y","1","=DEGZIAV","=DEGZICF","2020-09-23 23:28:53","2020-09-23 23:28:53","JCUSR01 ","JCUSR01 ",""
"AU   ","Y","1","=DEGZIAV","=DEGZICG","2020-09-23 23:28:53","2020-09-23 23:28:53","JCUSR01 ","JCUSR01 ",""
"NL   ","Y","1","X2EH2OIE","X2EH2OKJ","2020-09-25 16:37:03","2020-09-25 16:37:03","SMANZANO","SMANZANO",""
"NL   ","Y","1","X2EH2OIE","X2EH2OKI","2020-09-25 16:37:03","2020-09-25 16:37:03","SMANZANO","SMANZANO",""
"NL   ","Y","1","-KEH2QGM","-KEH2QIT","2020-09-25 16:49:44","2020-09-25 16:49:44","SMANZANO","SMANZANO",""
"NL   ","Y","1","-KEH2QGM","-KEH2QIU","2020-09-25 16:49:44","2020-09-25 16:49:44","SMANZANO","SMANZANO",""
"NL   ","Y","1","(7EFID52","(7EFID6S","2020-08-25 18:39:02","2020-08-25 18:39:02","CMARTILL","CMARTILL",""
"NL   ","Y","1","(7EFID52","(7EFID6R","2020-08-25 18:39:02","2020-08-25 18:39:02","CMARTILL","CMARTILL",""
"NL   ","Y","1","I:EFMEGK","I:EFMENS","2020-08-28 11:06:02","2020-08-28 11:06:02","SMANZANO","SMANZANO","CG852"
"NL   ","Y","1","#!EFTRT9","#!EFTRXJ","2020-09-01 09:58:21","2020-09-01 09:58:21","CMARTILL","CMARTILL","CG852"
"NL   ","Y","1","?EEHN4L9","?EEHN4N4","2020-10-06 13:41:42","2020-10-06 13:41:42","LIQUSR05","LIQUSR05",""
"NL   ","Y","1","?EEHN4L9","?EEHN4N3","2020-10-06 13:41:42","2020-10-06 13:41:42","LIQUSR05","LIQUSR05",""
"NL   ","Y","1",".XEHY4PA",".XEHY4QT","2020-10-12 15:28:50","2020-10-12 15:28:50","LIQUSR03","LIQUSR03","CG852"
"AU   ","Y","1","DAEI1SJP","DAEI1SL9","2020-10-14 13:04:02","2020-10-14 13:04:02","SMANZANO","SMANZANO",""
"AU   ","Y","1","=+EI1JPZ","=+EI1JQI","2020-10-14 11:17:14","2020-10-14 11:17:14","SMANZANO","SMANZANO","CG852"
"AU   ","Y","1","DAEI1SJP","DAEI1SLA","2020-10-14 13:04:02","2020-10-14 13:04:02","SMANZANO","SMANZANO",""
"NL   ","Y","1","$QEI1OLY","$QEI1ON0","2020-10-14 13:05:58","2020-10-14 13:05:58","LIQUSR03","LIQUSR03","CG852"
"AU   ","Y","1","DTEI1UDQ","DTEI1UFA","2020-10-14 13:48:19","2020-10-14 13:48:19","SMANZANO","SMANZANO",""
"AU   ","Y","1","DTEI1UDQ","DTEI1UFB","2020-10-14 13:48:19","2020-10-14 13:48:19","SMANZANO","SMANZANO",""
"AU   ","Y","1","DXEI1OOP","DXEI1OQS","2020-10-14 14:14:18","2020-10-14 14:14:18","JAQUITAN","JAQUITAN","CG852"
"AU   ","Y","1","STEI1S9R","STEI1SBB","2020-10-14 15:25:20","2020-10-14 15:25:20","JAQUITAN","JAQUITAN",""
"AU   ","Y","1","STEI1S9R","STEI1SBC","2020-10-14 15:25:20","2020-10-14 15:25:20","JAQUITAN","JAQUITAN",""
"AU   ","Y","1","NPEI1VIS","NPEI1VKZ","2020-10-14 16:47:53","2020-10-14 16:47:53","JAQUITAN","JAQUITAN","CG852"
"AU   ","Y","1","X-EI206K","X-EI20KB","2020-10-14 18:34:29","2020-10-14 18:34:29","SMANZANO","SMANZANO","CG852"
"AU   ","Y","1","IKEI224J","IKEI227A","2020-10-14 19:09:52","2020-10-14 19:09:52","SMANZANO","SMANZANO","CG852"
"AU   ","Y","1","I-EI259A","I-EI259Z","2020-10-14 20:00:12","2020-10-14 20:00:12","SMANZANO","SMANZANO","CG852"
"AU   ","Y","1",":OEI3APN",":OEI3ARD","2020-10-15 10:57:27","2020-10-15 10:57:27","LIQUSR03","LIQUSR03",""
"AU   ","Y","1",":OEI3APN",":OEI3ARC","2020-10-15 10:57:27","2020-10-15 10:57:27","LIQUSR03","LIQUSR03",""
"AU   ","Y","1","*6EG02AW","*6EG02CJ","2020-09-04 20:06:42","2020-09-04 20:06:42","JCUSR01 ","JCUSR01 ",""
"AU   ","Y","1","*6EG02AW","*6EG02CK","2020-09-04 20:06:42","2020-09-04 20:06:42","JCUSR01 ","JCUSR01 ",""
"AU   ","Y","1","JIEGD1LV","JIEGD1NA","2020-09-11 20:05:29","2020-09-11 20:05:29","INPDEL01","INPDEL01",""
"AU   ","Y","1","JIEGD1LV","JIEGD1NB","2020-09-11 20:05:29","2020-09-11 20:05:29","INPDEL01","INPDEL01",""
"NL   ","Y","1","3?EGFNGS","3?EGFNIC","2020-09-13 05:07:42","2020-09-13 05:07:42","LOANIQ01","LOANIQ01",""
"NL   ","Y","1","3?EGFNGS","3?EGFNID","2020-09-13 05:07:42","2020-09-13 05:07:42","LOANIQ01","LOANIQ01",""
"AU   ","Y","1","6IEGI1NA","6IEGI1OQ","2020-09-14 12:19:58","2020-09-14 12:19:58","INPDEL01","INPDEL01",""
"AU   ","Y","1","6IEGI1NA","6IEGI1OP","2020-09-14 12:19:58","2020-09-14 12:19:58","INPDEL01","INPDEL01",""
"AU   ","Y","1","W(EGIA1K","W(EGIA30","2020-09-14 16:05:39","2020-09-14 16:05:39","INPDEL01","INPDEL01",""
"AU   ","Y","1","W(EGIA1K","W(EGIA2Z","2020-09-14 16:05:39","2020-09-14 16:05:39","INPDEL01","INPDEL01",""
"AU   ","Y","1","WXEGID3M","WXEGID52","2020-09-14 17:17:17","2020-09-14 17:17:17","INPDEL01","INPDEL01",""
"AU   ","Y","1","WXEGID3M","WXEGID51","2020-09-14 17:17:17","2020-09-14 17:17:17","INPDEL01","INPDEL01",""
"AU   ","Y","1","H$EGINR0","H$EGINSF","2020-09-14 19:59:50","2020-09-14 19:59:50","INPDEL01","INPDEL01",""
"AU   ","Y","1","H$EGINR0","H$EGINSG","2020-09-14 19:59:50","2020-09-14 19:59:50","INPDEL01","INPDEL01",""
"AU   ","Y","1","DGEGJR21","DGEGJR3H","2020-09-15 10:21:05","2020-09-15 10:21:05","INPDEL01","INPDEL01",""
"AU   ","Y","1","DGEGJR21","DGEGJR3G","2020-09-15 10:21:05","2020-09-15 10:21:05","INPDEL01","INPDEL01",""
"AU   ","Y","1","NIEGKHJ4","NIEGKHKK","2020-09-15 20:48:19","2020-09-15 20:48:19","INPDEL01","INPDEL01",""
"AU   ","Y","1","NIEGKHJ4","NIEGKHKJ","2020-09-15 20:48:19","2020-09-15 20:48:19","INPDEL01","INPDEL01",""
"AU   ","Y","1","2KEGLI3H","2KEGLI4X","2020-09-16 09:58:13","2020-09-16 09:58:13","INPDEL01","INPDEL01",""
"AU   ","Y","1","2KEGLI3H","2KEGLI4W","2020-09-16 09:58:13","2020-09-16 09:58:13","INPDEL01","INPDEL01",""
"AU   ","Y","1","-?EGLQVV","-?EGLQXE","2020-09-16 12:05:51","2020-09-16 12:05:51","KIDUENAS","KIDUENAS",""
"AU   ","Y","1","-?EGLQVV","-?EGLQXD","2020-09-16 12:05:51","2020-09-16 12:05:51","KIDUENAS","KIDUENAS",""
"AU   ","Y","1","#KEGLPZP","#KEGLQ15","2020-09-16 12:44:33","2020-09-16 12:44:33","INPDEL01","INPDEL01",""
"AU   ","Y","1","#KEGLPZP","#KEGLQ14","2020-09-16 12:44:33","2020-09-16 12:44:33","INPDEL01","INPDEL01",""
"AU   ","Y","1","BKEGLVFJ","BKEGLVGY","2020-09-16 14:46:15","2020-09-16 14:46:15","INPDEL01","INPDEL01",""
"AU   ","Y","1","BKEGLVFJ","BKEGLVGZ","2020-09-16 14:46:15","2020-09-16 14:46:15","INPDEL01","INPDEL01",""
"AU   ","Y","1","B8EGLWNG","B8EGLWOV","2020-09-16 15:12:36","2020-09-16 15:12:36","INPDEL01","INPDEL01",""
"AU   ","Y","1","B8EGLWNG","B8EGLWOW","2020-09-16 15:12:36","2020-09-16 15:12:36","INPDEL01","INPDEL01",""
"NL   ","Y","1","B3EGLXI7","B3EGLXJS","2020-09-16 15:31:06","2020-09-16 15:31:06","JAQUITAN","JAQUITAN",""
"NL   ","Y","1","B3EGLXI7","B3EGLXJR","2020-09-16 15:31:06","2020-09-16 15:31:06","JAQUITAN","JAQUITAN",""
"AU   ","Y","1","BBEGM2DK","BBEGM2F0","2020-09-16 16:27:47","2020-09-16 16:27:47","INPELY01","INPELY01",""
"AU   ","Y","1","BBEGM2DK","BBEGM2EZ","2020-09-16 16:27:47","2020-09-16 16:27:47","INPELY01","INPELY01",""
"NL   ","Y","1","-BEGM16L","-BEGM18A","2020-09-16 16:31:42","2020-09-16 16:31:42","CMARTILL","CMARTILL",""
"NL   ","Y","1","-BEGM16L","-BEGM18B","2020-09-16 16:31:42","2020-09-16 16:31:42","CMARTILL","CMARTILL",""
"NL   ","Y","1","B+EGMAKF","B+EGMAMT","2020-09-16 20:10:06","2020-09-16 20:10:06","CMARTILL","CMARTILL",""
"NL   ","Y","1","B+EGMAKF","B+EGMAMU","2020-09-16 20:10:06","2020-09-16 20:10:06","CMARTILL","CMARTILL",""
"NL   ","Y","1","L#EGNDID","L#EGNDK1","2020-09-17 08:54:48","2020-09-17 08:54:48","SMANZANO","SMANZANO",""
"NL   ","Y","1","L#EGNDID","L#EGNDK0","2020-09-17 08:54:48","2020-09-17 08:54:48","SMANZANO","SMANZANO",""
"NL   ","Y","1","L*EGNJN2","L*EGNJPM","2020-09-17 12:26:59","2020-09-17 12:26:59","CMARTILL","CMARTILL",""
"NL   ","Y","1","L*EGNJN2","L*EGNJPL","2020-09-17 12:26:59","2020-09-17 12:26:59","CMARTILL","CMARTILL",""
"NL   ","Y","1","G:EGNNEX","G:EGNNGN","2020-09-17 12:32:53","2020-09-17 12:32:53","LIQUSR03","LIQUSR03",""
"NL   ","Y","1","G:EGNNEX","G:EGNNGM","2020-09-17 12:32:53","2020-09-17 12:32:53","LIQUSR03","LIQUSR03",""
