"GB1_TID_TABLE_ID","GB1_CDE_CODE","GB1_DSC_CODE","GB1_IND_ACTIVE","GB1_IND_MAY_DEACT","GB1_TSP_REC_CREATE","GB1_TSP_REC_UPDATE","GB1_UID_REC_CREATE","GB1_UID_REC_UPDATE"
"UFN","822  ","Synchronize Billing With Accruals","Y","N","2006-10-03 13:33:27","2006-10-03 13:33:27","LS2BATCH","LS2BATCH"
"UFN","823  ","Net Investment Calculation","Y","N","2006-10-03 13:33:27","2006-10-03 13:33:27","LS2BATCH","LS2BATCH"
"UFN","824  ","Escrow","Y","N","2006-10-03 13:33:29","2006-10-03 13:33:29","LS2BATCH","LS2BATCH"
"UFN","825  ","Disburse Escrow Amount","Y","N","2006-10-03 13:33:27","2006-10-03 13:33:27","LS2BATCH","LS2BATCH"
"UFN","826  ","Escrow Type","Y","N","2006-10-03 13:33:29","2006-10-03 13:33:29","LS2BATCH","LS2BATCH"
"UFN","827  ","Guarantor Additional Fields","Y","N","2006-10-03 13:33:28","2006-10-03 13:33:28","LS2BATCH","LS2BATCH"
"FFS","LIBFR","LIBOR-FRASETT","Y","N","2014-01-13 17:15:42","2014-01-13 17:15:42","LS2BATCH","LS2BATCH"
"FFS","LIBLI","LIBOR-LIBO","Y","N","2014-01-13 17:15:42","2014-01-13 17:15:42","LS2BATCH","LS2BATCH"
"FFS","LIBRB","LIBOR-Reference Banks","Y","N","2014-01-13 17:15:42","2014-01-13 17:15:42","LS2BATCH","LS2BATCH"
"FFS","LIBSW","LIBOR-BBA-SwapMarker","Y","N","2014-01-13 17:15:42","2014-01-13 17:15:42","LS2BATCH","LS2BATCH"
"FFS","MIBOC","MIBOR-OIS-COMPOUND","Y","N","2014-01-13 17:15:42","2014-01-13 17:15:42","LS2BATCH","LS2BATCH"
"FFS","MIFOR","MIFOR","Y","N","2014-01-13 17:15:42","2014-01-13 17:15:42","LS2BATCH","LS2BATCH"
"FFS","MIOIS","MIOIS","Y","N","2014-01-13 17:15:42","2014-01-13 17:15:42","LS2BATCH","LS2BATCH"
"FFS","MITOS","MITOR-OIS-COMPOUND","Y","N","2014-01-13 17:15:42","2014-01-13 17:15:42","LS2BATCH","LS2BATCH"
"FFS","MUTAN","MUTANCALL-TONAR","Y","N","2014-01-13 17:15:42","2014-01-13 17:15:42","LS2BATCH","LS2BATCH"
"FFS","NIBNB","NIBOR-NIBR-Reference Banks","Y","N","2014-01-13 17:15:42","2014-01-13 17:15:42","LS2BATCH","LS2BATCH"
"FFS","NIBNI","NIBOR-NIBR","Y","N","2014-01-13 17:15:42","2014-01-13 17:15:42","LS2BATCH","LS2BATCH"
"FFS","NIBRB","NIBOR-Reference Banks","Y","N","2014-01-13 17:15:42","2014-01-13 17:15:42","LS2BATCH","LS2BATCH"
"FFS","NZION","NZIONA-OIS-COMPOUND","Y","N","2014-01-13 17:15:42","2014-01-13 17:15:42","LS2BATCH","LS2BATCH"
"FFS","PRH15","Prime-H.15","Y","N","2014-01-13 17:15:42","2014-01-13 17:15:42","LS2BATCH","LS2BATCH"
"FFS","PRIME","PRIME-AVERAGE","Y","N","2014-01-13 17:15:42","2014-01-13 17:15:42","LS2BATCH","LS2BATCH"
"FFS","PRIPR","PRIBOR-PRBO","Y","N","2014-01-13 17:15:42","2014-01-13 17:15:42","LS2BATCH","LS2BATCH"
"FFS","PRIRB","PRIBOR-Reference Banks","Y","N","2014-01-13 17:15:42","2014-01-13 17:15:42","LS2BATCH","LS2BATCH"
"FFS","PRMAR","PRIME-AVERAGE-Reference Banks","Y","N","2014-01-13 17:15:42","2014-01-13 17:15:42","LS2BATCH","LS2BATCH"
"FFS","PRMRB","Prime-Reference Banks","Y","N","2014-01-13 17:15:42","2014-01-13 17:15:42","LS2BATCH","LS2BATCH"
"FFS","REFDL","Reference Dealers","Y","N","2014-01-13 17:15:42","2014-01-13 17:15:42","LS2BATCH","LS2BATCH"
"FFS","REPOC","REPO-CORRA","Y","N","2014-01-13 17:15:42","2014-01-13 17:15:42","LS2BATCH","LS2BATCH"
"FFS","REU10","Reuters-10:00","Y","N","2014-01-13 17:15:42","2014-01-13 17:15:42","LS2BATCH","LS2BATCH"
"FFS","REU15","Reuters-15:00","Y","N","2014-01-13 17:15:42","2014-01-13 17:15:42","LS2BATCH","LS2BATCH"
"FFS","REU61","Reuters-6165","Y","N","2014-01-13 17:15:42","2014-01-13 17:15:42","LS2BATCH","LS2BATCH"
"FFS","SARRB","SAR-SRIOR-Reference Banks","Y","N","2014-01-13 17:15:42","2014-01-13 17:15:42","LS2BATCH","LS2BATCH"
"FFS","SARSR","SAR-SRIOR-SUAA","Y","N","2014-01-13 17:15:42","2014-01-13 17:15:42","LS2BATCH","LS2BATCH"
"FFS","SASRR","Semi-Annual Swap Rate-Reference Banks","Y","N","2014-01-13 17:15:42","2014-01-13 17:15:42","LS2BATCH","LS2BATCH"
"FFS","SASWR","Semi-Annual Swap Rate","Y","N","2014-01-13 17:15:42","2014-01-13 17:15:42","LS2BATCH","LS2BATCH"
"FFS","SBIRE","SBI-Reuters","Y","N","2014-01-13 17:15:42","2014-01-13 17:15:42","LS2BATCH","LS2BATCH"
"FFS","SIBRB","SIBOR-Reference Banks","Y","N","2014-01-13 17:15:42","2014-01-13 17:15:42","LS2BATCH","LS2BATCH"
"UFN","900  ","Pricing History","Y","N","2006-10-03 13:33:44","2006-10-03 13:33:44","LS2BATCH","LS2BATCH"
"TID","ALT  ","Alias Type","Y","N","2014-01-13 17:16:07","2014-01-13 17:16:07","LS2BATCH","LS2BATCH"
"TID","AMM  ","Amortization Method","Y","N","2014-01-13 17:16:07","2014-01-13 17:16:07","LS2BATCH","LS2BATCH"
"TID","AMS  ","Amortization Status","Y","N","2014-01-13 17:16:07","2014-01-13 17:16:07","LS2BATCH","LS2BATCH"
"UFN","927  ","Create On-line Indemnity Due","Y","N","2014-01-13 17:15:37","2014-01-13 17:15:37","LS2BATCH","LS2BATCH"
"BET","3042 ","3042","Y","N","2014-01-13 17:16:51","2014-01-13 17:16:51","LS2BATCH","LS2BATCH"
"BET","3043 ","3043","Y","N","2014-01-13 17:16:51","2014-01-13 17:16:51","LS2BATCH","LS2BATCH"
"BET","3044 ","3044","Y","N","2014-01-13 17:16:51","2014-01-13 17:16:51","LS2BATCH","LS2BATCH"
"BET","3045 ","3045","Y","N","2014-01-13 17:16:51","2014-01-13 17:16:51","LS2BATCH","LS2BATCH"
"BET","3046 ","3046","Y","N","2014-01-13 17:16:51","2014-01-13 17:16:51","LS2BATCH","LS2BATCH"
"BET","3047 ","3047","Y","N","2014-01-13 17:16:51","2014-01-13 17:16:51","LS2BATCH","LS2BATCH"
"BET","3048 ","3048","Y","N","2014-01-13 17:16:51","2014-01-13 17:16:51","LS2BATCH","LS2BATCH"
"BET","3049 ","3049","Y","N","2014-01-13 17:16:51","2014-01-13 17:16:51","LS2BATCH","LS2BATCH"
"BET","3050 ","3050","Y","N","2014-01-13 17:16:51","2014-01-13 17:16:51","LS2BATCH","LS2BATCH"
"BET","3051 ","3051","Y","N","2014-01-13 17:16:51","2014-01-13 17:16:51","LS2BATCH","LS2BATCH"
"BET","3052 ","3052","Y","N","2014-01-13 17:16:51","2014-01-13 17:16:51","LS2BATCH","LS2BATCH"
"BET","3053 ","3053","Y","N","2014-01-13 17:16:51","2014-01-13 17:16:51","LS2BATCH","LS2BATCH"
"BET","3054 ","3054","Y","N","2014-01-13 17:16:51","2014-01-13 17:16:51","LS2BATCH","LS2BATCH"
"BET","2811 ","2811","Y","N","2014-01-13 17:16:25","2014-01-13 17:16:25","LS2BATCH","LS2BATCH"
"DTA","RTP  ","Risk Type","Y","N","2014-01-13 17:16:35","2014-01-13 17:16:35","LS2BATCH","LS2BATCH"
"DTA","VAM  ","Valuation Method","Y","N","2014-01-13 17:16:35","2014-01-13 17:16:35","LS2BATCH","LS2BATCH"
"CTD","EPT  ","ECA Policy Type","Y","N","2004-07-28 10:05:55","2004-07-28 10:05:55","LS2BATCH","LS2BATCH"
"CTD","ERT  ","External Rating Type","Y","N","2004-07-28 10:05:55","2004-07-28 10:05:55","LS2BATCH","LS2BATCH"
"CTD","ERV  ","External Rating Value","Y","N","2004-07-28 10:05:55","2004-07-28 10:05:55","LS2BATCH","LS2BATCH"
"CTD","EST  ","Exporter Sponsor Type","Y","N","2004-07-28 10:05:55","2004-07-28 10:05:55","LS2BATCH","LS2BATCH"
"CTD","EVD  ","Event Date Type","Y","N","2004-07-28 10:05:55","2004-07-28 10:05:55","LS2BATCH","LS2BATCH"
"CTD","EVG  ","Evergreen","Y","N","2004-07-28 10:05:55","2004-07-28 10:05:55","LS2BATCH","LS2BATCH"
"CTD","EVN  ","Event","Y","N","2004-07-28 10:05:55","2004-07-28 10:05:55","LS2BATCH","LS2BATCH"
"CTD","EXP  ","Expense","Y","N","2004-07-28 10:05:55","2004-07-28 10:05:55","LS2BATCH","LS2BATCH"
"CTD","EXR  ","Expense Recap","Y","N","2004-07-28 10:05:55","2004-07-28 10:05:55","LS2BATCH","LS2BATCH"
"CTD","FAS  ","Notice Status","Y","N","2004-07-28 10:05:55","2004-07-28 10:05:55","LS2BATCH","LS2BATCH"
"CTD","FAT  ","Facility Type","Y","N","2004-07-28 10:05:55","2004-07-28 10:05:55","LS2BATCH","LS2BATCH"
"CTD","FCT  ","Formula Category","Y","N","2004-07-28 10:05:55","2004-07-28 10:05:55","LS2BATCH","LS2BATCH"
"CTD","FDE  ","Funding Desk","Y","N","2004-07-28 10:05:55","2004-07-28 10:05:55","LS2BATCH","LS2BATCH"
"CTD","FIR  ","Financial Ratios","Y","N","2004-07-28 10:05:55","2004-07-28 10:05:55","LS2BATCH","LS2BATCH"
"CTD","FIT  ","Financial Institution","Y","N","2004-07-28 10:05:55","2004-07-28 10:05:55","LS2BATCH","LS2BATCH"
"CTD","FLS  ","Cashflow Status","Y","N","2004-07-28 10:05:55","2004-07-28 10:05:55","LS2BATCH","LS2BATCH"
"CTD","FRA  ","Funding Rates","Y","N","2004-07-28 10:05:55","2004-07-28 10:05:55","LS2BATCH","LS2BATCH"
"CTD","FRQ  ","Frequency","Y","N","2004-07-28 10:05:55","2004-07-28 10:05:55","LS2BATCH","LS2BATCH"
"CTD","FRS  ","Cost Of Funds Review Status","Y","N","2004-07-28 10:05:55","2004-07-28 10:05:55","LS2BATCH","LS2BATCH"
"CTD","FSG  ","Fax Server Group","Y","N","2004-07-28 10:05:55","2004-07-28 10:05:55","LS2BATCH","LS2BATCH"
"CTD","FTT  ","Notice Template Type","Y","N","2004-07-28 10:05:55","2004-07-28 10:05:55","LS2BATCH","LS2BATCH"
"CTD","FXP  ","Currency Pairs","Y","N","2004-07-28 10:05:55","2004-07-28 10:05:55","LS2BATCH","LS2BATCH"
"CTD","FXT  ","Notice Type","Y","N","2004-07-28 10:05:55","2004-07-28 10:05:55","LS2BATCH","LS2BATCH"
"CTD","GAS  ","G/L Account Number Reporting Asset Classification","Y","N","2004-09-20 09:02:30","2004-09-20 09:02:30","LS2BATCH","LS2BATCH"
"CTD","GLC  ","G/L Class","Y","N","2004-07-28 10:05:55","2004-07-28 10:05:55","LS2BATCH","LS2BATCH"
"CTD","GNM  ","Generic Notice Method","Y","N","2004-07-28 10:05:55","2004-07-28 10:05:55","LS2BATCH","LS2BATCH"
"CTD","GNT  ","Generic Notice Type","Y","N","2004-07-28 10:05:55","2004-07-28 10:05:55","LS2BATCH","LS2BATCH"
"CTD","GSO  ","G/L Source Object","Y","N","2004-07-28 10:05:55","2004-07-28 10:05:55","LS2BATCH","LS2BATCH"
"CTD","GTP  ","Guarantee Type","Y","N","2004-07-28 10:05:55","2004-07-28 10:05:55","LS2BATCH","LS2BATCH"
"CTD","HCD  ","Holiday Calendar Dates","Y","N","2004-07-28 10:05:55","2004-07-28 10:05:55","LS2BATCH","LS2BATCH"
"CTD","HCL  ","Holiday Calendars","Y","N","2004-07-28 10:05:55","2004-07-28 10:05:55","LS2BATCH","LS2BATCH"
"CTD","HOC  ","Hold Original Current","Y","N","2004-07-28 10:05:55","2004-07-28 10:05:55","LS2BATCH","LS2BATCH"
"CTD","ICD  ","Industry Code","Y","N","2004-07-28 10:05:55","2004-07-28 10:05:55","LS2BATCH","LS2BATCH"
"CTD","IDA  ","Intercompany DDA Account","Y","N","2004-07-28 10:05:55","2004-07-28 10:05:55","LS2BATCH","LS2BATCH"
"CTD","INF  ","Interest Fee","Y","N","2004-07-28 10:05:55","2004-07-28 10:05:55","LS2BATCH","LS2BATCH"
"CTD","IOQ  ","IO Queue Status","Y","N","2004-07-28 10:05:55","2004-07-28 10:05:55","LS2BATCH","LS2BATCH"
"DCT","AWC  ","Airworthiness Certificate","Y","Y","1996-12-03 12:21:36","1996-12-03 12:21:36","LS2BATCH","LS2BATCH"
"DCT","AWD  ","Amendment and Waiver Deed","Y","Y","1996-02-27 17:08:33","1996-02-27 17:08:33","LS2BATCH","LS2BATCH"
"DCT","BBC  ","Borrowing Base Certificate","Y","Y","1995-03-12 12:30:20","1995-03-12 12:32:00","LS2BATCH","LS2BATCH"
"DCT","BDC  ","Bring Down Certificate","Y","Y","1996-09-23 15:39:10","1996-09-23 15:39:10","LS2BATCH","LS2BATCH"
"DCT","BDR  ","Board Resolution","Y","Y","1996-02-27 17:28:33","1996-02-27 17:28:33","LS2BATCH","LS2BATCH"
"DCT","COCA ","Commercial Credit Agreement","Y","Y","1996-02-28 10:18:31","1996-02-28 10:18:31","LS2BATCH","LS2BATCH"
"DCT","COE  ","Certificate of Existence","Y","Y","1995-03-18 10:00:30","1995-03-18 10:00:30","LS2BATCH","LS2BATCH"
"DCT","COFM ","Certificate of Financial Matters","Y","Y","1996-04-08 16:39:47","1996-04-08 16:39:47","LS2BATCH","LS2BATCH"
"DEN","BCCA ","Borrower Cashflow Counterparties Added","Y","N","2004-07-28 10:05:51","2004-07-28 10:05:51","LS2BATCH","LS2BATCH"
"SNM","DCRRU","DSS Comp Receivable (Unpaid Int/Fee)","N","Y","2005-07-08 14:55:25","2019-04-03 23:23:50","LS2BATCH","LS2BATCH"
"BET","1758 ","1758","Y","N","2014-01-13 17:15:59","2014-01-13 17:15:59","LS2BATCH","LS2BATCH"
"BET","1760 ","1760","Y","N","2014-01-13 17:15:59","2014-01-13 17:15:59","LS2BATCH","LS2BATCH"
"BET","1761 ","1761","Y","N","2014-01-13 17:15:59","2014-01-13 17:15:59","LS2BATCH","LS2BATCH"
"PON","BBSY ","BBSY - Bid","Y","Y","2019-04-05 07:08:59","2019-04-05 07:08:59","LS2BATCH","LS2BATCH"
"TID","PAM  ","Portfolio Account Mapping","Y","N","2014-01-13 17:16:08","2014-01-13 17:16:08","LS2BATCH","LS2BATCH"
"TID","PBT  ","Pricing Balance Type","Y","N","2014-01-13 17:16:08","2014-01-13 17:16:08","LS2BATCH","LS2BATCH"
"TID","PCM  ","Pricing Matrix Type","Y","N","2014-01-13 17:16:08","2014-01-13 17:16:08","LS2BATCH","LS2BATCH"
"TID","PCO  ","GL Product Code","Y","N","2014-01-13 17:16:08","2014-01-13 17:16:08","LS2BATCH","LS2BATCH"
"TID","PCT  ","Primary Collateral Type","Y","N","2014-01-13 17:16:08","2014-01-13 17:16:08","LS2BATCH","LS2BATCH"
"TID","PED  ","Period","Y","N","2014-01-13 17:16:08","2014-01-13 17:16:08","LS2BATCH","LS2BATCH"
"TID","PER  ","Performing Type","Y","N","2014-01-13 17:16:08","2014-01-13 17:16:08","LS2BATCH","LS2BATCH"
"TID","PFC  ","Pricing Fee Category","Y","N","2014-01-13 17:16:08","2014-01-13 17:16:08","LS2BATCH","LS2BATCH"
"TID","PFL  ","Profile Type","Y","N","2014-01-13 17:16:08","2014-01-13 17:16:08","LS2BATCH","LS2BATCH"
"TID","PFT  ","Pricing Fee Type","Y","N","2014-01-13 17:16:09","2014-01-13 17:16:09","LS2BATCH","LS2BATCH"
"BET","1687 ","1687","Y","N","2014-01-13 17:15:59","2014-01-13 17:15:59","LS2BATCH","LS2BATCH"
"BET","1688 ","1688","Y","N","2014-01-13 17:15:59","2014-01-13 17:15:59","LS2BATCH","LS2BATCH"
"BET","1689 ","1689","Y","N","2014-01-13 17:15:59","2014-01-13 17:15:59","LS2BATCH","LS2BATCH"
"BET","1690 ","1690","Y","N","2014-01-13 17:15:59","2014-01-13 17:15:59","LS2BATCH","LS2BATCH"
"BET","1691 ","1691","Y","N","2014-01-13 17:15:59","2014-01-13 17:15:59","LS2BATCH","LS2BATCH"
"BET","1692 ","1692","Y","N","2014-01-13 17:15:59","2014-01-13 17:15:59","LS2BATCH","LS2BATCH"
"UFN","1375 ","Event Management Runtime","Y","N","2014-01-13 17:16:13","2014-01-13 17:16:13","LS2BATCH","LS2BATCH"
"ELO","2451 ","2451 - Event Management Phase 3","Y","N","2014-01-13 17:16:13","2014-01-13 17:16:13","LS2BATCH","LS2BATCH"
"BTE","BAL  ","Deferred","Y","N","2014-01-13 17:16:13","2014-01-13 17:16:13","LS2BATCH","LS2BATCH"
"BTE","NRT  ","Near Realtime","Y","N","2014-01-13 17:16:13","2014-01-13 17:16:13","LS2BATCH","LS2BATCH"
"BTE","RT   ","Realtime","Y","N","2014-01-13 17:16:13","2014-01-13 17:16:13","LS2BATCH","LS2BATCH"
"FAN","FAN15","estimatedUsagePercent","Y","N","2014-01-13 17:16:31","2014-01-13 17:16:31","LS2BATCH","LS2BATCH"
"FAN","FAN16","expirationDate","Y","N","2014-01-13 17:16:31","2014-01-13 17:16:31","LS2BATCH","LS2BATCH"
"FAN","FAN17","facilityUsageThreshold","Y","N","2014-01-13 17:16:31","2014-01-13 17:16:31","LS2BATCH","LS2BATCH"
"FAN","FAN18","firstLoanDrawDate","Y","N","2014-01-13 17:16:32","2014-01-13 17:16:32","LS2BATCH","LS2BATCH"
"FAN","FAN19","firstLoanGeneralLedgerMap","Y","N","2014-01-13 17:16:32","2014-01-13 17:16:32","LS2BATCH","LS2BATCH"
"FAN","FAN20","fundedAmortizationMethodAfterExpiry","Y","N","2014-01-13 17:16:32","2014-01-13 17:16:32","LS2BATCH","LS2BATCH"
"FAN","FAN21","fundedAmortizationMethodBeforeExpiry","Y","N","2014-01-13 17:16:32","2014-01-13 17:16:32","LS2BATCH","LS2BATCH"
"FAN","FAN22","globalCurrentAmount","Y","N","2014-01-13 17:16:32","2014-01-13 17:16:32","LS2BATCH","LS2BATCH"
"FAN","FAN23","globalOriginalAmount","Y","N","2014-01-13 17:16:32","2014-01-13 17:16:32","LS2BATCH","LS2BATCH"
"FAN","FAN24","globalPreCloseAmount","Y","N","2014-01-13 17:16:32","2014-01-13 17:16:32","LS2BATCH","LS2BATCH"
"FAN","FAN25","globalUnavailableAmount","Y","N","2014-01-13 17:16:32","2014-01-13 17:16:32","LS2BATCH","LS2BATCH"
"FAN","FAN26","id","Y","N","2014-01-13 17:16:32","2014-01-13 17:16:32","LS2BATCH","LS2BATCH"
"FAN","FAN27","maturityDate","Y","N","2014-01-13 17:16:32","2014-01-13 17:16:32","LS2BATCH","LS2BATCH"
"FAN","FAN28","materialAdverseChangeClause","Y","N","2014-01-13 17:16:32","2014-01-13 17:16:32","LS2BATCH","LS2BATCH"
"FAN","FAN29","maximumCurrenciesOutstanding","Y","N","2014-01-13 17:16:32","2014-01-13 17:16:32","LS2BATCH","LS2BATCH"
"FAN","FAN30","multiCurrencyIndicator","Y","N","2014-01-13 17:16:32","2014-01-13 17:16:32","LS2BATCH","LS2BATCH"
"FAN","FAN31","name","Y","N","2014-01-13 17:16:32","2014-01-13 17:16:32","LS2BATCH","LS2BATCH"
"CPC","1203 ","Fertilizers & Agricultural Chemicals","Y","Y","2014-04-14 15:37:58","2014-04-14 15:37:58","LOANIQ01","LOANIQ01"
"CPC","1204 ","Industrial Gases","Y","Y","2014-04-14 15:38:22","2014-04-14 15:38:22","LOANIQ01","LOANIQ01"
"SNM","CSUSM","Corporate Suspense Misc","N","Y","2014-01-13 17:17:04","2019-04-03 23:23:48","LS2BATCH","LS2BATCH"
"SNM","CINRO","Corporate Interest Receivable Offset","N","Y","2014-01-13 17:17:04","2019-04-03 23:23:47","LS2BATCH","LS2BATCH"
"OAN","OAN27","facilityCurrencyCurrentAmount","Y","N","2014-01-13 17:16:33","2014-01-13 17:16:33","LS2BATCH","LS2BATCH"
"OAN","OAN28","facilityCurrencyHistoricalRate","Y","N","2014-01-13 17:16:33","2014-01-13 17:16:33","LS2BATCH","LS2BATCH"
"OAN","OAN29","facilityCurrencyHostBankGrossAmount","Y","N","2014-01-13 17:16:33","2014-01-13 17:16:33","LS2BATCH","LS2BATCH"
"SYP","CINBR","Calculation Of Interpolated Base Rate Applies","Y","Y","2014-02-27 11:51:15","2014-02-27 11:51:15","LOANIQ01","LOANIQ01"
"SYP","CLOPO","Change Loan Pricing Option via Quick Repricing","Y","Y","2014-02-27 11:51:30","2014-02-27 11:51:30","LOANIQ01","LOANIQ01"
"SYP","COLBW","Allow linking collateral to an outstanding whose borrower is not associated with the collateral.","Y","Y","2014-02-27 11:51:59","2019-04-03 23:24:08","LOANIQ01","LS2BATCH"
"SYP","CPARA","Circle Portfolio Allocations Required For Approval","Y","Y","2014-02-27 11:52:42","2019-04-03 23:24:08","LOANIQ01","LS2BATCH"
"SYP","CPCRQ","Circle Pricing Comment Required","Y","Y","2014-02-27 11:52:51","2014-02-27 11:52:51","LOANIQ01","LOANIQ01"
"SYP","DAFID","Default Auto Reduce Facility indicator in Principal Payment to Y even when facility increase/decreas","Y","Y","2014-02-27 11:53:14","2014-02-27 11:53:14","LOANIQ01","LOANIQ01"
"SYP","DAGFF","Display To Agent Fees On Funding Memo","Y","Y","2014-02-27 11:53:35","2019-04-03 23:24:08","LOANIQ01","LS2BATCH"
"SYP","DBCRF","Display Benefit Of Commitment Reduction On Funding Memo","Y","Y","2014-02-27 11:54:05","2014-02-27 11:54:05","LOANIQ01","LOANIQ01"
"SYP","DOMDT","Default Maturity Date For New Outstandings","Y","Y","2014-02-27 11:54:39","2014-02-27 11:54:39","LOANIQ01","LOANIQ01"
"SYP","DQLRD","Default QLR Actual Due Date To Next Repricing Date","Y","Y","2014-02-27 11:55:10","2019-04-03 23:24:08","LOANIQ01","LS2BATCH"
"SYP","DSACO","Default Selection to Active Customers Only","Y","Y","2014-02-27 11:55:30","2019-04-03 23:24:08","LOANIQ01","LS2BATCH"
"SYP","EADPA","Exceeding Available To Draw Prevents Send To Approval","Y","Y","2014-02-27 11:55:57","2019-04-03 23:24:09","LOANIQ01","LS2BATCH"
"SYP","FCNHB","Facility Change Transaction Applies to Closed Non-Host Bank Deals","Y","Y","2014-02-27 11:56:32","2019-04-03 23:24:09","LOANIQ01","LS2BATCH"
"SYP","IAESA","Include Approved Event/Upfront Fee Payment in Scheduled Activity","Y","Y","2014-02-27 11:57:00","2014-02-27 11:57:00","LOANIQ01","LOANIQ01"
"SYP","INNLN","Inactivate Non-zero Non-Loans","Y","Y","2014-02-27 11:57:21","2019-04-03 23:24:09","LOANIQ01","LS2BATCH"
"SYP","MFCIN","MFCOF Entries Cleared on Payment of Interest","Y","Y","2014-02-27 11:58:13","2019-04-03 23:24:09","LOANIQ01","LS2BATCH"
"BET","1795 ","1795","Y","N","2014-01-13 17:16:00","2014-01-13 17:16:00","LS2BATCH","LS2BATCH"
"BET","1796 ","1796","Y","N","2014-01-13 17:16:00","2014-01-13 17:16:00","LS2BATCH","LS2BATCH"
"BET","1797 ","1797","Y","N","2014-01-13 17:16:00","2014-01-13 17:16:00","LS2BATCH","LS2BATCH"
"BET","1798 ","1798","Y","N","2014-01-13 17:16:00","2014-01-13 17:16:00","LS2BATCH","LS2BATCH"
"BET","1762 ","1762","Y","N","2014-01-13 17:15:59","2014-01-13 17:15:59","LS2BATCH","LS2BATCH"
"BET","1763 ","1763","Y","N","2014-01-13 17:15:59","2014-01-13 17:15:59","LS2BATCH","LS2BATCH"
"BET","1764 ","1764","Y","N","2014-01-13 17:15:59","2014-01-13 17:15:59","LS2BATCH","LS2BATCH"
"BET","1765 ","1765","Y","N","2014-01-13 17:15:59","2014-01-13 17:15:59","LS2BATCH","LS2BATCH"
"BET","1766 ","1766","Y","N","2014-01-13 17:15:59","2014-01-13 17:15:59","LS2BATCH","LS2BATCH"
"BET","1767 ","1767","Y","N","2014-01-13 17:15:59","2014-01-13 17:15:59","LS2BATCH","LS2BATCH"
"BET","1768 ","1768","Y","N","2014-01-13 17:15:59","2014-01-13 17:15:59","LS2BATCH","LS2BATCH"
"BET","1769 ","1769","Y","N","2014-01-13 17:15:59","2014-01-13 17:15:59","LS2BATCH","LS2BATCH"
"BET","1770 ","1770","Y","N","2014-01-13 17:15:59","2014-01-13 17:15:59","LS2BATCH","LS2BATCH"
"BET","1771 ","1771","Y","N","2014-01-13 17:15:59","2014-01-13 17:15:59","LS2BATCH","LS2BATCH"
"BET","1772 ","1772","Y","N","2014-01-13 17:15:59","2014-01-13 17:15:59","LS2BATCH","LS2BATCH"
"BET","1773 ","1773","Y","N","2014-01-13 17:15:59","2014-01-13 17:15:59","LS2BATCH","LS2BATCH"
"BET","1774 ","1774","Y","N","2014-01-13 17:15:59","2014-01-13 17:15:59","LS2BATCH","LS2BATCH"
"BET","2011 ","2011","Y","N","2014-01-13 17:16:11","2014-01-13 17:16:11","LS2BATCH","LS2BATCH"
"BET","2012 ","2012","Y","N","2014-01-13 17:16:11","2014-01-13 17:16:11","LS2BATCH","LS2BATCH"
"BET","2013 ","2013","Y","N","2014-01-13 17:16:11","2014-01-13 17:16:11","LS2BATCH","LS2BATCH"
"BET","2014 ","2014","Y","N","2014-01-13 17:16:11","2014-01-13 17:16:11","LS2BATCH","LS2BATCH"
"BET","2015 ","2015","Y","N","2014-01-13 17:16:11","2014-01-13 17:16:11","LS2BATCH","LS2BATCH"
"BET","2016 ","2016","Y","N","2014-01-13 17:16:11","2014-01-13 17:16:11","LS2BATCH","LS2BATCH"
"BET","2017 ","2017","Y","N","2014-01-13 17:16:11","2014-01-13 17:16:11","LS2BATCH","LS2BATCH"
"BET","2018 ","2018","Y","N","2014-01-13 17:16:11","2014-01-13 17:16:11","LS2BATCH","LS2BATCH"
"BET","2019 ","2019","Y","N","2014-01-13 17:16:11","2014-01-13 17:16:11","LS2BATCH","LS2BATCH"
"CPC","1601 ","Forest Products","Y","Y","2014-04-14 15:44:56","2014-04-14 15:44:56","LOANIQ01","LOANIQ01"
"CPC","1602 ","Paper Products","Y","Y","2014-04-14 15:45:23","2014-04-14 15:45:23","LOANIQ01","LOANIQ01"
"ELO","0055 ","Wizard","Y","N","2014-04-11 05:21:00","2020-11-03 07:22:10","LS2BATCH","LS2BATCH"
"ELO","2309 ","2309 - Billing Enhancements","Y","N","2014-04-11 05:21:01","2014-04-11 05:21:01","LS2BATCH","LS2BATCH"
"ELO","1915 ","1915 - Outstandings Exceeding Commitment","Y","N","2014-04-11 05:21:01","2020-11-03 07:21:51","LS2BATCH","LS2BATCH"
"ELO","2300 ","2300 - Repayment Schedules Enhancements","Y","N","2014-04-11 05:21:02","2014-04-11 05:21:02","LS2BATCH","LS2BATCH"
"FIP","CSPPR","Compliance Status for Profile Data Pre Cutoff Date","Y","N","2014-04-11 05:21:36","2014-04-11 05:21:36","LS2BATCH","LS2BATCH"
"FIP","CSPPO","Compliance Status for Profile Data Post Cutoff Date","Y","N","2014-04-11 05:21:36","2014-04-11 05:21:36","LS2BATCH","LS2BATCH"
"UFN","1682 ","FATCA Tax Fields Update on Payment Notebooks","Y","N","2014-04-11 05:21:36","2014-04-11 05:21:36","LS2BATCH","LS2BATCH"
"ELO","3606 ","3606 - FATCA Customer Classification Withholding And Reporting","Y","N","2014-04-11 05:21:36","2020-11-03 07:22:05","LS2BATCH","LS2BATCH"
