"SCI_RID_ITEM","SCI_AMT_ITEM","SCI_DTE_EFFECTIVE","SCI_RID_SCHEDULE","SCI_IND_UNSCHEDULE","SCI_TSP_REC_CREATE","SCI_TSP_REC_UPDATE","SCI_UID_REC_CREATE","SCI_UID_REC_UPDATE","SCI_PCT_ORIG_BAL","SCI_DTE_TARGET","SCI_AMT_INTEREST","SCI_AMT_INT_PAID","SCI_AMT_PRIN_PAID","SCI_DTE_ACCR_EFFEC","SCI_AMT_BILL_FACE","SCI_AMT_DISCOUNT","SCI_AMT_NETYLD_INT","SCI_AMT_PROCEEDS","SCI_AMT_SVFEE","SCI_CDE_CON_BIL_OP","SCI_CDE_F_BAL_TYPE","SCI_DTE_ACT_DUE","SCI_DTE_LNK_ASSET","SCI_DTE_LNK_DONE","SCI_IND_DEFICIENT","SCI_IND_LAST_DAY","SCI_NUM_GRACE_DAYS","SCI_NUM_INTR_DAYS","SCI_PCT_FAC_SC_ITM","SCI_RID_CTR_ITEM","SCI_CDE_OBJ_DB_ST","SCI_TSP_PRN_UPDATE","SCI_CDE_BRANCH"
"H+EFKZBH","-1577.91","2020-08-24 00:00:00","H+EFJ2VQ","N","2020-08-26 15:53:25","2020-08-26 15:53:25","LIQUSR03","LIQUSR03","0.0019723875","2020-08-19 00:00:00","","0","0","2020-08-24 00:00:00","","","0","","0","NONE ","","2020-08-22 00:00:00","","","","N","","","","","PEND ","","CG852"
"H+EFL0FV","-1577.91","2020-08-25 00:00:00","H+EFJ2VQ","N","2020-08-26 15:53:25","2020-08-26 15:53:25","LIQUSR03","LIQUSR03","0.0019723875","2020-08-20 00:00:00","","0","0","2020-08-25 00:00:00","","","0","","0","NONE ","","2020-08-25 00:00:00","","","","N","","","","","PEND ","","CG852"
"H+EFL1K9","-1577.91","2020-08-26 00:00:00","H+EFJ2VQ","N","2020-08-26 15:53:25","2020-08-26 15:53:25","LIQUSR03","LIQUSR03","0.0019723875","2020-08-21 00:00:00","","0","0","2020-08-26 00:00:00","","","0","","0","NONE ","","2020-08-26 00:00:00","","","","N","","","","","PEND ","","CG852"
"H+EFL2ON","-1577.91","2020-08-27 00:00:00","H+EFJ2VQ","N","2020-08-26 15:53:25","2020-08-26 15:53:25","LIQUSR03","LIQUSR03","0.0019723875","2020-08-24 00:00:00","","0","0","2020-08-27 00:00:00","","","0","","0","NONE ","","2020-08-27 00:00:00","","","","N","","","","","PEND ","","CG852"
"H+EFL3T1","-1577.91","2020-08-28 00:00:00","H+EFJ2VQ","N","2020-08-26 15:53:25","2020-08-26 15:53:25","LIQUSR03","LIQUSR03","0.0019723875","2020-08-25 00:00:00","","0","0","2020-08-28 00:00:00","","","0","","0","NONE ","","2020-08-28 00:00:00","","","","N","","","","","PEND ","","CG852"
"H+EFL4XF","-1577.91","2020-08-31 00:00:00","H+EFJ2VQ","N","2020-08-26 15:53:25","2020-08-26 15:53:25","LIQUSR03","LIQUSR03","0.0019723875","2020-08-26 00:00:00","","0","0","2020-08-31 00:00:00","","","0","","0","NONE ","","2020-08-29 00:00:00","","","","N","","","","","PEND ","","CG852"
"H+EFL61T","-1577.91","2020-09-01 00:00:00","H+EFJ2VQ","N","2020-08-26 15:53:25","2020-08-26 15:53:25","LIQUSR03","LIQUSR03","0.0019723875","2020-08-27 00:00:00","","0","0","2020-09-01 00:00:00","","","0","","0","NONE ","","2020-09-01 00:00:00","","","","N","","","","","PEND ","","CG852"
"H+EFL767","-1577.91","2020-09-02 00:00:00","H+EFJ2VQ","N","2020-08-26 15:53:25","2020-08-26 15:53:25","LIQUSR03","LIQUSR03","0.0019723875","2020-08-28 00:00:00","","0","0","2020-09-02 00:00:00","","","0","","0","NONE ","","2020-09-02 00:00:00","","","","N","","","","","PEND ","","CG852"
"H+EFL8AL","-1577.91","2020-09-03 00:00:00","H+EFJ2VQ","N","2020-08-26 15:53:25","2020-08-26 15:53:25","LIQUSR03","LIQUSR03","0.0019723875","2020-08-31 00:00:00","","0","0","2020-09-03 00:00:00","","","0","","0","NONE ","","2020-09-03 00:00:00","","","","N","","","","","PEND ","","CG852"
"H+EFL9EZ","-1577.91","2020-09-04 00:00:00","H+EFJ2VQ","N","2020-08-26 15:53:25","2020-08-26 15:53:25","LIQUSR03","LIQUSR03","0.0019723875","2020-09-01 00:00:00","","0","0","2020-09-04 00:00:00","","","0","","0","NONE ","","2020-09-04 00:00:00","","","","N","","","","","PEND ","","CG852"
"H+EFLAJD","-1577.91","2020-09-07 00:00:00","H+EFJ2VQ","N","2020-08-26 15:53:25","2020-08-26 15:53:25","LIQUSR03","LIQUSR03","0.0019723875","2020-09-02 00:00:00","","0","0","2020-09-07 00:00:00","","","0","","0","NONE ","","2020-09-05 00:00:00","","","","N","","","","","PEND ","","CG852"
"H+EFLBNR","-1577.91","2020-09-08 00:00:00","H+EFJ2VQ","N","2020-08-26 15:53:25","2020-08-26 15:53:25","LIQUSR03","LIQUSR03","0.0019723875","2020-09-03 00:00:00","","0","0","2020-09-08 00:00:00","","","0","","0","NONE ","","2020-09-08 00:00:00","","","","N","","","","","PEND ","","CG852"
"H+EFLCS5","-1577.91","2020-09-09 00:00:00","H+EFJ2VQ","N","2020-08-26 15:53:25","2020-08-26 15:53:25","LIQUSR03","LIQUSR03","0.0019723875","2020-09-04 00:00:00","","0","0","2020-09-09 00:00:00","","","0","","0","NONE ","","2020-09-09 00:00:00","","","","N","","","","","PEND ","","CG852"
"H+EFLDWJ","-1577.91","2020-09-10 00:00:00","H+EFJ2VQ","N","2020-08-26 15:53:25","2020-08-26 15:53:25","LIQUSR03","LIQUSR03","0.0019723875","2020-09-07 00:00:00","","0","0","2020-09-10 00:00:00","","","0","","0","NONE ","","2020-09-10 00:00:00","","","","N","","","","","PEND ","","CG852"
"H+EFLF0X","-1577.91","2020-09-11 00:00:00","H+EFJ2VQ","N","2020-08-26 15:53:25","2020-08-26 15:53:25","LIQUSR03","LIQUSR03","0.0019723875","2020-09-08 00:00:00","","0","0","2020-09-11 00:00:00","","","0","","0","NONE ","","2020-09-11 00:00:00","","","","N","","","","","PEND ","","CG852"
"H+EFLG5B","-1577.91","2020-09-14 00:00:00","H+EFJ2VQ","N","2020-08-26 15:53:25","2020-08-26 15:53:25","LIQUSR03","LIQUSR03","0.0019723875","2020-09-09 00:00:00","","0","0","2020-09-14 00:00:00","","","0","","0","NONE ","","2020-09-12 00:00:00","","","","N","","","","","PEND ","","CG852"
"H+EFLH9P","-1577.91","2020-09-15 00:00:00","H+EFJ2VQ","N","2020-08-26 15:53:25","2020-08-26 15:53:25","LIQUSR03","LIQUSR03","0.0019723875","2020-09-10 00:00:00","","0","0","2020-09-15 00:00:00","","","0","","0","NONE ","","2020-09-15 00:00:00","","","","N","","","","","PEND ","","CG852"
"H+EFLIE3","-1577.91","2020-09-16 00:00:00","H+EFJ2VQ","N","2020-08-26 15:53:25","2020-08-26 15:53:25","LIQUSR03","LIQUSR03","0.0019723875","2020-09-11 00:00:00","","0","0","2020-09-16 00:00:00","","","0","","0","NONE ","","2020-09-16 00:00:00","","","","N","","","","","PEND ","","CG852"
"H+EFLJIH","-1577.91","2020-09-17 00:00:00","H+EFJ2VQ","N","2020-08-26 15:53:25","2020-08-26 15:53:25","LIQUSR03","LIQUSR03","0.0019723875","2020-09-14 00:00:00","","0","0","2020-09-17 00:00:00","","","0","","0","NONE ","","2020-09-17 00:00:00","","","","N","","","","","PEND ","","CG852"
"H+EFLKMV","-1577.91","2020-09-18 00:00:00","H+EFJ2VQ","N","2020-08-26 15:53:25","2020-08-26 15:53:25","LIQUSR03","LIQUSR03","0.0019723875","2020-09-15 00:00:00","","0","0","2020-09-18 00:00:00","","","0","","0","NONE ","","2020-09-18 00:00:00","","","","N","","","","","PEND ","","CG852"
"H+EFLLR9","-1577.91","2020-09-21 00:00:00","H+EFJ2VQ","N","2020-08-26 15:53:25","2020-08-26 15:53:25","LIQUSR03","LIQUSR03","0.0019723875","2020-09-16 00:00:00","","0","0","2020-09-21 00:00:00","","","0","","0","NONE ","","2020-09-19 00:00:00","","","","N","","","","","PEND ","","CG852"
"H+EFLMVN","-1577.91","2020-09-22 00:00:00","H+EFJ2VQ","N","2020-08-26 15:53:25","2020-08-26 15:53:25","LIQUSR03","LIQUSR03","0.0019723875","2020-09-17 00:00:00","","0","0","2020-09-22 00:00:00","","","0","","0","NONE ","","2020-09-22 00:00:00","","","","N","","","","","PEND ","","CG852"
"H+EFLO01","-1577.91","2020-09-23 00:00:00","H+EFJ2VQ","N","2020-08-26 15:53:25","2020-08-26 15:53:25","LIQUSR03","LIQUSR03","0.0019723875","2020-09-18 00:00:00","","0","0","2020-09-23 00:00:00","","","0","","0","NONE ","","2020-09-23 00:00:00","","","","N","","","","","PEND ","","CG852"
"H+EFLP4F","-1577.91","2020-09-24 00:00:00","H+EFJ2VQ","N","2020-08-26 15:53:25","2020-08-26 15:53:25","LIQUSR03","LIQUSR03","0.0019723875","2020-09-21 00:00:00","","0","0","2020-09-24 00:00:00","","","0","","0","NONE ","","2020-09-24 00:00:00","","","","N","","","","","PEND ","","CG852"
"H+EFLQ8T","-1577.91","2020-09-25 00:00:00","H+EFJ2VQ","N","2020-08-26 15:53:25","2020-08-26 15:53:25","LIQUSR03","LIQUSR03","0.0019723875","2020-09-22 00:00:00","","0","0","2020-09-25 00:00:00","","","0","","0","NONE ","","2020-09-25 00:00:00","","","","N","","","","","PEND ","","CG852"
"H+EFLRD7","-1577.91","2020-09-28 00:00:00","H+EFJ2VQ","N","2020-08-26 15:53:25","2020-08-26 15:53:25","LIQUSR03","LIQUSR03","0.0019723875","2020-09-23 00:00:00","","0","0","2020-09-28 00:00:00","","","0","","0","NONE ","","2020-09-26 00:00:00","","","","N","","","","","PEND ","","CG852"
"H+EFLSHL","-1577.91","2020-09-29 00:00:00","H+EFJ2VQ","N","2020-08-26 15:53:25","2020-08-26 15:53:25","LIQUSR03","LIQUSR03","0.0019723875","2020-09-24 00:00:00","","0","0","2020-09-29 00:00:00","","","0","","0","NONE ","","2020-09-29 00:00:00","","","","N","","","","","PEND ","","CG852"
"H+EFLTLZ","-1577.91","2020-09-30 00:00:00","H+EFJ2VQ","N","2020-08-26 15:53:25","2020-08-26 15:53:25","LIQUSR03","LIQUSR03","0.0019723875","2020-09-25 00:00:00","","0","0","2020-09-30 00:00:00","","","0","","0","NONE ","","2020-09-30 00:00:00","","","","N","","","","","PEND ","","CG852"
"H+EFLUQD","-1577.91","2020-10-01 00:00:00","H+EFJ2VQ","N","2020-08-26 15:53:25","2020-08-26 15:53:25","LIQUSR03","LIQUSR03","0.0019723875","2020-09-28 00:00:00","","0","0","2020-10-01 00:00:00","","","0","","0","NONE ","","2020-10-01 00:00:00","","","","N","","","","","PEND ","","CG852"
"H+EFLVUR","-1577.91","2020-10-02 00:00:00","H+EFJ2VQ","N","2020-08-26 15:53:25","2020-08-26 15:53:25","LIQUSR03","LIQUSR03","0.0019723875","2020-09-29 00:00:00","","0","0","2020-10-02 00:00:00","","","0","","0","NONE ","","2020-10-02 00:00:00","","","","N","","","","","PEND ","","CG852"
"H+EFLWZ5","-1577.91","2020-10-05 00:00:00","H+EFJ2VQ","N","2020-08-26 15:53:25","2020-08-26 15:53:25","LIQUSR03","LIQUSR03","0.0019723875","2020-09-30 00:00:00","","0","0","2020-10-05 00:00:00","","","0","","0","NONE ","","2020-10-03 00:00:00","","","","N","","","","","PEND ","","CG852"
"H+EFLY3J","-1577.91","2020-10-06 00:00:00","H+EFJ2VQ","N","2020-08-26 15:53:25","2020-08-26 15:53:25","LIQUSR03","LIQUSR03","0.0019723875","2020-10-01 00:00:00","","0","0","2020-10-06 00:00:00","","","0","","0","NONE ","","2020-10-06 00:00:00","","","","N","","","","","PEND ","","CG852"
"H+EFLZ7X","-1577.91","2020-10-07 00:00:00","H+EFJ2VQ","N","2020-08-26 15:53:25","2020-08-26 15:53:25","LIQUSR03","LIQUSR03","0.0019723875","2020-10-02 00:00:00","","0","0","2020-10-07 00:00:00","","","0","","0","NONE ","","2020-10-07 00:00:00","","","","N","","","","","PEND ","","CG852"
"H+EFM0CB","-1577.91","2020-10-08 00:00:00","H+EFJ2VQ","N","2020-08-26 15:53:25","2020-08-26 15:53:25","LIQUSR03","LIQUSR03","0.0019723875","2020-10-05 00:00:00","","0","0","2020-10-08 00:00:00","","","0","","0","NONE ","","2020-10-08 00:00:00","","","","N","","","","","PEND ","","CG852"
"H+EFM1GP","-1577.91","2020-10-09 00:00:00","H+EFJ2VQ","N","2020-08-26 15:53:25","2020-08-26 15:53:25","LIQUSR03","LIQUSR03","0.0019723875","2020-10-06 00:00:00","","0","0","2020-10-09 00:00:00","","","0","","0","NONE ","","2020-10-09 00:00:00","","","","N","","","","","PEND ","","CG852"
"H+EFM2L3","-1577.91","2020-10-12 00:00:00","H+EFJ2VQ","N","2020-08-26 15:53:25","2020-08-26 15:53:25","LIQUSR03","LIQUSR03","0.0019723875","2020-10-07 00:00:00","","0","0","2020-10-12 00:00:00","","","0","","0","NONE ","","2020-10-10 00:00:00","","","","N","","","","","PEND ","","CG852"
"H+EFM3PH","-1577.91","2020-10-13 00:00:00","H+EFJ2VQ","N","2020-08-26 15:53:25","2020-08-26 15:53:25","LIQUSR03","LIQUSR03","0.0019723875","2020-10-08 00:00:00","","0","0","2020-10-13 00:00:00","","","0","","0","NONE ","","2020-10-13 00:00:00","","","","N","","","","","PEND ","","CG852"
"H+EFM4TV","-1577.91","2020-10-14 00:00:00","H+EFJ2VQ","N","2020-08-26 15:53:25","2020-08-26 15:53:25","LIQUSR03","LIQUSR03","0.0019723875","2020-10-09 00:00:00","","0","0","2020-10-14 00:00:00","","","0","","0","NONE ","","2020-10-14 00:00:00","","","","N","","","","","PEND ","","CG852"
"H+EFM5Y9","-1577.91","2020-10-15 00:00:00","H+EFJ2VQ","N","2020-08-26 15:53:25","2020-08-26 15:53:25","LIQUSR03","LIQUSR03","0.0019723875","2020-10-12 00:00:00","","0","0","2020-10-15 00:00:00","","","0","","0","NONE ","","2020-10-15 00:00:00","","","","N","","","","","PEND ","","CG852"
"H+EFM72N","-1577.91","2020-10-16 00:00:00","H+EFJ2VQ","N","2020-08-26 15:53:25","2020-08-26 15:53:25","LIQUSR03","LIQUSR03","0.0019723875","2020-10-13 00:00:00","","0","0","2020-10-16 00:00:00","","","0","","0","NONE ","","2020-10-16 00:00:00","","","","N","","","","","PEND ","","CG852"
"H+EFM871","-1577.91","2020-10-19 00:00:00","H+EFJ2VQ","N","2020-08-26 15:53:25","2020-08-26 15:53:25","LIQUSR03","LIQUSR03","0.0019723875","2020-10-14 00:00:00","","0","0","2020-10-19 00:00:00","","","0","","0","NONE ","","2020-10-17 00:00:00","","","","N","","","","","PEND ","","CG852"
"H+EFM9BF","-1577.91","2020-10-20 00:00:00","H+EFJ2VQ","N","2020-08-26 15:53:25","2020-08-26 15:53:25","LIQUSR03","LIQUSR03","0.0019723875","2020-10-15 00:00:00","","0","0","2020-10-20 00:00:00","","","0","","0","NONE ","","2020-10-20 00:00:00","","","","N","","","","","PEND ","","CG852"
"H+EFMAFT","-1577.91","2020-10-21 00:00:00","H+EFJ2VQ","N","2020-08-26 15:53:25","2020-08-26 15:53:25","LIQUSR03","LIQUSR03","0.0019723875","2020-10-16 00:00:00","","0","0","2020-10-21 00:00:00","","","0","","0","NONE ","","2020-10-21 00:00:00","","","","N","","","","","PEND ","","CG852"
"H+EFMBK7","-1577.91","2020-10-22 00:00:00","H+EFJ2VQ","N","2020-08-26 15:53:25","2020-08-26 15:53:25","LIQUSR03","LIQUSR03","0.0019723875","2020-10-19 00:00:00","","0","0","2020-10-22 00:00:00","","","0","","0","NONE ","","2020-10-22 00:00:00","","","","N","","","","","PEND ","","CG852"
"H+EFMCOL","-1577.91","2020-10-23 00:00:00","H+EFJ2VQ","N","2020-08-26 15:53:25","2020-08-26 15:53:25","LIQUSR03","LIQUSR03","0.0019723875","2020-10-20 00:00:00","","0","0","2020-10-23 00:00:00","","","0","","0","NONE ","","2020-10-23 00:00:00","","","","N","","","","","PEND ","","CG852"
"H+EFMDSZ","-1577.91","2020-10-26 00:00:00","H+EFJ2VQ","N","2020-08-26 15:53:25","2020-08-26 15:53:25","LIQUSR03","LIQUSR03","0.0019723875","2020-10-21 00:00:00","","0","0","2020-10-26 00:00:00","","","0","","0","NONE ","","2020-10-24 00:00:00","","","","N","","","","","PEND ","","CG852"
"H+EFMEXD","-1577.91","2020-10-27 00:00:00","H+EFJ2VQ","N","2020-08-26 15:53:25","2020-08-26 15:53:25","LIQUSR03","LIQUSR03","0.0019723875","2020-10-22 00:00:00","","0","0","2020-10-27 00:00:00","","","0","","0","NONE ","","2020-10-27 00:00:00","","","","N","","","","","PEND ","","CG852"
"H+EFMG1R","-1577.91","2020-10-28 00:00:00","H+EFJ2VQ","N","2020-08-26 15:53:25","2020-08-26 15:53:25","LIQUSR03","LIQUSR03","0.0019723875","2020-10-23 00:00:00","","0","0","2020-10-28 00:00:00","","","0","","0","NONE ","","2020-10-28 00:00:00","","","","N","","","","","PEND ","","CG852"
"H+EFMH65","-1577.91","2020-10-29 00:00:00","H+EFJ2VQ","N","2020-08-26 15:53:25","2020-08-26 15:53:25","LIQUSR03","LIQUSR03","0.0019723875","2020-10-26 00:00:00","","0","0","2020-10-29 00:00:00","","","0","","0","NONE ","","2020-10-29 00:00:00","","","","N","","","","","PEND ","","CG852"
"H+EFMIAJ","-1577.91","2020-10-30 00:00:00","H+EFJ2VQ","N","2020-08-26 15:53:25","2020-08-26 15:53:25","LIQUSR03","LIQUSR03","0.0019723875","2020-10-27 00:00:00","","0","0","2020-10-30 00:00:00","","","0","","0","NONE ","","2020-10-30 00:00:00","","","","N","","","","","PEND ","","CG852"
"H+EFMJEX","-1577.91","2020-11-02 00:00:00","H+EFJ2VQ","N","2020-08-26 15:53:25","2020-08-26 15:53:25","LIQUSR03","LIQUSR03","0.0019723875","2020-10-28 00:00:00","","0","0","2020-11-02 00:00:00","","","0","","0","NONE ","","2020-11-01 00:00:00","","","","N","","","","","PEND ","","CG852"
"H+EFMKJB","-1577.91","2020-11-03 00:00:00","H+EFJ2VQ","N","2020-08-26 15:53:25","2020-08-26 15:53:25","LIQUSR03","LIQUSR03","0.0019723875","2020-10-29 00:00:00","","0","0","2020-11-03 00:00:00","","","0","","0","NONE ","","2020-11-03 00:00:00","","","","N","","","","","PEND ","","CG852"
"H+EFMLNP","-1577.91","2020-11-04 00:00:00","H+EFJ2VQ","N","2020-08-26 15:53:25","2020-08-26 15:53:25","LIQUSR03","LIQUSR03","0.0019723875","2020-10-30 00:00:00","","0","0","2020-11-04 00:00:00","","","0","","0","NONE ","","2020-11-04 00:00:00","","","","N","","","","","PEND ","","CG852"
"H+EFMMS3","-1577.91","2020-11-05 00:00:00","H+EFJ2VQ","N","2020-08-26 15:53:25","2020-08-26 15:53:25","LIQUSR03","LIQUSR03","0.0019723875","2020-11-02 00:00:00","","0","0","2020-11-05 00:00:00","","","0","","0","NONE ","","2020-11-05 00:00:00","","","","N","","","","","PEND ","","CG852"
"H+EFMNWH","-1577.91","2020-11-06 00:00:00","H+EFJ2VQ","N","2020-08-26 15:53:25","2020-08-26 15:53:25","LIQUSR03","LIQUSR03","0.0019723875","2020-11-03 00:00:00","","0","0","2020-11-06 00:00:00","","","0","","0","NONE ","","2020-11-06 00:00:00","","","","N","","","","","PEND ","","CG852"
"H+EFMP0V","-1577.91","2020-11-09 00:00:00","H+EFJ2VQ","N","2020-08-26 15:53:25","2020-08-26 15:53:25","LIQUSR03","LIQUSR03","0.0019723875","2020-11-04 00:00:00","","0","0","2020-11-09 00:00:00","","","0","","0","NONE ","","2020-11-07 00:00:00","","","","N","","","","","PEND ","","CG852"
"H+EFMQ59","-1577.91","2020-11-10 00:00:00","H+EFJ2VQ","N","2020-08-26 15:53:25","2020-08-26 15:53:25","LIQUSR03","LIQUSR03","0.0019723875","2020-11-05 00:00:00","","0","0","2020-11-10 00:00:00","","","0","","0","NONE ","","2020-11-10 00:00:00","","","","N","","","","","PEND ","","CG852"
"H+EFMR9N","-1577.91","2020-11-11 00:00:00","H+EFJ2VQ","N","2020-08-26 15:53:25","2020-08-26 15:53:25","LIQUSR03","LIQUSR03","0.0019723875","2020-11-06 00:00:00","","0","0","2020-11-11 00:00:00","","","0","","0","NONE ","","2020-11-11 00:00:00","","","","N","","","","","PEND ","","CG852"
"H+EFMSE1","-1577.91","2020-11-12 00:00:00","H+EFJ2VQ","N","2020-08-26 15:53:25","2020-08-26 15:53:25","LIQUSR03","LIQUSR03","0.0019723875","2020-11-09 00:00:00","","0","0","2020-11-12 00:00:00","","","0","","0","NONE ","","2020-11-12 00:00:00","","","","N","","","","","PEND ","","CG852"
"H+EFMTIF","-1577.91","2020-11-13 00:00:00","H+EFJ2VQ","N","2020-08-26 15:53:25","2020-08-26 15:53:25","LIQUSR03","LIQUSR03","0.0019723875","2020-11-10 00:00:00","","0","0","2020-11-13 00:00:00","","","0","","0","NONE ","","2020-11-13 00:00:00","","","","N","","","","","PEND ","","CG852"
"H+EFMUMT","-1577.91","2020-11-16 00:00:00","H+EFJ2VQ","N","2020-08-26 15:53:25","2020-08-26 15:53:25","LIQUSR03","LIQUSR03","0.0019723875","2020-11-11 00:00:00","","0","0","2020-11-16 00:00:00","","","0","","0","NONE ","","2020-11-14 00:00:00","","","","N","","","","","PEND ","","CG852"
"H+EFMVR7","-1577.91","2020-11-17 00:00:00","H+EFJ2VQ","N","2020-08-26 15:53:25","2020-08-26 15:53:25","LIQUSR03","LIQUSR03","0.0019723875","2020-11-12 00:00:00","","0","0","2020-11-17 00:00:00","","","0","","0","NONE ","","2020-11-17 00:00:00","","","","N","","","","","PEND ","","CG852"
"H+EFMWVL","-1577.91","2020-11-18 00:00:00","H+EFJ2VQ","N","2020-08-26 15:53:25","2020-08-26 15:53:25","LIQUSR03","LIQUSR03","0.0019723875","2020-11-13 00:00:00","","0","0","2020-11-18 00:00:00","","","0","","0","NONE ","","2020-11-18 00:00:00","","","","N","","","","","PEND ","","CG852"
"H+EFMXZZ","-1577.91","2020-11-19 00:00:00","H+EFJ2VQ","N","2020-08-26 15:53:25","2020-08-26 15:53:25","LIQUSR03","LIQUSR03","0.0019723875","2020-11-16 00:00:00","","0","0","2020-11-19 00:00:00","","","0","","0","NONE ","","2020-11-19 00:00:00","","","","N","","","","","PEND ","","CG852"
"H+EFMZ4D","-1577.91","2020-11-20 00:00:00","H+EFJ2VQ","N","2020-08-26 15:53:25","2020-08-26 15:53:25","LIQUSR03","LIQUSR03","0.0019723875","2020-11-17 00:00:00","","0","0","2020-11-20 00:00:00","","","0","","0","NONE ","","2020-11-20 00:00:00","","","","N","","","","","PEND ","","CG852"
"H+EFN08R","-1577.91","2020-11-23 00:00:00","H+EFJ2VQ","N","2020-08-26 15:53:25","2020-08-26 15:53:25","LIQUSR03","LIQUSR03","0.0019723875","2020-11-18 00:00:00","","0","0","2020-11-23 00:00:00","","","0","","0","NONE ","","2020-11-21 00:00:00","","","","N","","","","","PEND ","","CG852"
"H+EFN1D5","-1577.91","2020-11-24 00:00:00","H+EFJ2VQ","N","2020-08-26 15:53:25","2020-08-26 15:53:25","LIQUSR03","LIQUSR03","0.0019723875","2020-11-19 00:00:00","","0","0","2020-11-24 00:00:00","","","0","","0","NONE ","","2020-11-24 00:00:00","","","","N","","","","","PEND ","","CG852"
"H+EFN2HJ","-1577.91","2020-11-25 00:00:00","H+EFJ2VQ","N","2020-08-26 15:53:25","2020-08-26 15:53:25","LIQUSR03","LIQUSR03","0.0019723875","2020-11-20 00:00:00","","0","0","2020-11-25 00:00:00","","","0","","0","NONE ","","2020-11-25 00:00:00","","","","N","","","","","PEND ","","CG852"
"H+EFN3LX","-1577.91","2020-11-26 00:00:00","H+EFJ2VQ","N","2020-08-26 15:53:25","2020-08-26 15:53:25","LIQUSR03","LIQUSR03","0.0019723875","2020-11-23 00:00:00","","0","0","2020-11-26 00:00:00","","","0","","0","NONE ","","2020-11-26 00:00:00","","","","N","","","","","PEND ","","CG852"
"H+EFN4QB","-1577.91","2020-11-27 00:00:00","H+EFJ2VQ","N","2020-08-26 15:53:25","2020-08-26 15:53:25","LIQUSR03","LIQUSR03","0.0019723875","2020-11-24 00:00:00","","0","0","2020-11-27 00:00:00","","","0","","0","NONE ","","2020-11-27 00:00:00","","","","N","","","","","PEND ","","CG852"
"H+EFN5UP","-1577.91","2020-11-30 00:00:00","H+EFJ2VQ","N","2020-08-26 15:53:25","2020-08-26 15:53:25","LIQUSR03","LIQUSR03","0.0019723875","2020-11-25 00:00:00","","0","0","2020-11-30 00:00:00","","","0","","0","NONE ","","2020-11-28 00:00:00","","","","N","","","","","PEND ","","CG852"
"H+EFN6Z3","-1577.91","2020-12-01 00:00:00","H+EFJ2VQ","N","2020-08-26 15:53:25","2020-08-26 15:53:25","LIQUSR03","LIQUSR03","0.0019723875","2020-11-26 00:00:00","","0","0","2020-12-01 00:00:00","","","0","","0","NONE ","","2020-12-01 00:00:00","","","","N","","","","","PEND ","","CG852"
"H+EFN83H","-1577.91","2020-12-02 00:00:00","H+EFJ2VQ","N","2020-08-26 15:53:25","2020-08-26 15:53:25","LIQUSR03","LIQUSR03","0.0019723875","2020-11-27 00:00:00","","0","0","2020-12-02 00:00:00","","","0","","0","NONE ","","2020-12-02 00:00:00","","","","N","","","","","PEND ","","CG852"
"H+EFN97V","-1577.91","2020-12-03 00:00:00","H+EFJ2VQ","N","2020-08-26 15:53:25","2020-08-26 15:53:25","LIQUSR03","LIQUSR03","0.0019723875","2020-11-30 00:00:00","","0","0","2020-12-03 00:00:00","","","0","","0","NONE ","","2020-12-03 00:00:00","","","","N","","","","","PEND ","","CG852"
"H+EFNAC9","-1577.91","2020-12-04 00:00:00","H+EFJ2VQ","N","2020-08-26 15:53:25","2020-08-26 15:53:25","LIQUSR03","LIQUSR03","0.0019723875","2020-12-01 00:00:00","","0","0","2020-12-04 00:00:00","","","0","","0","NONE ","","2020-12-04 00:00:00","","","","N","","","","","PEND ","","CG852"
"H+EFNBGN","-1577.91","2020-12-07 00:00:00","H+EFJ2VQ","N","2020-08-26 15:53:25","2020-08-26 15:53:25","LIQUSR03","LIQUSR03","0.0019723875","2020-12-02 00:00:00","","0","0","2020-12-07 00:00:00","","","0","","0","NONE ","","2020-12-05 00:00:00","","","","N","","","","","PEND ","","CG852"
"H+EFNCL1","-1577.91","2020-12-08 00:00:00","H+EFJ2VQ","N","2020-08-26 15:53:25","2020-08-26 15:53:25","LIQUSR03","LIQUSR03","0.0019723875","2020-12-03 00:00:00","","0","0","2020-12-08 00:00:00","","","0","","0","NONE ","","2020-12-08 00:00:00","","","","N","","","","","PEND ","","CG852"
"H+EFNDPF","-1577.91","2020-12-09 00:00:00","H+EFJ2VQ","N","2020-08-26 15:53:25","2020-08-26 15:53:25","LIQUSR03","LIQUSR03","0.0019723875","2020-12-04 00:00:00","","0","0","2020-12-09 00:00:00","","","0","","0","NONE ","","2020-12-09 00:00:00","","","","N","","","","","PEND ","","CG852"
"H+EFNETT","-1577.91","2020-12-10 00:00:00","H+EFJ2VQ","N","2020-08-26 15:53:25","2020-08-26 15:53:25","LIQUSR03","LIQUSR03","0.0019723875","2020-12-07 00:00:00","","0","0","2020-12-10 00:00:00","","","0","","0","NONE ","","2020-12-10 00:00:00","","","","N","","","","","PEND ","","CG852"
"H+EFNFY7","-1577.91","2020-12-11 00:00:00","H+EFJ2VQ","N","2020-08-26 15:53:25","2020-08-26 15:53:25","LIQUSR03","LIQUSR03","0.0019723875","2020-12-08 00:00:00","","0","0","2020-12-11 00:00:00","","","0","","0","NONE ","","2020-12-11 00:00:00","","","","N","","","","","PEND ","","CG852"
