"CUE_CID_CUST_ID","CUE_CDE_EVENT_TYPE","CUE_DTE_EFFECTIVE","CUE_RID_CUST_EVENT","CUE_TSP_REC_CREATE","CUE_TSP_REC_UPDATE","CUE_UID_REC_CREATE","CUE_UID_REC_UPDATE","CUE_TXT_EVENT_CMT","CUE_CDE_BRANCH"
"O#E9PO4R","STCHD","2020-04-27 00:00:00","O#E9PO4V","2020-05-05 13:57:56","2020-05-05 13:57:56","LOANIQ01","LOANIQ01","Status changed from Skeletal (Active) to Active (Active).",""
"O#E9PO4R","CFCOP","2020-04-27 00:00:00","O#E9PO4W","2020-05-05 13:57:56","2020-05-05 13:57:56","LOANIQ01","LOANIQ01","Created From Common Party",""
"68EADU1E","STCHD","2020-04-29 00:00:00","68EADU1I","2020-05-18 13:19:41","2020-05-18 13:19:41","LOANIQ01","LOANIQ01","Status changed from Skeletal (Active) to Active (Active).",""
"68EADU1E","CFCOP","2020-04-29 00:00:00","68EADU1J","2020-05-18 13:19:41","2020-05-18 13:19:41","LOANIQ01","LOANIQ01","Created From Common Party",""
"J)E9RPK6","NC   ","2020-04-29 00:00:00","68EADU28","2020-05-18 14:17:46","2020-05-18 14:17:46","LOANIQ01","LOANIQ01","The short name of customer UPDSHRT383843 was changed from SHRT383843 to UPDSHRT383843.",""
"J)E9RPK6","NC   ","2020-04-29 00:00:00","68EADU29","2020-05-18 14:17:46","2020-05-18 14:17:46","LOANIQ01","LOANIQ01","The legal name of customer UPDSHRT383843 was changed from ENT935935 to UPDATEENT935935.",""
"P:E9AO7I","NC   ","2020-05-27 00:00:00","68EAFAXA","2020-05-19 10:10:17","2020-05-19 10:10:17","LOANIQ01","LOANIQ01","The short name of customer ENT9355335_UPD was changed from ENT9355335 to ENT9355335_UPD.",""
"P:E9AO7I","NC   ","2020-05-27 00:00:00","68EAFAXB","2020-05-19 10:10:17","2020-05-19 10:10:17","LOANIQ01","LOANIQ01","The legal name of customer ENT9355335_UPD was changed from ENT9355335 to ENT9355335_UPD.",""
"68EAJO7W","STCHD","2020-05-27 00:00:00","68EAJO80","2020-05-21 18:47:49","2020-05-21 18:47:49","LOANIQ01","LOANIQ01","Status changed from Skeletal (Active) to Active (Active).",""
"68EAJO7W","CFCOP","2020-05-27 00:00:00","68EAJO81","2020-05-21 18:47:49","2020-05-21 18:47:49","LOANIQ01","LOANIQ01","Created From Common Party",""
"HSE5440L","LOCMP","2020-05-27 00:00:00","BYEDA6BR","2020-07-13 23:29:55","2020-07-13 23:29:55","FJUSRAM ","FJUSRAM ","Borrower location Amsterdam, Netherlands completed.",""
"BYEDA7MO","CRTE ","2020-05-27 00:00:00","BYEDA7N9","2020-07-13 23:58:14","2020-07-13 23:58:14","FJUSRAM ","FJUSRAM ","New online customer CUSTSHORT50134 created.",""
"BYEDA7MO","NTPCE","2020-05-27 00:00:00","BYEDA8K1","2020-07-14 00:18:06","2020-07-14 00:18:06","FJUSRAM ","FJUSRAM ","Notice Type Preference changed from 'Faxes/Emails Only' to 'External Message'.",""
"#NED9EQ2","CNCHN","2020-05-27 00:00:00","B3EDB4A3","2020-07-14 11:43:23","2020-07-14 11:43:23","JOBINP  ","JOBINP  ","Contact John Bloggs  has been changed.",""
"I-EDB3F1","RIREL","2020-05-27 00:00:00","BLEDBG86","2020-07-14 14:52:57","2020-07-14 14:52:57","JOBSUPER","JOBSUPER","Remittance Instruction IMT1 has been released.",""
"VWEDOEXK","CRTE ","2020-05-28 00:00:00","VWEDOEXU","2020-07-21 16:02:54","2020-07-21 16:02:54","DJRHINPT","DJRHINPT","New online customer CUSTSHORT55127 created.",""
"VWEDOEXK","RICHN","2020-05-28 00:00:00","GEEDOQHE","2020-07-21 18:54:49","2020-07-21 18:54:49","DJRHINPT","DJRHINPT","Remittance Instruction IMTUSD2-3438 has been changed",""
"VWEDOEXK","RICHN","2020-05-28 00:00:00","GEEDOQPI","2020-07-21 18:55:49","2020-07-21 18:55:49","DJRHINPT","DJRHINPT","Remittance Instruction RTGSAUD2-3438 has been changed",""
"VWEDOEXK","RIREL","2020-05-28 00:00:00","G8EDOREZ","2020-07-21 19:32:27","2020-07-21 19:32:27","DJRHMNGR","DJRHMNGR","Remittance Instruction IMTUSD1-3422 has been released.",""
"VWEDOEXK","RIREL","2020-05-28 00:00:00","G8EDORF3","2020-07-21 19:32:45","2020-07-21 19:32:45","DJRHMNGR","DJRHMNGR","Remittance Instruction RTGSAUD1-3422 has been released.",""
"VWEDOEXK","RIREL","2020-05-28 00:00:00","G8EDORF8","2020-07-21 19:37:05","2020-07-21 19:37:05","DJRHMNGR","DJRHMNGR","Remittance Instruction DDAAUD2-3437 has been released.",""
"VWEDOEXK","RIREL","2020-05-28 00:00:00","G8EDORFC","2020-07-21 19:37:26","2020-07-21 19:37:26","DJRHMNGR","DJRHMNGR","Remittance Instruction IMTUSD2-3438 has been released.",""
"VWEDOEXK","RIREL","2020-05-28 00:00:00","G8EDORFG","2020-07-21 19:38:09","2020-07-21 19:38:09","DJRHMNGR","DJRHMNGR","Remittance Instruction RTGSAUD2-3438 has been released.",""
"SIEESUTN","CRTE ","2020-07-07 00:00:00","SIEESUTT","2020-08-12 10:49:12","2020-08-12 10:49:12","CMARTILL","CMARTILL","New online customer CUSTAMSTER created.",""
"SIEESUTN","IRCHN","2020-05-27 00:00:00","SIEESUTW","2020-08-12 10:51:20","2020-08-12 10:51:20","CMARTILL","CMARTILL","Changed Internal Risk Rating of type Internal Rating.   Rating: from  to A0",""
"SIEESUTN","ERADD","2020-05-27 00:00:00","SIEESUTZ","2020-08-12 10:51:45","2020-08-12 10:51:45","CMARTILL","CMARTILL","External Risk Rating type 'Moody's Investor Services Inc' was added with initial value 'Aaa'.",""
"SIEESUTN","RIREL","2020-05-27 00:00:00","SBEESW9I","2020-08-12 11:25:14","2020-08-12 11:25:14","RPTMGR01","RPTMGR01","Remittance Instruction IMT1 has been released.",""
"SIEESUTN","LOCMP","2020-05-27 00:00:00","S#EESVPW","2020-08-12 11:29:04","2020-08-12 11:29:04","CMARTILL","CMARTILL","Borrower location Amsterdam, Netherlands completed.",""
"#.EEWMP5","CRTE ","2020-08-07 00:00:00","#.EEWMPB","2020-08-14 12:01:48","2020-08-14 12:01:48","ALNSUP01","ALNSUP01","New online customer CBA_ALLAN_CUSTOMER created.",""
"V+EF49HF","LOCMP","2020-09-09 00:00:00","*;EF4JLG","2020-08-18 18:20:29","2020-08-18 18:20:29","ALNMGR01","ALNMGR01","Borrower location Sydney, NSW,Australia completed.",""
"V+EF49HF","RIREL","2020-09-09 00:00:00","*HEF4KJL","2020-08-18 18:45:25","2020-08-18 18:45:25","DHENDERS","DHENDERS","Remittance Instruction RTGS2 - FROM CUSTOME has been released.",""
"V+EF49HF","RIREL","2020-09-09 00:00:00","*HEF4KJR","2020-08-18 18:45:38","2020-08-18 18:45:38","DHENDERS","DHENDERS","Remittance Instruction RTGS1 - TO CUSTOMER has been released.",""
"F5EEWSOR","LOCMP","2020-09-09 00:00:00","*7EF4LED","2020-08-18 19:01:12","2020-08-18 19:01:12","WBAYERS ","WBAYERS ","Borrower location Sydney, NSW,Australia completed.",""
"A1EF5M56","LOCMP","2020-09-09 00:00:00","43EF5ZEN","2020-08-19 13:02:26","2020-08-19 13:02:26","INPALN01","INPALN01","Borrower location Sydney, NSW,Australia completed.",""
"?ZE4CIA6","LOACN","2020-05-27 00:00:00","D2EBM43P","2020-06-11 12:15:04","2020-06-11 12:15:04","RPTINP01","RPTINP01","Location Address S345345 has been changed.",""
"?ZE4CIA6","LOACN","2020-05-27 00:00:00","D2EBM43Q","2020-06-11 12:15:11","2020-06-11 12:15:11","RPTINP01","RPTINP01","Location Address S345345 has been changed.",""
"A4E8XOXX","CNCHN","2020-05-27 00:00:00","NMECC92H","2020-06-25 14:30:10","2020-06-25 14:30:10","RPTINP01","RPTINP01","Contact John Bloggs  has been changed.",""
"AME8XY0R","CNCHN","2020-05-27 00:00:00","NMECC93Y","2020-06-25 14:33:18","2020-06-25 14:33:18","RPTINP01","RPTINP01","Contact John Bloggs  has been changed.",""
"9ZE4O2HO","NC   ","2020-05-27 00:00:00","$=ECP20G","2020-07-02 13:41:00","2020-07-02 13:41:00","LOANIQ01","LOANIQ01","The short name of customer SM11 was changed from RITZENTERP01 to SM11.",""
"9ZE4O2HO","NC   ","2020-05-27 00:00:00","$=ECP20H","2020-07-02 13:41:00","2020-07-02 13:41:00","LOANIQ01","LOANIQ01","The legal name of customer SM11 was changed from RITZENTERP01 to SRHM1111.",""
"$=ECP2AB","STCHD","2020-05-27 00:00:00","$=ECP2AF","2020-07-02 13:46:51","2020-07-02 13:46:51","LOANIQ01","LOANIQ01","Status changed from Skeletal (Active) to Active (Active).",""
"$=ECP2AB","CFCOP","2020-05-27 00:00:00","$=ECP2AG","2020-07-02 13:46:51","2020-07-02 13:46:51","LOANIQ01","LOANIQ01","Created From Common Party",""
"#NED9EQ2","CRTE ","2020-05-27 00:00:00","#NED9EQ8","2020-07-13 13:16:16","2020-07-13 13:16:16","JOBINP  ","JOBINP  ","New online customer CUSTSHORT08157 created.",""
"#NED9EQ2","NTPCE","2020-05-27 00:00:00","#XED9F2K","2020-07-13 13:22:08","2020-07-13 13:22:08","JOBINP  ","JOBINP  ","Notice Type Preference changed from 'Faxes/Emails Only' to 'External Message'.",""
"#NED9EQ2","LOCMP","2020-05-27 00:00:00","#XED9F2V","2020-07-13 13:26:34","2020-07-13 13:26:34","JOBINP  ","JOBINP  ","Borrower location Melbourne, VIC,Australia completed.",""
"#NED9EQ2","RICHN","2020-05-27 00:00:00","#XED9FB9","2020-07-13 13:28:51","2020-07-13 13:28:51","JOBINP  ","JOBINP  ","Remittance Instruction IMTUSD1-1338 has been changed",""
"#NED9EQ2","RICHN","2020-05-27 00:00:00","#XED9FJD","2020-07-13 13:29:53","2020-07-13 13:29:53","JOBINP  ","JOBINP  ","Remittance Instruction RTGSAUD1-1338 has been changed",""
"#NED9EQ2","RIREL","2020-05-27 00:00:00","#2ED9G7V","2020-07-13 13:41:47","2020-07-13 13:41:47","JOBMANGR","JOBMANGR","Remittance Instruction DDAAUD1-1337 has been released.",""
"#NED9EQ2","RIREL","2020-05-27 00:00:00","#2ED9G81","2020-07-13 13:42:21","2020-07-13 13:42:21","JOBMANGR","JOBMANGR","Remittance Instruction IMTUSD1-1338 has been released.",""
"#NED9EQ2","RIREL","2020-05-27 00:00:00","#2ED9G85","2020-07-13 13:42:53","2020-07-13 13:42:53","JOBMANGR","JOBMANGR","Remittance Instruction RTGSAUD1-1338 has been released.",""
"#NED9EQ2","CNCHN","2020-05-27 00:00:00","B3EDB4B3","2020-07-14 11:43:59","2020-07-14 11:43:59","JOBINP  ","JOBINP  ","Contact John Bloggs  has been changed.",""
"I-EDB3F1","LOCMP","2020-05-27 00:00:00","BMEDB91X","2020-07-14 12:35:11","2020-07-14 12:35:11","DANUSR01","DANUSR01","Borrower location Amsterdam, Netherlands completed.",""
"I-EDB3F1","RICHN","2020-05-27 00:00:00","BDEDBA3Z","2020-07-14 13:16:58","2020-07-14 13:16:58","DANUSR01","DANUSR01","Remittance Instruction IMT1 has been deleted.",""
"I-EDB3F1","RICHN","2020-05-27 00:00:00","BXEDBDV1","2020-07-14 13:56:33","2020-07-14 13:56:33","DANUSR01","DANUSR01","Remittance Instruction IMT1 has been changed",""
"I-EDB3F1","RICHN","2020-05-27 00:00:00","BXEDBE2S","2020-07-14 13:57:25","2020-07-14 13:57:25","DANUSR01","DANUSR01","Remittance Instruction IMT1 has been changed",""
"I-EDB3F1","RICHN","2020-05-27 00:00:00","BXEDBES6","2020-07-14 14:00:29","2020-07-14 14:00:29","DANUSR01","DANUSR01","Remittance Instruction IMT1 has been changed",""
"I-EDB3F1","RICHN","2020-05-27 00:00:00","BXEDBF5S","2020-07-14 14:01:03","2020-07-14 14:01:03","DANUSR01","DANUSR01","Remittance Instruction IMT1 has been changed",""
":KEDDAP0","CRTE ","2020-05-27 00:00:00",":KEDDAP6","2020-07-15 15:51:04","2020-07-15 15:51:04","JOBINP  ","JOBINP  ","New online customer CUSTSHORT43149 created.",""
":KEDDAP0","NTPCE","2020-05-27 00:00:00",":UEDDB1K","2020-07-15 15:54:45","2020-07-15 15:54:45","JOBINP  ","JOBINP  ","Notice Type Preference changed from 'Faxes/Emails Only' to 'External Message'.",""
":KEDDAP0","LOCMP","2020-05-27 00:00:00",":UEDDB1V","2020-07-15 15:58:27","2020-07-15 15:58:27","JOBINP  ","JOBINP  ","Borrower location Melbourne, VIC,Australia completed.",""
":KEDDAP0","RICHN","2020-05-27 00:00:00",":UEDDBA9","2020-07-15 16:00:17","2020-07-15 16:00:17","JOBINP  ","JOBINP  ","Remittance Instruction IMTUSD1-4635 has been changed",""
":KEDDAP0","RICHN","2020-05-27 00:00:00",":UEDDBID","2020-07-15 16:01:10","2020-07-15 16:01:10","JOBINP  ","JOBINP  ","Remittance Instruction RTGSAUD1-4635 has been changed",""
":KEDDAP0","RIREL","2020-05-27 00:00:00",":ZEDDC6Z","2020-07-15 16:10:45","2020-07-15 16:10:45","JOBMANGR","JOBMANGR","Remittance Instruction DDAAUD1-4634 has been released.",""
":KEDDAP0","RIREL","2020-05-27 00:00:00",":ZEDDC75","2020-07-15 16:11:14","2020-07-15 16:11:14","JOBMANGR","JOBMANGR","Remittance Instruction IMTUSD1-4635 has been released.",""
":KEDDAP0","RIREL","2020-05-27 00:00:00",":ZEDDC79","2020-07-15 16:11:41","2020-07-15 16:11:41","JOBMANGR","JOBMANGR","Remittance Instruction RTGSAUD1-4635 has been released.",""
"F5EEWSOR","RICHN","2020-09-09 00:00:00","*7EF4LUF","2020-08-18 19:02:56","2020-08-18 19:02:56","WBAYERS ","WBAYERS ","Remittance Instruction RTGS1 - TO CUSTOMER has been changed",""
"F5EEWSOR","RICHN","2020-09-09 00:00:00","*7EF4MAK","2020-08-18 19:04:44","2020-08-18 19:04:44","WBAYERS ","WBAYERS ","Remittance Instruction RTGS2 -FROM CUSTOMER has been changed",""
"F5EEWSOR","RICHN","2020-09-09 00:00:00","*7EF4MQP","2020-08-18 19:06:35","2020-08-18 19:06:35","WBAYERS ","WBAYERS ","Remittance Instruction IMT1 - TO CUSTOMER has been changed",""
"F5EEWSOR","RICHN","2020-09-09 00:00:00","*7EF4N6U","2020-08-18 19:08:24","2020-08-18 19:08:24","WBAYERS ","WBAYERS ","Remittance Instruction IMT2 - FROM CUSTOMER has been changed",""
"F5EEWSOR","RICHN","2020-09-09 00:00:00","*7EF4NS4","2020-08-18 19:10:17","2020-08-18 19:10:17","WBAYERS ","WBAYERS ","Remittance Instruction IMT3 has been changed",""
"F5EEWSOR","RICHN","2020-09-09 00:00:00","*7EF4O7W","2020-08-18 19:11:24","2020-08-18 19:11:24","WBAYERS ","WBAYERS ","Remittance Instruction IMT3 has been changed",""
"F5EEWSOR","RICHN","2020-09-09 00:00:00","*7EF4OQA","2020-08-18 19:12:54","2020-08-18 19:12:54","WBAYERS ","WBAYERS ","Remittance Instruction IMT4 has been changed",""
"F5EEWSOR","RICHN","2020-09-09 00:00:00","*7EF4OY1","2020-08-18 19:13:17","2020-08-18 19:13:17","WBAYERS ","WBAYERS ","Remittance Instruction IMT4 has been changed",""
"*#EF4PTL","CRTE ","2020-09-09 00:00:00","*#EF4PTR","2020-08-18 19:48:06","2020-08-18 19:48:06","WBAYERS ","WBAYERS ","New online customer MNC LIMITED 0818202001 created.",""
"A1EF5M56","CRTE ","2020-09-09 00:00:00","A1EF5M5C","2020-08-19 08:15:04","2020-08-19 08:15:04","ALNINP01","ALNINP01","New online customer ARIHANT TRADING COMPANY 00003 created.",""
"A1EF5M56","LOCMP","2020-09-09 00:00:00","43EF5ZEZ","2020-08-19 13:17:09","2020-08-19 13:17:09","INPALN01","INPALN01","Borrower location Sydney, NSW,Australia completed.",""
"A1EF5M56","LOCMP","2020-09-09 00:00:00","43EF5ZFP","2020-08-19 13:49:04","2020-08-19 13:49:04","INPALN01","INPALN01","Borrower location Sydney, NSW,Australia completed.",""
"A1EF5M56","LOCMP","2020-09-09 00:00:00","K.EF65BS","2020-08-19 15:21:27","2020-08-19 15:21:27","INPALN01","INPALN01","Borrower location Sydney, NSW,Australia completed.",""
"A1EF5M56","LOCMP","2020-09-09 00:00:00","K.EF65C6","2020-08-19 15:31:35","2020-08-19 15:31:35","INPALN01","INPALN01","Borrower location Sydney, NSW,Australia completed.",""
"A1EF5M56","LOCMP","2020-09-09 00:00:00","K.EF65CJ","2020-08-19 16:10:35","2020-08-19 16:10:35","INPALN01","INPALN01","Borrower location Sydney, NSW,Australia completed.",""
"A1EF5M56","LOCMP","2020-09-09 00:00:00","K.EF6611","2020-08-19 16:36:38","2020-08-19 16:36:38","INPALN01","INPALN01","Borrower location Sydney, NSW,Australia completed.",""
"KQEF6H17","ERADD","2020-09-09 00:00:00","KGEF6IK6","2020-08-19 19:52:46","2020-08-19 19:52:46","INPRON01","INPRON01","External Risk Rating type 'Standard & Poor's' was added with initial value 'BBB+'.",""
"KQEF6H17","ERADD","2020-09-09 00:00:00","KGEF6IKB","2020-08-19 19:53:01","2020-08-19 19:53:01","INPRON01","INPRON01","External Risk Rating type 'Fitch' was added with initial value 'DD'.",""
"KQEF6H17","ERADD","2020-09-09 00:00:00","KGEF6IKG","2020-08-19 19:53:13","2020-08-19 19:53:13","INPRON01","INPRON01","External Risk Rating type 'Moody's Investor Services Inc' was added with initial value 'A1'.",""
"A1EF5M56","LOCMP","2020-09-09 00:00:00","KWEF6IE7","2020-08-19 21:03:45","2020-08-19 21:03:45","INPALN01","INPALN01","Borrower location Sydney, NSW,Australia completed.",""
"A1EF5M56","LOCMP","2020-09-09 00:00:00","FYEF7I8B","2020-08-20 08:48:01","2020-08-20 08:48:01","INPALN01","INPALN01","Borrower location Sydney, NSW,Australia completed.",""
"A1EF5M56","LOCMP","2020-09-09 00:00:00","FYEF7I9D","2020-08-20 09:13:01","2020-08-20 09:13:01","INPALN01","INPALN01","Borrower location Sydney, NSW,Australia completed.",""
"A1EF5M56","LOCMP","2020-09-09 00:00:00","FYEF7I9P","2020-08-20 09:21:22","2020-08-20 09:21:22","INPALN01","INPALN01","Borrower location Sydney, NSW,Australia completed.",""
"A1EF5M56","LOCMP","2020-09-09 00:00:00","FDEF7MPV","2020-08-20 10:29:25","2020-08-20 10:29:25","INPALN01","INPALN01","Borrower location Sydney, NSW,Australia completed.",""
"A1EF5M56","RICHN","2020-09-09 00:00:00","FDEF7N3A","2020-08-20 10:47:30","2020-08-20 10:47:30","INPALN01","INPALN01","Remittance Instruction RTGS1 - TO CUSTOMER has been deleted.",""
"A1EF5M56","RICHN","2020-09-09 00:00:00","FDEF7NRM","2020-08-20 11:05:29","2020-08-20 11:05:29","INPALN01","INPALN01","Remittance Instruction RTGS1 - TO CUSTOMER has been changed",""
"A1EF5M56","RICHN","2020-09-09 00:00:00","FDEF7O55","2020-08-20 11:46:16","2020-08-20 11:46:16","INPALN01","INPALN01","Remittance Instruction RTGS1 has been deleted.",""
"J)E9RPK6","STCHD","2020-04-28 00:00:00","J)E9RPKA","2020-05-06 14:18:32","2020-05-06 14:18:32","LOANIQ01","LOANIQ01","Status changed from Skeletal (Active) to Active (Active).",""
"J)E9RPK6","CFCOP","2020-04-28 00:00:00","J)E9RPKB","2020-05-06 14:18:32","2020-05-06 14:18:32","LOANIQ01","LOANIQ01","Created From Common Party",""
"@:E9V14Q","CRTE ","2020-04-29 00:00:00","@:E9V14W","2020-05-08 11:25:27","2020-05-08 11:25:27","MGALING ","MGALING ","New online customer DWE_TEST created.",""
"@:E9V14Q","COUA ","2020-04-29 00:00:00","@:E9V24J","2020-05-08 11:49:05","2020-05-08 11:49:05","MGALING ","MGALING ","Country NL was added.",""
"?ZE4CIA6","RICHN","2013-04-01 00:00:00","?.EBVNNZ","2020-06-16 16:38:36","2020-06-16 16:38:36","RPTINPAM","RPTINPAM","Remittance Instruction IMT1 has been changed",""
"?ZE4CIA6","RICHN","2013-04-01 00:00:00","?.EBVNV3","2020-06-16 16:38:47","2020-06-16 16:38:47","RPTINPAM","RPTINPAM","Remittance Instruction IMT1 has been changed",""
"?ZE4CIA6","RIREL","2013-04-01 00:00:00","?;EBVOJZ","2020-06-16 16:48:47","2020-06-16 16:48:47","RPTMGRAM","RPTMGRAM","Remittance Instruction IMT1 has been released.",""
"E2E4RAUV","RIREL","2020-05-27 00:00:00","?GEBX8KX","2020-06-17 11:19:43","2020-06-17 11:19:43","RPTSUPAM","RPTSUPAM","Remittance Instruction IMT2 - EUR has been released.",""
"I-ED0P46","STCHD","2020-05-27 00:00:00","I-ED0P4A","2020-07-08 20:33:35","2020-07-08 20:33:35","LOANIQ01","LOANIQ01","Status changed from Skeletal (Active) to Active (Active).",""
"I-ED0P46","CFCOP","2020-05-27 00:00:00","I-ED0P4B","2020-07-08 20:33:35","2020-07-08 20:33:35","LOANIQ01","LOANIQ01","Created From Common Party",""
"I-ED0QF0","STCHD","2020-05-27 00:00:00","I-ED0QF4","2020-07-08 21:01:41","2020-07-08 21:01:41","LOANIQ01","LOANIQ01","Status changed from Skeletal (Active) to Active (Active).",""
"I-ED0QF0","CFCOP","2020-05-27 00:00:00","I-ED0QF5","2020-07-08 21:01:41","2020-07-08 21:01:41","LOANIQ01","LOANIQ01","Created From Common Party",""
"I-ED150E","STCHD","2020-05-27 00:00:00","I-ED150I","2020-07-09 02:16:56","2020-07-09 02:16:56","LOANIQ01","LOANIQ01","Status changed from Skeletal (Active) to Active (Active).",""
"I-ED150E","CFCOP","2020-05-27 00:00:00","I-ED150J","2020-07-09 02:16:56","2020-07-09 02:16:56","LOANIQ01","LOANIQ01","Created From Common Party",""
"I-ED217L","STCHD","2020-05-27 00:00:00","I-ED217P","2020-07-09 13:52:26","2020-07-09 13:52:26","LOANIQ01","LOANIQ01","Status changed from Skeletal (Active) to Active (Active).",""
"I-ED217L","CFCOP","2020-05-27 00:00:00","I-ED217Q","2020-07-09 13:52:26","2020-07-09 13:52:26","LOANIQ01","LOANIQ01","Created From Common Party",""
"I-ED2GWU","STCHD","2020-05-27 00:00:00","I-ED2GWY","2020-07-09 19:31:35","2020-07-09 19:31:35","LOANIQ01","LOANIQ01","Status changed from Skeletal (Active) to Active (Active).",""
"I-ED2GWU","CFCOP","2020-05-27 00:00:00","I-ED2GWZ","2020-07-09 19:31:35","2020-07-09 19:31:35","LOANIQ01","LOANIQ01","Created From Common Party",""
"I-ED2NXF","STCHD","2020-05-27 00:00:00","I-ED2NXJ","2020-07-09 22:03:07","2020-07-09 22:03:07","LOANIQ01","LOANIQ01","Status changed from Skeletal (Active) to Active (Active).",""
"I-ED2NXF","CFCOP","2020-05-27 00:00:00","I-ED2NXK","2020-07-09 22:03:07","2020-07-09 22:03:07","LOANIQ01","LOANIQ01","Created From Common Party",""
"I-ED2P2Y","STCHD","2020-05-27 00:00:00","I-ED2P32","2020-07-09 22:28:03","2020-07-09 22:28:03","LOANIQ01","LOANIQ01","Status changed from Skeletal (Active) to Active (Active).",""
"I-ED2P2Y","CFCOP","2020-05-27 00:00:00","I-ED2P33","2020-07-09 22:28:03","2020-07-09 22:28:03","LOANIQ01","LOANIQ01","Created From Common Party",""
"I-ED3PKK","STCHD","2020-05-27 00:00:00","I-ED3PKO","2020-07-10 11:36:12","2020-07-10 11:36:12","LOANIQ01","LOANIQ01","Status changed from Skeletal (Active) to Active (Active).",""
"I-ED3PKK","CFCOP","2020-05-27 00:00:00","I-ED3PKP","2020-07-10 11:36:12","2020-07-10 11:36:12","LOANIQ01","LOANIQ01","Created From Common Party",""
"I-ED3V0B","STCHD","2020-05-27 00:00:00","I-ED3V0F","2020-07-10 13:33:40","2020-07-10 13:33:40","LOANIQ01","LOANIQ01","Status changed from Skeletal (Active) to Active (Active).",""
"I-ED3V0B","CFCOP","2020-05-27 00:00:00","I-ED3V0G","2020-07-10 13:33:40","2020-07-10 13:33:40","LOANIQ01","LOANIQ01","Created From Common Party",""
"I-ED44BP","STCHD","2020-05-27 00:00:00","I-ED44BT","2020-07-10 16:54:54","2020-07-10 16:54:54","LOANIQ01","LOANIQ01","Status changed from Skeletal (Active) to Active (Active).",""
"I-ED44BP","CFCOP","2020-05-27 00:00:00","I-ED44BU","2020-07-10 16:54:54","2020-07-10 16:54:54","LOANIQ01","LOANIQ01","Created From Common Party",""
"I-ED45IG","STCHD","2020-05-27 00:00:00","I-ED45IK","2020-07-10 17:20:33","2020-07-10 17:20:33","LOANIQ01","LOANIQ01","Status changed from Skeletal (Active) to Active (Active).",""
"I-ED45IG","CFCOP","2020-05-27 00:00:00","I-ED45IL","2020-07-10 17:20:33","2020-07-10 17:20:33","LOANIQ01","LOANIQ01","Created From Common Party",""
"I-ED9QDL","STCHD","2020-05-27 00:00:00","I-ED9QDP","2020-07-13 17:39:14","2020-07-13 17:39:14","LOANIQ01","LOANIQ01","Status changed from Skeletal (Active) to Active (Active).",""
"I-ED9QDL","CFCOP","2020-05-27 00:00:00","I-ED9QDQ","2020-07-13 17:39:14","2020-07-13 17:39:14","LOANIQ01","LOANIQ01","Created From Common Party",""
"I-EDB3F1","STCHD","2020-05-27 00:00:00","I-EDB3F5","2020-07-14 11:18:23","2020-07-14 11:18:23","LOANIQ01","LOANIQ01","Status changed from Skeletal (Active) to Active (Active).",""
"I-EDB3F1","CFCOP","2020-05-27 00:00:00","I-EDB3F6","2020-07-14 11:18:23","2020-07-14 11:18:23","LOANIQ01","LOANIQ01","Created From Common Party",""
"I-EDB5AD","STCHD","2020-05-27 00:00:00","I-EDB5AH","2020-07-14 11:58:53","2020-07-14 11:58:53","LOANIQ01","LOANIQ01","Status changed from Skeletal (Active) to Active (Active).",""
"I-EDB5AD","CFCOP","2020-05-27 00:00:00","I-EDB5AI","2020-07-14 11:58:53","2020-07-14 11:58:53","LOANIQ01","LOANIQ01","Created From Common Party",""
"I-EDBBYQ","STCHD","2020-05-27 00:00:00","I-EDBBYU","2020-07-14 14:23:06","2020-07-14 14:23:06","LOANIQ01","LOANIQ01","Status changed from Skeletal (Active) to Active (Active).",""
"I-EDBBYQ","CFCOP","2020-05-27 00:00:00","I-EDBBYV","2020-07-14 14:23:06","2020-07-14 14:23:06","LOANIQ01","LOANIQ01","Created From Common Party",""
"I-EDBNNU","STCHD","2020-05-27 00:00:00","I-EDBNNY","2020-07-14 18:35:46","2020-07-14 18:35:46","LOANIQ01","LOANIQ01","Status changed from Skeletal (Active) to Active (Active).",""
"I-EDBNNU","CFCOP","2020-05-27 00:00:00","I-EDBNNZ","2020-07-14 18:35:46","2020-07-14 18:35:46","LOANIQ01","LOANIQ01","Created From Common Party",""
"VWEDOEXK","NTPCE","2020-05-28 00:00:00","V=EDOFJ1","2020-07-21 16:14:48","2020-07-21 16:14:48","DJRHINPT","DJRHINPT","Notice Type Preference changed from 'Faxes/Emails Only' to 'External Message'.",""
"VWEDOEXK","NTPCE","2020-05-28 00:00:00","V=EDOFJ2","2020-07-21 16:14:48","2020-07-21 16:14:48","DJRHINPT","DJRHINPT","Notice Type Preference changed from 'Faxes/Emails Only' to 'External Message'.",""
"VWEDOEXK","LOCMP","2020-05-28 00:00:00","GEEDOPS7","2020-07-21 18:47:14","2020-07-21 18:47:14","DJRHINPT","DJRHINPT","Borrower location Melbourne, VIC,Australia completed.",""
"VWEDOEXK","RICHN","2020-05-28 00:00:00","GEEDOQ0L","2020-07-21 18:49:25","2020-07-21 18:49:25","DJRHINPT","DJRHINPT","Remittance Instruction IMTUSD1-3422 has been changed",""
