"IMT_RID_IMT_OUT","IMT_CDE_MSG_TYPE","IMT_RID_OWNER","IMT_CDE_OWNER_TYPE","IMT_RID_CASHFLOW","IMT_CDE_CURRENCY","IMT_AMT_OUT_TOT","IMT_TSP_REC_CREATE","IMT_TSP_REC_UPDATE","IMT_UID_REC_CREATE","IMT_UID_REC_UPDATE","IMT_CDE_INST_CODE","IMT_TXT_REG_REF","IMT_TXT_ADD_INFO","IMT_TSP_ITEM_SENT","IMT_DTE_BUSINESS","IMT_DTE_VALUE_DATE","IMT_PID_DEAL","IMT_PID_FACILITY","IMT_NUM_SEQUENCE","IMT_CDE_QUEUE_STAT","IMT_CDE_BRANCH","IMT_CDE_SERVICE","IMT_CDE_DTLS_CHGES","IMT_IND_SDAY_FUNDS","IMT_CDE_BNK_OP","IMT_TXT_ADD_PARTY","IMT_TXT_PAYMT_DTLS","IMT_TXT_SDR_RVR_TX","IMT_DSC_NARRATIVE","IMT_TXT_UETR_CDE"
"77EFL0ZE","MT103","7(EFL032","OTR  ","7(EFL06X","EUR","1012000","2020-08-27 16:43:16","2020-08-27 16:43:16","MANZANOM","MANZANOM","     ","                                   ","                              ","","2020-05-29 00:00:00","2020-05-29 00:00:00","@EEFGXO8","@EEFH10F","","PEND ","CG852","MANL ","BEN  ","","CRED "," "," "," "," ","c3c91c1d-9958-461e-b22d-a783c3eb6098"
"FXEF7OGJ","MT103","7)EET3RC","OTR  ","PGEF5YHE","EUR","700000","2020-08-20 11:05:15","2020-08-20 11:05:15","CMARTILL","CMARTILL","     ","                                   ","                              ","","2020-05-27 00:00:00","2020-05-27 00:00:00","S#EESVPY","S#EESVR1","","PEND ","CG852","MANL ","BEN  ","","CRED "," "," "," "," ","28c9cdba-b21a-469d-8e0f-94803b99f5c0"
"FXEF7OGP","MT202","7)EET3RC","OTR  ","PGEF5YHE","EUR","700000","2020-08-20 11:05:15","2020-08-20 11:05:15","CMARTILL","CMARTILL","     ","                                   ","                              ","","2020-05-27 00:00:00","2020-05-27 00:00:00","S#EESVPY","S#EESVR1","","PEND ","CG852","MANL ","     ","","     "," "," "," "," ","28c9cdba-b21a-469d-8e0f-94803b99f5c0"
"Z;EF7ZVB","MT103","Z;EF7ZNT","OTR  ","Z;EF7ZQM","EUR","1200000","2020-08-20 16:18:00","2020-08-20 16:18:00","LIQUSR03","LIQUSR03","     ","                                   ","                              ","","2020-05-27 00:00:00","2020-05-27 00:00:00","0REF4EYL","0REF4FMA","","PEND ","CG852","MANL ","BEN  ","","CRED "," "," "," "," ","ee3b0eee-d816-446a-abf8-d0d43f9057cb"
"Z;EF7ZVH","MT202","Z;EF7ZNT","OTR  ","Z;EF7ZQM","EUR","1200000","2020-08-20 16:18:00","2020-08-20 16:18:00","LIQUSR03","LIQUSR03","     ","                                   ","                              ","","2020-05-27 00:00:00","2020-05-27 00:00:00","0REF4EYL","0REF4FMA","","PEND ","CG852","MANL ","     ","","     "," "," "," "," ","ee3b0eee-d816-446a-abf8-d0d43f9057cb"
"@UEFGX7M","MT103","(DEFGR2M","OTR  ","(DEFGR5E","EUR","1200000","2020-08-25 11:22:43","2020-08-25 11:22:43","MANZANOM","MANZANOM","     ","                                   ","                              ","","2020-05-27 00:00:00","2020-05-27 00:00:00","YZEFEWH5","YZEFEXAM","","PEND ","CG852","MANL ","BEN  ","","CRED "," "," "," "," ","0b343263-43e1-412f-b994-157392a23138"
"@UEFGX7S","MT202","(DEFGR2M","OTR  ","(DEFGR5E","EUR","1200000","2020-08-25 11:22:43","2020-08-25 11:22:43","MANZANOM","MANZANOM","     ","                                   ","                              ","","2020-05-27 00:00:00","2020-05-27 00:00:00","YZEFEWH5","YZEFEXAM","","PEND ","CG852","MANL ","     ","","     "," "," "," "," ","0b343263-43e1-412f-b994-157392a23138"
"H+EFJ2SQ","MT103","H+EFJ2JW","OTR  ","H+EFJ2NL","EUR","600000","2020-08-26 15:49:15","2020-08-26 15:49:15","LIQUSR03","LIQUSR03","     ","                                   ","                              ","","2020-05-28 00:00:00","2020-05-28 00:00:00","0REF4EYL","0REF4FMA","","PEND ","CG852","MANL ","BEN  ","","CRED "," "," "," "," ","3dc46a35-aec8-4aca-96aa-976692cd1e4a"
"H+EFJ2SW","MT202","H+EFJ2JW","OTR  ","H+EFJ2NL","EUR","600000","2020-08-26 15:49:15","2020-08-26 15:49:15","LIQUSR03","LIQUSR03","     ","                                   ","                              ","","2020-05-28 00:00:00","2020-05-28 00:00:00","0REF4EYL","0REF4FMA","","PEND ","CG852","MANL ","     ","","     "," "," "," "," ","3dc46a35-aec8-4aca-96aa-976692cd1e4a"
"$PEFJ854","MT103","H+EGERLM","IDE  ","H+EGERND","EUR","400000","2020-08-26 17:08:43","2020-08-26 17:08:43","LIQUSR02","LIQUSR02","     ","                                   ","                              ","","2020-05-28 00:00:00","2020-05-28 00:00:00","Y5EFF54H","NONE    ","","PEND ","CG852","MANL ","BEN  ","","SPAY "," "," "," "," ","57667f95-303b-48c9-a050-919535e6df22"
"$PEFJ85E","MT202","H+EGERLM","IDE  ","H+EGERND","EUR","400000","2020-08-26 17:08:43","2020-08-26 17:08:43","LIQUSR02","LIQUSR02","     ","                                   ","                              ","","2020-05-28 00:00:00","2020-05-28 00:00:00","Y5EFF54H","NONE    ","","PEND ","CG852","MANL ","     ","","     "," "," "," "," ","57667f95-303b-48c9-a050-919535e6df22"
"77EFL0ZK","MT202","7(EFL032","OTR  ","7(EFL06X","EUR","1012000","2020-08-27 16:43:16","2020-08-27 16:43:16","MANZANOM","MANZANOM","     ","                                   ","                              ","","2020-05-29 00:00:00","2020-05-29 00:00:00","@EEFGXO8","@EEFH10F","","PEND ","CG852","MANL ","     ","","     "," "," "," "," ","c3c91c1d-9958-461e-b22d-a783c3eb6098"
"XREFL65G","MT202","XKEFL4ZQ","OTR  ","XKEFL578","EUR","1300100","2020-08-27 19:00:38","2020-08-27 19:00:38","MANZANOM","MANZANOM","     ","                                   ","                              ","","2020-05-29 00:00:00","2020-05-29 00:00:00","YZEFEWH5","YZEFEXAM","","PEND ","CG852","MANL ","     ","","     "," "," "," "," ","f1e5e09b-53ac-4f69-ba38-7edfa433b85a"
"XREFL65A","MT103","XKEFL4ZQ","OTR  ","XKEFL578","EUR","1300100","2020-08-27 19:00:38","2020-08-27 19:00:38","MANZANOM","MANZANOM","     ","                                   ","                              ","","2020-05-29 00:00:00","2020-05-29 00:00:00","YZEFEWH5","YZEFEXAM","","PEND ","CG852","MANL ","BEN  ","","CRED "," "," "," "," ","f1e5e09b-53ac-4f69-ba38-7edfa433b85a"
"X6EFL6RS","MT210","XREFL69W","OTR  ","XREFL6AZ","EUR","1300100","2020-08-27 19:13:25","2020-08-27 19:13:25","MANZANOS","MANZANOS","     ","                                   ","                              ","","2020-05-29 00:00:00","2020-05-29 00:00:00","YZEFEWH5","YZEFEXAM","","PEND ","CG852","MANL ","BEN  ","","     "," "," "," "," ",""
"IYEFM5F4","MT202","IEEFM3BG","OTR  ","IEEFM3HN","AUD","12272.73","2020-08-28 06:37:33","2020-08-28 06:37:33","JOBMANGR","JOBMANGR","     ","                                   ","                              ","","2020-09-11 00:00:00","2020-09-11 00:00:00","@5EEG9QM","@VEEGAA8","","PEND ","CB001","MANL ","     ","","     "," "," "," "," ","9a29bd89-41e3-4611-9bea-346686fc1be1"
"IYEFM5EX","MT103","IEEFM3BG","OTR  ","IEEFM3HN","AUD","12272.73","2020-08-28 06:37:33","2020-08-28 06:37:33","JOBMANGR","JOBMANGR","     ","                                   ","                              ","","2020-09-11 00:00:00","2020-09-11 00:00:00","@5EEG9QM","@VEEGAA8","","PEND ","CB001","MANL ","BEN  ","","CRED "," "," "," "," ","9a29bd89-41e3-4611-9bea-346686fc1be1"
"IYEFM5GE","MT202","IEEFM3BG","OTR  ","IEEFM3HL","AUD","4090.91","2020-08-28 06:39:11","2020-08-28 06:39:11","JOBMANGR","JOBMANGR","     ","                                   ","                              ","","2020-09-11 00:00:00","2020-09-11 00:00:00","@5EEG9QM","@VEEGAA8","","PEND ","CB001","MANL ","     ","","     "," "," "," "," ","6ac0b7b8-d88b-461b-941e-ff11747fad11"
"IYEFM5G7","MT103","IEEFM3BG","OTR  ","IEEFM3HL","AUD","4090.91","2020-08-28 06:39:11","2020-08-28 06:39:11","JOBMANGR","JOBMANGR","     ","                                   ","                              ","","2020-09-11 00:00:00","2020-09-11 00:00:00","@5EEG9QM","@VEEGAA8","","PEND ","CB001","MANL ","BEN  ","","SPRI "," "," "," "," ","6ac0b7b8-d88b-461b-941e-ff11747fad11"
"IHEFMJQX","MT202","IHEFMJGU","LRP  ","IHEFMJMO","EUR","1000","2020-08-28 10:39:59","2020-08-28 10:39:59","LIQUSR05","LIQUSR05","     ","                                   ","                              ","","2020-05-29 00:00:00","2020-06-03 00:00:00","V8EF4706","NONE    ","","PEND ","CG852","MANL ","     ","","     "," "," "," "," ","96c71b17-13c2-4134-b641-7c820c5949c5"
"IHEFMJQR","MT103","IHEFMJGU","LRP  ","IHEFMJMO","EUR","1000","2020-08-28 10:39:59","2020-08-28 10:39:59","LIQUSR05","LIQUSR05","     ","                                   ","                              ","","2020-05-29 00:00:00","2020-06-03 00:00:00","V8EF4706","NONE    ","","PEND ","CG852","MANL ","BEN  ","","CRED "," "," "," "," ","96c71b17-13c2-4134-b641-7c820c5949c5"
"IHEFMK2Z","MT210","IHEFMJRA","LRP  ","IHEFMJZU","EUR","500","2020-08-28 11:01:25","2020-08-28 11:01:25","LIQUSR05","LIQUSR05","     ","                                   ","                              ","","2020-05-29 00:00:00","2020-05-29 00:00:00","V8EF4706","NONE    ","","PEND ","CG852","MANL ","BEN  ","","     "," "," "," "," ",""
"I*EFMHWM","MT210","I-EFMHGQ","ACP  ","I-EFMHHK","EUR","737383.56","2020-08-28 11:14:13","2020-08-28 11:14:13","JANICEA1","JANICEA1","     ","                                   ","                              ","","2020-05-29 00:00:00","2020-05-29 00:00:00","9ZEF82FK","9ZEF82GL","","PEND ","CG852","MANL ","BEN  ","","     "," "," "," "," ",""
"2ZEFMM2C","MT210","IHEFMKVX","LRP  ","IHEFML6Y","EUR","4.23","2020-08-28 11:45:43","2020-08-28 11:45:43","LIQSVR04","LIQSVR04","     ","                                   ","                              ","","2020-05-29 00:00:00","2020-06-05 00:00:00","V8EF4706","NONE    ","","PEND ","CG852","MANL ","BEN  ","","     "," "," "," "," ",""
"2@EFMNCB","MT103","2YEFMLQ8","LRP  ","2YEFMM3R","EUR","1100000","2020-08-28 12:08:19","2020-08-28 12:08:19","JANICEA1","JANICEA1","     ","                                   ","                              ","","2020-05-29 00:00:00","2020-05-29 00:00:00","9ZEF82FK","NONE    ","","PEND ","CG852","MANL ","BEN  ","","CRED "," "," "," "," ","e33dafa3-f938-4149-9699-84ef57220be0"
"2@EFMNCH","MT202","2YEFMLQ8","LRP  ","2YEFMM3R","EUR","1100000","2020-08-28 12:08:19","2020-08-28 12:08:19","JANICEA1","JANICEA1","     ","                                   ","                              ","","2020-05-29 00:00:00","2020-05-29 00:00:00","9ZEF82FK","NONE    ","","PEND ","CG852","MANL ","     ","","     "," "," "," "," ","e33dafa3-f938-4149-9699-84ef57220be0"
"2@EFMNC4","MT210","2YEFMLQ8","LRP  ","2YEFMM3P","EUR","164.38","2020-08-28 12:08:19","2020-08-28 12:08:19","JANICEA1","JANICEA1","     ","                                   ","                              ","","2020-05-29 00:00:00","2020-05-29 00:00:00","9ZEF82FK","NONE    ","","PEND ","CG852","MANL ","BEN  ","","     "," "," "," "," ",""
"2@EFMNOC","MT210","2YEFMLQ8","LRP  ","2@EFMND9","EUR","164.38","2020-08-28 13:17:54","2020-08-28 13:17:54","JANICEA1","JANICEA1","     ","                                   ","                              ","","2020-05-29 00:00:00","2020-05-29 00:00:00","9ZEF82FK","NONE    ","","PEND ","CG852","MANL ","BEN  ","","     "," "," "," "," ",""
"-6EFN8KJ","MT202","-8EFN59J","OTR  ","-;EFN7PV","AUD","3756.2","2020-08-28 21:33:09","2020-08-28 21:33:09","JOBMANGR","JOBMANGR","     ","                                   ","                              ","","2020-09-11 00:00:00","2020-09-11 00:00:00","@5EEG9QM","@VEEGAA8","","PEND ","CB001","MANL ","     ","","     "," "," "," "," ","1d6d7a34-2636-43b9-88fe-e48bfe65b8d4"
"-6EFN8KC","MT103","-8EFN59J","OTR  ","-;EFN7PV","AUD","3756.2","2020-08-28 21:33:09","2020-08-28 21:33:09","JOBMANGR","JOBMANGR","     ","                                   ","                              ","","2020-09-11 00:00:00","2020-09-11 00:00:00","@5EEG9QM","@VEEGAA8","","PEND ","CB001","MANL ","BEN  ","","SPRI "," "," "," "," ","1d6d7a34-2636-43b9-88fe-e48bfe65b8d4"
"-QEFS3I4","MT103","-QEFRZJR","LRP  ","-QEFRZYC","EUR","1000","2020-08-31 10:50:47","2020-08-31 10:50:47","LIQUSR05","LIQUSR05","     ","                                   ","                              ","","2020-05-29 00:00:00","2020-06-05 00:00:00","V8EF4706","NONE    ","","PEND ","CG852","MANL ","BEN  ","","CRED "," "," "," "," ","bbae0bb9-28de-410a-8d8c-2623a0996ade"
"-QEFS3IA","MT202","-QEFRZJR","LRP  ","-QEFRZYC","EUR","1000","2020-08-31 10:50:47","2020-08-31 10:50:47","LIQUSR05","LIQUSR05","     ","                                   ","                              ","","2020-05-29 00:00:00","2020-06-05 00:00:00","V8EF4706","NONE    ","","PEND ","CG852","MANL ","     ","","     "," "," "," "," ","bbae0bb9-28de-410a-8d8c-2623a0996ade"
"-QEFS4S0","MT210","-QEFS3PZ","LRP  ","-QEFS4CZ","EUR","245","2020-08-31 11:18:15","2020-08-31 11:18:15","LIQUSR05","LIQUSR05","     ","                                   ","                              ","","2020-05-29 00:00:00","2020-05-29 00:00:00","V8EF4706","NONE    ","","PEND ","CG852","MANL ","BEN  ","","     "," "," "," "," ",""
"L$EFY1V7","MT202","LCEFY00U","OTR  ","LCEFY04A","EUR","2500","2020-09-03 16:46:08","2020-09-03 16:46:08","RPTMGR01","RPTMGR01","     ","                                   ","                              ","","2020-05-29 00:00:00","2020-05-29 00:00:00","(7EFGUDN","(7EFGUEQ","","PEND ","CG852","MANL ","     ","","     "," "," "," "," ","4e4e148c-c7af-4964-b3ab-ac3214d825e0"
"L$EFY1V1","MT103","LCEFY00U","OTR  ","LCEFY04A","EUR","2500","2020-09-03 16:46:08","2020-09-03 16:46:08","RPTMGR01","RPTMGR01","     ","                                   ","                              ","","2020-05-29 00:00:00","2020-05-29 00:00:00","(7EFGUDN","(7EFGUEQ","","PEND ","CG852","MANL ","BEN  ","","CRED "," "," "," "," ","4e4e148c-c7af-4964-b3ab-ac3214d825e0"
"L5EFY46A","MT210","LQEFY3RJ","PTR  ","LQEFY3RW","EUR","1100000","2020-09-03 18:41:22","2020-09-03 18:41:22","MANZANOS","MANZANOS","     ","                                   ","                              ","","2020-05-29 00:00:00","2020-05-29 00:00:00","YZEFEWH5","NONE    ","","PEND ","CG852","MANL ","BEN  ","","     "," "," "," "," ",""
"VFEFYDMJ","MT103","-2EFOSPI","OTR  ","-2EFOSSX","AUD","3000","2020-09-03 22:02:57","2020-09-03 22:02:57","JOBSUPER","JOBSUPER","     ","                                   ","                              ","","2020-10-13 00:00:00","2020-10-13 00:00:00","6BEEIEXK","6LEEIFH8","","PEND ","CB001","MANL ","BEN  ","","CRED "," "," "," "," ","01ee485c-d9b7-4e5e-b184-dc7cffa0fafa"
"VFEFYDMQ","MT202","-2EFOSPI","OTR  ","-2EFOSSX","AUD","3000","2020-09-03 22:02:57","2020-09-03 22:02:57","JOBSUPER","JOBSUPER","     ","                                   ","                              ","","2020-10-13 00:00:00","2020-10-13 00:00:00","6BEEIEXK","6LEEIFH8","","PEND ","CB001","MANL ","     ","","     "," "," "," "," ","01ee485c-d9b7-4e5e-b184-dc7cffa0fafa"
"VFEFYDN9","MT202","-2EFOSPI","OTR  ","-2EFOSSZ","AUD","6000","2020-09-03 22:02:57","2020-09-03 22:02:57","JOBSUPER","JOBSUPER","     ","                                   ","                              ","","2020-10-13 00:00:00","2020-10-13 00:00:00","6BEEIEXK","6LEEIFH8","","PEND ","CB001","MANL ","     ","","     "," "," "," "," ","3bdb3436-9709-4b05-9cc5-0c76abeaeb6d"
"VFEFYDN2","MT103","-2EFOSPI","OTR  ","-2EFOSSZ","AUD","6000","2020-09-03 22:02:57","2020-09-03 22:02:57","JOBSUPER","JOBSUPER","     ","                                   ","                              ","","2020-10-13 00:00:00","2020-10-13 00:00:00","6BEEIEXK","6LEEIFH8","","PEND ","CB001","MANL ","BEN  ","","SPRI "," "," "," "," ","3bdb3436-9709-4b05-9cc5-0c76abeaeb6d"
"V8EFYFVD","MT103","VZEFYEQP","OTR  ","V.EFYFE1","AUD","6744.49","2020-09-03 22:51:43","2020-09-03 22:51:43","RPTINP01","RPTINP01","     ","                                   ","                              ","","2020-10-13 00:00:00","2020-10-13 00:00:00","8ZEEBSVD","8)EEBTEV","","PEND ","CB001","MANL ","BEN  ","","SPRI "," "," "," "," ","b59a6c69-d58c-49e1-87eb-448d1cd44794"
"V8EFYFVK","MT202","VZEFYEQP","OTR  ","V.EFYFE1","AUD","6744.49","2020-09-03 22:51:43","2020-09-03 22:51:43","RPTINP01","RPTINP01","     ","                                   ","                              ","","2020-10-13 00:00:00","2020-10-13 00:00:00","8ZEEBSVD","8)EEBTEV","","PEND ","CB001","MANL ","     ","","     "," "," "," "," ","b59a6c69-d58c-49e1-87eb-448d1cd44794"
"V8EFYFV6","MT202","VZEFYEQP","OTR  ","V.EFYFE3","AUD","20233.46","2020-09-03 22:51:43","2020-09-03 22:51:43","RPTINP01","RPTINP01","     ","                                   ","                              ","","2020-10-13 00:00:00","2020-10-13 00:00:00","8ZEEBSVD","8)EEBTEV","","PEND ","CB001","MANL ","     ","","     "," "," "," "," ","38d80e83-149b-4311-adbf-4af1808eb38e"
"V8EFYFUZ","MT103","VZEFYEQP","OTR  ","V.EFYFE3","AUD","20233.46","2020-09-03 22:51:43","2020-09-03 22:51:43","RPTINP01","RPTINP01","     ","                                   ","                              ","","2020-10-13 00:00:00","2020-10-13 00:00:00","8ZEEBSVD","8)EEBTEV","","PEND ","CB001","MANL ","BEN  ","","CRED "," "," "," "," ","38d80e83-149b-4311-adbf-4af1808eb38e"
"VJEFYKY1","MT202","VYEFYKB8","OTR  ","VYEFYKEL","AUD","40392.95","2020-09-03 23:40:31","2020-09-03 23:40:31","JOBSUPER","JOBSUPER","     ","                                   ","                              ","","2020-10-13 00:00:00","2020-10-13 00:00:00","MDEEIOWZ","MSEEIPGN","","PEND ","CB001","MANL ","     ","","     "," "," "," "," ","48dde0e0-2f43-45e2-96e3-74af738f6fc3"
"VJEFYKXU","MT103","VYEFYKB8","OTR  ","VYEFYKEL","AUD","40392.95","2020-09-03 23:40:31","2020-09-03 23:40:31","JOBSUPER","JOBSUPER","     ","                                   ","                              ","","2020-10-13 00:00:00","2020-10-13 00:00:00","MDEEIOWZ","MSEEIPGN","","PEND ","CB001","MANL ","BEN  ","","SPRI "," "," "," "," ","48dde0e0-2f43-45e2-96e3-74af738f6fc3"
"VJEFYKXN","MT202","VYEFYKB8","OTR  ","VYEFYKEN","AUD","20196.47","2020-09-03 23:40:31","2020-09-03 23:40:31","JOBSUPER","JOBSUPER","     ","                                   ","                              ","","2020-10-13 00:00:00","2020-10-13 00:00:00","MDEEIOWZ","MSEEIPGN","","PEND ","CB001","MANL ","     ","","     "," "," "," "," ","e592fd70-3545-4606-93bf-794d354338c3"
"VJEFYKXG","MT103","VYEFYKB8","OTR  ","VYEFYKEN","AUD","20196.47","2020-09-03 23:40:31","2020-09-03 23:40:31","JOBSUPER","JOBSUPER","     ","                                   ","                              ","","2020-10-13 00:00:00","2020-10-13 00:00:00","MDEEIOWZ","MSEEIPGN","","PEND ","CB001","MANL ","BEN  ","","CRED "," "," "," "," ","e592fd70-3545-4606-93bf-794d354338c3"
"V;EFYMXC","MT103","V3EFYLJ1","OTR  ","V3EFYLLA","AUD","991977.8","2020-09-04 01:31:49","2020-09-04 01:31:49","FJUSR01 ","FJUSR01 ","     ","                                   ","                              ","","2020-10-13 00:00:00","2020-10-13 00:00:00","-1EFNC2Q","-1EFNC3O","","PEND ","CB001","MANL ","OUR  ","","SSTD "," "," "," "," ","2e395a93-609f-4cef-acc3-8564fa866f5a"
"GQEFZ11W","MT202","G:EFZ0J3","OTR  ","G:EFZ0L4","AUD","2000","2020-09-04 04:37:04","2020-09-04 04:37:04","JOBSUPER","JOBSUPER","     ","                                   ","                              ","","2020-10-14 00:00:00","2020-10-14 00:00:00","@5EEG9QM","@VEEGAA8","","PEND ","CB001","MANL ","     ","","     "," "," "," "," ","a72dec73-88be-43a0-a2e2-7fef481fdf4e"
"GQEFZ11P","MT103","G:EFZ0J3","OTR  ","G:EFZ0L4","AUD","2000","2020-09-04 04:37:04","2020-09-04 04:37:04","JOBSUPER","JOBSUPER","     ","                                   ","                              ","","2020-10-14 00:00:00","2020-10-14 00:00:00","@5EEG9QM","@VEEGAA8","","PEND ","CB001","MANL ","BEN  ","","SPRI "," "," "," "," ","a72dec73-88be-43a0-a2e2-7fef481fdf4e"
"GQEFZ11B","MT103","G:EFZ0J3","OTR  ","G:EFZ0L2","AUD","6000","2020-09-04 04:37:04","2020-09-04 04:37:04","JOBSUPER","JOBSUPER","     ","                                   ","                              ","","2020-10-14 00:00:00","2020-10-14 00:00:00","@5EEG9QM","@VEEGAA8","","PEND ","CB001","MANL ","BEN  ","","CRED "," "," "," "," ","98b95971-5111-4991-b8b1-5df1ac5ca516"
"GQEFZ11I","MT202","G:EFZ0J3","OTR  ","G:EFZ0L2","AUD","6000","2020-09-04 04:37:04","2020-09-04 04:37:04","JOBSUPER","JOBSUPER","     ","                                   ","                              ","","2020-10-14 00:00:00","2020-10-14 00:00:00","@5EEG9QM","@VEEGAA8","","PEND ","CB001","MANL ","     ","","     "," "," "," "," ","98b95971-5111-4991-b8b1-5df1ac5ca516"
"GLEFZ20V","MT202","G5EFZ1HY","OTR  ","G5EFZ1K0","AUD","9000","2020-09-04 04:41:48","2020-09-04 04:41:48","JOBSUPER","JOBSUPER","     ","                                   ","                              ","","2020-10-14 00:00:00","2020-10-14 00:00:00","@5EEG9QM","@VEEGAA8","","PEND ","CB001","MANL ","     ","","     "," "," "," "," ","e52bf546-9bf3-4403-ad7f-130489180262"
"GLEFZ20O","MT103","G5EFZ1HY","OTR  ","G5EFZ1K0","AUD","9000","2020-09-04 04:41:48","2020-09-04 04:41:48","JOBSUPER","JOBSUPER","     ","                                   ","                              ","","2020-10-14 00:00:00","2020-10-14 00:00:00","@5EEG9QM","@VEEGAA8","","PEND ","CB001","MANL ","BEN  ","","SPRI "," "," "," "," ","e52bf546-9bf3-4403-ad7f-130489180262"
"-6EFN8J2","MT103","-8EFN59J","OTR  ","-;EFN7PZ","AUD","11268.6","2020-08-28 21:31:31","2020-08-28 21:31:31","JOBMANGR","JOBMANGR","     ","                                   ","                              ","","2020-09-11 00:00:00","2020-09-11 00:00:00","@5EEG9QM","@VEEGAA8","","PEND ","CB001","MANL ","BEN  ","","CRED "," "," "," "," ","30264b2f-a53d-43d6-b27f-0b49e9ca68c0"
"-*EFSFYC","MT202","-LEFSBP8","OTR  ","-LEFSBZB","EUR","2000","2020-08-31 16:14:30","2020-08-31 16:14:30","RPTSUP01","RPTSUP01","     ","                                   ","                              ","","2020-05-29 00:00:00","2020-05-29 00:00:00","(7EFGXIA","(7EFGXST","","PEND ","CG852","MANL ","     ","","     "," "," "," "," ","e81be832-7bfa-4bd6-a11c-c3e7b54b7fbd"
"-*EFSFY6","MT103","-LEFSBP8","OTR  ","-LEFSBZB","EUR","2000","2020-08-31 16:14:30","2020-08-31 16:14:30","RPTSUP01","RPTSUP01","     ","                                   ","                              ","","2020-05-29 00:00:00","2020-05-29 00:00:00","(7EFGXIA","(7EFGXST","","PEND ","CG852","MANL ","BEN  ","","CRED "," "," "," "," ","e81be832-7bfa-4bd6-a11c-c3e7b54b7fbd"
"-*EFSGA8","MT103","-LEFSEWC","OTR  ","-LEFSF48","EUR","3200","2020-08-31 17:17:00","2020-08-31 17:17:00","RPTSUP01","RPTSUP01","     ","                                   ","                              ","","2020-05-29 00:00:00","2020-05-29 00:00:00","(7EFGUDN","(7EFGUEQ","","PEND ","CG852","MANL ","BEN  ","","CRED "," "," "," "," ","edd49878-235c-4586-8471-833d6e3ac44f"
"-*EFSGAE","MT202","-LEFSEWC","OTR  ","-LEFSF48","EUR","3200","2020-08-31 17:17:00","2020-08-31 17:17:00","RPTSUP01","RPTSUP01","     ","                                   ","                              ","","2020-05-29 00:00:00","2020-05-29 00:00:00","(7EFGUDN","(7EFGUEQ","","PEND ","CG852","MANL ","     ","","     "," "," "," "," ","edd49878-235c-4586-8471-833d6e3ac44f"
"-VEFSKGX","MT103","H+EGERLM","IDE  ","-VEFSJVM","EUR","400000","2020-08-31 18:52:56","2020-08-31 18:52:56","LIQUSR03","LIQUSR03","     ","                                   ","                              ","","2020-05-29 00:00:00","2020-05-29 00:00:00","Y5EFF54H","NONE    ","","PEND ","CG852","MANL ","BEN  ","","SPAY "," "," "," "," ","793b097b-eaf1-41b7-8ecd-4f087a42ee1f"
"-VEFSKH7","MT202","H+EGERLM","IDE  ","-VEFSJVM","EUR","400000","2020-08-31 18:52:56","2020-08-31 18:52:56","LIQUSR03","LIQUSR03","     ","                                   ","                              ","","2020-05-29 00:00:00","2020-05-29 00:00:00","Y5EFF54H","NONE    ","","PEND ","CG852","MANL ","     ","","     "," "," "," "," ","793b097b-eaf1-41b7-8ecd-4f087a42ee1f"
"-VEFSKST","MT103","7HEFL33O","MAT  ","-VEFSKON","EUR","1000","2020-08-31 19:04:08","2020-08-31 19:04:08","LIQUSR03","LIQUSR03","     ","                                   ","                              ","","2020-05-29 00:00:00","2020-05-29 00:00:00","Y5EFF54H","Y5EFF559","","PEND ","CG852","MANL ","BEN  ","","CRED "," "," "," "," ","d03a5ff2-c20e-4bd1-ac44-a2dddd8e0f71"
"-VEFSKT0","MT202","7HEFL33O","MAT  ","-VEFSKON","EUR","1000","2020-08-31 19:04:08","2020-08-31 19:04:08","LIQUSR03","LIQUSR03","     ","                                   ","                              ","","2020-05-29 00:00:00","2020-05-29 00:00:00","Y5EFF54H","Y5EFF559","","PEND ","CG852","MANL ","     ","","     "," "," "," "," ","d03a5ff2-c20e-4bd1-ac44-a2dddd8e0f71"
"B8EFUEJR","MT103","B.EFUDOW","MAT  ","B.EFUDPC","EUR","2100","2020-09-01 17:13:42","2020-09-01 17:13:42","LIQUSR03","LIQUSR03","     ","                                   ","                              ","","2020-05-29 00:00:00","2020-05-29 00:00:00","Y5EFF54H","Y5EFF559","","PEND ","CG852","MANL ","BEN  ","","CRED "," "," "," "," ","2e802371-83ee-45dd-97f7-5bfc1a98b675"
"B8EFUEJY","MT202","B.EFUDOW","MAT  ","B.EFUDPC","EUR","2100","2020-09-01 17:13:42","2020-09-01 17:13:42","LIQUSR03","LIQUSR03","     ","                                   ","                              ","","2020-05-29 00:00:00","2020-05-29 00:00:00","Y5EFF54H","Y5EFF559","","PEND ","CG852","MANL ","     ","","     "," "," "," "," ","2e802371-83ee-45dd-97f7-5bfc1a98b675"
"B8EFUELX","MT202","B.EFUDOW","MAT  ","B8EFUEKF","EUR","2100","2020-09-01 17:15:32","2020-09-01 17:15:32","LIQUSR03","LIQUSR03","     ","                                   ","                              ","","2020-05-29 00:00:00","2020-05-29 00:00:00","Y5EFF54H","Y5EFF559","","PEND ","CG852","MANL ","     ","","     "," "," "," "," ","9ebd3716-81a9-4403-b0ee-d1f19e7195e9"
