"PDC_DTE_PROD_POS","PDC_PID_PRODUCT_ID","PDC_CDE_PROD_TYPE","PDC_AMT_GLOBAL_CMT","PDC_AMT_BNK_GR_CMT","PDC_AMT_BNK_NT_CMT","PDC_AMT_GLOBAL_OUT","PDC_AMT_BNK_GR_OUT","PDC_AMT_BNK_NT_OUT","PDC_TSP_REC_CREATE","PDC_TSP_REC_UPDATE","PDC_UID_REC_CREATE","PDC_UID_REC_UPDATE","PDC_AMT_UNUSED","PDC_AMT_UNUTILIZED","PDC_AMT_AVAILABLE","PDC_CDE_BRANCH"
"2021-03-09 00:00:00",")=EIAU1O","FAC  ","100000","100000","100000","0","0","0","2020-10-19 12:31:42","2020-10-26 09:04:44","ARFELI01","LS2BATCH","100000","100000","100000","CG852"
"2021-03-09 00:00:00",")EEIAO93","FAC  ","50000000","0","0","0","0","0","2020-10-19 09:29:50","2020-10-26 09:04:45","DELINP01","LS2BATCH","50000000","50000000","50000000","CG852"
"2021-03-09 00:00:00",")JEIAQGM","FAC  ","30000000","0","0","0","0","0","2020-10-19 10:10:22","2020-10-26 09:04:45","DELINP01","LS2BATCH","30000000","30000000","30000000","CG852"
"2021-03-09 00:00:00",")UEIAL9L","FAC  ","50000000","0","0","0","0","0","2020-10-19 08:29:56","2020-10-26 09:04:45","INPDEL01","LS2BATCH","50000000","50000000","50000000","CG852"
"2021-03-09 00:00:00",")UEIAL9R","DEA  ","50000000","0","0","0","0","0","2020-10-19 08:39:06","2020-10-26 09:04:45","INPDEL01","LS2BATCH","50000000","50000000","50000000","CG852"
"2021-03-09 00:00:00",")UEIALCP","FAC  ","50000000","0","0","0","0","0","2020-10-19 08:48:56","2020-10-26 09:04:45","INPDEL01","LS2BATCH","50000000","50000000","50000000","CG852"
"2021-03-09 00:00:00","*4EI53P2","DEA  ","100000","0","0","0","0","0","2020-10-16 09:17:24","2020-10-26 09:04:44","ARFELI01","LS2BATCH","100000","100000","100000","CG852"
"2021-03-09 00:00:00","*4EI53R8","FAC  ","100000","0","0","0","0","0","2020-10-16 09:28:18","2020-10-26 09:04:44","ARFELI01","LS2BATCH","100000","100000","100000","CG852"
"2021-03-09 00:00:00","40EDZTD7","DEA  ","516231921.697","201053901.128","201053901.128","0","0","0","2020-07-27 18:38:53","2020-10-14 14:27:39","INPCHER ","LS2BATCH","516231921.697","516231921.697","516231921.697","CG852"
"2021-03-09 00:00:00",":6EI3GEF","DEA  ","2000000","800000","800000","1000000","400000","400000","2020-10-15 11:53:38","2020-10-26 09:04:45","LIQUSR03","LS2BATCH","2000000","1000000","2000000","CG852"
"2021-03-09 00:00:00",":6EI3GFB","FAC  ","1000000","400000","400000","0","0","0","2020-10-15 12:04:42","2020-10-26 09:04:45","LIQUSR03","LS2BATCH","1000000","1000000","1000000","CG852"
"2021-03-09 00:00:00",":6EI3GI8","FAC  ","1000000","400000","400000","1000000","400000","400000","2020-10-15 12:09:23","2020-10-26 09:04:45","LIQUSR03","LS2BATCH","1000000","0","1000000","CG852"
"2021-03-09 00:00:00",":YEI3DT4","DEA  ","49748768.718","0","0","0","0","0","2020-10-15 11:28:07","2020-10-26 09:04:44","CESSINP1","LS2BATCH","49748768.718","49748768.718","49748768.718","CG852"
"2021-03-09 00:00:00",":YEI3DVV","FAC  ","300000000","0","0","0","0","0","2020-10-15 11:50:08","2020-10-26 09:04:44","CESSINP1","LS2BATCH","300000000","300000000","300000000","CG852"
"2021-03-09 00:00:00",":YEI3DWN","DEA  ","49748768.718","0","0","0","0","0","2020-10-15 12:08:34","2020-10-26 09:04:44","CESSINP1","LS2BATCH","49748768.718","49748768.718","49748768.718","CG852"
"2021-03-09 00:00:00",":YEI3E8R","FAC  ","300000000","0","0","0","0","0","2020-10-15 12:27:48","2020-10-26 09:04:44","CESSINP1","LS2BATCH","300000000","300000000","300000000","CG852"
"2021-03-09 00:00:00",":YEI3F1E","DEA  ","49748768.718","0","0","0","0","0","2020-10-15 12:44:51","2020-10-26 09:04:44","CESSINP1","LS2BATCH","49748768.718","49748768.718","49748768.718","CG852"
"2021-03-09 00:00:00",":YEI3FS1","FAC  ","300000000","0","0","0","0","0","2020-10-15 13:00:59","2020-10-26 09:04:44","CESSINP1","LS2BATCH","300000000","300000000","300000000","CG852"
"2021-03-09 00:00:00",":YEI3G9Q","DEA  ","49748768.718","0","0","0","0","0","2020-10-15 13:11:28","2020-10-26 09:04:44","CESSINP1","LS2BATCH","49748768.718","49748768.718","49748768.718","CG852"
"2021-03-09 00:00:00",":YEI3H0U","FAC  ","300000000","0","0","0","0","0","2020-10-15 13:27:52","2020-10-26 09:04:44","CESSINP1","LS2BATCH","300000000","300000000","300000000","CG852"
"2021-03-09 00:00:00",":YEI3J7H","DEA  ","300000000","0","0","0","0","0","2020-10-15 14:14:55","2020-10-26 09:04:44","CESSINP1","LS2BATCH","300000000","300000000","300000000","CG852"
"2021-03-09 00:00:00",":YEI3JZ1","FAC  ","300000000","0","0","0","0","0","2020-10-15 14:31:33","2020-10-26 09:04:44","CESSINP1","LS2BATCH","300000000","300000000","300000000","CG852"
"2021-03-09 00:00:00",":YEI3LNB","DEA  ","300000000","0","0","0","0","0","2020-10-15 15:07:38","2020-10-26 09:04:44","CESSINP1","LS2BATCH","300000000","300000000","300000000","CG852"
"2021-03-09 00:00:00",":YEI3MDQ","FAC  ","300000000","0","0","0","0","0","2020-10-15 15:23:34","2020-10-26 09:04:44","CESSINP1","LS2BATCH","300000000","300000000","300000000","CG852"
"2021-03-09 00:00:00","=+EI1JPZ","FAC  ","100000000","6492768.68","6492768.68","0","0","0","2020-10-14 11:16:28","2020-10-14 14:27:39","SMANZANO","LS2BATCH","100000000","100000000","100000000","CG852"
"2021-03-09 00:00:00","B4EI393N","FAC  ","1000000","0","0","0","0","0","2020-10-15 10:07:10","2020-10-26 09:04:45","LIQUSR03","LS2BATCH","1000000","1000000","1000000","CG852"
"2021-03-09 00:00:00","D3EI1MRL","DEA  ","1059556953.737","6119306081.086","6119306081.086","1000000","400000","400000","2020-10-14 13:37:12","2020-10-26 09:04:45","JAQUITAN","LS2BATCH","1059556953.737","1058556953.737","1059556953.737","CG852"
"2021-03-09 00:00:00","V8EF4706","DEA  ","5000000","5000000","5000000","76459","76459","76459","2020-08-18 12:11:45","2020-10-26 09:04:43","LIQUSR05","LS2BATCH","5000000","4923541","5000000","CG852"
"2021-03-09 00:00:00","V8EF471U","FAC  ","5000000","5000000","5000000","76459","76459","76459","2020-08-18 12:31:12","2020-10-26 09:04:43","LIQUSR05","LS2BATCH","5000000","4923541","5000000","CG852"
"2021-08-09 00:00:00",")XEIRVR5","DEA  ","0","0","0","0","0","0","2020-10-28 16:37:12","2020-10-28 16:37:12","TESTINP ","TESTINP ","0","0","0","CG852"
"2021-08-09 00:00:00","I:EFMEGK","FAC  ","100000000","100000000","100000000","5932809.84","5932809.84","5932809.84","2020-08-28 11:00:37","2020-10-28 17:57:21","SMANZANO","LS2BATCH","100000000","94067190.16","100000000","CG852"
"2021-08-09 00:00:00","IREFMCO3","DEA  ","100000000","100000000","100000000","5932809.84","5932809.84","5932809.84","2020-08-28 10:24:14","2020-10-28 17:57:21","SMANZANO","LS2BATCH","100000000","94067190.16","100000000","CG852"
"2021-09-14 00:00:00","34EITIZT","FAC  ","100000000","100000000","100000000","1000","1000","1000","2020-10-29 13:46:51","2020-10-29 21:52:41","TESTINP ","LS2BATCH","100000000","99999000","100000000","CG852"
"2021-09-15 00:00:00",")XEIRVS4","DEA  ","200000000","200000000","200000000","101000","101000","101000","2020-10-28 16:49:28","2020-11-03 20:42:31","TESTINP ","LS2BATCH","200000000","199899000","200000000","CG852"
"2021-09-15 00:00:00","34EITJ7N","FAC  ","100000000","100000000","100000000","100000","100000","100000","2020-10-29 14:24:58","2020-11-03 20:42:31","TESTINP ","LS2BATCH","100000000","99900000","100000000","CG852"
"2021-10-15 00:00:00","5;EJEK7A","FAC  ","0","0","0","0","0","0","2020-11-09 23:12:08","2020-11-09 23:12:08","CESSINP1","CESSINP1","0","0","0","CG852"
"2021-10-15 00:00:00","5JEJEJQZ","FAC  ","0","0","0","0","0","0","2020-11-09 22:55:02","2020-11-09 22:55:02","CESSINP1","CESSINP1","0","0","0","CG852"
"2021-10-15 00:00:00","5LEJELY3","FAC  ","50000000","15000000","15000000","0","0","0","2020-11-10 00:09:47","2020-11-10 11:07:14","CESSINP1","LS2BATCH","50000000","50000000","50000000","CG852"
"2021-10-15 00:00:00",":+EJEFS6","DEA  ","300000000","0","0","0","0","0","2020-11-09 20:51:32","2020-11-10 11:07:13","CESSINP1","LS2BATCH","300000000","300000000","300000000","CG852"
"2021-10-15 00:00:00",":+EJEFUX","FAC  ","300000000","0","0","0","0","0","2020-11-09 21:06:05","2020-11-10 11:07:13","CESSINP1","LS2BATCH","300000000","300000000","300000000","CG852"
"2021-10-15 00:00:00",":VEJEE29","DEA  ","0","0","0","0","0","0","2020-11-09 20:34:08","2020-11-09 20:34:08","CESSSUP1","CESSSUP1","0","0","0","CG852"
"2021-10-15 00:00:00","Q.EJEGLJ","DEA  ","350000000","105000000","105000000","0","0","0","2020-11-09 21:42:55","2020-11-10 11:07:14","CESSINP1","LS2BATCH","350000000","350000000","350000000","CG852"
"2021-10-15 00:00:00","Q.EJEGOA","FAC  ","300000000","90000000","90000000","0","0","0","2020-11-09 21:58:05","2020-11-10 11:07:14","CESSINP1","LS2BATCH","300000000","300000000","300000000","CG852"
"2021-10-27 00:00:00","ZUEJHS93","DEA  ","100000","100000","100000","0","0","0","2020-11-11 14:07:12","2020-11-13 20:09:02","FOULISTR","LS2BATCH","100000","100000","100000","CB141"
"2021-10-27 00:00:00","ZUEJHSA1","FAC  ","100000","100000","100000","0","0","0","2020-11-11 14:13:40","2020-11-13 20:09:02","FOULISTR","LS2BATCH","100000","100000","100000","CB141"
"2021-11-02 00:00:00","9EEK5WDW","DEA  ","0","0","0","0","0","0","2020-11-24 17:54:47","2020-11-24 17:54:47","SKOUSR01","SKOUSR01","0","0","0","CG852"
"2021-11-02 00:00:00","9EEK5YAZ","DEA  ","0","0","0","0","0","0","2020-11-24 18:29:18","2020-11-24 18:29:18","SKOUSR01","SKOUSR01","0","0","0","CG852"
"2021-11-02 00:00:00","E9EK76A5","DEA  ","0","0","0","0","0","0","2020-11-25 09:08:47","2020-11-25 09:08:47","SKOUSR01","SKOUSR01","0","0","0","CG852"
"2021-11-02 00:00:00","E9EK76C6","DEA  ","0","0","0","0","0","0","2020-11-25 09:21:49","2020-11-25 09:21:49","SKOUSR01","SKOUSR01","0","0","0","CG852"
"2021-11-02 00:00:00","E9EK7AWV","DEA  ","0","0","0","0","0","0","2020-11-25 12:06:15","2020-11-25 12:06:15","SKOUSR01","SKOUSR01","0","0","0","CG852"
"2021-11-02 00:00:00","E9EK7BRR","DEA  ","0","0","0","0","0","0","2020-11-25 12:24:47","2020-11-25 12:24:47","SKOUSR01","SKOUSR01","0","0","0","CG852"
"2021-11-02 00:00:00","E9EK7CNE","DEA  ","0","0","0","0","0","0","2020-11-25 12:43:46","2020-11-25 12:43:46","SKOUSR01","SKOUSR01","0","0","0","CG852"
"2021-11-02 00:00:00","UNEK5BS3","DEA  ","0","0","0","0","0","0","2020-11-24 09:31:32","2020-11-24 09:31:32","SKOUSR01","SKOUSR01","0","0","0","CG852"
