"CUS_CID_CUST_ID","CUS_XID_CUST_ID","CUS_NME_SHORT_NAME","CUS_NME_FULL_NAME","CUS_CDE_COUNTRY","CUS_CDE_CUST_STAT","CUS_IND_INVESTOR","CUS_IND_BORROWER","CUS_IND_GUARANTOR","CUS_IND_BENEFIC","CUS_IND_INTRL_ENT","CUS_IND_RESTRICT","CUS_CDE_BANK","CUS_TSP_REC_CREATE","CUS_TSP_REC_UPDATE","CUS_UID_REC_CREATE","CUS_UID_REC_UPDATE","CUS_IND_SLG","CUS_IND_MAJ_UNDWRT","CUS_IND_CRA","CUS_CDE_TRS_RPT_AR","CUS_IND_SIMPLIFIED","CUS_CDE_CUST_DESC","CUS_CID_ULT_PARENT","CUS_CDE_DEPT","CUS_CID_IMM_PARENT","CUS_CDE_EXPENSE","CUS_CDE_PRIM_SIC","CUS_CDE_PROSPECT","CUS_CDE_LEGAL","CUS_CDE_SIC_CNTRY","CUS_CDE_BRANCH","CUS_CDE_ORIGIN","CUS_CDE_LANGUAGE","CUS_IND_VAT_SUBJCT","CUS_TXT_VAT_NUMBER","CUS_AMT_OS_LIMIT","CUS_CDE_OS_LIM_CCY","CUS_IND_OS_LIM_ERL","CUS_CDE_MASTER_ACT","CUS_IND_BROKER","CUS_CDE_DEP_SUBTYP","CUS_IND_THRD_PTYON","CUS_IND_THRD_PRF"
"!;E67DMF","834534         ","SHRT834534                    ","ENT834534","AU","ACT  ","N","N","N","N","N","N","CBA  ","2020-02-27 09:13:20","2020-02-27 09:13:20","LOANIQ02","LOANIQ02","N","N","N","AU   ","N","AGF  ","!;E67DMF","     ","!;E67DMF","","8431      ","","","AU","CB001","","ENG  ","Y","28323323246    ","0","","N","","N","","N","N"
"!;E67DWV","9834534        ","SHRT9834534                   ","ENT9834534","AU","ACT  ","N","N","N","N","N","N","CBA  ","2020-02-27 09:19:36","2020-02-27 09:19:36","LOANIQ02","LOANIQ02","N","N","N","AU   ","N","AGF  ","!;E67DWV","     ","!;E67DWV","","5311      ","","","AU","CB001","","ENG  ","Y","93044343456    ","0","","N","","N","","N","N"
"!;E67EHC","9349934        ","SHRT9349                      ","ENT93499344","AU","ACT  ","N","N","N","N","N","N","CBA  ","2020-02-27 09:31:53","2020-02-27 09:31:53","LOANIQ02","LOANIQ02","N","N","N","AU   ","N","AGF  ","!;E67EHC","     ","!;E67EHC","","7511      ","","","AU","CB001","","ENG  ","Y","28382333234    ","0","","N","","N","","N","N"
"!;E691BI","7101446        ","PTYAPISHO7101446              ","PTYA7101446","AU","ACT  ","N","N","N","N","N","N","CBA  ","2020-02-28 06:42:46","2020-02-28 06:42:46","LOANIQ02","LOANIQ02","N","N","N","AU   ","N","AGF  ","!;E691BI","     ","!;E691BI","","3620      ","","","AU","CB001","","ENG  ","Y","66280099899    ","0","","N","","N","","N","N"
"!;E691CJ","2324413        ","SHT2324413                    ","ENT982323","AU","ACT  ","N","N","N","N","N","N","CBA  ","2020-02-28 06:43:23","2020-02-28 06:43:23","LOANIQ02","LOANIQ02","N","N","N","AU   ","N","BDMPC","!;E691CJ","     ","!;E691CJ","","4713      ","","","AU","CB001","","ENG  ","Y","99922200033    ","0","","N","","N","","N","N"
"!;E69246","9283323        ","SHRT9283323                   ","ENT9283323","AU","ACT  ","N","N","N","N","N","N","CBA  ","2020-02-28 06:59:59","2020-02-28 06:59:59","LOANIQ02","LOANIQ02","N","N","N","AU   ","N","AGF  ","!;E69246","     ","!;E69246","","9251      ","","","AU","CB001","","ENG  ","Y","99340434556    ","0","","N","","N","","N","N"
"!;E69BKD","7182056        ","PTYAPISHO7182056              ","PTYA7182056","AU","ACT  ","N","N","N","N","N","N","CBA  ","2020-02-28 10:24:04","2020-02-28 10:24:04","LOANIQ02","LOANIQ02","N","N","N","AU   ","N","AGF  ","!;E69BKD","     ","!;E69BKD","","3620      ","","","AU","CB001","","ENG  ","Y","66280099899    ","0","","N","","N","","N","N"
"!;E69CUK","7184720        ","PTYAPISHO7184720              ","PTYA7184720","AU","ACT  ","N","N","N","N","N","N","CBA  ","2020-02-28 10:51:49","2020-02-28 10:51:49","LOANIQ02","LOANIQ02","N","N","N","AU   ","N","AGF  ","!;E69CUK","     ","!;E69CUK","","3620      ","","","AU","CB001","","ENG  ","Y","66280099899    ","0","","N","","N","","N","N"
"!;E69E3Z","7191552        ","PTYAPISHO7191552              ","PTYA7191552","AU","ACT  ","N","N","N","N","N","N","CBA  ","2020-02-28 11:19:03","2020-02-28 11:19:03","LOANIQ02","LOANIQ02","N","N","N","AU   ","N","AGF  ","!;E69E3Z","     ","!;E69E3Z","","3620      ","","","AU","CB001","","ENG  ","Y","66280099899    ","0","","N","","N","","N","N"
"!;E69EUG","7193137        ","PTYAPISHO7193137              ","PTYA7193137","AU","ACT  ","N","N","N","N","N","N","CBA  ","2020-02-28 11:34:56","2020-02-28 11:34:56","LOANIQ02","LOANIQ02","N","N","N","AU   ","N","AGF  ","!;E69EUG","     ","!;E69EUG","","3620      ","","","AU","CB001","","ENG  ","Y","66280099899    ","0","","N","","N","","N","N"
"!;E69SLT","202002280      ","202002280                     ","Multi Entity Party","AU","ACT  ","N","N","N","N","N","N","CBA  ","2020-02-28 16:32:10","2020-02-28 16:32:10","LOANIQ02","LOANIQ02","N","N","N","AU   ","N","AGF  ","!;E69SLT","     ","!;E69SLT","","9523      ","","","AU","CB001","","ENG  ","Y","578568484      ","0","","N","","N","","N","N"
"P=E6EOPT","7144916        ","PTYAPISHO7144916              ","PTYA7144916","AU","ACT  ","N","N","N","N","N","N","CBA  ","2020-03-02 06:53:03","2020-03-02 06:53:03","LOANIQ02","LOANIQ02","N","N","N","AU   ","N","AGF  ","P=E6EOPT","     ","P=E6EOPT","","3620      ","","","AU","CB001","","ENG  ","Y","66280099899    ","0","","N","","N","","N","N"
"P=E6EOQM","7150650        ","PTYAPISHO7150650              ","PTYA7150650","AU","ACT  ","N","N","N","N","N","N","CBA  ","2020-03-02 07:10:40","2020-03-02 07:10:40","LOANIQ02","LOANIQ02","N","N","N","AU   ","N","AGF  ","P=E6EOQM","     ","P=E6EOQM","","3620      ","","","AU","CB001","","ENG  ","Y","66280099899    ","0","","N","","N","","N","N"
"P=E6EORF","7153009        ","PTYAPISHO7153009              ","PTYA7153009","AU","ACT  ","N","N","N","N","N","N","CBA  ","2020-03-02 07:33:53","2020-03-02 07:33:53","LOANIQ02","LOANIQ02","N","N","N","AU   ","N","AGF  ","P=E6EORF","     ","P=E6EORF","","3620      ","","","AU","CB001","","ENG  ","Y","66280099899    ","0","","N","","N","","N","N"
"67E5131O","444921         ","PTYAUCASS                     ","PTYAUCASS","AU","ACT  ","N","N","N","N","N","N","CBA  ","2020-02-04 08:43:12","2020-02-04 08:43:12","LOANIQ02","LOANIQ02","N","N","N","AU   ","N","AGF  ","67E5131O","     ","67E5131O","","3620      ","","","AU","CB001","","ENG  ","Y","66280099899    ","0","","N","","N","","N","N"
"!!E8YNWL","23             ","CS56140                       ","CL56140","AU","SKEL ","N","Y","N","N","N","N","CBA  ","2020-04-20 15:58:14","2020-04-21 02:05:03","FJUSR01 ","FJUSR01 ","N","N","N","AU   ","N","FORG ","!!E8YNWL","GLB  ","!!E8YNWL","BG_COL         ","3620      ","","","AU","","","","N","               ","0","","N","","N","","N","N"
"!DE93K8V","26             ","TONYMANS1                     ","TONYMANS1","AU","SKEL ","N","N","N","N","N","N","CBA  ","2020-04-23 07:07:08","2020-04-23 07:07:08","APP1MANS","APP1MANS","N","N","N","AU   ","N","","!DE93K8V","GLB  ","!DE93K8V","","","","","","","","","Y","               ","0","","N","","N","","N","N"
"!DE93K99","27             ","CUSTANTHONY                   ","CUSTLEGALANTHONY","AU","SKEL ","N","Y","N","N","N","N","CBA  ","2020-04-23 07:22:08","2020-04-23 16:05:12","APP1MANS","APP1MANS","N","N","N","AU   ","N","FORG ","!DE93K99","GLB  ","!DE93K99","BG_COL         ","3620      ","","","AU","","","","N","               ","0","","N","","N","","N","N"
"A4E8XOGV","18             ","CUSTSHORT19142                ","CUSTLEGAL19142","AU","SKEL ","N","Y","N","N","N","N","CBA  ","2020-04-20 02:20:44","2020-08-17 19:27:47","APP1MANS","CFRANCIS","N","N","N","AU   ","N","FORG ","A4E8XOGV","GLB  ","A4E8XOGV","BG_COL         ","3620      ","","","AU","","","","N","               ","0","","N","","N","","N","N"
"AVE8YAJT","22             ","CS08131                       ","CL08132","AU","SKEL ","N","Y","N","N","N","N","CBA  ","2020-04-20 11:09:52","2020-10-07 14:44:22","FJUSR01 ","LIQUSR03","N","N","N","AU   ","N","FORG ","AVE8YAJT","GLB  ","AVE8YAJT","BG_COL         ","3620      ","","","AU","","","","N","               ","0","","N","","N","","N","N"
"MOE6U8P9","16             ","LEND012920207                 ","LEND012920207","AU","SKEL ","N","N","N","N","N","N","CBA  ","2020-03-10 08:19:41","2020-03-10 09:39:28","JCUSR01 ","RPTINP01","N","N","N","AU   ","N","","MOE6U8P9","GLB  ","MOE6U8P9","","","","","","","","","Y","124122321      ","0","","N","","N","","N","N"
"P=E6IPSW","2010238        ","ESPS12010235                  ","ESPS12010235","AU","ACT  ","N","N","N","N","N","N","CBA  ","2020-03-04 12:10:01","2020-03-04 12:10:01","LOANIQ02","LOANIQ02","N","N","N","AU   ","N","BFPR ","P=E6IPSW","     ","P=E6IPSW","","8431      ","","","AU","CB001","","ENG  ","Y","10075843210    ","0","","N","","N","","N","N"
"P=E6K597","1413434        ","ESPS11413431                  ","ESPS11413431","AU","ACT  ","N","Y","N","N","N","N","CBA  ","2020-03-05 06:41:24","2020-10-30 19:58:08","LOANIQ02","SUPRON01","N","N","N","AU   ","N","BFPR ","P=E6K597","GLB  ","P=E6K597","BG_COL         ","8431      ","","","AU","CB001","","ENG  ","Y","10075843210    ","0","","N","","N","","N","N"
"P=E6K7OY","1512742        ","ESPS11512739                  ","ESPS11512739","AU","ACT  ","N","N","N","N","N","N","CBA  ","2020-03-05 07:34:02","2020-03-05 07:34:02","LOANIQ02","LOANIQ02","N","N","N","AU   ","N","BFPR ","P=E6K7OY","     ","P=E6K7OY","","8431      ","","","AU","CB001","","ENG  ","Y","10075843210    ","0","","N","","N","","N","N"
"P=E6KH09","7777400        ","603TEST                       ","603TEST","AU","ACT  ","N","N","N","N","N","N","CBA  ","2020-03-05 10:55:14","2020-03-05 10:55:22","LOANIQ02","LOANIQ02","N","N","N","AU   ","N","AGL  ","P=E6KH09","     ","P=E6KH09","","1200      ","","","AU","CB001","","ENG  ","Y","               ","0","","N","","N","","N","N"
"P=E6KLMI","55501442       ","REVCAS603                     ","REVCAS603","AU","ACT  ","N","N","N","N","N","N","CBA  ","2020-03-05 12:34:58","2020-03-05 12:34:58","LOANIQ02","LOANIQ02","N","N","N","AU   ","N","AGS  ","P=E6KLMI","     ","P=E6KLMI","","5254      ","","","AU","CB001","","ENG  ","Y","               ","0","","N","","N","","N","N"
"P=E6KLQB","6609912        ","REV603CAS7                    ","REV603CAS7","AU","ACT  ","N","N","N","N","N","N","CBA  ","2020-03-05 12:37:15","2020-03-05 12:37:15","LOANIQ02","LOANIQ02","N","N","N","AU   ","N","AGS  ","P=E6KLQB","     ","P=E6KLQB","","3620      ","","","AU","CB001","","ENG  ","Y","76280099899    ","0","","N","","N","","N","N"
"P=E6M5SU","55348801       ","REV603CAS4                    ","REV603CAS4","AU","ACT  ","N","N","N","N","N","N","CBA  ","2020-03-06 08:48:23","2020-03-06 08:48:23","LOANIQ02","LOANIQ02","N","N","N","AU   ","N","AGS  ","P=E6M5SU","     ","P=E6M5SU","","3620      ","","","AU","CB001","","ENG  ","Y","76280099899    ","0","","N","","N","","N","N"
"P=E6MC6C","1613325        ","HM WD 1613325                 ","Hammer World 1613325","AU","ACT  ","N","N","N","N","N","N","CBA  ","2020-03-06 11:06:03","2020-10-29 17:01:16","LOANIQ02","LOANIQ01","N","N","N","AU   ","N","TEBN ","P=E6MC6C","     ","P=E6MC6C","","5234      ","","","AU","","","ENG  ","Y","97605992186    ","0","","N","","N","","N","N"
"P=E6MC6Q","1610548        ","ESPS11610546                  ","ESPS11610546","AU","ACT  ","N","N","N","N","N","N","CBA  ","2020-03-06 11:06:18","2020-03-06 11:06:18","LOANIQ02","LOANIQ02","N","N","N","AU   ","N","BFPR ","P=E6MC6Q","     ","P=E6MC6Q","","8431      ","","","AU","CB001","","ENG  ","Y","10075843210    ","0","","N","","N","","N","N"
"P=E6NYZ2","1511736        ","ESPS11511734                  ","ESPS11511734","AU","ACT  ","N","N","N","N","N","N","CBA  ","2020-03-07 08:16:06","2020-03-07 08:16:06","LOANIQ02","LOANIQ02","N","N","N","AU   ","N","BFPR ","P=E6NYZ2","     ","P=E6NYZ2","","3620      ","","","AU","CB001","","ENG  ","Y","10075843210    ","0","","N","","N","","N","N"
"P=E6O73I","621348801      ","REV603CAS88                   ","REV603CAS88","AU","ACT  ","N","N","N","N","N","N","CBA  ","2020-03-07 11:11:35","2020-03-07 11:11:35","LOANIQ02","LOANIQ02","N","N","N","AU   ","N","AGS  ","P=E6O73I","     ","P=E6O73I","","3620      ","","","AU","CB001","","ENG  ","Y","76280099899    ","0","","N","","N","","N","N"
"P=E6O7BE","1611441        ","ESPS11611439                  ","ESPS11611439","AU","ACT  ","N","Y","N","N","N","N","CBA  ","2020-03-07 11:16:19","2020-09-20 20:42:33","LOANIQ02","CCUISIA ","N","N","N","AU   ","N","BFPR ","P=E6O7BE","     ","P=E6O7BE","","8431      ","","","AU","CB001","","ENG  ","Y","10075843210    ","0","","N","","N","","N","N"
"P=E6O7I0","4846569        ","PTYROD2312                    ","PTYROD2312","AU","ACT  ","N","N","N","N","N","N","CBA  ","2020-03-07 11:20:16","2020-03-07 11:20:16","LOANIQ02","LOANIQ02","N","N","N","AU   ","N","FORG ","P=E6O7I0","     ","P=E6O7I0","","8440      ","","","AU","CB001","","ENG  ","Y","               ","0","","N","","N","","N","N"
"P=E6O7KN","8881005        ","SHORTNAME8881005              ","PARTY ENT NAME 8881005","AU","ACT  ","N","N","N","N","N","N","CBA  ","2020-03-07 11:21:51","2020-03-07 11:21:51","LOANIQ02","LOANIQ02","N","N","N","AU   ","N","AGS  ","P=E6O7KN","     ","P=E6O7KN","","8112      ","","","AU","CB001","","ENG  ","Y","32223143320    ","0","","N","","N","","N","N"
"P=E6O7L0","8882005        ","SHORTNAME8882005              ","PARTY NAME 8882005","AU","ACT  ","N","N","N","N","N","N","CBA  ","2020-03-07 11:21:52","2020-03-07 11:21:52","LOANIQ02","LOANIQ02","N","N","N","AU   ","N","AGS  ","P=E6O7L0","     ","P=E6O7L0","","8112      ","","","AU","CB001","","ENG  ","Y","32223143320    ","0","","N","","N","","N","N"
"P=E6O7LD","8883005        ","SHORTNAME8883005              ","PARTY NAME 8883005","AU","ACT  ","N","N","N","N","N","N","CBA  ","2020-03-07 11:21:52","2020-03-07 11:21:52","LOANIQ02","LOANIQ02","N","N","N","AU   ","N","AGS  ","P=E6O7LD","     ","P=E6O7LD","","8112      ","","","AU","CB001","","ENG  ","Y","32223143320    ","0","","N","","N","","N","N"
"P=E6O7MV","8881006        ","SHORTNAME8881006              ","PARTY ENT NAME 9991006","AU","ACT  ","N","N","N","N","N","N","CBA  ","2020-03-07 11:23:11","2020-03-07 11:26:49","LOANIQ02","LOANIQ02","N","N","N","AU   ","N","AGS  ","P=E6O7MV","     ","P=E6O7MV","","8112      ","","","AU","CB001","","ENG  ","Y","32223143320    ","0","","N","","N","","N","N"
"P=E6O7N8","8882006        ","SHORTNAME8882006              ","PARTY NAME 8882006","AU","ACT  ","N","N","N","N","N","N","CBA  ","2020-03-07 11:23:12","2020-03-07 11:23:12","LOANIQ02","LOANIQ02","N","N","N","AU   ","N","AGS  ","P=E6O7N8","     ","P=E6O7N8","","8112      ","","","AU","CB001","","ENG  ","Y","32223143320    ","0","","N","","N","","N","N"
"P=E6O7NL","8883006        ","SHORTNAME8883006              ","PARTY NAME 8883006","AU","ACT  ","N","N","N","N","N","N","CBA  ","2020-03-07 11:23:12","2020-03-07 11:23:12","LOANIQ02","LOANIQ02","N","N","N","AU   ","N","AGS  ","P=E6O7NL","     ","P=E6O7NL","","8112      ","","","AU","CB001","","ENG  ","Y","32223143320    ","0","","N","","N","","N","N"
"O+E6SH2V","14             ","CUSTSHORT36135                ","{BACKSPACE}CUSTLEGAL36136","AU","SKEL ","N","N","N","N","N","N","CBA  ","2020-03-09 10:37:44","2020-03-09 10:38:40","JCUSR01 ","JCUSR01 ","N","N","N","AU   ","N","","O+E6SH2V","GLB  ","O+E6SH2V","","","","","","","","","Y","               ","0","","N","","N","","N","N"
"O+E6SHMD","15             ","CUSTSHORT47137                ","CUSTLEGAL47138","AU","SKEL ","N","N","N","N","N","N","CBA  ","2020-03-09 10:49:27","2020-03-09 10:50:41","JCUSR01 ","JCUSR01 ","N","N","N","AU   ","N","","O+E6SHMD","GLB  ","O+E6SHMD","","3620      ","","","AU","","","","Y","               ","0","","N","","N","","N","N"
"A4E8XOGK","17             ","CUSTSHORT08113                ","CUSTLEGAL08113","AU","SKEL ","N","N","N","N","N","N","CBA  ","2020-04-20 02:08:55","2020-04-20 02:11:23","APP1MANS","APP1MANS","N","N","N","AU   ","N","","A4E8XOGK","GLB  ","A4E8XOGK","","3620      ","","","AU","","","","Y","               ","0","","N","","N","","N","N"
"AME8XY0R","20             ","CUSTSHORT29142                ","CUSTLEGAL29143","AU","SKEL ","N","Y","N","N","N","N","CBA  ","2020-04-20 05:30:46","2020-06-25 14:33:18","APP1MANS","RPTINP01","N","N","N","AU   ","N","FORG ","AME8XY0R","GLB  ","AME8XY0R","BG_COL         ","3620      ","","","AU","","","","N","               ","0","","N","","N","","N","N"
"A7E8Y5AF","21             ","CUSTSHORT57126                ","CUSTLEGAL57126","AU","SKEL ","N","Y","N","N","N","N","CBA  ","2020-04-20 08:58:35","2020-04-20 13:22:12","APP1MANS","APP1MANS","N","N","N","AU   ","N","FORG ","A7E8Y5AF","GLB  ","A7E8Y5AF","BG_COL         ","3620      ","","","AU","","","","N","               ","0","","N","","N","","N","N"
"!3E91DAT","25             ","TONYMANS4321                  ","TONYMANS4321","AU","SKEL ","N","Y","N","N","N","N","CBA  ","2020-04-22 01:58:19","2020-04-22 03:01:01","APP1MANS","APP1MANS","N","N","N","AU   ","N","AGF  ","!3E91DAT","GLB  ","!3E91DAT","BG_COL         ","3620      ","","","AU","","","","N","               ","0","","N","","N","","N","N"
"LUEF3WHP","44             ","ARIHANTTRADINGCOMPANY 00001  ","ARIHANT TRADING COMPANY 00001","GB","SKEL ","N","Y","N","N","N","N","CBA  ","2020-08-18 10:41:58","2020-08-18 12:29:18","ALNINP01","ALNINP01","N","N","N","GB   ","N","UFPCA","LUEF3WHP","GLB  ","LUEF3WHP","","8710      ","","","AU","","","ENG  ","N","               ","0","","N","","N","","N","N"
")?EF8978","57             ","AMS_CUSTOMER                  ","AMS_CUSTOMER","NL","SKEL ","N","Y","N","N","N","N","CBA  ","2020-08-20 18:45:53","2020-10-08 10:59:50","SMANZANO","LIQSVR05","N","N","N","NL   ","N","AGF  ",")?EF8978","GLB  ",")?EF8978","BG_COL         ","2161      ","","","AU","","","","N","               ","0","","N","","N","","N","N"
"ZHEF7YY1","53             ","WSS_JANICE                    ","WSS_Janice","NL","SKEL ","N","Y","N","N","N","N","CBA  ","2020-08-20 14:56:42","2020-09-16 16:21:02","JAQUITAN","JAQUITAN","N","N","N","NL   ","N","AGF  ","ZHEF7YY1","GLB  ","ZHEF7YY1","BG_COL         ","2161      ","","","AU","","","","N","               ","0","","N","","N","","N","N"
")XEF8B7Z","58             ","ARIHANT TRADING COMPANY 00005 ","ARIHANT TRADING COMPANY 00005","AU","SKEL ","N","Y","N","N","N","N","CBA  ","2020-08-20 18:52:23","2020-08-20 19:05:51","INPALN01","INPALN01","N","N","N","AU   ","N","UCDPR",")XEF8B7Z","GLB  ",")XEF8B7Z","TM_SAF         ","8112      ","","","AU","","","ENG  ","N","               ","0","","N","","N","","N","N"
")VEF8DJ0","59             ","ARIHANT TRADING COMPANY 00006 ","ARIHANT TRADING COMPANY 00006","AU","SKEL ","N","Y","N","N","N","N","CBA  ","2020-08-20 19:17:09","2020-08-20 19:39:47","INPALN01","INPALN01","N","N","N","AU   ","N","UCDPR",")VEF8DJ0","GLB  ",")VEF8DJ0","TM_SAF         ","8112      ","","","AU","","","ENG  ","N","               ","0","","N","","N","","N","N"
"YPEFEVVD","62             ","ARIHANT TRADING COMPANY 00007 ","ARIHANT TRADING COMPANY 00007","AU","SKEL ","N","Y","N","N","N","N","CBA  ","2020-08-24 08:21:14","2020-08-24 09:27:07","ALNINP01","INPALN01","N","N","N","AU   ","N","UCDPR","YPEFEVVD","GLB  ","YPEFEVVD","TM_SAF         ","8112      ","","","AU","","","ENG  ","N","55333434       ","0","","N","","N","","N","N"
"(IEFGRPX","66             ","BE PTY LTD 08202066           ","BE Pty Ltd as trustee for the Dances With Wolves Fam 08202066","AU","SKEL ","N","Y","N","N","N","N","CBA  ","2020-08-25 09:56:16","2020-08-28 23:00:24","INPRON01","INPRON01","N","N","N","AU   ","N","TRU  ","(IEFGRPX","GLB  ","(IEFGRPX","TM_SAF         ","8112      ","","","AU","","","ENG  ","N","14162984821    ","0","","N","","N","","N","N"
"CAEFH7KI","68             ","1213044                       ","Sanseera Electronics Ltd1213041","AU","SKEL ","N","Y","N","N","N","N","CBA  ","2020-08-25 15:44:13","2020-09-11 17:12:33","INPROS01","INPROS01","N","N","N","AU   ","N","FORG ","CAEFH7KI","GLB  ","CAEFH7KI","NR_COL         ","8710      ","","","AU","","","","Y","               ","0","","N","","N","","N","N"
"CTEFHBUM","70             ","ARIHANT TRADING COMPANY 000010","ARIHANT TRADING COMPANY 000010","AU","SKEL ","N","Y","N","N","N","N","CBA  ","2020-08-25 15:57:12","2020-11-05 20:47:54","INPALN01","INPRON01","N","N","N","AU   ","N","FORG ","CTEFHBUM","GLB  ","CTEFHBUM","BG_COL         ","8112      ","","","AU","","","ENG  ","N","3434234324     ","0","","N","","N","","N","N"
"$#EFJ9I3","75             ","ARIHANT TRADING COMPANY 000015","ARIHANT TRADING COMPANY 000015","AU","SKEL ","N","Y","N","N","N","N","CBA  ","2020-08-26 18:16:35","2020-08-27 11:43:29","INPALN01","INPALN01","N","N","N","AU   ","N","FORG ","$#EFJ9I3","GLB  ","$#EFJ9I3","TM_SAF         ","8112      ","","","AU","","","ENG  ","N","485594494      ","0","","N","","N","","N","N"
"?NEFKRY6","76             ","ARIHANT TRADING COMPANY 000016","ARIHANT TRADING COMPANY 000016","AU","SKEL ","N","Y","N","N","N","N","CBA  ","2020-08-27 13:54:11","2020-08-27 16:02:50","INPALN01","INPALN01","N","N","N","AU   ","N","FORG ","?NEFKRY6","GLB  ","?NEFKRY6","TM_SAF         ","8112      ","","","AU","","","ENG  ","N","354354545      ","0","","N","","N","","N","N"
"I2EFMH43","80             ","ARIHANT TRADING COMPANY 000018","ARIHANT TRADING COMPANY 000018","AU","SKEL ","N","Y","N","N","N","N","CBA  ","2020-08-28 11:14:28","2020-08-28 11:37:25","INPALN01","INPALN01","N","N","N","AU   ","N","FORG ","I2EFMH43","GLB  ","I2EFMH43","TM_SAF         ","8112      ","","","AU","","","ENG  ","N","54545654654    ","0","","N","","N","","N","N"
"U!EG6TSS","82             ","WESTPACKBANKINGCORP           ","WESTPAC BANKING CORP","AU","SKEL ","Y","N","N","N","N","N","CBA  ","2020-09-08 11:38:43","2020-10-14 14:48:57","JCUSR01 ","FI717102","N","N","N","AU   ","N","BDMPC","U!EG6TSS","GLB  ","U!EG6TSS","TM_PRF         ","0219      ","","","AU","","","ENG  ","Y","00000000000    ","0","","N","","N","","N","Y"
"G#EHA7HF","1210029        ","E1 1210029                    ","ESPS1 1210029","NL","ACT  ","N","N","N","N","N","N","CBA  ","2020-09-29 12:46:17","2020-10-28 00:53:09","LOANIQ01","LOANIQ01","N","N","N","NL   ","N","AGF  ","G#EHA7HF","     ","G#EHA7HF","","8431      ","","","AU","","","ENG  ","N","10075843215    ","0","","N","","N","","N","N"
"G#EHA7S4","1511823        ","IW INC 1511823                ","Inner Works Inc 1511823","AU","ACT  ","N","N","N","N","N","N","CBA  ","2020-09-29 16:00:12","2020-09-29 16:00:12","LOANIQ01","LOANIQ01","N","N","N","AU   ","N","UFPCA","G#EHA7S4","     ","G#EHA7S4","","3620      ","","","AU","","","ENG  ","Y","67895843245    ","0","","N","","N","","N","N"
"G#EHB2AI","0413341        ","SHORTNAME 0413341             ","ESPS1 0413341","AU","ACT  ","N","N","N","N","N","N","CBA  ","2020-09-30 05:08:35","2020-09-30 05:08:35","LOANIQ01","LOANIQ01","N","N","N","AU   ","N","BFPR ","G#EHB2AI","     ","G#EHB2AI","","3620      ","","","AU","","","ENG  ","Y","10075843210    ","0","","N","","N","","N","N"
"G#EHB3WI","0510727        ","SHORTNAME 0510727             ","ESPS1 0510727","AU","ACT  ","N","N","N","N","N","N","CBA  ","2020-09-30 05:43:23","2020-09-30 05:43:23","LOANIQ01","LOANIQ01","N","N","N","AU   ","N","BFPR ","G#EHB3WI","     ","G#EHB3WI","","3620      ","","","AU","","","ENG  ","Y","10075843210    ","0","","N","","N","","N","N"
"G#EHBIJN","45678003       ","SHORTNAME45678003             ","PARTY ENT NAME 45678003","AU","ACT  ","N","N","N","N","N","N","CBA  ","2020-09-30 10:59:40","2020-09-30 10:59:40","LOANIQ01","LOANIQ01","N","N","N","AU   ","N","AGS  ","G#EHBIJN","     ","G#EHBIJN","","8112      ","","","AU","","","ENG  ","Y","12312312312    ","0","","N","","N","","N","N"
"G#EHBIK0","45678004       ","SHORTNAME45678004             ","PARTY ENT NAME 45678004","AU","ACT  ","N","N","N","N","N","N","CBA  ","2020-09-30 10:59:40","2020-09-30 10:59:40","LOANIQ01","LOANIQ01","N","N","N","AU   ","N","AGS  ","G#EHBIK0","     ","G#EHBIK0","","8112      ","","","AU","","","ENG  ","Y","12312312312    ","0","","N","","N","","N","N"
"G#EHBIKD","45678005       ","SHORTNAME45678005             ","PARTY ENT NAME 45678005","AU","ACT  ","N","N","N","N","N","N","CBA  ","2020-09-30 10:59:40","2020-09-30 10:59:40","LOANIQ01","LOANIQ01","N","N","N","AU   ","N","AGS  ","G#EHBIKD","     ","G#EHBIKD","","8112      ","","","AU","","","ENG  ","Y","12312312312    ","0","","N","","N","","N","N"
"G#EHBNN9","1211533        ","SHORTNAME 1211533             ","ESPS1 1211533","AU","ACT  ","N","Y","N","N","N","N","CBA  ","2020-09-30 12:49:50","2020-10-08 01:00:18","LOANIQ01","MIGGY_IN","N","N","N","AU   ","N","BFPR ","G#EHBNN9","GLB  ","G#EHBNN9","BG_COL         ","3620      ","","","AU","","","ENG  ","N","10075843210    ","0","","N","","N","","N","N"
"G#EHBPSE","0515044        ","SHORTNAME 0515044             ","ESPS1 0515044","AU","ACT  ","N","N","N","N","N","N","CBA  ","2020-09-30 13:36:06","2020-09-30 13:36:06","LOANIQ01","LOANIQ01","N","N","N","AU   ","N","BFPR ","G#EHBPSE","     ","G#EHBPSE","","3620      ","","","AU","","","ENG  ","Y","10075843210    ","0","","N","","N","","N","N"
"G#EHBPT2","100123         ","TE 123                        ","TEST ENT 123","AU","ACT  ","N","N","N","N","N","N","CBA  ","2020-09-30 13:36:30","2020-09-30 13:43:57","LOANIQ01","LOANIQ01","N","N","N","AU   ","N","AGF  ","G#EHBPT2","     ","G#EHBPT2","","5710      ","","","AU","","","ENG  ","Y","12345678909    ","0","","N","","N","","N","N"
