"ACCOUNTID"|"NOMINALCODE"|"NOMINALDESCRIPTION"|"TRANSACTIONSRID"|"TRANSACTIONID"|"HOSTTRANCODE"|"SOURCETRANCODE"|"TRANSACTIONDATE"|"POSTINGDATE"|"VALUEDATE"|"ISOCURRENCYCODE"|"DEBITCREDITFLAG"|"AMOUNT"|"AMOUNTCREDIT"|"AMOUNTDEBIT"|"HOSTBRANCH"|"UBCHANNELID"|"SUBPRODUCTCODE"|"CUSTOMERCODE"|"SOURCEREF1"|"SOURCEREF2"|"NARRATION"|"SOURCEBRANCH"|"SOURCECOSTCENTERCODE"|"AFFILIATECODE"|"SOURCEDEALNO"|"SOURCECUSTOMERCODE"
"089105000085200"|"LOANINTEVAR"|"Interest Receivable - Loans Variable"|"01174d829acc12sJ"|"01174d829a4272ry"|"DRV"|"INTAC"|"2020-09-29 06:40:44"|"2020-07-12 23:20:52"|"2020-07-07 00:00:00"|"EUR"|"D"|"-136.99"|"0"|"136.99"|"00000852"|"LIQ"|"91050InternalEUR"|"000852"|"08EH9SVD"|"08EH9SV3"|"Interest Accrual"|"CG852"|"BG_COL"|"OTHER"|"OST3SEFFFII"|"53"
"089105000085200"|"LOANINTEVAR"|"Interest Receivable - Loans Variable"|"01174d829c4742tY"|"01174d829c3972tD"|"DRV"|"INTAC"|"2020-09-29 06:40:50"|"2020-07-12 23:20:58"|"2020-07-07 00:00:00"|"EUR"|"D"|"-0.26"|"0"|"0.26"|"00000852"|"LIQ"|"91050InternalEUR"|"000852"|"0TEH9T0Z"|"0TEH9T0P"|"Interest Accrual"|"CG852"|"BP_COL"|"OTHER"|"OST-LEFSEVP"|"37"
"089105000085200"|"LOANINTEVAR"|"Interest Receivable - Loans Variable"|"01174d829ccd02wO"|"01174d829cbf42w5"|"DRV"|"INTAC"|"2020-09-29 06:40:52"|"2020-07-12 23:21:00"|"2020-07-07 00:00:00"|"EUR"|"D"|"-326.03"|"0"|"326.03"|"00000852"|"LIQ"|"91050InternalEUR"|"000852"|"0TEH9T7E"|"0TEH9T74"|"Interest Accrual"|"CG852"|"BG_COL"|"OTHER"|"OSTX=EFL8BR"|"57"
"089105000085200"|"LOANINTEVAR"|"Interest Receivable - Loans Variable"|"01174d829ce442xN"|"01174d829ce1e2x4"|"DRV"|"INTAC"|"2020-09-29 06:40:52"|"2020-07-12 23:21:00"|"2020-07-07 00:00:00"|"EUR"|"D"|"-50.95"|"0"|"50.95"|"00000852"|"LIQ"|"91050InternalEUR"|"000852"|"0TEH9TA6"|";;EGWXGS"|"Interest Accrual"|"CG852"|"BG_COL"|"OTHER"|"OSTP!EGO5B1"|"57"
"089105000085200"|"LOANINTEVAR"|"Interest Receivable - Loans Variable"|"01174d829cef62xr"|"01174d829cec42xY"|"DRV"|"INTAC"|"2020-09-29 06:40:52"|"2020-07-12 23:21:00"|"2020-07-07 00:00:00"|"EUR"|"D"|"-56.99"|"0"|"56.99"|"00000852"|"LIQ"|"91050InternalEUR"|"000852"|"0TEH9TB2"|"0TEH9TAS"|"Interest Accrual"|"CG852"|"BG_COL"|"OTHER"|"OST9$EGPQEM"|"57"
"089105000085200"|"LOANINTEVAR"|"Interest Receivable - Loans Variable"|"01174d829d3172yr"|"01174d829d2a82yY"|"DRV"|"INTAC"|"2020-09-29 06:40:53"|"2020-07-12 23:21:01"|"2020-07-07 00:00:00"|"EUR"|"D"|"-67.81"|"0"|"67.81"|"00000852"|"LIQ"|"91050InternalEUR"|"000852"|"0TEH9TF3"|";;EGWXPE"|"Interest Accrual"|"CG852"|"BG_COL"|"OTHER"|"OST-AEFMZGX"|"57"
"089105000085200"|"LOANINTEVAR"|"Interest Receivable - Loans Variable"|"01174d829d3ea2zL"|"01174d829d3bc2z2"|"CRV"|"INTAC"|"2020-09-29 06:40:54"|"2020-07-12 23:21:02"|"2020-07-07 00:00:00"|"EUR"|"C"|"28.8"|"28.8"|"0"|"00000852"|"LIQ"|"91050InternalEUR"|"000852"|"0TEH9TG2"|"MAEGYOBA"|"Interest Accrual"|"CG852"|"BG_COL"|"OTHER"|"OSTYVEGDOS1"|"57"
"089105000085200"|"LOANINTEVAR"|"Interest Receivable - Loans Variable"|"01174d829db6230L"|"01174d829db16302"|"DRV"|"INTAC"|"2020-09-29 06:40:55"|"2020-07-12 23:21:04"|"2020-07-07 00:00:00"|"EUR"|"D"|"-109.59"|"0"|"109.59"|"00000852"|"LIQ"|"91050InternalEUR"|"000852"|"0TEH9U1Q"|"0TEH9U1G"|"Interest Accrual"|"CG852"|"BG_COL"|"OTHER"|"OSTSJEBYUH5"|"4"
"089105000085200"|"LOANINTEVAR"|"Interest Receivable - Loans Variable"|"01174d829ea6a35w"|"01174d829ea5635d"|"DRV"|"INTAC"|"2020-09-29 06:40:59"|"2020-07-12 23:21:07"|"2020-07-07 00:00:00"|"EUR"|"D"|"-36.66"|"0"|"36.66"|"00000852"|"LIQ"|"91050InternalEUR"|"000852"|"0TEH9TAA"|";;EGWXHK"|"Interest Accrual"|"CG852"|"BG_COL"|"OTHER"|"OSTKIEGPCDP"|"57"
"089105000085200"|"LOANINTEVAR"|"Interest Receivable - Loans Variable"|"01174d829ec5837s"|"01174d829ec3b37Z"|"DRV"|"INTAC"|"2020-09-29 06:41:00"|"2020-07-12 23:21:08"|"2020-07-07 00:00:00"|"EUR"|"D"|"-7.53"|"0"|"7.53"|"00000852"|"LIQ"|"91050InternalEUR"|"000852"|"0TEH9SU8"|"0TEH9STY"|"Interest Accrual"|"CG852"|"BP_COL"|"OTHER"|"OST86EFDXX2"|"37"
"089105000085200"|"LOANINTEVAR"|"Interest Receivable - Loans Variable"|"01174d829ee4d39j"|"01174d829ee3739Q"|"DRV"|"INTAC"|"2020-09-29 06:41:00"|"2020-07-12 23:21:08"|"2020-07-07 00:00:00"|"EUR"|"D"|"-0.36"|"0"|"0.36"|"00000852"|"LIQ"|"91050InternalEUR"|"000852"|"0TEH9T1D"|"0TEH9T13"|"Interest Accrual"|"CG852"|"BP_COL"|"OTHER"|"OSTHZEFJAAY"|"37"
"089105000085200"|"LOANINTEVAR"|"Interest Receivable - Loans Variable"|"01174d829f0ff3BO"|"01174d829f0eb3B5"|"DRV"|"INTAC"|"2020-09-29 06:41:01"|"2020-07-12 23:21:09"|"2020-07-07 00:00:00"|"EUR"|"D"|"-0.02"|"0"|"0.02"|"00000852"|"LIQ"|"91050InternalEUR"|"000852"|"0TEH9STB"|"J-EGV0B2"|"Interest Accrual"|"CG852"|"BG_COL"|"OTHER"|"OSTJ!EFFB21"|"43"
"089105000085200"|"LOANINTEVAR"|"Interest Receivable - Loans Variable"|"01174d829f56d3D3"|"01174d829f5563Ck"|"DRV"|"INTAC"|"2020-09-29 06:41:02"|"2020-07-12 23:21:10"|"2020-07-07 00:00:00"|"EUR"|"D"|"-0.61"|"0"|"0.61"|"00000852"|"LIQ"|"91050InternalEUR"|"000852"|"0TEH9T62"|"0TEH9T5P"|"Interest Accrual"|"CG852"|"BP_COL"|"OTHER"|"OSTYVEGE4PI"|"37"
"089105000085200"|"LOANINTEVAR"|"Interest Receivable - Loans Variable"|"01174d829f5e43DX"|"01174d829f5c53DE"|"DRV"|"INTAC"|"2020-09-29 06:41:02"|"2020-07-12 23:21:10"|"2020-07-07 00:00:00"|"EUR"|"D"|"-164.38"|"0"|"164.38"|"00000852"|"LIQ"|"91050InternalEUR"|"000852"|"08EH9T0D"|"08EH9T03"|"Interest Accrual"|"CG852"|"BG_COL"|"OTHER"|"OSTBGEGM4DB"|"53"
"089105000085200"|"LOANINTEVAR"|"Interest Receivable - Loans Variable"|"01174d829f6713E1"|"01174d829f6593Di"|"DRV"|"INTAC"|"2020-09-29 06:41:02"|"2020-07-12 23:21:10"|"2020-07-07 00:00:00"|"EUR"|"D"|"-213.7"|"0"|"213.7"|"00000852"|"LIQ"|"91050InternalEUR"|"000852"|"08EH9T14"|"08EH9T0U"|"Interest Accrual"|"CG852"|"BG_COL"|"OTHER"|"OSTG)EH9SQ0"|"53"
"089105000085200"|"LOANINTEVAR"|"Interest Receivable - Loans Variable"|"01174d829f6e43EV"|"01174d829f6ce3EC"|"DRV"|"INTAC"|"2020-09-29 06:41:02"|"2020-07-12 23:21:11"|"2020-07-07 00:00:00"|"EUR"|"D"|"-182.63"|"0"|"182.63"|"00000852"|"LIQ"|"91050InternalEUR"|"000852"|"0TEH9T7S"|"0TEH9T7I"|"Interest Accrual"|"CG852"|"BG_COL"|"OTHER"|"OSTFJEG71OI"|"57"
"089105000085200"|"LOANINTEVAR"|"Interest Receivable - Loans Variable"|"01174d829f74d3Ez"|"01174d829f7383Eg"|"DRV"|"INTAC"|"2020-09-29 06:41:03"|"2020-07-12 23:21:11"|"2020-07-07 00:00:00"|"EUR"|"D"|"-479.45"|"0"|"479.45"|"00000852"|"LIQ"|"91050InternalEUR"|"000852"|"0TEH9T86"|"0TEH9T7W"|"Interest Accrual"|"CG852"|"BG_COL"|"OTHER"|"OSTFJEG73SD"|"57"
"089105000085200"|"LOANINTEVAR"|"Interest Receivable - Loans Variable"|"01174d829f89b3GE"|"01174d829f8853Fv"|"DRV"|"INTAC"|"2020-09-29 06:41:03"|"2020-07-12 23:21:11"|"2020-07-07 00:00:00"|"EUR"|"D"|"-47.78"|"0"|"47.78"|"00000852"|"LIQ"|"91050InternalEUR"|"000852"|"0TEH9TA4"|"0TEH9T9U"|"Interest Accrual"|"CG852"|"BG_COL"|"OTHER"|"OST0JEGNPQC"|"57"
"089105000085200"|"LOANINTEVAR"|"Interest Receivable - Loans Variable"|"01174d829f90c3Gi"|"01174d829f8f23GP"|"DRV"|"INTAC"|"2020-09-29 06:41:03"|"2020-07-12 23:21:11"|"2020-07-07 00:00:00"|"EUR"|"D"|"-42.58"|"0"|"42.58"|"00000852"|"LIQ"|"91050InternalEUR"|"000852"|"0TEH9TA8"|";;EGWXH6"|"Interest Accrual"|"CG852"|"BG_COL"|"OTHER"|"OSTKIEGPC52"|"57"
"089105000085200"|"LOANINTEVAR"|"Interest Receivable - Loans Variable"|"01174d829f9e03HC"|"01174d829f9683Gt"|"CRV"|"INTAC"|"2020-09-29 06:41:03"|"2020-07-12 23:21:11"|"2020-07-07 00:00:00"|"EUR"|"C"|"909.89"|"909.89"|"0"|"00000852"|"LIQ"|"91050InternalEUR"|"000852"|"0TEH9TF7"|"MAEGYO9V"|"Interest Accrual"|"CG852"|"BG_COL"|"OTHER"|"OSTOCEGCG78"|"57"
"089105000085200"|"LOANINTEVAR"|"Interest Receivable - Loans Variable"|"01174d829fa843Hg"|"01174d829fa5c3HN"|"DRV"|"INTAC"|"2020-09-29 06:41:03"|"2020-07-12 23:21:12"|"2020-07-07 00:00:00"|"EUR"|"D"|"-604.65"|"0"|"604.65"|"00000852"|"LIQ"|"91050InternalEUR"|"000852"|"0TEH9TOY"|"0TEH9TJD"|"Interest Accrual"|"CG852"|"BG_COL"|"OTHER"|"OSTV:EH9VG2"|"57"
"089105000085200"|"LOANINTEVAR"|"Interest Receivable - Loans Variable"|"01174d829fd4c3KJ"|"01174d829fd373K0"|"DRV"|"INTAC"|"2020-09-29 06:41:04"|"2020-07-12 23:21:12"|"2020-07-07 00:00:00"|"EUR"|"D"|"-1.27"|"0"|"1.27"|"00000852"|"LIQ"|"91050InternalEUR"|"000852"|"0TEH9SUM"|"0TEH9SUC"|"Interest Accrual"|"CG852"|"BP_COL"|"OTHER"|"OSTHZEFJ1HC"|"37"
"089105000085200"|"LOANINTEVAR"|"Interest Receivable - Loans Variable"|"01174d829fdc83Kn"|"01174d829fdb03KU"|"DRV"|"INTAC"|"2020-09-29 06:41:04"|"2020-07-12 23:21:12"|"2020-07-07 00:00:00"|"EUR"|"D"|"-0.44"|"0"|"0.44"|"00000852"|"LIQ"|"91050InternalEUR"|"000852"|"0TEH9SV0"|"0TEH9SUQ"|"Interest Accrual"|"CG852"|"BP_COL"|"OTHER"|"OST04EFZDZF"|"37"
"089105000085200"|"LOANINTEVAR"|"Interest Receivable - Loans Variable"|"01174d829ff373Ll"|"01174d829ff1e3LS"|"DRV"|"INTAC"|"2020-09-29 06:41:05"|"2020-07-12 23:21:13"|"2020-07-07 00:00:00"|"EUR"|"D"|"-15.61"|"0"|"15.61"|"00000852"|"LIQ"|"91050InternalEUR"|"000852"|"08EH9SUR"|"WCEFIOP7"|"Interest Accrual"|"CG852"|"BG_COL"|"OTHER"|"OSTJLEFFB50"|"37"
"089105000085200"|"LOANINTEVAR"|"Interest Receivable - Loans Variable"|"01174d82a04d93Nk"|"01174d82a04c23NR"|"DRV"|"INTAC"|"2020-09-29 06:41:06"|"2020-07-12 23:21:14"|"2020-07-07 00:00:00"|"EUR"|"D"|"-0.59"|"0"|"0.59"|"00000852"|"LIQ"|"91050InternalEUR"|"000852"|"0TEH9T2K"|"0TEH9T2A"|"Interest Accrual"|"CG852"|"BP_COL"|"OTHER"|"OSTXHEFLBMZ"|"37"
"089105100085200"|"LOANINTEFIX"|"Interest Receivable - Loans Fixed"|"01174d829733b2Qm"|"01174d82973282QS"|"DRV"|"INTAC"|"2020-09-29 06:40:29"|"2020-07-12 23:20:37"|"2020-07-07 00:00:00"|"EUR"|"D"|"-1.37"|"0"|"1.37"|"00000852"|"LIQ"|"91051InternalEUR"|"000852"|"0TEH9TGP"|"0TEH9TG6"|"Interest Accrual"|"CG852"|"BG_COL"|"FIXED"|"OSTYVEGDOZV"|"57"
"089105100085200"|"LOANINTEFIX"|"Interest Receivable - Loans Fixed"|"01174d829febc3LH"|"01174d829fe183Ky"|"DRV"|"INTAC"|"2020-09-29 06:41:04"|"2020-07-12 23:21:13"|"2020-07-07 00:00:00"|"EUR"|"D"|"-0.08"|"0"|"0.08"|"00000852"|"LIQ"|"91051InternalEUR"|"000852"|"08EH9SUA"|"*$EGNTWV"|"Interest Accrual"|"CG852"|"BG_COL"|"FIXED"|"OST0AEGNRGP"|"37"
"089105100085200"|"LOANINTEFIX"|"Interest Receivable - Loans Fixed"|"01174d8296c5e2JM"|"01174d8296c442J3"|"DRV"|"INTAC"|"2020-09-29 06:40:27"|"2020-07-12 23:20:35"|"2020-07-07 00:00:00"|"EUR"|"D"|"-75"|"0"|"75"|"00000852"|"LIQ"|"91051InternalEUR"|"000852"|"08EH9STE"|"WCEFIOMM"|"Interest Accrual"|"CG852"|"BG_COL"|"FIXED"|"OSTZ;EF7ZNA"|"37"
"089105100085200"|"LOANINTEFIX"|"Interest Receivable - Loans Fixed"|"01174d82a45a53fp"|"01174d82a45903fW"|"DRV"|"INTAC"|"2020-09-29 06:41:23"|"2020-07-12 23:21:31"|"2020-07-07 00:00:00"|"EUR"|"D"|"-26.03"|"0"|"26.03"|"00000852"|"LIQ"|"91051InternalEUR"|"000852"|"0TEH9TBF"|"0TEH9TB5"|"Interest Accrual"|"CG852"|"BG_COL"|"FIXED"|"OST:+EH7WBA"|"57"
"089105100085200"|"LOANINTEFIX"|"Interest Receivable - Loans Fixed"|"01174d82a3b123aH"|"01174d82a38a63Zx"|"DRV"|"INTAC"|"2020-09-29 06:41:20"|"2020-07-12 23:21:28"|"2020-07-07 00:00:00"|"EUR"|"D"|"-0.61"|"0"|"0.61"|"00000852"|"LIQ"|"91051InternalEUR"|"000852"|"0TEH9T26"|"0TEH9T1W"|"Interest Accrual"|"CG852"|"BP_COL"|"FIXED"|"OST(7EFHHE2"|"37"
"089105100085200"|"LOANINTEFIX"|"Interest Receivable - Loans Fixed"|"01174d82a36f83Yb"|"01174d82a36dc3YI"|"DRV"|"INTAC"|"2020-09-29 06:41:19"|"2020-07-12 23:21:27"|"2020-07-07 00:00:00"|"EUR"|"D"|"-29.53"|"0"|"29.53"|"00000852"|"LIQ"|"91051InternalEUR"|"000852"|"08EH9SU8"|"08EH9STY"|"Interest Accrual"|"CG852"|"BG_COL"|"FIXED"|"OSTH+EFJ2J9"|"37"
"089105100085200"|"LOANINTEFIX"|"Interest Receivable - Loans Fixed"|"01174d82a36873Y7"|"01174d82a36713Xo"|"DRV"|"INTAC"|"2020-09-29 06:41:19"|"2020-07-12 23:21:27"|"2020-07-07 00:00:00"|"EUR"|"D"|"-2.59"|"0"|"2.59"|"00000852"|"LIQ"|"91051InternalEUR"|"000852"|"0TEH9SXC"|"0TEH9SX2"|"Interest Accrual"|"CG852"|"BP_COL"|"FIXED"|"OSTOWEGCHFR"|"37"
"089105100085200"|"LOANINTEFIX"|"Interest Receivable - Loans Fixed"|"01174d82a359a3X9"|"01174d82a35823Wq"|"DRV"|"INTAC"|"2020-09-29 06:41:19"|"2020-07-12 23:21:27"|"2020-07-07 00:00:00"|"EUR"|"D"|"-55.55"|"0"|"55.55"|"00000852"|"LIQ"|"91051InternalEUR"|"000852"|"08EH9STA"|"WCEFIOLW"|"Interest Accrual"|"CG852"|"BG_COL"|"FIXED"|"OSTZFEF7YYO"|"37"
"089105100085200"|"LOANINTEFIX"|"Interest Receivable - Loans Fixed"|"01174d82975ca2Ts"|"01174d82975b62TZ"|"DRV"|"INTAC"|"2020-09-29 06:40:29"|"2020-07-12 23:20:38"|"2020-07-07 00:00:00"|"EUR"|"D"|"-64.93"|"0"|"64.93"|"00000852"|"LIQ"|"91051InternalEUR"|"000852"|"08EH9STC"|"WCEFIOM9"|"Interest Accrual"|"CG852"|"BG_COL"|"FIXED"|"OSTZ;EF7YBJ"|"37"
"089105100085200"|"LOANINTEFIX"|"Interest Receivable - Loans Fixed"|"01174d8298b6e2aN"|"01174d8298b5b2a4"|"DRV"|"INTAC"|"2020-09-29 06:40:35"|"2020-07-12 23:20:43"|"2020-07-07 00:00:00"|"EUR"|"D"|"-90.41"|"0"|"90.41"|"00000852"|"LIQ"|"91051InternalEUR"|"000852"|"08EH9T42"|"08EH9T3S"|"Interest Accrual"|"CG852"|"BG_COL"|"FIXED"|"OSTOGEGCLGB"|"53"
"089105100085200"|"LOANINTEFIX"|"Interest Receivable - Loans Fixed"|"01174d8298d9c2ch"|"01174d8298d892cO"|"DRV"|"INTAC"|"2020-09-29 06:40:36"|"2020-07-12 23:20:44"|"2020-07-07 00:00:00"|"EUR"|"D"|"-101.92"|"0"|"101.92"|"00000852"|"LIQ"|"91051InternalEUR"|"000852"|"0TEH9TFY"|"0TEH9TFE"|"Interest Accrual"|"CG852"|"BG_COL"|"FIXED"|"OSTOCEGCH22"|"57"
"089105100085200"|"LOANINTEFIX"|"Interest Receivable - Loans Fixed"|"01174d829957b2hB"|"01174d82995622gs"|"DRV"|"INTAC"|"2020-09-29 06:40:38"|"2020-07-12 23:20:46"|"2020-07-07 00:00:00"|"EUR"|"D"|"-0.04"|"0"|"0.04"|"00000852"|"LIQ"|"91051InternalEUR"|"000852"|"08EH9SUC"|"*$EGNTX8"|"Interest Accrual"|"CG852"|"BG_COL"|"FIXED"|"OST0HEGNTQ8"|"37"
"089105100085200"|"LOANINTEFIX"|"Interest Receivable - Loans Fixed"|"01174d829a14a2pe"|"01174d829a1342pL"|"DRV"|"INTAC"|"2020-09-29 06:40:41"|"2020-07-12 23:20:49"|"2020-07-07 00:00:00"|"EUR"|"D"|"-83.12"|"0"|"83.12"|"00000852"|"LIQ"|"91051InternalEUR"|"000852"|"08EH9STU"|"08EH9STK"|"Interest Accrual"|"CG852"|"BG_COL"|"FIXED"|"OSTH+EFJ25O"|"37"
"089105100085200"|"LOANINTEFIX"|"Interest Receivable - Loans Fixed"|"01174d829a35d2rJ"|"01174d829a3482r0"|"DRV"|"INTAC"|"2020-09-29 06:40:41"|"2020-07-12 23:20:49"|"2020-07-07 00:00:00"|"EUR"|"D"|"-1.13"|"0"|"1.13"|"00000852"|"LIQ"|"91051InternalEUR"|"000852"|"0TEH9SWY"|"0TEH9SWO"|"Interest Accrual"|"CG852"|"BP_COL"|"FIXED"|"OSTOWEGCGX4"|"37"
"089105100085200"|"LOANINTEFIX"|"Interest Receivable - Loans Fixed"|"01174d829d0a42yM"|"01174d829cf852y2"|"DRV"|"INTAC"|"2020-09-29 06:40:53"|"2020-07-12 23:21:01"|"2020-07-07 00:00:00"|"EUR"|"D"|"-32.88"|"0"|"32.88"|"00000852"|"LIQ"|"91051InternalEUR"|"000852"|"0TEH9TBS"|"0TEH9TBI"|"Interest Accrual"|"CG852"|"BG_COL"|"FIXED"|"OST:+EH7WYB"|"57"
"089105100085200"|"LOANINTEFIX"|"Interest Receivable - Loans Fixed"|"01174d829eada36Q"|"01174d829eac3367"|"DRV"|"INTAC"|"2020-09-29 06:40:59"|"2020-07-12 23:21:07"|"2020-07-07 00:00:00"|"EUR"|"D"|"-40.27"|"0"|"40.27"|"00000852"|"LIQ"|"91051InternalEUR"|"000852"|"0TEH9TC5"|"0TEH9TBV"|"Interest Accrual"|"CG852"|"BG_COL"|"FIXED"|"OST:+EH8RLZ"|"57"
"089105100085200"|"LOANINTEFIX"|"Interest Receivable - Loans Fixed"|"01174d829eb5936u"|"01174d829eb3f36b"|"DRV"|"INTAC"|"2020-09-29 06:41:00"|"2020-07-12 23:21:08"|"2020-07-07 00:00:00"|"EUR"|"D"|"-684.93"|"0"|"684.93"|"00000852"|"LIQ"|"91051InternalEUR"|"000852"|"0TEH9U33"|"W@EFIPL1"|"Interest Accrual"|"CG852"|"BG_COL"|"FIXED"|"OSTSREBYXUN"|"4"
"089105100085200"|"LOANINTEFIX"|"Interest Receivable - Loans Fixed"|"01174d829fc303J8"|"01174d829fc173Ip"|"DRV"|"INTAC"|"2020-09-29 06:41:04"|"2020-07-12 23:21:12"|"2020-07-07 00:00:00"|"EUR"|"D"|"-34.42"|"0"|"34.42"|"00000852"|"LIQ"|"91051InternalEUR"|"000852"|"08EH9STG"|"SWEFKWCS"|"Interest Accrual"|"CG852"|"BG_COL"|"FIXED"|"OSTH+EFJ1OL"|"37"
"089105100085200"|"LOANINTEFIX"|"Interest Receivable - Loans Fixed"|"01174d82971f92PJ"|"01174d82971e62P0"|"DRV"|"INTAC"|"2020-09-29 06:40:28"|"2020-07-12 23:20:37"|"2020-07-07 00:00:00"|"EUR"|"D"|"-98.63"|"0"|"98.63"|"00000852"|"LIQ"|"91051InternalEUR"|"000852"|"08EH9T4U"|"08EH9T4K"|"Interest Accrual"|"CG852"|"BG_COL"|"FIXED"|"OSTYREGCR95"|"53"
"089110000085200"|"FEESIBLDREC"|"Fees Receivable - IB Lending Fee"|"01174d82996692iL"|"01174d82996552i2"|"DRV"|"FEEAC"|"2020-09-29 06:40:38"|"2020-07-12 23:20:46"|"2020-07-07 00:00:00"|"EUR"|"D"|"-2446.02"|"0"|"2446.02"|"00000852"|"LIQ"|"91100InternalEUR"|"000852"|"08EH9SX4"|"WCEFIOT1"|"Fee Accrual"|"CG852"|"BG_COL"|"OTHER"|"FAC@-EFH76E"|"53"
"089110000085200"|"FEESIBLDREC"|"Fees Receivable - IB Lending Fee"|"01174d829946d2g1"|"01174d82994432fi"|"DRV"|"FEEAC"|"2020-09-29 06:40:37"|"2020-07-12 23:20:45"|"2020-07-07 00:00:00"|"EUR"|"D"|"-972.22"|"0"|"972.22"|"00000852"|"LIQ"|"91100InternalEUR"|"000852"|"08EH9ST8"|"WCEFIOLH"|"Fee Accrual"|"CG852"|"IT_SAF"|""|"FACQ+EDKW7K"|"22553344"
"089110000085200"|"FEESIBLDREC"|"Fees Receivable - IB Lending Fee"|"01174d829747a2SE"|"01174d82974672Rv"|"DRV"|"FEEAC"|"2020-09-29 06:40:29"|"2020-07-12 23:20:37"|"2020-07-07 00:00:00"|"EUR"|"D"|"-16273.97"|"0"|"16273.97"|"00000852"|"LIQ"|"91100InternalEUR"|"000852"|"0TEH9U26"|"W@EFIPIN"|"Fee Accrual"|"CG852"|"BG_COL"|"OTHER"|"FACSUEBXL2B"|"4"
"089110000085200"|"FEESIBLDREC"|"Fees Receivable - IB Lending Fee"|"01174d82972722Pn"|"01174d829725f2PU"|"DRV"|"FEEAC"|"2020-09-29 06:40:29"|"2020-07-12 23:20:37"|"2020-07-07 00:00:00"|"EUR"|"D"|"-7349.09"|"0"|"7349.09"|"00000852"|"LIQ"|"91100InternalEUR"|"000852"|"0TEH9TC7"|"W@EFIPF2"|"Fee Accrual"|"CG852"|"BG_COL"|"OTHER"|"FACYZEFEXAM"|"57"
"089110000085200"|"FEESIBLDREC"|"Fees Receivable - IB Lending Fee"|"01174d8296e252LK"|"01174d8296e0e2L1"|"DRV"|"FEEAC"|"2020-09-29 06:40:27"|"2020-07-12 23:20:36"|"2020-07-07 00:00:00"|"EUR"|"D"|"-8013.7"|"0"|"8013.7"|"00000852"|"LIQ"|"91100InternalEUR"|"000852"|"08EH9SW7"|"WCEFIOR7"|"Fee Accrual"|"CG852"|"BG_COL"|"OTHER"|"FAC3ZEFFD2W"|"53"
"089110000085200"|"FEESIBLDREC"|"Fees Receivable - IB Lending Fee"|"01174d8296d402KL"|"01174d8296d262K2"|"DRV"|"FEEAC"|"2020-09-29 06:40:27"|"2020-07-12 23:20:35"|"2020-07-07 00:00:00"|"EUR"|"D"|"-73.98"|"0"|"73.98"|"00000852"|"LIQ"|"91100InternalEUR"|"000852"|"08EH9SUT"|"WCEFIOPU"|"Fee Accrual"|"CG852"|"BG_COL"|"OTHER"|"FACY5EFF559"|"37"
"089110000085200"|"FEESIBLDREC"|"Fees Receivable - IB Lending Fee"|"01174d82a46193gJ"|"01174d82a46033g0"|"DRV"|"FEEAC"|"2020-09-29 06:41:23"|"2020-07-12 23:21:31"|"2020-07-07 00:00:00"|"EUR"|"D"|"-10715.51"|"0"|"10715.51"|"00000852"|"LIQ"|"91100InternalEUR"|"000852"|"0TEH9TEW"|"W@EFIPFR"|"Fee Accrual"|"CG852"|"BG_COL"|"OTHER"|"FAC@EEFH10F"|"57"
"089110000085200"|"FEESIBLDREC"|"Fees Receivable - IB Lending Fee"|"01174d82a35273Wf"|"01174d82a35103WM"|"DRV"|"FEEAC"|"2020-09-29 06:41:18"|"2020-07-12 23:21:27"|"2020-07-07 00:00:00"|"EUR"|"D"|"-1458.33"|"0"|"1458.33"|"00000852"|"LIQ"|"91100InternalEUR"|"000852"|"08EH9ST6"|"WCEFIOL2"|"Fee Accrual"|"CG852"|"IT_SAF"|""|"FACQ+EDKVL5"|"22553344"
"089110000085200"|"FEESIBLDREC"|"Fees Receivable - IB Lending Fee"|"01174d82997d22kJ"|"01174d82997bc2k0"|"DRV"|"FEEAC"|"2020-09-29 06:40:38"|"2020-07-12 23:20:46"|"2020-07-07 00:00:00"|"EUR"|"D"|"-7204.19"|"0"|"7204.19"|"00000852"|"LIQ"|"91100InternalEUR"|"000852"|"08EH9T16"|"WCEFIOTY"|"Fee Accrual"|"CG852"|"BG_COL"|"OTHER"|"FAC9ZEF82GL"|"53"
"089110000085200"|"FEESIBLDREC"|"Fees Receivable - IB Lending Fee"|"01174d82a34b33WB"|"01174d82a34953Vs"|"DRV"|"FEEAC"|"2020-09-29 06:41:18"|"2020-07-12 23:21:26"|"2020-07-07 00:00:00"|"EUR"|"D"|"-972.22"|"0"|"972.22"|"00000852"|"LIQ"|"91100InternalEUR"|"000852"|"08EH9ST2"|"WCEFIOK8"|"Fee Accrual"|"CG852"|"IT_SAF"|""|"FACQFEDH1QH"|"22553344"
"089110000085200"|"FEESIBLDREC"|"Fees Receivable - IB Lending Fee"|"01174d82a338e3VF"|"01174d82a335c3Uu"|"CRV"|"FEEPY"|"2020-09-29 06:41:18"|"2020-07-12 23:21:26"|"2020-07-07 00:00:00"|"EUR"|"C"|"10000"|"10000"|"0"|"00000852"|"LIQ"|"91100InternalEUR"|"000852"|"QYEH9OOI"|"Q8EH9O5D"|"Fee Payment"|"CG852"|"BG_COL"|"OTHER"|"FACYZEFEXAM"|"57"
